Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata
OG0017543	AT2G04890	scaffold_303269.1
OG0017544	AT4G30840	fgenesh2_kg.7__1101__AT4G30840.1
OG0017546	AT4G01190	Al_scaffold_0006_3894
OG0017547	AT3G21430	fgenesh2_kg.3__2365__AT3G21430.2
OG0017548	AT5G19473	fgenesh2_kg.6__1972__AT5G19473.1
OG0017549	AT3G30350	fgenesh1_pm.C_scaffold_5000579
OG0017550	AT1G23060	fgenesh2_kg.1__2510__AT1G23060.1
OG0017552	AT3G26040	fgenesh2_kg.5__358__AT3G26040.1
OG0017553	AT3G02070	Al_scaffold_0003_2
OG0017554	AT3G50260	fgenesh2_kg.5__1372__AT3G50260.1
OG0017555	AT1G71420	scaffold_202064.1
OG0017556	AT5G60040	fgenesh2_kg.8__1958__AT5G60040.1
OG0017558	AT1G43000	Al_scaffold_0001_3792
OG0017559	AT4G28150	fgenesh2_kg.7__1393__AT4G28150.1
OG0017561	AT1G68120	fgenesh2_kg.2__1038__AT1G68120.1
OG0017562	AT5G01420	fgenesh2_kg.6__68__AT5G01420.1
OG0017565	AT4G26950	fgenesh2_kg.7__1536__AT4G26950.1
OG0017566	AT1G78980	fgenesh2_kg.2__2197__AT1G78980.1
OG0017568	AT5G40500	fgenesh1_pg.C_scaffold_7003106
OG0017571	AT2G41340	fgenesh2_kg.4__2264__AT2G41340.1
OG0017572	AT1G80330	fgenesh1_pm.C_scaffold_2001960
OG0017573	AT4G30900	scaffold_701124.1
OG0017574	AT4G34830	scaffold_700644.1
OG0017575	AT2G32740	fgenesh2_kg.4__1270__AT2G32740.1
OG0017577	AT4G24570	scaffold_701872.1
OG0017578	AT4G39675	fgenesh2_kg.7__181__AT4G39675.1
OG0017582	AT2G27389	Al_scaffold_0004_1098
OG0017583	AT1G52490	scaffold_105051.1
OG0017584	AT5G64280	scaffold_803143.1
OG0017585	AT5G20430, AT5G20440	Al_scaffold_0006_1975
OG0017586	AT5G66595	scaffold_803467.1
OG0017587	AT5G07530	scaffold_600758.1
OG0017588	AT1G66730	fgenesh1_pg.C_scaffold_2001004
OG0017589	AT3G12770	Al_scaffold_0003_1295
OG0017590	AT1G65710	fgenesh1_pm.C_scaffold_2000638
OG0017591	AT3G46960	fgenesh1_pm.C_scaffold_5000868
OG0017592	AT5G56450	fgenesh2_kg.8__1550__AT5G56450.1
OG0017593	AT2G18120	fgenesh1_pm.C_scaffold_3002780
OG0017594	AT2G06510	scaffold_303391.1
OG0017595	AT3G03880	fgenesh2_kg.3__342__AT3G03880.1
OG0017596	AT5G49900	fgenesh1_pm.C_scaffold_8000735
OG0017597	AT5G65510	Al_scaffold_0008_3101
OG0017598	AT5G39580	fgenesh2_kg.7__3464__AT5G39580.1
OG0017601	AT3G53790	Al_scaffold_0005_2280
OG0017602	AT5G11690	scaffold_601192.1
OG0017603	AT5G25970	fgenesh1_pg.C_scaffold_6002203, scaffold_602723.1
OG0017604	AT4G33585	scaffold_800893.1, scaffold_700798.1
OG0017606	AT5G59470	scaffold_802577.1
OG0017608	AT1G48000	fgenesh2_kg.1__3889__AT1G48000.1
OG0017609	AT1G18630	Al_scaffold_0001_1932
OG0017610	AT5G44060	fgenesh2_kg.8__406__AT5G44060.1
OG0017611	AT3G01210	fgenesh2_kg.3__108__AT3G01210.1
OG0017613	AT1G69430	Al_scaffold_0002_1601
OG0017615	AT1G49110	fgenesh2_kg.1__4006__AT1G49110.1
OG0017617	AT5G07820	fgenesh2_kg.6__747__AT5G07820.1
OG0017619	AT3G55160	fgenesh1_pm.C_scaffold_5001586
OG0017620	AT3G09040	scaffold_301018.1
OG0017622	AT5G63440	fgenesh1_pm.C_scaffold_8001908
OG0017623	AT3G15770	fgenesh2_kg.3__1731__AT3G15770.1
OG0017624	AT4G33150	fgenesh2_kg.7__804__AT4G33150.1
OG0017625	AT1G09450	fgenesh1_pm.C_scaffold_1000768
OG0017626	AT1G54570	scaffold_105492.1
OG0017627	AT5G03580	fgenesh1_pg.C_scaffold_6000234
OG0017628	AT1G78172	fgenesh1_pm.C_scaffold_2001759
OG0017629	AT2G02020	scaffold_500127.1
OG0017631	AT5G18240	fgenesh2_kg.6__1830__AT5G18240.4
OG0017632	AT2G01630	fgenesh2_kg.5__69__AT2G01630.1
OG0017633	AT1G42540	Al_scaffold_0001_3779
OG0017634	AT1G18485	fgenesh2_kg.1__2022__AT1G18485.1
OG0017635	AT1G17460	fgenesh2_kg.1__1907__AT1G17460.1
OG0017636	AT4G31470	fgenesh2_kg.7__1023__AT4G31470.1
OG0017637	AT5G06930	fgenesh2_kg.6__642__AT5G06930.1
OG0017638	AT5G48090	fgenesh2_kg.8__678__AT5G48090.1
OG0017639	AT3G17630	Al_scaffold_0003_1853
OG0017640	AT2G24140	fgenesh2_kg.4__330__AT2G24140.1
OG0017641	AT3G12880	fgenesh2_kg.3__1350__AT3G12880.1
OG0017642	AT5G67370	fgenesh2_kg.8__2679__AT5G67370.1
OG0017643	AT4G13300, AT4G13280	fgenesh1_pm.C_scaffold_9000020
OG0017645	AT1G51380	fgenesh2_kg.1__4204__AT1G51380.1
OG0017646	AT1G22740	Al_scaffold_0001_2383
OG0017647	AT3G15250	fgenesh2_kg.3__1657__AT3G15250.1
OG0017650	AT5G24210	Al_scaffold_0006_2307
OG0017651	AT1G19200	Al_scaffold_0001_1991
OG0017655	AT1G76290	Al_scaffold_0002_2330
OG0017656	AT3G51210	Al_scaffold_0002_257
OG0017657	AT3G22961	Al_scaffold_0003_2465
OG0017658	AT2G15325	Al_scaffold_0003_3399
OG0017659	AT2G20463	Al_scaffold_0003_3986
OG0017660	AT3G01311	Al_scaffold_0003_91
OG0017661	AT2G33250	Al_scaffold_0004_1793
OG0017662	AT2G25305	Al_scaffold_0004_616
OG0017662	AT5G54215	Al_scaffold_0008_1854, scaffold_801946.1
OG0017664	AT5G16330	Al_scaffold_0006_1542
OG0017665	AT5G16960	Al_scaffold_0006_1605
OG0017666	AT4G23080, AT4G10210, AT4G10220	fgenesh2_kg.7__1989__AT4G10220.1, Al_scaffold_0006_3147
OG0017667	AT4G01280	Al_scaffold_0006_3886
OG0017668	AT4G25433	Al_scaffold_0007_1598
OG0017669	AT5G37730	Al_scaffold_0007_3370
OG0017670	AT5G38060	Al_scaffold_0007_3965
OG0017671	AT4G32717	fgenesh1_pm.C_scaffold_7000687
OG0017671	AT4G32714	Al_scaffold_0007_818
OG0017672	AT1G05040	fgenesh1_pg.C_scaffold_1000388
OG0017673	AT3G05345	fgenesh1_pg.C_scaffold_3000465
OG0017675	AT2G24700	fgenesh1_pg.C_scaffold_4000392
OG0017680	AT1G15920	fgenesh1_pm.C_scaffold_1001362
OG0017681	AT1G31255	fgenesh1_pm.C_scaffold_1002741
OG0017682	AT1G36380	fgenesh1_pm.C_scaffold_1002837
OG0017683	AT1G64130	fgenesh1_pm.C_scaffold_2000054
OG0017684	ATCG00280	fgenesh1_pm.C_scaffold_2000578
OG0017684	ATCG00280	fgenesh2_kg.2__702__ATCG00280.1
OG0017685	AT1G76965	fgenesh1_pm.C_scaffold_2001645
OG0017686	AT3G10195	fgenesh1_pm.C_scaffold_3000835
OG0017687	ATMG00580	fgenesh1_pm.C_scaffold_3002392
OG0017689	AT5G07130	fgenesh1_pm.C_scaffold_6000548
OG0017690	AT5G09980	fgenesh1_pm.C_scaffold_6000765
OG0017691	AT4G30380	fgenesh1_pm.C_scaffold_7000905
OG0017692	AT4G15960	fgenesh1_pm.C_scaffold_7002144
OG0017693	AT5G54890	fgenesh1_pm.C_scaffold_8001173
OG0017694	AT5G61280	fgenesh1_pm.C_scaffold_8001714
OG0017695	AT1G28375	fgenesh2_kg.1__3006__AT1G28375.1
OG0017696	AT1G28630	fgenesh2_kg.1__3040__AT1G28630.1
OG0017697	AT1G03990	fgenesh2_kg.1__330__AT1G03990.1
OG0017698	ATCG00890, ATCG01250	fgenesh2_kg.9__106__ATCG01250.1, scaffold_201136.1, fgenesh2_kg.1__3689__ATCG00890.1, fgenesh2_kg.7__3030__ATCG01250.1
OG0017699	AT1G52530	fgenesh2_kg.1__4331__AT1G52530.1
OG0017700	AT1G05055	fgenesh2_kg.1__449__AT1G05055.1
OG0017701	AT1G56710	fgenesh2_kg.1__4788__AT1G56710.1
OG0017702	AT3G10460	fgenesh2_kg.3__1079__AT3G10460.1
OG0017703	AT3G02960	fgenesh2_kg.3__243__AT3G02960.1
OG0017704	AT3G22690	fgenesh2_kg.3__2484__AT3G22690.1
OG0017705	AT3G09640	fgenesh2_kg.3__985__AT3G09640.2
OG0017706	AT2G22190	fgenesh2_kg.4__145__AT2G22190.1
OG0017707	AT2G36325	fgenesh2_kg.4__1666__AT2G36325.1
OG0017708	AT2G38823	fgenesh2_kg.4__1957__AT2G38823.1
OG0017709	AT2G39851	fgenesh2_kg.4__2080__AT2G39851.1
OG0017710	AT3G48970	fgenesh2_kg.5__1247__AT3G48970.1
OG0017711	AT3G50350	fgenesh2_kg.5__1378__AT3G50350.1
OG0017712	AT5G13900	fgenesh2_kg.6__1350__AT5G13900.1
OG0017713	AT5G14410	fgenesh2_kg.6__1414__AT5G14410.1
OG0017714	AT4G11655	fgenesh2_kg.6__3120__AT4G11655.1
OG0017715	AT4G17486	fgenesh2_kg.7__2561__AT4G17486.1
OG0017716	AT5G39930	fgenesh2_kg.7__3426__AT5G39930.1
OG0017717	AT5G52780	fgenesh2_kg.8__1157__AT5G52780.1
OG0017718	AT5G52810	fgenesh2_kg.8__1161__AT5G52810.1
OG0017719	AT5G48520	fgenesh2_kg.8__730__AT5G48520.1
OG0017720	AT3G23123	scaffold_13500003.1, scaffold_302784.1
OG0017721	AT3G05760	scaffold_300642.1
OG0017722	AT3G07450	scaffold_300880.1
OG0017723	AT2G06090	scaffold_303383.1, scaffold_400552.1
OG0017723	AT5G27238	scaffold_303382.1
OG0017724	AT4G00416	scaffold_304424.1
OG0017725	AT2G33520	scaffold_401927.1
OG0017726	AT2G37760	scaffold_402457.1
OG0017727	AT2G47020	scaffold_403676.1
OG0017728	AT3G48208	scaffold_501766.1
OG0017729	AT5G10460	scaffold_601059.1
OG0017730	AT5G17670	scaffold_601822.1
OG0017731	AT4G04614	scaffold_603775.1
OG0017732	AT4G38050	scaffold_700263.1
OG0017733	AT5G50770	scaffold_801505.1
OG0017777	AT5G53810	Al_scaffold_0008_1792
OG0017779	AT2G33780	fgenesh2_kg.4__1390__AT2G33780.1
OG0017780	AT1G22140	Al_scaffold_0001_2321
OG0017781	AT1G68410	scaffold_201680.1
OG0017782	AT5G57970	fgenesh2_kg.8__1716__AT5G57970.2
OG0017785	AT5G44690	Al_scaffold_0008_460
OG0017786	AT5G16920	fgenesh2_kg.6__1689__AT5G16920.1
OG0017787	AT5G20165	fgenesh2_kg.6__2054__AT5G20165.1
OG0017789	AT5G39880	fgenesh1_pm.C_scaffold_7002740
OG0017790	AT5G49800	fgenesh2_kg.8__855__AT5G49800.1
OG0017792	AT2G42455	Al_scaffold_0004_2889
OG0017795	AT3G43833	scaffold_501003.1, Al_scaffold_0005_927
OG0017796	AT3G24093	scaffold_302932.1, scaffold_302935.1
OG0017797	AT5G04730	scaffold_600418.1
OG0017798	AT3G50730	fgenesh1_pg.C_scaffold_5001570
OG0017798	AT3G50720	fgenesh1_pm.C_scaffold_5001176
OG0017800	AT3G04000	fgenesh1_pm.C_scaffold_3000293
OG0017801	AT1G48980	Al_scaffold_0008_2380, fgenesh1_pm.C_scaffold_1003107
OG0017802	AT3G06000	fgenesh2_kg.3__599__AT3G06000.1
OG0017803	AT2G26480	fgenesh2_kg.4__566__AT2G26480.1
OG0017804	AT2G39850	fgenesh2_kg.4__2079__AT2G39850.1
OG0017806	AT1G22090	scaffold_102502.1, Al_scaffold_0001_2316
OG0017808	AT5G11360	fgenesh1_pm.C_scaffold_6000885
OG0017812	AT3G60870	fgenesh2_kg.5__2553__AT3G60870.1
OG0017814	AT1G01810	fgenesh2_kg.1__49__AT1G01810.1
OG0017815	AT5G50120	fgenesh2_kg.8__883__AT5G50120.1
OG0017821	AT3G44430	scaffold_704313.1
OG0017822	AT2G05810	scaffold_801237.1, fgenesh2_kg.3__2896__AT2G05810.1
OG0017823	AT3G17160	fgenesh2_kg.3__1889__AT3G17160.1
OG0017825	AT1G68050	fgenesh2_kg.2__1049__AT1G68050.1
OG0017826	AT5G38800	scaffold_704179.1
OG0017827	AT1G22210	fgenesh1_pm.C_scaffold_1001888
OG0017828	AT5G49015	scaffold_801250.1
OG0017829	AT1G63055, AT1G63057	fgenesh1_pg.C_scaffold_2000176
OG0017830	AT3G03272	fgenesh2_kg.3__276__AT3G03272.1
OG0017831	AT1G14160	scaffold_101584.1
OG0017833	AT5G51451	fgenesh2_kg.8__1033__AT5G51451.1
OG0017835	AT4G29620	fgenesh2_kg.7__1232__AT4G29620.1
OG0017835	AT4G29630, AT4G29600	fgenesh2_kg.7__1233__AT4G29600.1
OG0017836	AT2G42030	fgenesh2_kg.4__2349__AT2G42030.1
OG0017837	AT3G59150	Al_scaffold_0005_2845
OG0017838	AT2G19420	scaffold_303909.1
OG0017839	AT1G54260	scaffold_105280.1, fgenesh2_kg.1__4509__AT1G54260.1
OG0017840	AT4G35580	fgenesh2_kg.7__521__AT4G35580.1
OG0017843	AT2G32140, AT1G65390	scaffold_201165.1, fgenesh2_kg.2__763__AT1G65390.1
OG0017844	AT5G41030	fgenesh2_kg.7__3309__AT5G41030.1
OG0017845	AT3G15790	scaffold_301848.1
OG0017846	AT3G24225	scaffold_302911.1
OG0017847	AT2G20960	fgenesh2_kg.4__8__AT2G20960.1
OG0017849	AT5G01680	Al_scaffold_0006_37
OG0017850	AT5G02950	fgenesh1_pm.C_scaffold_6000173
OG0017851	AT3G53160	fgenesh2_kg.5__1683__AT3G53160.1
OG0017853	AT4G22820	scaffold_702067.1
OG0017854	AT5G28650	fgenesh2_kg.6__2791__AT5G28650.1
OG0017856	AT1G59560	fgenesh1_pg.C_scaffold_2000531
OG0017857	AT4G38240	fgenesh2_kg.7__21__AT4G38240.1
OG0017858	AT3G02440	fgenesh2_kg.3__179__AT3G02440.1
OG0017859	AT4G08930	scaffold_603115.1
OG0017860	AT4G24670	fgenesh2_kg.7__1807__AT4G24670.2
OG0017864	AT1G65481	Al_scaffold_0002_1031
OG0017865	AT4G35640	scaffold_700553.1
OG0017867	AT1G01530, AT1G65360	scaffold_201367.1, Al_scaffold_0002_1221, scaffold_201370.1, Al_scaffold_0001_74
OG0017868	AT1G56280	Al_scaffold_0001_5167
OG0017870	AT3G21470	fgenesh1_pm.C_scaffold_3001904
OG0017871	AT1G79820	fgenesh2_kg.2__2416__AT1G79820.2
OG0017872	AT1G78130	fgenesh1_pm.C_scaffold_2001754
OG0017873	AT5G22690	Al_scaffold_0002_821
OG0017875	AT5G42860	fgenesh2_kg.8__548__AT5G42860.1
OG0017877	AT3G44070	fgenesh1_pm.C_scaffold_1003727, fgenesh1_pm.C_scaffold_3001515, fgenesh1_pm.C_scaffold_8000290, scaffold_34000003.1, scaffold_800928.1, fgenesh1_pm.C_scaffold_7001003, scaffold_703602.1, fgenesh1_pm.C_scaffold_5001198
OG0017879	AT5G67640	fgenesh1_pm.C_scaffold_8002151
OG0017880	AT4G38730	fgenesh2_kg.7__70__AT4G38730.1
OG0017881	AT3G27290	fgenesh2_kg.5__503__AT3G27290.1
OG0017882	AT2G12900, AT2G12940, AT2G13150	scaffold_303530.1, fgenesh1_pg.C_scaffold_3002758
OG0017883	AT4G01200	scaffold_604170.1
OG0017884	AT2G01050	scaffold_104598.1
OG0017886	AT3G20470	fgenesh2_kg.3__2272__AT3G20470.1
OG0017888	AT1G30350	Al_scaffold_0001_3105
OG0017889	AT3G43990	fgenesh1_pg.C_scaffold_5000873
OG0017890	AT3G57760	fgenesh2_kg.5__2219__AT3G57760.1
OG0017891	AT1G73130	fgenesh1_pg.C_scaffold_2001619
OG0017892	AT5G54360, AT5G54350	fgenesh1_pm.C_scaffold_8001123
OG0017893	AT4G19850	fgenesh2_kg.7__2318__AT4G19850.1
OG0017894	AT1G51520	fgenesh2_kg.1__4219__AT1G51520.1
OG0017896	AT1G48510	fgenesh2_kg.1__3943__AT1G48510.1, scaffold_104469.1
OG0017898	AT3G21590	fgenesh1_pm.C_scaffold_3001915
OG0017899	AT5G52545	Al_scaffold_0008_1638
OG0017900	AT3G23140	fgenesh1_pg.C_scaffold_3002222
OG0017901	AT3G01990	fgenesh2_kg.3__12__AT3G01990.1
OG0017903	AT5G57360	scaffold_802310.1
OG0017906	AT3G16470	fgenesh2_kg.3__1808__AT3G16470.2
OG0017907	AT5G41110	fgenesh2_kg.7__3298__AT5G41110.1
OG0017908	AT4G09840	scaffold_603312.1
OG0017911	AT3G05685	scaffold_300627.1
OG0017913	AT1G62530	fgenesh1_pm.C_scaffold_2000177
OG0017918	AT4G00250, AT4G00238, AT1G44810	Al_scaffold_0007_3014, scaffold_303870.1
OG0017919	AT4G00870	Al_scaffold_0006_3930
OG0017920	AT4G26820	fgenesh1_pg.C_scaffold_7001286
OG0017921	AT5G04000	fgenesh1_pm.C_scaffold_6000269
OG0017923	AT1G56170	fgenesh2_kg.1__4640__AT1G56170.2
OG0017924	AT1G14380	Al_scaffold_0001_1485
OG0017927	AT1G68725	fgenesh1_pm.C_scaffold_2000924
OG0017928	AT4G32450	fgenesh2_kg.7__913__AT4G32450.1
OG0017929	AT3G14930	fgenesh2_kg.3__1617__AT3G14930.1
OG0017930	AT4G29658	fgenesh1_pm.C_scaffold_7000976
OG0017932	AT3G04640	fgenesh2_kg.3__427__AT3G04640.1
OG0017933	AT1G11145	Al_scaffold_0001_1115
OG0017934	AT1G11810, AT3G13830	scaffold_301576.1, scaffold_301606.1
OG0017935	AT1G02850	Al_scaffold_0001_200
OG0017936	AT1G55775	fgenesh2_kg.1__4594__AT1G55780.1
OG0017937	AT2G25000	fgenesh2_kg.4__412__AT2G25000.1
OG0017938	AT5G44990	Al_scaffold_0008_420
OG0017941	AT5G23480	fgenesh1_pg.C_scaffold_6001961
OG0017942	AT3G09470	fgenesh1_pm.C_scaffold_3000767
OG0017945	AT5G58690	Al_scaffold_0008_2352
OG0017946	AT5G11400	fgenesh2_kg.6__1107__AT5G11400.1
OG0017947	AT2G42440	fgenesh1_pg.C_scaffold_4002383
OG0017950	AT3G07430	fgenesh2_kg.3__764__AT3G07430.1
OG0017951	AT4G00890	Al_scaffold_0006_3927
OG0017952	AT1G54920	fgenesh2_kg.1__4722__AT1G54920.2
OG0017954	AT1G57560	fgenesh1_pm.C_scaffold_1003728
OG0017955	AT2G48010	scaffold_403780.1
OG0017957	AT5G63905	scaffold_803091.1
OG0017958	AT1G12860	Al_scaffold_0001_1326
OG0017959	AT1G60970	scaffold_200509.1
OG0017961	AT3G46940	scaffold_501626.1
OG0017962	AT3G02245	Al_scaffold_0003_147
OG0017963	AT1G77410	fgenesh2_kg.2__2036__AT1G77410.1
OG0017964	AT1G74150	fgenesh1_pm.C_scaffold_2001393
OG0017966	AT3G10116	Al_scaffold_0003_1015
OG0017968	AT2G24100	fgenesh2_kg.4__327__AT2G24100.1
OG0017969	AT3G03510	fgenesh1_pm.C_scaffold_3000248
OG0017970	AT3G27355	scaffold_500678.1
OG0017971	AT5G17180	fgenesh2_kg.6__1714__AT5G17180.1
OG0017972	AT5G27370	scaffold_602905.1
OG0017974	AT1G18060	scaffold_102013.1
OG0017976	AT4G31615	fgenesh1_pg.C_scaffold_7000837
OG0017978	AT3G47600	scaffold_501696.1
OG0017979	AT1G50180	fgenesh2_kg.1__4104__AT1G50180.1
OG0017980	AT5G07050	fgenesh2_kg.6__659__AT5G07050.1
OG0017983	AT5G63595, AT5G43935	fgenesh2_kg.8__423__AT5G43935.1
OG0017984	AT3G13140	fgenesh1_pm.C_scaffold_3001102
OG0017985	AT2G40160	fgenesh2_kg.4__2122__AT2G40160.1
OG0017986	AT4G09190	Al_scaffold_0006_3034
OG0017987	AT2G35200	fgenesh2_kg.4__1545__AT2G35200.1
OG0017989	AT1G54510	fgenesh2_kg.1__4680__AT1G54510.1
OG0017990	AT4G18580	fgenesh2_kg.7__2435__AT4G18580.2
OG0017992	AT5G15725	fgenesh2_kg.6__1549__AT5G15725.1
OG0017993	AT1G20803	fgenesh2_kg.1__2269__AT1G20801.1
OG0017994	AT2G40440	Al_scaffold_0008_978
OG0017996	AT1G77270	scaffold_202686.1
OG0017998	AT1G09415	fgenesh2_kg.1__987__AT1G09415.1
OG0017999	AT5G48680	fgenesh2_kg.8__750__AT5G48680.1
OG0018000	AT4G08910	scaffold_603120.1
OG0018003	AT2G07674, ATMG01010	scaffold_303454.1
OG0018004	AT4G18335	fgenesh2_kg.7__2465__AT4G18335.1
OG0018005	AT2G18870	Al_scaffold_0003_3948
OG0018006	AT2G35035	fgenesh2_kg.4__1529__AT2G35035.1
OG0018009	AT1G01320	fgenesh2_kg.1__96__AT1G01320.1
OG0018010	AT5G55980	scaffold_802140.1
OG0018011	AT5G52550	fgenesh2_kg.8__1141__AT5G52552.1
OG0018013	AT3G03405	fgenesh1_pm.C_scaffold_3000238
OG0018014	AT3G28630	fgenesh2_kg.5__629__AT3G28630.1
OG0018015	AT1G03290	fgenesh2_kg.1__261__AT1G03290.1
OG0018016	AT4G22400, AT4G18310, AT4G18320	fgenesh1_pg.C_scaffold_7002091
OG0018018	AT3G62760	fgenesh2_kg.5__2768__AT3G62760.1
OG0018019	AT4G01890	fgenesh1_pm.C_scaffold_6002830
OG0018021	AT5G46460	fgenesh2_kg.8__142__AT5G46460.1
OG0018025	AT5G50230	fgenesh2_kg.8__897__AT5G50230.1
OG0018026	AT4G01810	fgenesh2_kg.6__3532__AT4G01810.1
OG0018027	AT4G38870	fgenesh1_pm.C_scaffold_7000064
OG0018028	AT1G54830	fgenesh2_kg.1__4714__AT1G54830.1
OG0018030	AT1G69510	Al_scaffold_0002_1610
OG0018032	ATCG00120	fgenesh2_kg.2__714__ATCG00120.1
OG0018033	AT2G17850	Al_scaffold_0003_3745
OG0018034	AT3G48230	Al_scaffold_0003_375, Al_scaffold_0005_1635
OG0018035	ATMG00370, AT2G07739	scaffold_501018.1
OG0018035	ATCG01000, ATCG01130	fgenesh1_pm.C_scaffold_9000101, fgenesh1_pm.C_scaffold_7002746
OG0018036	AT2G34740	Al_scaffold_0004_1957
OG0018037	AT2G36255	Al_scaffold_0004_2123
OG0018040	AT5G11990	Al_scaffold_0006_1117
OG0018041	AT4G04360	Al_scaffold_0006_3509
OG0018042	AT4G28397	Al_scaffold_0007_1284
OG0018043	AT5G32460	Al_scaffold_0007_3065, fgenesh1_pg.C_scaffold_7002667
OG0018044	AT5G38400	Al_scaffold_0007_3898
OG0018045	AT5G48905	Al_scaffold_0008_1173
OG0018046	AT5G48953	Al_scaffold_0008_1181
OG0018047	AT5G50345	Al_scaffold_0008_1394
OG0018048	AT5G53790	scaffold_801879.1, fgenesh1_pg.C_scaffold_8001416, scaffold_801876.1, Al_scaffold_0008_1784
OG0018049	AT5G46200	Al_scaffold_0008_207
OG0018051	AT2G29260	Al_scaffold_0084_1, scaffold_401388.1
OG0018052	AT2G29430	Al_scaffold_0707_1, fgenesh1_pm.C_scaffold_4000765
OG0018053	AT1G02940	fgenesh1_pg.C_scaffold_1000186
OG0018054	AT1G19086	fgenesh1_pg.C_scaffold_1001725
OG0018055	AT1G74630	fgenesh1_pg.C_scaffold_2001749
OG0018057	AT2G07240	fgenesh1_pg.C_scaffold_6003212
OG0018059	AT1G05291	fgenesh1_pm.C_scaffold_1000397
OG0018060	AT3G16610	fgenesh1_pm.C_scaffold_3001448
OG0018061	AT2G34100	fgenesh1_pm.C_scaffold_4001191
OG0018062	AT5G48605, AT5G48595	fgenesh1_pm.C_scaffold_43000003, fgenesh1_pm.C_scaffold_8000613
OG0018062	AT5G48515	scaffold_4300004.1, scaffold_801170.1
OG0018063	AT3G26140	fgenesh1_pm.C_scaffold_5000300
OG0018064	AT5G01881	fgenesh1_pm.C_scaffold_6000014
OG0018065	AT2G22940, AT3G45560, AT2G16520	fgenesh1_pm.C_scaffold_6000389
OG0018066	AT5G07100	fgenesh1_pm.C_scaffold_6000545
OG0018067	AT5G17720	fgenesh1_pm.C_scaffold_6001420
OG0018068	AT4G13060	fgenesh1_pm.C_scaffold_678000001, fgenesh1_pm.C_scaffold_9000056
OG0018069	AT4G38140	fgenesh1_pm.C_scaffold_7000003
OG0018070	AT4G37380	fgenesh1_pm.C_scaffold_7000257
OG0018071	AT4G13968	scaffold_703252.1, fgenesh1_pm.C_scaffold_7002347
OG0018072	AT1G80133	fgenesh2_kg.2__2373__AT1G80133.1
OG0018073	AT3G11405	fgenesh2_kg.3__1178__AT3G11405.1
OG0018074	AT2G34730	fgenesh2_kg.4__1497__AT2G34730.1
OG0018075	AT2G03210	fgenesh2_kg.5__218__AT2G03210.1
OG0018076	AT3G43930	fgenesh2_kg.5__817__AT3G43930.1
OG0018077	AT5G10570	fgenesh2_kg.6__1024__AT5G10570.1
OG0018078	AT5G02440	fgenesh2_kg.6__154__AT5G02440.1
OG0018080	AT5G07225	fgenesh2_kg.6__681__AT5G07225.1
OG0018081	AT1G55990, AT4G33610	fgenesh2_kg.7__756__AT1G55990.1
OG0018082	AT5G44750	fgenesh2_kg.8__323__AT5G44750.2
OG0018083	AT5G43770	fgenesh2_kg.8__444__AT5G43770.1
OG0018084	AT1G16515	scaffold_101838.1
OG0018085	AT1G30740	scaffold_103423.1
OG0018087	AT4G11402	scaffold_603542.1, scaffold_200309.1
OG0018088	AT1G08985	scaffold_200822.1
OG0018089	AT2G07751, ATMG00990	scaffold_303455.1
OG0018089	ATCG00440	scaffold_201032.1, scaffold_201068.1, scaffold_201102.1
OG0018090	AT1G66145	scaffold_201322.1
OG0018091	AT1G78220	scaffold_202790.1
OG0018094	AT2G16592	scaffold_303942.1
OG0018094	AT2G16594	scaffold_303943.1, scaffold_303945.1
OG0018098	AT3G63480	scaffold_503639.1
OG0018100	AT5G07110	scaffold_600706.1
OG0018101	AT5G20045	scaffold_602101.1
OG0018102	AT4G28775	scaffold_701378.1
OG0018104	AT4G25380	scaffold_701780.1
OG0018105	AT5G50423	scaffold_801475.1
OG0018106	AT5G67265	scaffold_803382.1
OG0018168	AT3G47720	fgenesh1_pm.C_scaffold_5000924
OG0018172	AT1G13650	fgenesh1_pm.C_scaffold_1001154
OG0018173	AT5G43000	fgenesh2_kg.8__519__AT5G43000.1
OG0018174	AT1G13910	fgenesh2_kg.1__1505__AT1G13910.1
OG0018176	AT1G80060	scaffold_203066.1
OG0018177	AT1G06710	fgenesh1_pm.C_scaffold_1000521
OG0018178	AT3G49840	fgenesh2_kg.5__1335__AT3G49840.1
OG0018179	AT1G79985	Al_scaffold_0002_2799
OG0018180	AT3G19790	scaffold_302336.1
OG0018183	AT3G03930	fgenesh1_pg.C_scaffold_3000315
OG0018186	AT3G20180	fgenesh2_kg.3__2239__AT3G20180.1
OG0018187	AT4G28580	fgenesh2_kg.7__1338__AT4G28580.1
OG0018192	AT4G00335	fgenesh1_pm.C_scaffold_6002959
OG0018193	AT3G06360	fgenesh2_kg.3__640__AT3G06360.1
OG0018194	AT1G33530	Al_scaffold_0001_3426
OG0018197	AT5G50010	fgenesh2_kg.8__873__AT5G50011.1
OG0018198	AT2G03770	scaffold_500364.1
OG0018199	AT3G62460	scaffold_503530.1, fgenesh1_pg.C_scaffold_5002702
OG0018201	AT3G07500	scaffold_300886.1
OG0018202	AT1G54360	fgenesh2_kg.1__4655__AT1G54360.4
OG0018203	AT2G27940	Al_scaffold_0004_1191
OG0018205	AT5G41530	Al_scaffold_0007_3498
OG0018206	AT5G02510	fgenesh1_pg.C_scaffold_6000141
