Orthogroup	Arabidopsis_thaliana	Tarenaya_hassleriana
OG0011614	AT3G46510	Th2v18785
OG0011615	AT1G13180	Th2v00215, Th2v28536
OG0011617	AT5G20850	Th2v21472
OG0011618	AT4G39470	Th2v12674, Th2v13934
OG0011619	AT2G47530	Th2v13022, Th2v22728
OG0011620	AT3G28670	Th2v00621, Th2v06260, Th2v14961
OG0011621	AT3G57790	Th2v13209, Th2v25849
OG0011622	AT2G38410	Th2v14552, Th2v17004
OG0011623	AT5G06060	Th2v08752, Th2v20255
OG0011624	AT2G37740	Th2v16938
OG0011625	AT3G23640	Th2v24560
OG0011626	AT2G28605	Th2v08304
OG0011627	AT2G27140	Th2v08428
OG0011628	AT3G07740	Th2v24749
OG0011629	AT5G25840	Th2v17611
OG0011630	AT3G13000	Th2v26206
OG0011631	AT1G74240	Th2v09875
OG0011632	AT5G14950	Th2v23136
OG0011633	AT2G47500	Th2v07311
OG0011634	AT1G49980	Th2v29533
OG0011635	AT1G75090	Th2v05862, Th2v20964
OG0011636	AT1G64790	Th2v05196
OG0011637	AT3G66654	Th2v11368, Th2v30872
OG0011639	AT5G43310	Th2v16097
OG0011640	AT4G08460	Th2v04774, Th2v10967
OG0011641	AT4G15820	Th2v26262
OG0011642	AT4G26470	Th2v21685
OG0011643	AT2G33855	Th2v26499
OG0011644	AT5G08450	Th2v13783, Th2v24145
OG0011645	AT5G22110	Th2v18921
OG0011646	AT4G22010	Th2v04415, Th2v16697
OG0011647	AT3G44330	Th2v21196
OG0011648	AT4G16660	Th2v01531, Th2v29527
OG0011649	AT4G10030	Th2v04668
OG0011650	AT4G02340	Th2v07930
OG0011651	AT5G52440	Th2v26913
OG0011652	AT2G31955	Th2v01192
OG0011653	AT5G64470	Th2v13694, Th2v24205
OG0011654	AT2G36895	Th2v29369
OG0011656	AT1G79720	Th2v10165
OG0011657	AT5G58510	Th2v17789
OG0011658	AT5G60540	Th2v21244
OG0011659	AT1G19520	Th2v05853, Th2v20951
OG0011660	AT3G60300	Th2v12782, Th2v22469
OG0011661	AT4G23730	Th2v10861, Th2v04568, Th2v16818
OG0011662	AT1G01990	Th2v29261
OG0011663	AT1G52500	Th2v21957
OG0011664	AT5G04260	Th2v20103
OG0011665	AT2G27170	Th2v07710, Th2v15589
OG0011666	AT5G10970	Th2v17432, Th2v21406
OG0011667	AT2G46580	Th2v27531
OG0011668	AT1G28200	Th2v10346, Th2v26469
OG0011669	AT5G56110	Th2v05518
OG0011670	AT1G33060	Th2v04630, Th2v16853
OG0011671	AT1G32540	Th2v01496, Th2v29228
OG0011672	AT1G30370	Th2v01383
OG0011673	AT2G38710	Th2v03576, Th2v30292
OG0011674	AT5G44290	Th2v07995
OG0011675	AT2G19410	Th2v02164
OG0011676	AT2G25570	Th2v19764
OG0011677	AT1G18170	Th2v09931
OG0011679	AT2G41460	Th2v28469
OG0011681	AT4G01600	Th2v07880
OG0011682	AT2G37660	Th2v14605
OG0011683	AT1G32260	Th2v01478, Th2v27765
OG0011684	AT1G08170	Th2v08351, Th2v17915
OG0011686	AT1G26470	Th2v24924
OG0011687	AT1G60790	Th2v06109, Th2v14818
OG0011688	AT2G01860	Th2v05781, Th2v20877
OG0011689	AT5G64250	Th2v13722, Th2v13724
OG0011690	AT4G16146	Th2v18267
OG0011691	AT5G57210	Th2v21734
OG0011692	AT4G32290	Th2v02051
OG0011693	AT3G10060	Th2v08859
OG0011694	AT1G80680	Th2v10188
OG0011695	AT1G54530	Th2v00727, Th2v05143
OG0011696	AT1G31160	Th2v10518
OG0011697	AT1G20830	Th2v05776, Th2v20871
OG0011698	AT1G04990	Th2v16037
OG0011699	AT5G02200	Th2v08939, Th2v19963
OG0011700	AT3G51030	Th2v11667
OG0011701	AT4G16180	Th2v18276
OG0011702	AT4G31310	Th2v02090
OG0011703	AT1G04910	Th2v08088, Th2v16047
OG0011704	AT3G04580	Th2v09185, Th2v17669
OG0011705	AT5G35630	Th2v08544, Th2v25207
OG0011706	AT1G19920	Th2v28058
OG0011707	AT5G13610	Th2v14279, Th2v22103
OG0011708	AT3G13065	Th2v26199
OG0011709	AT4G02450	Th2v07938, Th2v16286
OG0011710	AT1G05380	Th2v15988
OG0011711	AT5G60150	Th2v18825
OG0011713	AT3G12010	Th2v17701
OG0011714	AT4G27790	Th2v28362
OG0011715	AT2G17280	Th2v28633, Th2v31551
OG0011716	AT1G21780	Th2v05692, Th2v20774
OG0011717	AT5G63910	Th2v11824, Th2v24166
OG0011718	AT3G03610	Th2v18538, Th2v22902
OG0011719	AT5G25080	Th2v21396
OG0011720	AT5G15880	Th2v18635
OG0011721	AT1G71790	Th2v27908
OG0011722	AT3G48250	Th2v09265, Th2v17381, Th2v14044
OG0011723	AT3G01680	Th2v23176
OG0011724	AT5G35400	Th2v08513
OG0011725	AT1G18010, AT1G18000	Th2v21365
OG0011727	AT5G04190	Th2v20096
OG0011728	AT5G65158	Th2v24235
OG0011729	AT4G31210	Th2v12375
OG0011730	AT1G36390	Th2v04141, Th2v04769
OG0011731	AT3G51050	Th2v13446
OG0011732	AT3G43520	Th2v17988, Th2v18966
OG0011734	AT5G42180	Th2v30444, Th2v30446
OG0011735	AT2G34630	Th2v01378
OG0011736	AT2G17670	Th2v02468, Th2v02945
OG0011737	AT5G66200	Th2v11654, Th2v14149, Th2v26738
OG0011738	AT3G48580	Th2v14071
OG0011739	AT3G04460	Th2v22865
OG0011740	AT5G02800	Th2v08908, Th2v20002
OG0011741	AT2G35140	Th2v01424
OG0011742	AT2G27880	Th2v27641, Th2v07649, Th2v15644
OG0011743	AT5G64090	Th2v11818, Th2v24175
OG0011744	AT5G24330	Th2v29465
OG0011745	AT2G26700	Th2v25125
OG0011746	AT4G24660	Th2v03806
OG0011749	AT5G51840	Th2v09303
OG0011750	AT3G51780	Th2v16981, Th2v16993
OG0011751	AT1G08320	Th2v08374
OG0011752	AT3G62020	Th2v12968, Th2v22666
OG0011753	AT3G12540	Th2v17743
OG0011754	AT5G43750	Th2v08029
OG0011758	AT3G10650	Th2v14377, Th2v22205, Th2v20156
OG0011763	AT5G39910	Th2v00369
OG0011764	AT1G02340	Th2v07886, Th2v16346
OG0011765	AT3G21150	Th2v24377
OG0011766	AT3G27025	Th2v28487
OG0011767	AT3G60650	Th2v07063, Th2v12812, Th2v22502
OG0011768	AT1G22120	Th2v21132, Th2v27977
OG0011773	AT2G25185	Th2v00172, Th2v00170, Th2v14597
OG0011775	AT4G11680	Th2v04519, Th2v16763
OG0011776	AT1G16900	Th2v10079
OG0011777	AT1G19715	Th2v04066, Th2v19833
OG0011778	AT1G26840	Th2v25016
OG0011779	AT1G26800	Th2v03997, Th2v25624
OG0011780	AT1G27300	Th2v03883
OG0011781	AT1G44110	Th2v17186, Th2v23454
OG0011782	AT1G53440, AT1G53430	Th2v26035
OG0011783	AT1G53460	Th2v23750, Th2v27414
OG0011784	AT1G05060	Th2v08106
OG0011785	AT1G55300	Th2v26130
OG0011786	AT1G77765	Th2v20762, Th2v27989
OG0011788	AT3G10700	Th2v08870
OG0011791	AT2G22770	Th2v03142
OG0011793	AT2G01410	Th2v00016, Th2v15252
OG0011794	AT5G03810, AT5G03820	Th2v08858
OG0011795	AT4G25370	Th2v29478
OG0011796	AT4G25340	Th2v09323, Th2v23507
OG0011797	AT4G38040	Th2v03161, Th2v12732
OG0011798	AT4G17650	Th2v10638
OG0011799	AT4G34880	Th2v02518
OG0011800	AT4G32915	Th2v01961, Th2v11078
OG0011801	AT4G32720	Th2v01981
OG0011802	AT5G66800	Th2v13480
OG0011803	AT5G44730	Th2v04288, Th2v16621
OG0011805	AT1G63060	Th2v06036, Th2v14745
OG0011806	AT1G62760	Th2v06018, Th2v14727, Th2v20572
OG0011808	AT1G74460	Th2v10282
OG0011809	AT3G16210	Th2v23867, Th2v27458
OG0011810	AT3G18715	Th2v26408, Th2v27695, Th2v25582
OG0011811	AT3G23240	Th2v19414, Th2v28749
OG0011813	AT4G24973, AT4G24974, AT4G24975	Th2v08429, Th2v08430, Th2v08431
OG0011814	AT3G52250	Th2v30951
OG0011815	AT5G16180	Th2v23028
OG0011816	AT4G11660	Th2v04520, Th2v10845
OG0011817	AT4G12420	Th2v04467
OG0011818	AT4G37220	Th2v03063
OG0011819	AT4G32750	Th2v01979
OG0011822	AT5G36800, AT5G36710	Th2v05246
OG0011834	AT1G70620	Th2v04043
OG0011835	AT3G57430	Th2v16622
OG0011836	AT1G26640	Th2v03989
OG0011837	AT5G51390	Th2v09336, Th2v23491
OG0011838	AT4G19100	Th2v04223
OG0011839	AT1G08150	Th2v07637, Th2v15656
OG0011841	AT4G22260	Th2v10810
OG0011842	AT1G75340	Th2v04059
OG0011843	AT3G10030	Th2v08855, Th2v20062
OG0011845	AT1G71730	Th2v04177
OG0011846	AT2G24830	Th2v12411
OG0011847	AT2G43030	Th2v00711
OG0011848	AT1G56300	Th2v05101, Th2v00813, Th2v07310
OG0011849	AT2G24970	Th2v12416
OG0011850	AT4G29490	Th2v01653
OG0011851	AT5G59360	Th2v17844, Th2v18784
OG0011853	AT5G65950	Th2v11638
OG0011854	AT1G23180	Th2v25069
OG0011855	AT1G77550	Th2v08532
OG0011856	AT2G21180	Th2v12580
OG0011857	AT3G12750	Th2v24491
OG0011859	AT5G53900	Th2v09663
OG0011860	AT3G56570	Th2v09209
OG0011861	AT5G40270, AT5G40290	Th2v00336, Th2v28878
OG0011862	AT2G13290	Th2v19738
OG0011863	AT3G07480	Th2v11473
OG0011864	AT4G29310	Th2v02190
OG0011865	AT5G01070	Th2v14481
OG0011866	AT5G14100	Th2v23200
OG0011867	AT2G32000	Th2v15980
OG0011868	AT2G18710	Th2v01741
OG0011870	AT4G16060	Th2v25511
OG0011873	AT5G07220	Th2v13929, Th2v24023
OG0011875	AT3G13060	Th2v01021, Th2v23597
OG0011876	AT2G45520	Th2v07137
OG0011877	AT1G68680	Th2v19776
OG0011878	AT3G52070	Th2v25751
OG0011879	AT4G18370	Th2v07401, Th2v10677
OG0011880	AT5G52010	Th2v16441
OG0011881	AT3G53140	Th2v11082, Th2v30050
OG0011882	AT3G25805	Th2v28554
OG0011883	AT5G58240	Th2v06224, Th2v14925
OG0011884	AT3G23175	Th2v19407
OG0011885	AT2G36130	Th2v29753
OG0011886	AT4G20400	Th2v04320, Th2v16635
OG0011887	AT1G01920	Th2v16473
OG0011888	AT3G55460	Th2v03360, Th2v22339
OG0011889	AT2G43760	Th2v03318
OG0011890	AT4G27390	Th2v28309
OG0011891	AT5G11330	Th2v21435
OG0011892	AT4G28180	Th2v02269
OG0011893	AT1G54100	Th2v00941
OG0011894	AT1G63610	Th2v17275
OG0011895	AT1G78010	Th2v04138
OG0011896	AT5G22640	Th2v18890
OG0011897	AT2G28830	Th2v07555, Th2v15729
OG0011898	AT1G27850	Th2v10334
OG0011899	AT5G54855	Th2v21619
OG0011901	AT5G51050	Th2v09360, Th2v26851
OG0011903	AT1G74220	Th2v23251
OG0011904	AT5G49960	Th2v31474
OG0011905	AT1G52870	Th2v21993
OG0011906	AT1G13770	Th2v06477, Th2v15174
OG0011907	AT5G13630	Th2v09206
OG0011908	AT2G03620	Th2v28714
OG0011909	AT5G54260	Th2v10278
OG0011910	AT2G24230	Th2v02104
OG0011911	AT1G05820	Th2v08154
OG0011912	AT3G62780	Th2v13040, Th2v22747
OG0011913	AT5G03080	Th2v14451, Th2v20012
OG0011915	AT2G28940	Th2v07543, Th2v15739
OG0011916	AT3G29770	Th2v00436
OG0011917	AT4G39690	Th2v03205
OG0011918	AT3G20230	Th2v28589
OG0011919	AT2G20875	Th2v12644
OG0011920	AT5G42340	Th2v29904
OG0011921	AT2G45010	Th2v07077, Th2v18097
OG0011922	AT3G07900	Th2v11525
OG0011923	AT4G32690	Th2v02028
OG0011924	AT3G24535	Th2v19550, Th2v25310
OG0011925	AT5G05920	Th2v08789, Th2v20243
OG0011926	AT3G23360	Th2v19428
OG0011927	AT4G16807	Th2v29192
OG0011928	AT5G48330	Th2v11493
OG0011929	AT1G47130	Th2v10324, Th2v01246, Th2v26428
OG0011930	AT1G03830	Th2v16178
OG0011931	AT2G05920	Th2v25200, Th2v08535, Th2v08536
OG0011933	AT3G14900	Th2v26026
OG0011934	AT5G06130	Th2v20269
OG0011935	AT1G24575	Th2v28260
OG0011936	AT5G48220	Th2v11503
OG0011937	AT1G21890	Th2v04151
OG0011938	AT1G73380	Th2v05928, Th2v21047
OG0011939	AT1G11090	Th2v20679
OG0011940	AT4G39700	Th2v12693
OG0011941	AT4G20770	Th2v04315
OG0011942	AT3G05390	Th2v11194
OG0011943	AT5G24710	Th2v21371
OG0011944	AT2G26100	Th2v02006
OG0011945	AT4G21070	Th2v04340
OG0011946	AT3G20820	Th2v25480
OG0011947	AT5G51690	Th2v09314
OG0011948	AT4G18790	Th2v16559
OG0011950	AT1G49040	Th2v26387, Th2v27722
OG0011951	AT4G12750	Th2v08574, Th2v25241
OG0011952	AT3G63280	Th2v07353, Th2v07435, Th2v07354
OG0011953	AT4G37700	Th2v12342
OG0011954	AT3G57320	Th2v13170, Th2v25813
OG0011955	AT1G23740	Th2v04032, Th2v30980
OG0011956	AT3G51930	Th2v25762
OG0011957	AT2G38130	Th2v06962, Th2v18198
OG0011958	AT1G80320	Th2v23422
OG0011959	AT4G17740	Th2v08066
OG0011960	AT5G52190	Th2v09774
OG0011961	AT3G47660	Th2v11918
OG0011962	AT3G51040	Th2v14167, Th2v26717
OG0011963	AT4G17610	Th2v27202
OG0011964	AT1G48460	Th2v19092
OG0011965	AT3G24730	Th2v19564, Th2v25368
OG0011966	AT2G45890	Th2v27494
OG0011967	AT5G48390	Th2v11483, Th2v26114
OG0011968	AT1G43310, AT5G33320	Th2v23531, Th2v29962
OG0011969	AT1G16770	Th2v10090
OG0011970	AT2G25770	Th2v01968
OG0011971	AT3G17670	Th2v26051
OG0011972	AT1G12250	Th2v04905
OG0011973	AT2G31070	Th2v08189, Th2v15894
OG0011974	AT2G40070	Th2v03385, Th2v22387
OG0011975	AT5G14520	Th2v03515
OG0011977	AT1G47510	Th2v11034
OG0011978	AT1G05490	Th2v17488
OG0011979	AT2G26590	Th2v25138
OG0011981	AT5G62730	Th2v23988
OG0011982	AT4G39520	Th2v12686
OG0011984	AT3G08970	Th2v19903
OG0011985	AT2G28130	Th2v07630, Th2v15663
OG0011987	AT5G38895	Th2v06320, Th2v15018
OG0011988	AT2G46880	Th2v12963, Th2v22661
OG0011989	AT4G11570	Th2v04528, Th2v16778
OG0011990	AT3G53980	Th2v16926
OG0011991	AT1G04890	Th2v16054
OG0011992	AT1G63240	Th2v20529
OG0011993	AT1G73965	Th2v09897
OG0011995	AT2G34860	Th2v21512
OG0011996	AT1G70570	Th2v25702, Th2v31106
OG0011997	AT2G26460	Th2v11929
OG0011998	AT5G20590	Th2v18991
OG0012000	AT5G48830	Th2v11424
OG0012001	AT5G13500	Th2v08661
OG0012002	AT2G33590, AT2G33600	Th2v30157
OG0012003	AT4G34020	Th2v02786
OG0012004	AT5G64000	Th2v11822
OG0012005	AT3G20660	Th2v29106
OG0012006	AT1G34000	Th2v17125
OG0012007	AT5G21900	Th2v17969
OG0012008	AT4G09350	Th2v17155
OG0012009	AT2G37570	Th2v16953
OG0012010	AT1G61215	Th2v04964
OG0012011	AT2G37240	Th2v03663
OG0012012	AT5G62760	Th2v14010
OG0012013	AT5G01990	Th2v19847
OG0012014	AT1G34380	Th2v17146
OG0012015	AT5G20360	Th2v18019, Th2v19004
OG0012016	AT3G05170	Th2v25427
OG0012017	AT3G48425	Th2v14052
OG0012019	AT1G27660	Th2v01213
OG0012020	AT1G74320	Th2v17739, Th2v22122
OG0012021	AT2G21370	Th2v12565, Th2v02313
OG0012022	AT5G50820	Th2v09372
OG0012023	AT5G56660, AT5G56650	Th2v09534
OG0012024	AT1G53920	Th2v26080
OG0012025	AT1G65560	Th2v00601
OG0012026	AT1G18700	Th2v23462, Th2v23463
OG0012027	AT5G46100	Th2v27249
OG0012028	AT2G37230	Th2v16979
OG0012029	AT3G16160	Th2v21929
OG0012030	AT1G19340	Th2v19821
OG0012031	AT5G01640, AT4G00005	Th2v19881
OG0012032	AT5G35840	Th2v19628, Th2v25227
OG0012033	AT3G42660	Th2v29952
OG0012036	AT3G09780	Th2v08891
OG0012037	AT1G67280	Th2v19109
OG0012038	AT3G51660	Th2v03741
OG0012039	AT5G56740	Th2v09538
OG0012040	AT3G13780	Th2v00964
OG0012041	AT3G55780	Th2v22368
OG0012042	AT4G34260	Th2v12020
OG0012043	AT1G54500	Th2v00724
OG0012044	AT1G10910	Th2v24442
OG0012045	AT1G74860	Th2v20354
OG0012046	AT5G57930	Th2v09627
OG0012047	AT3G21350	Th2v00824
OG0012048	AT3G49400	Th2v29470
OG0012049	AT1G74390	Th2v09866
OG0012050	AT4G31150	Th2v02095
OG0012051	AT5G50340	Th2v29732
OG0012052	AT2G03840	Th2v28735
OG0012053	AT4G07960	Th2v28618, Th2v03829, Th2v28862
OG0012054	AT3G52970	Th2v29289
OG0012055	AT5G27970	Th2v11148
OG0012057	AT2G46830	Th2v07231, Th2v27548
OG0012059	AT3G44880	Th2v18872
OG0012060	AT4G02220	Th2v16303
OG0012061	AT5G24260	Th2v21337
OG0012062	AT1G61010	Th2v04973
OG0012063	AT1G21680	Th2v05705, Th2v20791
OG0012064	AT4G25110	Th2v26853
OG0012065	AT1G60460	Th2v27463
OG0012066	AT5G38730	Th2v00461
OG0012067	AT2G39690	Th2v06679, Th2v15378
OG0012068	AT3G06730	Th2v08663
OG0012069	AT4G25180	Th2v09343
OG0012070	AT1G48560	Th2v23559
OG0012071	AT5G41761	Th2v14778
OG0012072	AT1G22750	Th2v21177
OG0012073	AT1G33250	Th2v04635
OG0012074	AT2G25910	Th2v01958
OG0012075	AT3G15260	Th2v23785
OG0012076	AT3G06540	Th2v14680
OG0012078	AT1G80390	Th2v10222
OG0012079	AT1G27700	Th2v26436
OG0012080	AT3G24740	Th2v25299
OG0012081	AT2G27830	Th2v08358
OG0012082	AT2G28090	Th2v07624, Th2v15668
OG0012085	AT1G27750	Th2v26442
OG0012086	AT1G56210	Th2v00793, Th2v05111
OG0012087	AT5G22240	Th2v17951
OG0012088	AT3G46210	Th2v21189
OG0012089	AT2G13610	Th2v02586, Th2v02659
OG0012090	AT5G35550	Th2v19670
OG0012091	AT4G31805	Th2v02070
OG0012092	AT3G04680	Th2v19054
OG0012093	AT1G70330	Th2v04027, Th2v25040
OG0012094	AT4G21065	Th2v10760
OG0012095	AT2G21970	Th2v02337
OG0012097	AT1G31410	Th2v01436
OG0012098	AT4G09580	Th2v04708, Th2v10938
OG0012101	AT4G02580	Th2v07945
OG0012102	AT1G67060	Th2v00493, Th2v06300, Th2v15000
OG0012103	AT3G45900	Th2v27796
OG0012104	AT5G04750	Th2v08882, Th2v20146
OG0012105	AT1G35140	Th2v10951
OG0012106	AT3G07300	Th2v11451, Th2v24796
OG0012107	AT5G06370	Th2v20296
OG0012108	AT1G74100	Th2v09883
OG0012109	AT3G09030	Th2v19914
OG0012110	AT5G53930	Th2v28328
OG0012111	AT4G13980	Th2v19477, Th2v28785
OG0012112	AT5G57900	Th2v09625
OG0012113	AT4G31530	Th2v24438
OG0012114	AT4G01570	Th2v16353
OG0012115	AT3G26950	Th2v28494
OG0012116	AT5G07270	Th2v24026
OG0012117	AT5G43600	Th2v16113
OG0012118	AT1G48970	Th2v27710, Th2v27712
OG0012119	AT3G51360	Th2v13433
OG0012120	AT3G16370	Th2v21908
OG0012121	AT4G32810	Th2v11062
OG0012123	AT3G58800	Th2v13286, Th2v25919
OG0012124	AT1G07000	Th2v08238
OG0012125	AT5G61990	Th2v13919
OG0012127	AT5G20660	Th2v09194
OG0012128	AT4G32700	Th2v11100
OG0012129	AT3G05480	Th2v11199
OG0012130	AT4G02800	Th2v27033
OG0012131	AT2G31530	Th2v13055, Th2v22763
OG0012132	AT1G04130	Th2v16140
OG0012133	AT3G14330	Th2v06271, Th2v14972
OG0012134	AT4G03115	Th2v27040
OG0012135	AT2G30480	Th2v01133
OG0012136	AT2G22370	Th2v12709
OG0012137	AT3G24440	Th2v19538
OG0012138	AT1G60550	Th2v04993
OG0012140	AT1G71810	Th2v27910
OG0012141	AT5G63100	Th2v09262, Th2v17384
OG0012142	AT4G34730	Th2v02804
OG0012143	AT5G24830	Th2v17423
OG0012144	AT5G14170	Th2v27046
OG0012145	AT1G19630	Th2v28044
OG0012146	AT5G14285	Th2v23186
OG0012148	AT2G21080	Th2v23443
OG0012149	AT1G34340	Th2v04700, Th2v04701
OG0012150	AT5G24630	Th2v29450
OG0012152	AT5G04200	Th2v08816
OG0012153	AT1G06550	Th2v08209
OG0012154	AT2G38910	Th2v03549, Th2v29168
OG0012156	AT2G47820	Th2v07286, Th2v30947
OG0012158	AT5G57670	Th2v09607
OG0012160	AT4G04320	Th2v10801
OG0012161	AT4G24950	Th2v26833
OG0012162	AT3G16990	Th2v18272
OG0012164	AT4G13500, AT2G05310	Th2v08564
OG0012165	AT4G37200	Th2v02404
OG0012166	AT4G23940	Th2v04593
OG0012167	AT1G29040	Th2v01315
OG0012168	AT1G08590	Th2v05150, Th2v06210, Th2v14913
OG0012169	AT1G77210	Th2v02206
OG0012170	AT2G01440	Th2v00019
OG0012171	AT5G66055	Th2v13430
OG0012172	AT3G26130	Th2v00218
OG0012173	AT3G13620	Th2v26127
OG0012174	AT1G78710	Th2v23303
OG0012175	AT1G04560	Th2v08064
OG0012176	AT3G10190	Th2v20084
OG0012177	AT2G01830	Th2v00048
OG0012178	AT1G28100	Th2v26462
OG0012179	AT2G28600	Th2v08305
OG0012180	AT4G09960	Th2v04675
OG0012181	AT2G01330	Th2v05438
OG0012183	AT3G52060	Th2v25752
OG0012184	AT1G73590	Th2v09936
OG0012185	AT5G39830	Th2v05377
OG0012186	AT3G18524	Th2v26393, Th2v27715
OG0012187	AT1G14030	Th2v28695
OG0012188	AT3G26610	Th2v28512
OG0012189	AT4G08280	Th2v04793, Th2v10982
OG0012190	AT2G43200	Th2v06907
OG0012192	AT5G42760	Th2v17284
OG0012194	AT1G47530	Th2v17297, Th2v19086
OG0012195	AT4G21800	Th2v09013
OG0012196	AT3G06500	Th2v11354
OG0012197	AT4G01800	Th2v16342
OG0012198	AT5G55210	Th2v21643
OG0012199	AT4G18975	Th2v16567
OG0012201	AT4G15730	Th2v18222, Th2v19715
OG0012202	AT1G19170	Th2v10307
OG0012203	AT2G20725	Th2v01555
OG0012204	AT3G29300	Th2v19120
OG0012205	AT3G54230	Th2v03575, Th2v31080
OG0012206	AT3G13770	Th2v08687
OG0012207	AT3G49890	Th2v13543
OG0012208	AT1G36320	Th2v04765
OG0012209	AT5G51170	Th2v26857
OG0012210	AT1G23890	Th2v25033
OG0012211	AT2G40410	Th2v03404
OG0012212	AT4G13070	Th2v25284
OG0012214	AT1G78280	Th2v04197
OG0012215	AT5G54530	Th2v05466
OG0012216	AT4G02530	Th2v19745
OG0012217	AT4G16370	Th2v29508
OG0012218	AT2G45500	Th2v27525
OG0012219	AT5G35410	Th2v19749
OG0012220	AT1G05670	Th2v24982
OG0012221	AT1G14270	Th2v28684
OG0012222	AT5G10830	Th2v02583
OG0012223	AT4G24180	Th2v11059
OG0012224	AT1G79190	Th2v10111
OG0012225	AT5G45310	Th2v04239
OG0012227	AT5G27270	Th2v25420
OG0012228	AT1G30520	Th2v01412
OG0012229	AT1G33330	Th2v16874
OG0012230	AT1G49590	Th2v29983
OG0012231	AT4G01460	Th2v07869, Th2v16358
OG0012233	AT3G19184	Th2v29124
OG0012234	AT3G19370	Th2v29407
OG0012235	AT5G10910	Th2v21400, Th2v30200
OG0012236	AT5G52400	Th2v09760, Th2v26910
OG0012237	AT3G01840	Th2v24731
OG0012238	AT1G16650	Th2v10102
OG0012239	AT5G04290	Th2v20111
OG0012240	AT4G33990	Th2v27953
OG0012241	AT4G21670	Th2v04387, Th2v16674
OG0012242	AT4G01730	Th2v16343
OG0012243	AT1G13030	Th2v00225
OG0012244	AT1G66330	Th2v00542
OG0012245	AT2G18940	Th2v01718
OG0012246	AT2G40660	Th2v28395
OG0012247	AT3G44730	Th2v26174
OG0012248	AT1G60800	Th2v20697
OG0012249	AT4G35390	Th2v12159
OG0012250	AT4G09010	Th2v10949
OG0012251	AT4G27745	Th2v09695, Th2v26960
OG0012252	AT3G62970	Th2v13061, Th2v22769
OG0012253	AT5G19930	Th2v21510
OG0012254	AT5G49610	Th2v11356
OG0012255	AT1G34630	Th2v04745
OG0012256	AT4G28760	Th2v01598, Th2v02223
OG0012258	AT5G17660	Th2v22910
OG0012259	AT5G42220	Th2v30535
OG0012262	AT3G60910	Th2v07444
OG0012264	AT3G50430	Th2v14214, Th2v26668
OG0012265	AT2G16800, AT2G16015	Th2v02507, Th2v02888
OG0012266	AT5G45680	Th2v10511
OG0012267	AT5G20030	Th2v19031
OG0012268	AT5G43430	Th2v16107
OG0012269	AT1G08640	Th2v00689
OG0012270	AT1G50960	Th2v21828
OG0012271	AT3G26900	Th2v28501
OG0012273	AT5G45660	Th2v27291
OG0012275	AT5G14150	Th2v23192
OG0012276	AT5G07040	Th2v14298, Th2v22121
OG0012277	AT4G01900	Th2v16331
OG0012279	AT5G08720	Th2v11834
OG0012280	AT2G39440	Th2v06656, Th2v15355
OG0012281	AT1G50030	Th2v08448
OG0012282	AT3G12380	Th2v17741
OG0012283	AT1G63850	Th2v04847
OG0012284	AT2G43235	Th2v13315, Th2v25948
OG0012285	AT5G22340	Th2v18910
OG0012286	AT4G14180	Th2v19464
OG0012287	AT3G20330	Th2v21804
OG0012288	AT2G20980	Th2v03300, Th2v29387
OG0012289	AT2G03880	Th2v28140
OG0012291	AT4G27380	Th2v09640
OG0012292	AT3G48500	Th2v09272, Th2v17371
OG0012293	AT5G05250	Th2v08755
OG0012294	AT1G60390	Th2v06101, Th2v14810
OG0012295	AT3G46870	Th2v18748
OG0012296	AT1G09220	Th2v24439
OG0012297	AT3G14410	Th2v26068
OG0012298	AT3G45050	Th2v21234
OG0012299	AT5G57950	Th2v21773
OG0012300	AT2G26440	Th2v01921
OG0012301	AT5G14310	Th2v23183
OG0012302	AT2G19385	Th2v12475
OG0012304	AT3G08680	Th2v08987
OG0012305	AT1G55140	Th2v23662
OG0012306	AT2G10950	Th2v19733, Th2v08494, Th2v31560
OG0012307	AT4G12090	Th2v04488
OG0012308	AT5G14220	Th2v06976, Th2v18183
OG0012309	AT4G18600	Th2v27269
OG0012310	AT1G67170	Th2v05327
OG0012311	AT5G48310	Th2v24763
OG0012312	AT3G27120	Th2v00274
OG0012313	AT4G13670	Th2v19503
OG0012314	AT1G44970	Th2v29057
OG0012315	AT3G19720	Th2v08471
OG0012316	AT4G37440	Th2v03104
OG0012317	AT5G65220	Th2v29347
OG0012318	AT2G41120	Th2v28439
OG0012319	AT2G45700	Th2v21485
OG0012320	AT1G61850	Th2v20633
OG0012321	AT2G22860	Th2v02385, Th2v12343
OG0012322	AT3G12120	Th2v08696, Th2v17713, Th2v14312
OG0012323	AT3G28220	Th2v17466
OG0012324	AT5G13260	Th2v28171
OG0012325	AT4G35880	Th2v02977, Th2v21578
OG0012326	AT3G28760	Th2v06362, Th2v15061
OG0012327	AT5G58260	Th2v11636
OG0012328	AT4G15470	Th2v18218, Th2v26224
OG0012330	AT1G63690	Th2v04857
OG0012331	AT3G55360	Th2v22324
OG0012332	AT1G77480	Th2v28015
OG0012333	AT3G25060	Th2v19578
OG0012334	AT1G11545	Th2v04945
OG0012335	AT5G24560	Th2v03785
OG0012336	AT4G18780	Th2v07380, Th2v10697
OG0012337	AT5G41150	Th2v29208
OG0012338	AT5G06610	Th2v17696
