Orthogroup	Arabidopsis_thaliana	Boechera_stricta
OG0017369	AT5G36300	Bostr.29044s0008.1.p
OG0017370	AT4G27360	Bostr.7867s0556.1.p
OG0017371	AT1G66750	Bostr.26959s0247.1.p
OG0017372	AT3G63290	Bostr.13158s0333.1.p
OG0017373	AT5G40050	Bostr.3751s0044.1.p, Bostr.3751s0026.1.p
OG0017374	AT5G37450	Bostr.9638s0058.1.p
OG0017376	AT1G16630	Bostr.7128s0268.1.p
OG0017377	AT1G69520	Bostr.10273s0415.1.p
OG0017379	AT4G00165	Bostr.14547s0024.1.p
OG0017380	AT2G35780	Bostr.23794s0517.1.p
OG0017381	AT4G18940	Bostr.30275s0372.1.p
OG0017382	AT5G41860	Bostr.25375s0011.1.p
OG0017383	AT3G53770	Bostr.11793s0015.1.p
OG0017384	AT1G02190	Bostr.5325s0145.1.p
OG0017385	AT2G17140	Bostr.18351s0174.1.p
OG0017386	AT1G67140	Bostr.26959s0195.1.p
OG0017387	AT1G24095	Bostr.12659s0246.1.p
OG0017388	AT4G23520	Bostr.7867s0147.1.p
OG0017389	AT3G12570	Bostr.3640s0029.1.p
OG0017390	AT4G27900	Bostr.7867s0621.1.p
OG0017391	AT5G46600	Bostr.4485s0005.1.p
OG0017392	AT5G05130	Bostr.13129s0452.1.p
OG0017393	AT1G31490	Bostr.15697s0462.1.p
OG0017394	AT5G45150	Bostr.8819s0001.1.p
OG0017396	AT2G03270	Bostr.0556s0143.1.p
OG0017397	AT1G34065	Bostr.1040s0062.1.p
OG0017398	AT1G10380	Bostr.13671s0451.1.p
OG0017399	AT2G30870	Bostr.24513s0143.1.p
OG0017400	AT1G76610	Bostr.20129s0101.1.p
OG0017401	AT4G35970	Bostr.7867s1461.1.p
OG0017402	AT4G16350	Bostr.30275s0083.1.p
OG0017403	AT5G48790	Bostr.2392s0052.1.p
OG0017404	AT2G29525	Bostr.27991s0214.1.p
OG0017405	AT2G21185	Bostr.5022s0121.1.p
OG0017406	AT1G67030	Bostr.26959s0208.1.p
OG0017407	AT1G29270	Bostr.15697s0223.1.p
OG0017408	AT5G59200	Bostr.26833s0324.1.p
OG0017409	AT1G11840	Bostr.13671s0280.1.p
OG0017410	AT2G31150	Bostr.24513s0111.1.p
OG0017411	AT2G46375	Bostr.25993s0132.1.p
OG0017412	AT1G09610	Bostr.25494s0020.1.p
OG0017413	AT4G00030	Bostr.14547s0013.1.p
OG0017414	AT5G56310	Bostr.26833s0632.1.p
OG0017415	AT3G42860	Bostr.0556s0658.1.p
OG0017416	AT5G19660	Bostr.24513s0192.1.p
OG0017418	AT5G55390	Bostr.26833s0719.1.p
OG0017419	AT1G09360	Bostr.25219s0008.1.p
OG0017420	AT5G02250	Bostr.6251s0048.1.p
OG0017421	AT1G60760	Bostr.10040s0139.1.p
OG0017422	AT5G45420	Bostr.8819s0063.1.p
OG0017423	AT5G47970	Bostr.5224s0019.1.p
OG0017424	AT1G70070	Bostr.10273s0350.1.p
OG0017426	AT5G65613	Bostr.0568s0226.1.p
OG0017428	AT3G53210	Bostr.9544s0001.1.p
OG0017429	AT2G25200	Bostr.26326s0148.1.p
OG0017431	AT4G30490	Bostr.7867s0901.1.p
OG0017432	AT3G58770	Bostr.20903s0118.1.p
OG0017434	AT1G07280	Bostr.25219s0227.1.p
OG0017435	AT5G65960	Bostr.0568s0004.1.p
OG0017436	AT4G12680	Bostr.5835s0001.1.p
OG0017437	AT3G17250	Bostr.19424s0938.1.p
OG0017438	AT5G20410	Bostr.26527s0159.1.p
OG0017439	AT1G75770	Bostr.20129s0011.1.p
OG0017440	AT4G01030	Bostr.7365s0055.1.p
OG0017441	AT3G05327	Bostr.2570s0151.1.p
OG0017443	AT5G36670, AT5G36740	Bostr.29044s0007.1.p
OG0017444	AT3G51960	Bostr.6864s0050.1.p
OG0017447	AT3G45110	Bostr.7200s0012.1.p, Bostr.2021s0003.1.p
OG0017449	AT5G53130	Bostr.26833s0967.1.p
OG0017450	AT3G57740	Bostr.20903s0029.1.p
OG0017451	AT1G76190	Bostr.20129s0056.1.p
OG0017452	AT1G65540	Bostr.26959s0359.1.p
OG0017453	AT4G10120	Bostr.25463s0304.1.p
OG0017454	AT5G17650	Bostr.26527s0443.1.p
OG0017455	AT1G32585	Bostr.3359s0098.1.p
OG0017456	AT2G42670	Bostr.25993s0514.1.p
OG0017457	AT2G26520	Bostr.20332s0005.1.p
OG0017458	AT1G19720	Bostr.7128s0573.1.p
OG0017460	AT1G18400	Bostr.7128s0442.1.p
OG0017465	AT5G61920	Bostr.26833s0045.1.p
OG0017466	AT2G23740	Bostr.27895s0121.1.p
OG0017467	AT3G12550	Bostr.3640s0027.1.p
OG0017468	AT2G36660	Bostr.23794s0427.1.p
OG0017470	AT3G51230	Bostr.6864s0124.1.p
OG0017471	AT2G23140	Bostr.27895s0167.1.p
OG0017472	AT3G53100	Bostr.11793s0080.1.p
OG0017473	AT2G47350	Bostr.25993s0025.1.p
OG0017474	AT5G04780	Bostr.13129s0484.1.p
OG0017475	AT4G27530	Bostr.7867s0575.1.p
OG0017476	AT1G70220	Bostr.10273s0333.1.p
OG0017477	AT1G03770	Bostr.26675s0385.1.p
OG0017478	AT1G01150	Bostr.5325s0037.1.p
OG0017479	AT2G25640	Bostr.26326s0091.1.p
OG0017480	AT2G40300	Bostr.23794s0030.1.p
OG0017481	AT5G27400	Bostr.29827s0059.1.p
OG0017482	AT5G48430	Bostr.2392s0009.1.p
OG0017483	AT2G20500	Bostr.7903s0117.1.p
OG0017484	AT1G05750	Bostr.25219s0393.1.p
OG0017485	AT5G09610	Bostr.13129s0031.1.p
OG0017486	AT1G14680	Bostr.0124s0195.1.p
OG0017487	AT1G09890	Bostr.25494s0051.1.p
OG0017490	AT2G26640	Bostr.29268s0011.1.p
OG0017491	AT2G44490	Bostr.25993s0322.1.p
OG0017492	AT1G09680	Bostr.20974s0001.1.p
OG0017493	AT1G52790	Bostr.0124s0069.1.p
OG0017494	AT3G04370	Bostr.2570s0266.1.p
OG0017495	AT2G40840	Bostr.9345s0047.1.p
OG0017496	AT4G21510	Bostr.10689s0095.1.p
OG0017498	AT3G63360	Bostr.13158s0338.1.p
OG0017500	AT5G16310	Bostr.2902s0366.1.p
OG0017502	AT4G26940	Bostr.8647s0001.1.p
OG0017503	AT1G56460	Bostr.8169s0033.1.p
OG0017505	AT4G04710	Bostr.2983s0010.1.p
OG0017506	AT4G25430	Bostr.7867s0352.1.p
OG0017507	AT1G16420	Bostr.7128s0250.1.p
OG0017508	AT3G08820	Bostr.22252s0191.1.p
OG0017509	AT1G25330	Bostr.12659s0424.1.p
OG0017510	AT1G62700	Bostr.22157s0066.1.p
OG0017513	AT5G66631	Bostr.0568s0076.1.p
OG0017514	AT1G73140	Bostr.10273s0042.1.p
OG0017515	AT5G24080	Bostr.10199s0026.1.p
OG0017516	AT1G54490	Bostr.13404s0023.1.p
OG0017517	AT1G26260	Bostr.12659s0370.1.p
OG0017518	AT2G14160	Bostr.13083s0006.1.p
OG0017519	AT4G34380	Bostr.7867s1290.1.p
OG0017520	AT1G32320	Bostr.3359s0127.1.p
OG0017521	AT1G66830	Bostr.26959s0241.1.p
OG0017522	AT3G22070	Bostr.24399s0071.1.p, Bostr.19424s0454.1.p
OG0017523	AT4G13020	Bostr.2021s0043.1.p
OG0017524	AT3G58470	Bostr.20903s0087.1.p
OG0017525	AT5G18140	Bostr.26527s0396.1.p
OG0017527	AT2G02795	Bostr.8705s0011.1.p, Bostr.29827s0144.1.p, Bostr.0556s0096.1.p
OG0017528	AT2G15310	Bostr.18351s0018.1.p
OG0017529	AT5G54070	Bostr.26833s0872.1.p
OG0017531	AT4G39745	Bostr.25542s0163.1.p
OG0017532	AT1G24130	Bostr.12659s0250.1.p
OG0017534	AT2G16790	Bostr.18351s0140.1.p
OG0017535	AT4G22755	Bostr.7867s0064.1.p, Bostr.7867s0062.1.p
OG0017536	AT4G38460	Bostr.25542s0031.1.p
OG0017537	AT3G04430	Bostr.5325s0014.1.p, Bostr.5325s0018.1.p, Bostr.5325s0008.1.p
OG0017538	AT5G01970	Bostr.6251s0167.1.p
OG0017539	AT4G38130	Bostr.25542s0002.1.p
OG0017540	AT5G18950	Bostr.26527s0316.1.p
OG0017541	AT1G78550	Bostr.20129s0288.1.p
OG0017542	AT2G02980	Bostr.0556s0115.1.p
OG0017543	AT2G04890	Bostr.19424s0023.1.p
OG0017544	AT4G30840	Bostr.7867s0940.1.p
OG0017546	AT4G01190	Bostr.7365s0069.1.p
OG0017547	AT3G21430	Bostr.19424s0507.1.p
OG0017548	AT5G19473	Bostr.26527s0255.1.p
OG0017549	AT3G30350	Bostr.0556s0624.1.p
OG0017550	AT1G23060	Bostr.12659s0164.1.p
OG0017552	AT3G26040	Bostr.0556s0279.1.p
OG0017553	AT3G02070	Bostr.1460s0003.1.p
OG0017554	AT3G50260	Bostr.6864s0220.1.p
OG0017555	AT1G71420	Bostr.10273s0206.1.p
OG0017556	AT5G60040	Bostr.26833s0231.1.p
OG0017557	AT2G26650	Bostr.29268s0010.1.p
OG0017558	AT1G43000	Bostr.12302s0015.1.p
OG0017559	AT4G28150	Bostr.7867s0649.1.p
OG0017561	AT1G68120	Bostr.26959s0086.1.p
OG0017562	AT5G01420	Bostr.6251s0112.1.p
OG0017563	AT1G14345	Bostr.13671s0017.1.p
OG0017564	AT1G01520	Bostr.5325s0070.1.p
OG0017566	AT1G78980	Bostr.20129s0334.1.p
OG0017567	AT1G13810	Bostr.13671s0072.1.p
OG0017568	AT5G40500	Bostr.7200s0043.1.p
OG0017569	AT5G13700	Bostr.2902s0104.1.p
OG0017570	AT5G65910	Bostr.0568s0193.1.p
OG0017571	AT2G41340	Bostr.11568s0048.1.p
OG0017572	AT1G80330	Bostr.20129s0482.1.p
OG0017573	AT4G30900	Bostr.7867s0947.1.p
OG0017574	AT4G34830	Bostr.7867s1342.1.p
OG0017575	AT2G32740	Bostr.23794s0835.1.p
OG0017576	AT1G69085	Bostr.10273s0460.1.p, Bostr.8819s0014.1.p
OG0017577	AT4G24570	Bostr.7867s0264.1.p
OG0017578	AT4G39675	Bostr.25542s0155.1.p
OG0017579	AT1G03740	Bostr.26675s0382.1.p
OG0017584	AT5G64280	Bostr.0568s0373.1.p
OG0017586	AT5G66595	Bostr.0568s0072.1.p
OG0017587	AT5G07530	Bostr.13129s0209.1.p
OG0017588	AT1G66730	Bostr.26959s0249.1.p
OG0017589	AT3G12770	Bostr.3640s0052.1.p
OG0017590	AT1G65710	Bostr.26959s0341.1.p
OG0017591	AT3G46960	Bostr.18473s0263.1.p
OG0017592	AT5G56450	Bostr.26833s0614.1.p
OG0017594	AT2G06510	Bostr.24399s0024.1.p
OG0017595	AT3G03880	Bostr.2570s0322.1.p
OG0017596	AT5G49900	Bostr.15774s0120.1.p
OG0017597	AT5G65510	Bostr.0568s0236.1.p
OG0017598	AT5G39580	Bostr.10058s0042.1.p
OG0017599	AT3G02040	Bostr.1460s0007.1.p
OG0017601	AT3G53790	Bostr.11793s0013.1.p
OG0017602	AT5G11690	Bostr.20055s0068.1.p
OG0017603	AT5G25970	Bostr.29827s0222.1.p
OG0017606	AT5G59470	Bostr.26833s0297.1.p
OG0017607	AT5G40900	Bostr.7200s0097.1.p
OG0017608	AT1G48000	Bostr.15654s0036.1.p
OG0017609	AT1G18630	Bostr.7128s0471.1.p
OG0017610	AT5G44060	Bostr.3148s0053.1.p
OG0017611	AT3G01210	Bostr.1460s0095.1.p
OG0017613	AT1G69430	Bostr.10273s0426.1.p
OG0017614	AT3G56500	Bostr.20505s0104.1.p
OG0017615	AT1G49110	Bostr.26675s0266.1.p
OG0017616	AT4G11400	Bostr.25463s0183.1.p
OG0017617	AT5G07820	Bostr.13129s0186.1.p
OG0017619	AT3G55160	Bostr.0697s0133.1.p
OG0017620	AT3G09040	Bostr.22252s0161.1.p
OG0017622	AT5G63440	Bostr.0568s0467.1.p
OG0017623	AT3G15770	Bostr.28625s0115.1.p
OG0017624	AT4G33150	Bostr.7867s1168.1.p
OG0017625	AT1G09450	Bostr.25494s0004.1.p
OG0017626	AT1G54570	Bostr.13404s0035.1.p
OG0017627	AT5G03580	Bostr.2128s0092.1.p
OG0017628	AT1G78172	Bostr.20129s0253.1.p
OG0017629	AT2G02020	Bostr.0556s0028.1.p
OG0017630	AT1G27900	Bostr.15697s0109.1.p
OG0017631	AT5G18240	Bostr.26527s0384.1.p
OG0017632	AT2G01630	Bostr.7903s0014.1.p
OG0017633	AT1G42540	Bostr.12302s0005.1.p
OG0017634	AT1G18485	Bostr.7128s0454.1.p
OG0017635	AT1G17460	Bostr.7128s0357.1.p
OG0017636	AT4G31470	Bostr.7867s1002.1.p
OG0017637	AT5G06930	Bostr.13129s0281.1.p
OG0017638	AT5G48090	Bostr.5224s0011.1.p
OG0017639	AT3G17630	Bostr.19424s0906.1.p
OG0017640	AT2G24140	Bostr.27895s0072.1.p
OG0017641	AT3G12880	Bostr.3640s0061.1.p
OG0017642	AT5G67370	Bostr.0568s0161.1.p
OG0017644	AT3G13677	Bostr.3640s0162.1.p
OG0017645	AT1G51380	Bostr.26675s0058.1.p
OG0017646	AT1G22740	Bostr.12659s0128.1.p
OG0017647	AT3G15250	Bostr.28625s0187.1.p
OG0017648	AT1G20120	Bostr.7128s0613.1.p
OG0017649	AT2G04865	Bostr.19424s0025.1.p
OG0017650	AT5G24210, AT5G24200	Bostr.10199s0015.1.p
OG0017651	AT1G19200	Bostr.7128s0525.1.p
OG0017655	AT1G76290	Bostr.20129s0066.1.p
OG0017656	AT3G51210	Bostr.21703s0001.1.p
OG0017658	AT2G15325	Bostr.18351s0020.1.p
OG0017660	AT3G01311	Bostr.1460s0084.1.p
OG0017661	AT2G33250	Bostr.23794s0780.1.p
OG0017662	AT5G54215	Bostr.26833s0849.1.p
OG0017665	AT5G16960	Bostr.2618s0037.1.p
OG0017667	AT4G01280	Bostr.10064s0009.1.p
OG0017668	AT4G25433	Bostr.7867s0355.1.p
OG0017669	AT5G37730	Bostr.9638s0093.1.p
OG0017670	AT5G38060	Bostr.9638s0119.1.p
OG0017672	AT1G05040	Bostr.25219s0466.1.p
OG0017673	AT3G05345	Bostr.2570s0149.1.p
OG0017675	AT2G24700	Bostr.27895s0005.1.p
OG0017680	AT1G15920	Bostr.7128s0211.1.p
OG0017681	AT1G31255	Bostr.15697s0438.1.p, Bostr.15697s0439.1.p, Bostr.15697s0436.1.p
OG0017682	AT1G36380	Bostr.29938s0001.1.p
OG0017684	ATCG00280	Bostr.1601s0001.1.p
OG0017685	AT1G76965	Bostr.20129s0134.1.p
OG0017686	AT3G10195	Bostr.22252s0043.1.p
OG0017687	ATMG00580	Bostr.12863s0002.1.p, Bostr.12863s0003.1.p
OG0017689	AT5G07130	Bostr.13129s0256.1.p
OG0017690	AT5G09980	Bostr.13175s0104.1.p
OG0017691	AT4G30380	Bostr.7867s0890.1.p
OG0017692	AT4G15960	Bostr.30275s0032.1.p
OG0017693	AT5G54890	Bostr.26833s0773.1.p
OG0017694	AT5G61280	Bostr.26833s0111.1.p
OG0017695	AT1G28375	Bostr.15697s0158.1.p
OG0017696	AT1G28630	Bostr.15697s0183.1.p
OG0017699	AT1G52530	Bostr.0124s0041.1.p
OG0017700	AT1G05055	Bostr.25219s0465.1.p
OG0017701	AT1G56710	Bostr.12938s0003.1.p
OG0017702	AT3G10460	Bostr.22252s0014.1.p
OG0017703	AT3G02960	Bostr.19046s0008.1.p
OG0017704	AT3G22690	Bostr.19424s0386.1.p
OG0017705	AT3G09640	Bostr.22252s0106.1.p
OG0017706	AT2G22190	Bostr.5022s0014.1.p
OG0017707	AT2G36325	Bostr.23794s0461.1.p
OG0017708	AT2G38823	Bostr.23794s0188.1.p
OG0017709	AT2G39851	Bostr.23794s0081.1.p
OG0017710	AT3G48970	Bostr.18473s0058.1.p
OG0017711	AT3G50350	Bostr.6864s0209.1.p
OG0017712	AT5G13900	Bostr.2902s0125.1.p
OG0017713	AT5G14410	Bostr.2902s0178.1.p
OG0017714	AT4G11655	Bostr.25463s0157.1.p
OG0017715	AT4G17486	Bostr.30275s0204.1.p
OG0017717	AT5G52780	Bostr.7305s0065.1.p
OG0017718	AT5G52810	Bostr.7305s0068.1.p
OG0017719	AT5G48520	Bostr.2392s0018.1.p
OG0017720	AT3G23123	Bostr.19424s0333.1.p
OG0017721	AT3G05760	Bostr.2570s0094.1.p
OG0017722	AT3G07450	Bostr.22252s0287.1.p
OG0017723	AT2G06090, AT5G27238	Bostr.24399s0030.1.p
OG0017725	AT2G33520	Bostr.23794s0749.1.p
OG0017726	AT2G37760	Bostr.23794s0300.1.p
OG0017727	AT2G47020	Bostr.25993s0064.1.p
OG0017728	AT3G48208	Bostr.18473s0129.1.p
OG0017729	AT5G10460	Bostr.13175s0053.1.p
OG0017730	AT5G17670	Bostr.26527s0441.1.p
OG0017731	AT4G04614	Bostr.2983s0002.1.p
OG0017732	AT4G38050	Bostr.25542s0215.1.p
OG0017733	AT5G50770	Bostr.15774s0215.1.p
OG0017735	AT3G01325	Bostr.1460s0077.1.p
OG0017735	AT3G01331	Bostr.1460s0078.1.p
OG0017736	AT4G04972	Bostr.2983s0040.1.p
OG0017737	AT4G38062	Bostr.25542s0213.1.p
OG0017738	AT2G01870	Bostr.0556s0011.1.p
OG0017739	AT3G63095	Bostr.13158s0312.1.p
OG0017740	AT1G01695	Bostr.5325s0090.1.p
OG0017777	AT5G53810	Bostr.26833s0895.1.p
OG0017779	AT2G33780	Bostr.23794s0719.1.p
OG0017780	AT1G22140	Bostr.12659s0065.1.p
OG0017781	AT1G68410	Bostr.26959s0051.1.p
OG0017782	AT5G57970	Bostr.26833s0454.1.p
OG0017783	AT3G12510	Bostr.3640s0023.1.p
OG0017785	AT5G44690	Bostr.29514s0036.1.p
OG0017786	AT5G16920	Bostr.2618s0032.1.p
OG0017787	AT5G20165	Bostr.26527s0182.1.p
OG0017789	AT5G39880	Bostr.10058s0006.1.p
OG0017790	AT5G49800	Bostr.15774s0111.1.p
OG0017791	AT3G25540	Bostr.0556s0219.1.p
OG0017793	AT5G47800	Bostr.28243s0009.1.p, Bostr.28243s0008.1.p
OG0017796	AT3G24093	Bostr.19424s0217.1.p
OG0017797	AT5G04730	Bostr.13129s0489.1.p
OG0017798	AT3G50730, AT3G50720	Bostr.6864s0176.1.p
OG0017800	AT3G04000	Bostr.2570s0309.1.p
OG0017802	AT3G06000	Bostr.2570s0061.1.p
OG0017804	AT2G39850	Bostr.23794s0082.1.p
OG0017812	AT3G60870	Bostr.13158s0086.1.p
OG0017814	AT1G01810	Bostr.5325s0104.1.p
OG0017815	AT5G50120	Bostr.15774s0150.1.p
OG0017817	AT3G45730	Bostr.18473s0363.1.p
OG0017819	AT4G19990	Bostr.30275s0471.1.p
OG0017820	AT2G15180, AT2G15185, AT3G43470, AT3G43480	Bostr.12659s0126.1.p, Bostr.5224s0025.1.p
OG0017822	AT2G05810	Bostr.24399s0050.1.p
OG0017823	AT3G17160	Bostr.19424s0950.1.p, Bostr.10040s0270.1.p
OG0017824	AT1G27045	Bostr.12659s0289.1.p
OG0017825	AT1G68050	Bostr.26959s0094.1.p
OG0017826	AT5G38800	Bostr.17775s0009.1.p
OG0017827	AT1G22210	Bostr.12659s0072.1.p
OG0017828	AT5G49015	Bostr.15774s0027.1.p
OG0017829	AT1G63055, AT1G63057	Bostr.22157s0017.1.p
OG0017830	AT3G03272	Bostr.19046s0039.1.p
OG0017831	AT1G14160	Bostr.13671s0042.1.p
OG0017833	AT5G51451	Bostr.15774s0281.1.p
OG0017836	AT2G42030	Bostr.25993s0575.1.p
OG0017837	AT3G59150	Bostr.20903s0146.1.p
OG0017838	AT2G19420	Bostr.19424s0124.1.p
OG0017839	AT1G54260	Bostr.7128s0053.1.p
OG0017840	AT4G35580	Bostr.7867s1416.1.p
OG0017844	AT5G41030	Bostr.7200s0121.1.p
OG0017845	AT3G15790	Bostr.28625s0113.1.p
OG0017846	AT3G24225	Bostr.19424s0237.1.p
OG0017847	AT2G20960	Bostr.5022s0142.1.p
OG0017848	AT3G20280	Bostr.19424s0629.1.p
OG0017849	AT5G01680	Bostr.6251s0135.1.p
OG0017851	AT3G53160	Bostr.19765s0001.1.p
OG0017852	AT2G46390	Bostr.25993s0130.1.p, Bostr.9638s0049.1.p
OG0017853	AT4G22820	Bostr.7867s0072.1.p
OG0017854	AT5G28650	Bostr.11214s0004.1.p
OG0017856	AT1G59560	Bostr.10040s0291.1.p
OG0017857	AT4G38240	Bostr.25542s0015.1.p
OG0017858	AT3G02440	Bostr.1460s0158.1.p
OG0017859	AT4G08930	Bostr.25463s0421.1.p
OG0017860	AT4G24670	Bostr.7867s0273.1.p
OG0017861	AT1G11850	Bostr.13671s0279.1.p
OG0017863	AT1G76320	Bostr.20129s0070.1.p
OG0017864	AT1G65481	Bostr.26959s0368.1.p, Bostr.26959s0367.1.p
OG0017865	AT4G35640	Bostr.7867s1424.1.p
OG0017867	AT1G01530, AT1G65360	Bostr.5325s0071.1.p
OG0017868	AT1G56280	Bostr.8169s0054.1.p
OG0017869	AT4G23610	Bostr.7867s0158.1.p
OG0017870	AT3G21470	Bostr.19424s0503.1.p
OG0017871	AT1G79820	Bostr.20129s0532.1.p
OG0017872	AT1G78130	Bostr.20129s0247.1.p
OG0017873	AT5G22690	Bostr.29514s0058.1.p
OG0017874	AT2G31035	Bostr.24513s0127.1.p
OG0017875	AT5G42860	Bostr.3148s0203.1.p
OG0017876	AT1G65780	Bostr.26959s0337.1.p
OG0017878	AT1G75300	Bostr.29223s0085.1.p, Bostr.3288s0180.1.p, Bostr.3288s0179.1.p
OG0017879	AT5G67640	Bostr.0568s0190.1.p
OG0017880	AT4G38730	Bostr.25542s0055.1.p
OG0017881	AT3G27290	Bostr.0556s0407.1.p
OG0017882	AT2G12900, AT2G12940, AT2G13150	Bostr.15774s0002.1.p
OG0017883	AT4G01200	Bostr.7365s0070.1.p
OG0017886	AT3G20470	Bostr.19424s0608.1.p
OG0017888	AT1G30350	Bostr.15697s0333.1.p
OG0017889	AT3G43990	Bostr.0556s0702.1.p
OG0017890	AT3G57760	Bostr.20903s0031.1.p
OG0017891	AT1G73130	Bostr.10273s0043.1.p
OG0017892	AT5G54360, AT5G54350	Bostr.26833s0837.1.p, Bostr.26833s0836.1.p
OG0017893	AT4G19850	Bostr.30275s0456.1.p
OG0017894	AT1G51520	Bostr.26675s0038.1.p
OG0017896	AT1G48510	Bostr.25219s0547.1.p
OG0017897	AT1G55865	Bostr.7128s0021.1.p
OG0017898	AT3G21590	Bostr.19424s0488.1.p
OG0017899	AT5G52545	Bostr.7305s0017.1.p
OG0017900	AT3G23140	Bostr.19424s0331.1.p
OG0017901	AT3G01990	Bostr.1460s0013.1.p
OG0017903	AT5G57360	Bostr.26833s0520.1.p
OG0017905	AT4G00670	Bostr.10064s0041.1.p
OG0017906	AT3G16470	Bostr.28625s0041.1.p
OG0017907	AT5G41110	Bostr.7200s0130.1.p
OG0017908	AT4G09840	Bostr.25463s0336.1.p
OG0017909	AT5G04395, AT5G04400	Bostr.2128s0008.1.p
OG0017910	AT1G05460	Bostr.25219s0424.1.p
OG0017913	AT1G62530	Bostr.22157s0087.1.p
OG0017919	AT4G00870	Bostr.7365s0026.1.p
OG0017920	AT4G26820	Bostr.7867s0506.1.p
OG0017921	AT5G04000	Bostr.2128s0048.1.p
OG0017923	AT1G56170	Bostr.6758s0074.1.p
OG0017924	AT1G14380	Bostr.13671s0013.1.p
OG0017925	AT3G17450	Bostr.19424s0919.1.p
OG0017926	AT5G46297	Bostr.8819s0166.1.p
OG0017926	AT3G21825	Bostr.19424s0461.1.p
OG0017927	AT1G68725	Bostr.26959s0016.1.p
OG0017929	AT3G14930	Bostr.28625s0214.1.p
OG0017930	AT4G29658	Bostr.7867s0813.1.p
OG0017932	AT3G04640	Bostr.2570s0235.1.p
OG0017933	AT1G11145	Bostr.22252s0152.1.p
OG0017935	AT1G02850	Bostr.4824s0056.1.p
OG0017936	AT1G55775	Bostr.7128s0012.1.p
OG0017937	AT2G25000	Bostr.0556s0495.1.p, Bostr.26326s0173.1.p
OG0017938	AT5G44990	Bostr.29514s0008.1.p
OG0017941	AT5G23480	Bostr.10199s0084.1.p
OG0017942	AT3G09470	Bostr.22252s0120.1.p
OG0017944	AT1G69480	Bostr.10273s0420.1.p
OG0017945	AT5G58690	Bostr.26833s0380.1.p
OG0017946	AT5G11400	Bostr.20055s0097.1.p
OG0017947	AT2G42440	Bostr.25993s0537.1.p
OG0017949	AT1G25300	Bostr.12659s0427.1.p
OG0017950	AT3G07430	Bostr.22252s0289.1.p
OG0017951	AT4G00890	Bostr.7365s0030.1.p
OG0017952	AT1G54920	Bostr.13404s0063.1.p
OG0017953	AT1G64330	Bostr.29223s0064.1.p
OG0017954	AT1G57560	Bostr.30057s0004.1.p
OG0017955	AT2G48010	Bostr.13208s0015.1.p
OG0017956	AT1G16940	Bostr.7128s0302.1.p
OG0017957	AT5G63905	Bostr.0568s0415.1.p
OG0017958	AT1G12860	Bostr.13671s0164.1.p
OG0017960	AT3G10160	Bostr.22252s0047.1.p
OG0017961	AT3G46940	Bostr.18473s0265.1.p
OG0017963	AT1G77410	Bostr.20129s0177.1.p
OG0017964	AT1G74150	Bostr.3288s0063.1.p
OG0017968	AT2G24100	Bostr.27895s0076.1.p
OG0017969	AT3G03510	Bostr.19046s0067.1.p
OG0017972	AT5G27370	Bostr.29827s0055.1.p
OG0017973	AT1G47610	Bostr.15654s0065.1.p
OG0017974	AT1G18060	Bostr.7128s0410.1.p
OG0017976	AT4G31615, AT4G31620	Bostr.5022s0131.1.p
OG0017979	AT1G50180	Bostr.26675s0153.1.p
OG0017980	AT5G07050	Bostr.13129s0264.1.p
OG0017984	AT3G13140	Bostr.3640s0091.1.p
OG0017985	AT2G40160	Bostr.23794s0041.1.p
OG0017987	AT2G35200	Bostr.23794s0583.1.p
OG0017988	AT5G51585	Bostr.15774s0299.1.p
OG0017989	AT1G54510	Bostr.13404s0025.1.p
OG0017990	AT4G18580	Bostr.30275s0332.1.p
OG0017991	ATMG01110, AT2G07749, ATMG01410	Bostr.13553s0001.1.p
OG0017992	AT5G15725	Bostr.2902s0306.1.p
OG0017993	AT1G20803	Bostr.7128s0669.1.p
OG0017994	AT2G40440	Bostr.5224s0017.1.p, Bostr.23794s0016.1.p
OG0017996	AT1G77270	Bostr.20129s0161.1.p
OG0017998	AT1G09415	Bostr.25219s0002.1.p
OG0017999	AT5G48680	Bostr.2392s0042.1.p
OG0018000	AT4G08910	Bostr.25463s0424.1.p
OG0018002	AT5G58575	Bostr.26833s0394.1.p
OG0018003	ATMG00670	Bostr.14216s0001.1.p
OG0018003	ATMG01020, AT2G07674, ATMG01010	Bostr.6864s0246.1.p
OG0018004	AT4G18335	Bostr.30275s0299.1.p
OG0018005	AT2G18870	Bostr.18351s0352.1.p
OG0018006	AT2G35035	Bostr.23794s0599.1.p
OG0018010	AT5G55980	Bostr.26833s0663.1.p
OG0018011	AT5G52550	Bostr.7305s0015.1.p
OG0018014	AT3G28630	Bostr.0556s0515.1.p
OG0018015	AT1G03290	Bostr.26675s0423.1.p
OG0018016	AT4G22400, AT4G18310, AT4G18320	Bostr.30275s0310.1.p
OG0018018	AT3G62760	Bostr.13158s0277.1.p
OG0018019	AT4G01890	Bostr.16335s0076.1.p
OG0018020	AT3G50390	Bostr.6864s0204.1.p
OG0018021	AT5G46460	Bostr.8819s0182.1.p
OG0018023	AT5G50140	Bostr.26228s0001.1.p
OG0018025	AT5G50230	Bostr.15774s0166.1.p
OG0018026	AT4G01810	Bostr.16335s0084.1.p
OG0018027	AT4G38870	Bostr.25542s0067.1.p
