Orthogroup	Thellungiella_parvula	Arabidopsis_halleri
OG0013435	Sp3g31080.1	g22164
OG0013436	Sp3g00690.1	g02615
OG0013437	Sp3g32140.1	g22021
OG0013438	Sp4g20770.1	g18400
OG0013439	Sp2g01600.1	g18733
OG0013440	Sp2g03430.1	g19893
OG0013441	Sp6g36450.1	g15568
OG0013443	Sp6g33070.1	g10505
OG0013444	Sp6g07420.1	g28409
OG0013445	Sp6g32040.1	g10622
OG0013446	Sp6g13030.1	g08461
OG0013447	Sp1g01410.1	g01843
OG0013448	Sp4g03070.1	g08774
OG0013449	Sp5g25340.1	g03759
OG0013450	Sp3g14650.1	g06586
OG0013451	Sp5g05750.1	g21172
OG0013452	Sp7g34810.1	g03003
OG0013453	Sp2g23770.1	g27748
OG0013454	Sp2g27230.1	g12435
OG0013455	Sp7g01200.1	g26893
OG0013456	Sp1g02490.1	g01985
OG0013457	Sp1g20870.1	g13649
OG0013458	Sp3g01730.1	g02497
OG0013459	Sp1g36220.1	g15200
OG0013460	Sp2g09120.1	g11128
OG0013461	Sp6g24230.1	g12099
OG0013462	Sp3g16740.1	g21618
OG0013463	Sp4g29480.1	g09568
OG0013464	Sp1g04510.1	g02212
OG0013465	Sp1g36390.1, Sp1g36410.1	g15239
OG0013466	Sp6g16650.1	g09369
OG0013467	Sp7g14480.1	g20199
OG0013468	Sp2g14950.1	g19589
OG0013469	Sp7g22140.1	g10408
OG0013470	Sp1g00090.1	g01688
OG0013471	Sp5g13670.1	g16689
OG0013472	Sp5g17330.1	g30919
OG0013473	Sp3g27310.1	g21272
OG0013474	Sp1g28140.1	g17618
OG0013475	Sp7g29810.1	g00773
OG0013476	Sp1g03140.1	g02062
OG0013477	Sp5g10570.1	g14858
OG0013478	Sp6g24840.1	g12124
OG0013479	Sp1g38120.1	g21924
OG0013480	Sp3g09900.1	g05871
OG0013481	Sp3g02770.1	g06119
OG0013482	Sp1g11380.1	g31808
OG0013483	Sp7g25840.1	g04466
OG0013484	Sp4g08720.1	g29772
OG0013485	Sp6g35510.1	g15676
OG0013486	Sp4g24030.1	g17232
OG0013488	Sp1g29360.1	g27259
OG0013489	Sp7g15180.1	g23064, g17218
OG0013490	Sp4g14520.1	g07980
OG0013491	Sp5g35880.1	g01664
OG0013492	Sp2g20250.1	g25714
OG0013493	Sp4g01370.1	g21676
OG0013494	Sp6g30030.1	g19300
OG0013495	Sp6g30110.1	g19308
OG0013496	Sp6g39480.1	g19376
OG0013497	Sp1g20810.1	g13656
OG0013498	Sp3g22450.1	g20088
OG0013499	Sp3g15010.1	g06528
OG0013500	Sp6g16330.1	g09411
OG0013501	Sp1g20840.1	g13652
OG0013502	Sp1g07880.1	g18170
OG0013503	Sp6g32380.1	g10579
OG0013504	Sp3g02510.1	g26816
OG0013505	Sp7g31370.1	g00582
OG0013506	Sp5g07920.1	g11469
OG0013507	Sp1g24780.1	g13014
OG0013508	Sp7g12560.1	g23195
OG0013509	Sp6g39860.1	g19434
OG0013510	Sp2g27010.1	g12412
OG0013511	Sp7g12940.1	g20121
OG0013512	Sp1g08030.1	g18154
OG0013513	Sp6g31760.1	g10654
OG0013514	Sp5g00310.1	g05258
OG0013515	Sp1g06790.1	g18282
OG0013516	Sp5g13820.1	g30475
OG0013517	Sp1g37320.1	g25627
OG0013518	Sp1g04470.1	g02205
OG0013520	Sp5g14290.1	g12841
OG0013521	Sp2g12530.1	g14491
OG0013522	Sp1g08480.1	g05133
OG0013523	Sp2g27890.1	g07490
OG0013524	Sp5g07250.1	g11545
OG0013525	Sp3g11770.1	g05649
OG0013526	Sp5g21380.1	g22067
OG0013527	Sp1g15910.1	g25909
OG0013528	Sp2g26470.1	g12342
OG0013529	Sp7g05190.1	g26625
OG0013530	Sp1g26090.1	g23710
OG0013531	Sp6g00430.1	g19814
OG0013532	Sp6g29470.1	g19239
OG0013533	Sp3g06000.1	g11863
OG0013534	Sp4g19270.1	g03609
OG0013535	Sp6g40840.1	g27934
OG0013536	Sp6g34160.1	g19082
OG0013537	Sp6g20780.1	g11053
OG0013538	Sp2g01860.1	g18765
OG0013539	Sp2g00030.1	g27013
OG0013540	Sp3g10940.1	g05752
OG0013541	Sp6g15920.1	g09469
OG0013542	Sp7g01080.1	g22389
OG0013543	Sp4g24850.1	g17353
OG0013544	Sp5g30910.1	g01125
OG0013545	Sp7g04960.1	g28434
OG0013546	Sp7g16350.1	g17087
OG0013547	Sp6g04130.1	g21464
OG0013548	Sp4g26140.1	g18080
OG0013549	SpUn0124_0010.1, SpUn0185_0010.1	g25027
OG0013550	Sp1g07150.1	g18251
OG0013551	Sp2g11950.1	g07798
OG0013552	Sp2g17470.1	g08646
OG0013553	Sp3g13070.1	g06763
OG0013554	Sp6g34040.1	g19101
OG0013555	Sp1g25560.1	g26359
OG0013556	Sp6g22920.1	g11935
OG0013557	Sp5g22940.1	g14787
OG0013558	Sp5g22850.1	g21111
OG0013559	Sp3g04960.1	g06394
OG0013560	Sp3g29940.1	g27908
OG0013561	Sp3g12030.1	g06882
OG0013562	Sp2g27410.1	g07561
OG0013563	Sp6g18150.1	g23449
OG0013564	Sp2g24870.1	g10779
OG0013565	Sp7g18520.1	g05154
OG0013566	Sp3g10510.1	g05802
OG0013567	Sp2g08030.1	g23755
OG0013568	Sp1g02550.1	g01991
OG0013569	Sp6g38020.1	g15697
OG0013570	Sp7g02300.1	g26747
OG0013571	Sp4g17720.1	g03444
OG0013572	Sp5g06410.1	g11648
OG0013573	Sp6g07150.1	g25360
OG0013574	Sp7g20830.1	g14391
OG0013575	Sp7g22230.1	g10399
OG0013576	Sp1g09890.1	g04974
OG0013577	SpUn0002_0680.1	g27438
OG0013578	Sp7g14970.1	g23093
OG0013579	Sp3g02250.1	g31076
OG0013580	Sp7g25600.1	g04495
OG0013581	Sp1g13830.1	g10032
OG0013582	Sp5g11340.1	g14945
OG0013583	Sp6g31970.1	g10633
OG0013584	Sp6g01250.1	g19763
OG0013585	Sp4g21450.1	g12465
OG0013587	Sp4g22610.1	g12615
OG0013588	Sp2g23050.1	g25298
OG0013589	Sp4g26960.1	g28030
OG0013590	Sp7g15390.1	g15346
OG0013591	Sp2g12460.1	g31467
OG0013592	Sp3g13300.1	g06733
OG0013593	Sp2g19140.1	g28958
OG0013594	Sp2g10740.1	g07625
OG0013595	Sp3g33360.1	g20884
OG0013596	Sp1g13530.1	g10063
OG0013597	Sp6g32760.1	g10535
OG0013598	Sp6g35040.1	g23854
OG0013599	Sp5g29430.1	g00967
OG0013600	Sp6g21610.1	g10965
OG0013601	Sp4g12900.1	g24225
OG0013602	Sp1g00530.1	g01731
OG0013603	Sp4g27490.1	g09796
OG0013604	Sp4g22960.1	g12649
OG0013605	Sp1g18030.1	g13550
OG0013606	Sp1g00440.1	g01724
OG0013607	Sp1g20130.1	g13747
OG0013608	Sp1g10860.1	g04853
OG0013609	Sp2g07400.1	g22127
OG0013610	Sp4g00860.1	g23979
OG0013611	Sp3g01070.1	g02581
OG0013612	Sp7g34660.1	g03021
OG0013613	Sp2g09460.1	g23653
OG0013614	Sp1g34100.1	g16998
OG0013615	Sp1g08490.1	g05132
OG0013616	Sp6g35970.1	g15628
OG0013617	Sp7g32150.1	g00497
OG0013618	Sp4g25860.1	g18052
OG0013619	Sp6g34220.1	g19077
OG0013620	Sp2g21990.1	g14084
OG0013621	Sp3g28900.1	g14274
OG0013622	Sp6g34110.1	g19087
OG0013623	Sp1g11180.1	g04821
OG0013624	Sp2g26500.1	g12345
OG0013625	Sp6g25550.1	g13196
OG0013626	Sp6g25120.1	g13140
OG0013627	Sp3g10100.1	g05850
OG0013628	Sp2g28820.1	g07378
OG0013629	Sp7g21460.1	g10475
OG0013630	Sp3g32310.1	g22666
OG0013631	Sp6g39380.1	g08204
OG0013633	Sp7g26850.1	g04358
OG0013634	Sp1g00620.1	g01742
OG0013635	Sp6g30370.1	g19334
OG0013636	Sp2g22720.1	g27620
OG0013637	Sp7g21350.1	g14309
OG0013638	Sp6g04230.1	g21428, g21482
OG0013639	Sp7g18440.1	g05142
OG0013640	Sp4g23340.1	g24518
OG0013641	Sp6g30860.1	g10748
OG0013642	Sp2g16180.1	g20503
OG0013643	Sp2g13720.1	g14651
OG0013644	Sp2g01250.1	g22905
OG0013645	Sp1g02180.1	g01940
OG0013646	Sp1g38710.1	g15180
OG0013647	Sp7g22540.1	g10368
OG0013648	Sp1g01660.1	g01875
OG0013649	Sp7g01620.1	g31053
OG0013650	Sp6g31860.1	g10643
OG0013651	Sp5g01870.1	g05455
OG0013652	Sp7g31640.1	g00553
OG0013653	Sp5g05400.1	g21128
OG0013654	Sp2g19630.1	g25107
OG0013655	Sp2g22670.1	g14185
OG0013656	Sp5g14440.1	g29496, g12813
OG0013657	Sp5g26750.1	g03916
OG0013658	Sp6g40740.1	g28639
OG0013659	Sp1g24880.1	g13025
OG0013662	Sp4g05660.1	g21484
OG0013663	Sp7g23630.1	g10263
OG0013664	Sp3g06690.1	g11790
OG0013665	Sp7g03340.1	g25044
OG0013666	Sp5g06950.1	g11581
OG0013667	Sp2g00200.1	g26995
OG0013668	Sp5g35190.1	g01590
OG0013669	Sp4g28760.1	g09652
OG0013670	Sp1g39570.1	g15078
OG0013671	Sp6g39620.1	g19396
OG0013672	Sp6g30720.1	g10763
OG0013673	Sp2g14630.1	g23561
OG0013674	Sp7g15160.1	g23066, g23067
OG0013675	Sp6g14950.1	g08227
OG0013676	Sp6g39020.1	g15823
OG0013677	Sp5g08990.1	g20382
OG0013678	Sp6g21070.1	g11021
OG0013679	Sp7g19300.1	g29726
OG0013680	Sp3g00260.1	g02660
OG0013681	Sp4g26490.1	g18122
OG0013682	Sp4g01470.1	g32413
OG0013683	Sp4g29830.1	g09531
OG0013684	Sp3g04510.1	g06338
OG0013685	Sp6g17540.1	g09263
OG0013686	Sp7g01650.1	g31263
OG0013687	Sp2g18620.1	g15886
OG0013688	Sp1g34840.1	g17497
OG0013689	Sp7g18240.1	g15471
OG0013690	Sp3g21710.1	g26501
OG0013691	Sp6g27900.1	g00151
OG0013692	Sp5g31250.1	g26487
OG0013693	Sp4g09380.1	g28707
OG0013694	Sp7g13350.1	g20166
OG0013695	Sp2g26430.1	g12338
OG0013696	Sp1g18920.1	g13430
OG0013697	Sp6g23340.1	g11999
OG0013698	Sp4g26380.1	g32380
OG0013699	Sp7g32200.1	g00490
OG0013700	Sp4g16500.1, SpUn1073_0010.1	g03315
OG0013701	Sp6g30120.1	g19309
OG0013702	Sp2g12430.1	g31464
OG0013704	Sp4g23090.1	g12663
OG0013705	Sp7g21120.1	g14368
OG0013706	Sp4g26420.1	g18112
OG0013707	Sp3g04970.1	g06395
OG0013708	Sp1g24090.1	g12936
OG0013709	Sp7g35450.1	g02933
OG0013710	Sp2g08420.1	g17577
OG0013711	Sp4g23260.1	g24528
OG0013712	Sp3g24610.1	g18494
OG0013713	Sp2g07660.1	g29781
OG0013714	Sp2g06730.1, Sp1g07660.1	g18194
OG0013715	Sp5g09320.1	g20420
OG0013716	Sp1g05990.1	g02378
OG0013717	Sp1g04290.1	g02182
OG0013718	Sp7g23160.1	g10304
OG0013719	Sp5g32263.1	g01269
OG0013720	Sp6g38510.1	g15764
OG0013721	Sp3g04910.1	g06387
OG0013722	Sp6g11560.1	g27091
OG0013723	Sp2g15090.1	g19565
OG0013724	Sp2g27690.1	g07516
OG0013725	Sp5g29820.1	g01008
OG0013726	Sp2g21900.1	g14075
OG0013727	Sp3g21910.1	g30135
OG0013728	Sp5g14390.1	g12818
OG0013729	Sp4g18780.1	g03553
OG0013730	Sp7g30530.1	g00690
OG0013732	Sp3g13490.1	g06714
OG0013733	Sp3g24230.1	g18515
OG0013734	Sp6g32080.1	g10617
OG0013735	Sp6g31930.1	g10637
OG0013737	Sp3g04290.1	g06310
OG0013738	Sp7g31050.1	g00617
OG0013739	Sp5g28020.1	g04058
OG0013740	Sp7g11130.1	g27227
OG0013741	Sp4g13660.1	g11929
OG0013742	Sp5g31230.1	g01162
OG0013743	Sp6g40470.1	g19508
OG0013744	Sp1g00670.1	g01753
OG0013745	Sp4g18940.1	g03572
OG0013746	Sp3g12990.1	g06773
OG0013747	Sp6g08010.1	g27814
OG0013748	Sp3g15250.1	g16222
OG0013749	Sp7g26960.1	g04341
OG0013750	Sp5g02070.1	g05496
OG0013751	Sp2g18310.1	g29812
OG0013752	Sp5g14650.1	g12792
OG0013753	Sp3g19590.1	g11264
OG0013754	Sp2g18520.1	g29240
OG0013755	Sp4g21280.1	g18456
OG0013756	Sp7g10140.1	g29212
OG0013757	Sp2g25000.1	g30989
OG0013758	SpUn0100_0020.1, SpUn0012_0130.1, SpUn0048_0010.1, SpUn0254_0010.1	g07635
OG0013759	Sp3g17510.1	g22520
OG0013760	Sp1g01730.1	g01886
OG0013761	Sp5g14450.1	g12812
OG0013762	Sp5g24580.1	g25201
OG0013763	Sp6g13100.1	g08458
OG0013764	Sp1g21710.1	g08012
OG0013765	Sp2g28840.1	g07376
OG0013766	Sp2g16340.1	g20521
OG0013767	Sp5g21110.1, Sp5g28680.1	g04103
OG0013768	Sp5g22830.1	g21109
OG0013769	Sp5g16230.1	g11877
OG0013770	Sp6g22290.1	g10880
OG0013771	Sp3g17290.1	g22492
OG0013772	Sp1g38220.1	g21937
OG0013773	Sp2g29820.1	g07263
OG0013774	Sp3g12780.1	g06796
OG0013775	Sp6g08070.1	g18559
OG0013776	Sp2g29690.1	g07277
OG0013777	Sp6g01850.1	g09169
OG0013778	Sp4g20240.1	g18332
OG0013779	Sp2g01190.1	g22916
OG0013780	Sp7g14360.1	g20213
OG0013781	Sp5g34210.1	g31490
OG0013782	Sp5g30580.1	g01085
OG0013783	Sp5g01950.1	g05466
OG0013784	Sp1g06610.1	g31233
OG0013786	Sp4g11890.1	g07007
OG0013787	Sp6g36320.1	g15588
OG0013789	Sp2g22190.1	g14115
OG0013790	Sp5g33650.1	g01416
OG0013791	Sp7g35920.1	g02889
OG0013792	Sp1g37680.1	g25570
OG0013793	Sp6g25230.1	g13160
OG0013794	Sp1g01340.1	g01836
OG0013795	Sp2g10820.1	g07634
OG0013796	Sp6g17950.1	g23473
OG0013797	Sp6g13510.1	g08417
OG0013798	Sp1g19270.1	g13386
OG0013799	Sp3g34110.1	g25792
OG0013800	Sp3g00710.1	g02613
OG0013801	Sp4g18530.1	g03531
OG0013802	Sp2g00220.1	g26989
OG0013803	Sp5g26520.1	g03889
OG0013804	Sp7g26580.1	g04388
OG0013805	Sp6g24100.1	g12085
OG0013806	Sp4g13490.1	g24274, g25753
OG0013807	SpUn0004_0080.1, SpUn0066_0030.1	g28467
OG0013808	Sp4g23940.1	g24444
OG0013809	Sp7g28740.1	g00912
OG0013810	Sp7g17330.1	g17188
OG0013811	Sp1g12840.1	g10152
OG0013812	Sp4g18500.1	g03528
OG0013813	Sp4g22010.1	g12536
OG0013814	Sp7g26190.1	g04428
OG0013815	Sp3g21760.1	g24048
OG0013816	Sp3g31430.1	g24984
OG0013817	Sp4g16120.1	g03278
OG0013818	Sp1g13510.1	g10064
OG0013819	Sp5g03370.1	g22815
OG0013820	Sp5g10290.1	g14827
OG0013821	Sp7g15070.1	g23083
OG0013822	Sp3g05200.1	g06426
OG0013823	Sp7g19830.1	g21763
OG0013824	Sp4g12510.1	g24269
OG0013825	Sp1g41420.1, Sp3g11390.1	g05694
OG0013826	Sp6g39130.1	g15832
OG0013827	Sp2g06650.1	g24796
OG0013828	Sp4g25500.1	g19169
OG0013829	Sp5g27400.1	g03989
OG0013830	Sp4g04100.1	g22375
OG0013831	Sp3g13130.1	g06757
OG0013832	Sp6g03990.1	g21445
OG0013833	Sp5g14030.1	g12872
OG0013834	Sp2g14650.1	g28320
OG0013835	Sp1g11510.1	g32239
OG0013836	Sp3g33990.1	g25817
OG0013837	Sp3g31400.1	g24987
OG0013838	Sp5g10200.1	g28334
OG0013839	Sp5g26600.1	g03900
OG0013840	Sp6g23480.1	g12014
OG0013841	Sp1g26070.1, Sp4g14990.1	g03151
OG0013842	Sp1g20660.1	g13680
OG0013843	Sp5g02820.1	g05582
OG0013844	Sp6g33450.1	g19171
OG0013846	Sp7g24450.1	g04619
OG0013847	Sp5g21230.1	g22092
OG0013848	Sp6g38480.1	g15759
OG0013849	Sp2g06270.1	g24758
OG0013850	Sp1g33360.1	g31639
OG0013851	Sp3g07890.1	g06103
OG0013852	Sp6g09870.1	g20294
OG0013853	Sp1g06100.1	g02392
OG0013854	Sp6g40560.1	g19520
OG0013855	Sp4g29360.1	g09583
OG0013856	Sp2g19970.1	g28896
OG0013857	Sp1g01270.1	g01823
OG0013858	Sp2g29490.1	g07303
OG0013859	Sp4g01480.1	g21689
OG0013860	Sp3g00020.1	g02686
OG0013861	Sp1g03570.1	g02106
OG0013862	Sp3g23500.1	g16402
OG0013863	Sp4g28060.1	g09737
OG0013864	Sp2g29070.1	g07349
OG0013865	Sp7g24580.1	g04603
OG0013866	Sp6g23150.1	g11976
OG0013867	Sp4g14280.1	g07948
OG0013868	Sp3g32430.1	g22684
OG0013869	Sp1g24170.1	g12946
OG0013870	SpUn0952_0010.1	g25814
OG0013871	Sp7g25450.1	g04512
OG0013872	Sp2g23680.1	g27759
OG0013873	Sp6g02840.1	g09058
OG0013874	Sp5g14220.1	g12849
OG0013875	Sp5g07620.1	g30947
OG0013876	Sp6g33520.1	g19161
OG0013877	Sp7g13980.1, Sp1g33570.1	g20244
OG0013878	Sp4g05550.1	g21493
OG0013879	Sp3g08390.1	g06046
OG0013880	Sp7g30100.1	g00736
OG0013881	SpUn0346_0010.1	g26841
OG0013882	Sp7g09040.1	g30152
OG0013883	Sp5g05910.1, Sp4g23250.1	g21194
OG0013884	Sp6g37880.1	g15683
OG0013885	Sp6g36370.1	g15579
OG0013886	Sp3g28890.1	g14271
OG0013887	Sp4g42843.1	g12637
OG0013888	Sp6g23180.1	g11979
OG0013890	Sp5g10450.1	g14846
OG0013891	Sp7g30210.1	g00727
OG0013892	Sp3g05840.1	g06498
OG0013893	Sp7g10660.1	g19959
OG0013894	Sp2g27980.1	g07476
OG0013895	Sp7g27630.1	g04243
OG0013896	Sp4g09870.1	g26191
OG0013897	Sp7g22860.1	g10335
OG0013898	Sp7g25030.1	g04556
OG0013899	Sp1g11330.1	g31812, g04793
OG0013900	Sp3g03000.1	g06142
OG0013901	Sp1g24660.1	g12995
OG0013902	Sp2g10920.1	g07661
OG0013903	Sp6g28790.1	g00240
OG0013904	Sp2g00970.1	g22940
OG0013905	Sp5g09640.1	g20464
OG0013906	Sp3g21650.1	g24037
OG0013907	Sp3g02730.1	g26788
OG0013908	Sp1g34690.1	g19037
OG0013909	Sp2g29040.1	g07352
OG0013910	Sp7g33770.1	g00304
OG0013911	Sp5g22680.1	g21092
OG0013912	Sp1g00750.1	g01764
OG0013913	Sp4g21160.1	g18439
OG0013914	Sp3g21600.1	g24029
OG0013915	Sp3g06840.1	g11775
OG0013916	Sp6g11370.1	g27086
OG0013917	Sp4g00660.1	g23958
OG0013918	Sp2g29590.1	g07292
OG0013919	Sp4g20340.1	g18342
OG0013920	Sp7g24820.1	g04578
OG0013921	SpUn0060_0060.1	g08299
OG0013922	Sp1g10970.1	g04841
OG0013923	Sp4g21870.1	g12520
OG0013924	Sp1g38200.1	g21934
OG0013925	Sp2g27040.1	g12414
OG0013926	Sp2g24400.1	g10835
OG0013927	Sp6g30940.1	g10739
OG0013928	Sp5g31600.1	g01196
OG0013929	Sp1g28720.1	g17656
OG0013930	Sp6g24410.1	g12171
OG0013931	Sp5g22630.1	g21081
OG0013932	Sp7g19250.1	g05244
OG0013933	Sp7g12600.1	g23199
OG0013934	Sp7g22960.1	g10326
OG0013935	Sp2g26250.1	g12319
OG0013936	Sp7g20040.1	g21790
OG0013938	Sp7g12340.1	g23166
OG0013939	Sp4g27340.1	g09816
OG0013940	Sp4g28610.1	g09669
OG0013941	Sp6g03170.1	g09027
OG0013942	Sp1g07180.1	g18248
OG0013943	Sp1g06500.1	g02431
OG0013944	Sp4g18190.1	g03496
OG0013945	Sp1g37570.1	g25593
OG0013946	Sp7g30390.1	g00703
OG0013947	Sp7g22720.1	g10349
OG0013948	Sp1g00640.1	g01751, g01744
OG0013949	Sp5g04710.1	g16590
OG0013950	Sp1g40650.1	g24873
OG0013951	Sp4g03910.1	g22346
OG0013952	Sp4g22100.1	g12549
OG0013953	Sp4g06130.1	g27381
OG0013954	Sp5g08560.1	g11389
OG0013955	Sp2g18460.1	g28267
OG0013956	Sp3g01710.1	g02499
OG0013957	Sp4g14540.1	g07981
OG0013959	Sp2g00630.1	g30533
OG0013960	Sp6g10930.1, Sp1g08910.1	g05081
OG0013961	Sp6g17750.1	g09233
OG0013962	Sp5g32750.1	g01318
OG0013963	Sp3g18750.1	g11160
OG0013964	Sp5g24070.1	g14687
OG0013965	Sp4g28920.1	g09635
OG0013966	Sp2g14440.1	g23587
OG0013967	Sp1g40200.1	g24934
OG0013968	Sp2g14810.1	g19615, g19616
OG0013969	Sp1g34453.1	g25088, g18997
OG0013970	Sp7g02610.1	g24668
OG0013971	Sp5g30260.1	g01051
OG0013972	Sp4g16360.1	g03302
OG0013973	Sp5g29620.1	g00984
OG0013974	Sp5g04610.1	g16581
OG0013975	Sp1g14460.1	g09971
OG0013976	Sp7g23050.1	g10312
OG0013977	Sp6g16490.1	g09390
OG0013978	Sp7g05110.1	g28432
OG0013979	Sp5g32150.1	g01257
OG0013980	Sp3g31630.1	g24943
OG0013981	Sp6g22280.1	g10881
OG0013982	Sp4g21970.1	g12532
OG0013983	Sp3g17810.1	g22560
OG0013984	Sp3g19550.1	g11259
OG0013985	Sp6g25480.1	g13189
OG0013986	Sp2g12050.1	g07822
OG0013987	Sp3g10440.1	g05808
OG0013988	Sp2g26380.1	g12333
OG0013989	Sp6g36180.1	g15601
OG0013990	Sp1g11970.1	g04703
OG0013991	Sp6g40390.1	g19498
OG0013992	Sp7g31790.1	g00536
OG0013993	Sp2g29120.1	g07343
OG0013994	Sp2g12800.1	g14519
OG0013995	Sp5g35730.1	g01658
OG0013996	Sp4g18140.1	g03489
OG0013997	Sp3g27780.1	g19655
OG0013999	Sp6g34840.1	g23830
OG0014000	Sp7g17960.1	g15425
OG0014001	Sp6g18620.1	g24110
OG0014002	Sp6g26720.1	g00018
OG0014003	Sp6g21950.1	g10913
OG0014004	Sp2g27770.1	g07504
OG0014005	Sp4g15030.1	g03159
OG0014006	Sp1g15960.1	g25905
OG0014007	Sp5g23620.1	g14735
OG0014008	Sp1g37980.1	g21905
OG0014009	Sp6g19860.1	g16917, g31350
OG0014010	Sp6g29690.1	g19261
OG0014011	Sp1g07100.1	g18255
OG0014012	Sp6g09480.1	g20329
OG0014013	Sp6g00340.1	g28763
OG0014014	Sp2g20040.1	g29187
OG0014015	Sp5g22340.1	g21050
OG0014016	Sp2g24650.1	g10802
OG0014017	Sp6g36220.1	g15597
OG0014018	Sp2g21150.1	g17879
OG0014019	Sp6g15350.1	g23017
OG0014020	Sp1g04370.1	g02189
OG0014021	Sp4g25520.1	g18007
OG0014022	Sp6g25930.1	g13253
OG0014023	Sp6g29560.1	g19250
OG0014024	Sp2g17800.1	g28695
OG0014025	Sp7g26550.1	g04392
OG0014026	Sp7g31670.1	g00549
OG0014027	Sp1g06230.1	g02411
OG0014028	Sp1g02090.1	g01934
OG0014029	Sp3g11320.1	g05701
OG0014030	Sp5g01860.1	g05454
OG0014031	Sp2g07160.1	g22108
OG0014032	Sp1g40860.1	g24848
OG0014033	Sp4g19090.1	g03589
OG0014034	SpUn1244_0010.1	g01979, g01919
OG0014035	Sp6g13280.1	g08444
OG0014036	Sp6g23610.1	g12028
OG0014037	Sp3g03380.1	g06198
OG0014038	Sp1g40950.1	g27943
OG0014039	Sp4g24730.1	g17340
OG0014040	Sp1g15440.1	g09857
OG0014041	Sp6g01900.1	g09158
OG0014042	Sp6g06840.1	g25319
OG0014043	Sp7g26030.1	g04445
OG0014044	Sp1g28990.1	g17686
OG0014045	Sp5g01190.1	g05374
OG0014046	Sp3g27080.1	g21294
OG0014047	Sp6g40680.1	g28629
OG0014048	Sp5g28150.1	g04070
OG0014049	Sp5g01440.1	g05406
OG0014050	Sp6g15720.1	g29973
OG0014051	Sp4g14300.1	g07950
OG0014052	Sp2g19520.1	g25093
OG0014053	Sp2g14470.1	g23580
OG0014054	Sp7g23290.1	g10292
OG0014055	Sp7g07500.1	g30883
OG0014056	Sp3g18900.1	g11176
OG0014057	Sp6g05530.1	g26552
OG0014058	Sp7g02560.1	g24675
OG0014059	Sp6g16220.1	g09430, g09428
OG0014060	Sp6g39270.1	g15856
OG0014061	Sp1g05460.1	g02315
OG0014062	Sp4g16800.1	g03350
OG0014063	Sp1g41850.1	g24621
OG0014064	Sp6g22220.1	g10888
OG0014065	Sp7g13000.1	g20128
OG0014066	Sp2g30620.1	g07182
OG0014067	Sp1g04300.1	g02183
OG0014068	Sp2g09490.1	g23656
OG0014069	Sp5g10460.1	g14847
OG0014070	Sp4g16950.1	g03367
OG0014071	Sp6g14140.1	g08337
OG0014072	Sp3g01390.1	g02539
OG0014073	Sp4g13530.1	g25759
OG0014074	Sp1g26810.1	g18855
OG0014075	Sp4g06550.1	g29341
OG0014076	Sp7g20120.1	g21797
OG0014077	Sp1g26870.1	g18859
OG0014078	Sp6g37990.1	g15694
OG0014079	Sp6g12830.1	g08475
OG0014080	Sp5g05890.1	g21190
OG0014081	SpUN0284_0010.1	g31866
OG0014082	Sp1g00570.1	g01735
OG0014083	Sp4g08660.1	g29775
OG0014084	Sp3g34010.1	g25804
OG0014085	Sp2g08040.1	g23752
OG0014086	Sp1g16370.1	g14011
OG0014087	Sp6g20330.1	g16970
OG0014088	Sp5g16760.1	g26849
OG0014089	Sp1g03240.1	g02071
OG0014090	Sp4g30000.1	g10440
OG0014091	Sp6g24490.1	g12161
OG0014092	Sp7g26350.1	g04413
OG0014093	Sp1g28230.1	g15974
OG0014094	Sp6g33300.1	g19186
OG0014095	Sp6g12340.1	g25526
OG0014096	Sp6g18530.1	g24098
OG0014097	Sp6g04410.1	g21410
OG0014098	Sp7g35310.1	g02952
OG0014099	Sp1g37340.1	g01702
OG0014100	Sp2g00590.1	g30540
OG0014101	Sp2g30470.1	g07199
OG0014102	Sp2g29890.1	g07256
OG0014103	Sp2g25100.1	g12183
OG0014104	Sp3g02560.1	g26809
OG0014105	Sp1g05550.1	g02323
OG0014106	Sp2g06220.1	g16260
OG0014107	Sp7g36490.1	g02817
OG0014108	Sp1g26200.1	g23726
OG0014109	Sp3g09410.1	g05934
OG0014110	Sp6g32230.1	g10601
OG0014111	Sp1g15770.1	g25925
OG0014112	Sp5g09810.1	g20484
OG0014113	Sp2g30560.1	g07189
OG0014114	Sp2g28280.1	g07447
OG0014115	Sp1g21370.1	g13601
OG0014116	Sp2g17700.1	g08590
OG0014117	Sp6g20160.1	g16951
OG0014118	Sp3g01720.1	g02498
OG0014119	Sp2g25500.1	g12223
OG0014120	Sp7g21860.1	g10438
OG0014121	Sp2g17730.1	g08586
OG0014122	Sp3g03830.1	g06261
OG0014123	Sp6g32260.1	g10597
OG0014124	Sp2g18790.1	g15924
OG0014125	Sp2g01000.1	g22937
OG0014126	Sp7g29120.1	g00869
OG0014127	Sp1g03680.1	g02116
OG0014128	Sp3g14230.1	g06633
OG0014129	Sp2g15580.1	g20736
OG0014130	Sp6g33940.1	g19111
OG0014131	Sp3g04180.1	g06296
OG0014132	Sp3g22370.1	g20073
OG0014133	Sp6g18170.1	g23444
OG0014134	Sp7g13770.1	g20272
OG0014135	Sp5g10910.1	g14897
OG0014136	Sp1g18880.1	g13434
OG0014137	Sp2g08810.1	g17527
OG0014138	Sp1g31120.1	g26161
