Orthogroup	Thellungiella_parvula	Arabidopsis_lyrata
OG0017240	Sp6g29280.1	fgenesh2_kg.6__1457__AT5G14760.1
OG0017241	Sp4g00250.1	fgenesh2_kg.4__20__AT2G21110.1
OG0017242	Sp4g00410.1	fgenesh2_kg.4__38__AT2G21230.1
OG0017243	Sp7g08880.1	fgenesh2_kg.9__115__AT4G12710.1
OG0017245	Sp2g25570.1	Al_scaffold_0008_2747
OG0017246	Sp7g28950.1	fgenesh2_kg.7__1071__AT4G31070.1
OG0017249	Sp7g08980.1	Al_scaffold_0009_204
OG0017251	Sp2g16850.1	scaffold_500735.1
OG0017252	Sp7g26660.1	fgenesh1_pm.C_scaffold_7001056
OG0017253	Sp1g32430.1	scaffold_104121.1
OG0017255	Sp7g26120.1	scaffold_701447.1
OG0017256	Sp5g04490.1	fgenesh2_kg.5__2275__AT3G58300.1
OG0017257	Sp7g12910.1	scaffold_703101.1
OG0017259	Sp5g03940.1	scaffold_503106.1
OG0017262	Sp5g27890.1	Al_scaffold_0002_1976
OG0017263	Sp5g14750.1	fgenesh2_kg.5__1066__AT3G46970.1
OG0017264	Sp2g01150.1	fgenesh2_kg.2__137__AT1G63460.1
OG0017265	Sp5g07545.1	fgenesh2_kg.5__1893__AT3G54880.1
OG0017266	Sp2g27900.1	fgenesh1_pm.C_scaffold_8002046
OG0017267	Sp1g02330.1	scaffold_100282.1
OG0017268	Sp2g30540.1	fgenesh2_kg.8__2817__AT5G66150.1
OG0017269	Sp1g11600.1	fgenesh2_kg.1__1412__AT1G13050.1
OG0017270	Sp1g10590.1	fgenesh1_pm.C_scaffold_1001001
OG0017271	Sp5g11920.1	fgenesh2_kg.5__1371__AT3G50240.1
OG0017272	Sp7g18160.1	fgenesh2_kg.7__2340__AT4G19590.1
OG0017274	Sp1g00480.1	scaffold_100056.1
OG0017277	Sp3g32690.1	scaffold_303923.1
OG0017278	Sp2g09610.1	fgenesh2_kg.8__320__AT5G44780.1
OG0017279	Sp3g00420.1	fgenesh2_kg.3__53__AT3G01630.1
OG0017281	Sp7g22050.1	fgenesh2_kg.7__1887__AT4G24090.1
OG0017282	Sp6g40500.1	fgenesh2_kg.6__102__AT5G01110.1
OG0017283	Sp2g18020.1	fgenesh2_kg.5__706__AT3G29590.1
OG0017284	Sp2g01690.1	fgenesh2_kg.6__28__AT5G01730.1
OG0017285	Sp1g09090.1	scaffold_101109.1
OG0017287	Sp4g24770.1	scaffold_403137.1
OG0017288	Sp3g26880.1	fgenesh2_kg.3__3007__AT2G13370.1
OG0017289	Sp3g00210.1	fgenesh2_kg.3__30__AT3G01860.1
OG0017290	Sp5g00640.1	fgenesh2_kg.5__2786__AT3G62880.1
OG0017291	Sp2g09040.1	scaffold_800595.1
OG0017292	Sp2g16840.1	scaffold_500731.1
OG0017294	Sp3g34150.1	scaffold_304438.1
OG0017295	Sp6g26760.1	scaffold_601798.1
OG0017299	Sp6g23020.1	fgenesh2_kg.6__2205__AT5G22210.2
OG0017300	Sp2g07440.1	fgenesh2_kg.8__559__AT5G42785.1
OG0017302	Sp7g06620.1	Al_scaffold_0007_3147
OG0017303	Sp2g00940.1	Al_scaffold_0002_123
OG0017305	Sp6g17890.1	fgenesh2_kg.8__1508__AT5G56050.1
OG0017306	Sp6g01130.1	fgenesh2_kg.6__3601__AT4G01023.1
OG0017307	Sp7g25820.1, Sp7g25800.1	Al_scaffold_0007_1343
OG0017308	Sp4g01065.1	fgenesh2_kg.4__124__AT2G22000.1
OG0017309	Sp5g21080.1	fgenesh2_kg.7__3522__AT5G38890.1
OG0017310	Sp1g08150.1	fgenesh1_pm.C_scaffold_1000777
OG0017311	Sp2g22510.1	fgenesh2_kg.6__2488__AT5G24940.1
OG0017312	Sp1g39650.1	fgenesh2_kg.1__4384__AT1G53100.1
OG0017313	Sp3g01110.1	fgenesh2_kg.3__133__AT3G01030.1
OG0017314	Sp1g36270.1	Al_scaffold_0001_4270
OG0017315	Sp3g16710.1	scaffold_302203.1
OG0017318	Sp1g08700.1	fgenesh2_kg.1__1072__AT1G10050.1
OG0017319	Sp4g05800.1	fgenesh2_kg.4__504__AT2G25900.1
OG0017320	Sp6g33750.1	scaffold_600971.1
OG0017321	Sp5g06085.1	fgenesh2_kg.5__2081__AT3G56470.1
OG0017322	Sp7g24180.1	fgenesh2_kg.7__1629__AT4G26160.1
OG0017325	Sp5g25220.1	fgenesh2_kg.2__1264__AT1G70100.1
OG0017326	SpUn0010_0220.1, Sp7g00740.1	scaffold_703831.1
OG0017327	Sp5g23590.1	scaffold_201694.1
OG0017329	Sp2g07170.1	fgenesh1_pm.C_scaffold_8000475
OG0017330	Sp7g05280.1	fgenesh2_kg.7__3124__AT5G37180.1
OG0017332	Sp4g01070.1	fgenesh2_kg.4__125__AT2G22010.1
OG0017333	Sp2g13970.1	fgenesh2_kg.5__193__AT2G02910.1
OG0017334	Sp6g29060.1	scaffold_601524.1
OG0017335	Sp6g36240.1	fgenesh2_kg.6__608__AT5G06620.1
OG0017337	Sp1g08930.1	scaffold_101089.1
OG0017338	Sp7g04160.1	fgenesh1_pg.C_scaffold_7002915
OG0017339	Sp5g33080.1	fgenesh2_kg.2__2087__AT1G77930.1
OG0017340	SpUn0003_0280.1	fgenesh2_kg.8__2401__AT5G63930.1
OG0017341	Sp6g33440.1	Al_scaffold_0006_904
OG0017343	Sp1g29740.1	fgenesh2_kg.1__3559__AT1G34580.1
OG0017344	Sp6g28820.1	fgenesh2_kg.6__1507__AT5G15260.1
OG0017345	Sp4g11220.1	scaffold_200232.1
OG0017346	Sp6g36070.1	fgenesh2_kg.6__625__AT5G06780.1
OG0017347	Sp1g38820.1	fgenesh2_kg.1__4299__AT1G52290.1
OG0017348	Sp2g30310.1	fgenesh2_kg.8__2795__AT5G66270.1
OG0017349	Sp7g32230.1	fgenesh2_kg.7__652__AT4G34430.4
OG0017351	Sp5g33020.1	fgenesh1_pm.C_scaffold_2001729
OG0017353	Sp2g07650.1	Al_scaffold_0008_749
OG0017354	Sp5g07383.1	scaffold_502624.1
OG0017357	Sp1g37410.1	fgenesh1_pm.C_scaffold_1003227
OG0017358	Sp2g28450.1	fgenesh1_pg.C_scaffold_8002523
OG0017359	Sp4g02480.1	fgenesh2_kg.4__277__AT2G23470.1
OG0017360	Sp7g01250.1	fgenesh2_kg.7__3353__AT5G40620.1
OG0017361	Sp6g11930.1	fgenesh2_kg.8__881__AT5G50080.1
OG0017362	Sp1g15270.1	fgenesh2_kg.1__1869__AT1G17145.1
OG0017364	Sp2g01970.1	scaffold_200287.1
OG0017365	Sp6g16970.1	fgenesh2_kg.8__1402__AT5G55040.2
OG0017366	Sp1g09010.1	fgenesh2_kg.1__1108__AT1G10400.1
OG0017367	Sp1g32580.1	scaffold_104129.1, fgenesh2_kg.1__3724__AT1G43640.1
OG0017368	Sp6g05740.1	fgenesh2_kg.5__919__AT3G29520.1
OG0017369	Sp7g05790.1	fgenesh1_pm.C_scaffold_7002462
OG0017370	Sp7g25290.1	Al_scaffold_0007_1403
OG0017371	Sp5g21710.1	fgenesh2_kg.2__902__AT1G66750.1
OG0017372	Sp5g00240.1	fgenesh2_kg.5__2827__AT3G63290.1
OG0017375	Sp4g10830.1	scaffold_401216.1
OG0017376	Sp1g14770.1	fgenesh2_kg.1__1816__AT1G16630.1
OG0017380	Sp4g18040.1	fgenesh2_kg.4__1610__AT2G35780.1
OG0017383	Sp5g08610.1	fgenesh1_pm.C_scaffold_5001460
OG0017385	Sp3g30480.1	fgenesh2_kg.3__3297__AT2G17140.1
OG0017386	Sp5g22090.1	fgenesh2_kg.2__940__AT1G67140.1
OG0017389	Sp3g10710.1	fgenesh2_kg.3__1314__AT3G12570.2
OG0017390	Sp7g25870.1	scaffold_701477.1
OG0017391	Sp2g11430.1	fgenesh1_pg.C_scaffold_8000124
OG0017392	Sp6g37710.1	fgenesh2_kg.6__436__AT5G05130.1
OG0017393	Sp1g27290.1	scaffold_103909.1
OG0017397	Sp1g29340.1	fgenesh1_pm.C_scaffold_1002702
OG0017398	Sp1g08980.1	scaffold_101094.1
OG0017399	Sp4g13340.1	fgenesh2_kg.4__1064__AT2G30870.1
OG0017401	Sp7g33740.1	fgenesh2_kg.7__473__AT4G35970.1
OG0017402	Sp7g14860.1	fgenesh2_kg.7__2684__AT4G16350.1
OG0017403	Sp2g19180.1	fgenesh2_kg.8__758__AT5G48790.1
OG0017404	Sp4g12250.1	fgenesh2_kg.4__929__AT2G29525.1
OG0017405	Sp4g00340.1	fgenesh2_kg.4__29__AT2G21185.1
OG0017406	Sp5g21940.1	fgenesh2_kg.2__927__AT1G67030.1
OG0017407	Sp1g25200.1	Al_scaffold_0001_2985
OG0017408	Sp6g20790.1	fgenesh2_kg.8__1853__AT5G59200.1
OG0017409	Sp1g10450.1	scaffold_101291.1
OG0017410	Sp4g13630.1	fgenesh1_pm.C_scaffold_4000922, scaffold_16300003.1
OG0017412	Sp1g08220.1	scaffold_100999.1
OG0017413	Sp6g00080.1	fgenesh2_kg.6__3698__AT4G00030.1
OG0017414	Sp6g24860.1	scaffold_802175.1
OG0017415	Sp6g17920.1	fgenesh1_pm.C_scaffold_5000617
OG0017416	Sp6g24730.1	fgenesh1_pg.C_scaffold_6001659
OG0017418	Sp6g17310.1	fgenesh2_kg.8__1438__AT5G55390.1
OG0017419	Sp1g07970.1	scaffold_100971.1
OG0017420	Sp6g40200.1	fgenesh2_kg.6__137__AT5G02250.1
OG0017421	Sp2g04000.1	scaffold_200538.1
OG0017422	Sp2g10370.1	fgenesh2_kg.185__3__AT5G45420.1
OG0017423	Sp2g18450.1	scaffold_801042.1
OG0017424	Sp5g25190.1	fgenesh2_kg.2__1261__AT1G70070.1
OG0017425	Sp5g33620.1	fgenesh2_kg.2__2147__AT1G78530.1
OG0017426	Sp2g28700.1	fgenesh1_pg.C_scaffold_8002546, fgenesh1_pg.C_scaffold_112000002
OG0017427	Sp5g18550.1	fgenesh1_pm.C_scaffold_5000623
OG0017428	Sp2g30380.1	fgenesh2_kg.5__1688__AT3G53210.1
OG0017429	Sp4g04290.1	fgenesh2_kg.4__438__AT2G25200.1
OG0017431	Sp7g28370.1	fgenesh2_kg.7__1134__AT4G30490.1
OG0017432	Sp5g04070.1	fgenesh2_kg.5__2323__AT3G58770.1
OG0017434	Sp1g06030.1	fgenesh2_kg.1__699__AT1G07280.1
OG0017435	Sp2g30730.1	scaffold_803539.1
OG0017436	Sp7g08930.1	fgenesh2_kg.9__112__AT4G12680.1
OG0017437	Sp3g15470.1	fgenesh2_kg.3__1901__AT3G17250.1
OG0017438	Sp6g24010.1	fgenesh2_kg.6__2084__AT5G20410.1
OG0017439	Sp5g30890.1	Al_scaffold_0002_2279
OG0017440	Sp6g01110.1	fgenesh1_pm.C_scaffold_6002895
OG0017441	Sp3g04190.1	fgenesh2_kg.3__522__AT3G05327.1
OG0017443	Sp7g05750.1	scaffold_703515.1
OG0017444	Sp5g10310.1	fgenesh2_kg.5__1547__AT3G51960.2
OG0017446	Sp4g20950.1	Al_scaffold_0002_429, scaffold_200490.1, Al_scaffold_0002_427
OG0017449	Sp6g15310.1	scaffold_801783.1
OG0017451	Sp5g31340.1	fgenesh1_pm.C_scaffold_2001574
OG0017452	Sp5g20450.1	fgenesh2_kg.2__783__AT1G65540.1
OG0017453	Sp6g07300.1, SpUn0121_0010.1	fgenesh2_kg.6__2993__AT4G10120.2
OG0017454	Sp6g26570.1	scaffold_601820.1
OG0017455	Sp1g28320.1	scaffold_103630.1
OG0017456	Sp4g24810.1	scaffold_403140.1
OG0017457	Sp4g07710.1	scaffold_400917.1
OG0017458	Sp1g17560.1	fgenesh1_pg.C_scaffold_1001789
OG0017462	Sp2g25200.1	fgenesh2_kg.8__2193__AT5G62030.1
OG0017466	Sp4g02670.1	fgenesh2_kg.4__295__AT2G23740.1
OG0017467	Sp3g10690.1	fgenesh1_pm.C_scaffold_3001040
OG0017469	Sp5g22130.1	fgenesh2_kg.2__947__AT1G67195.1
OG0017470	Sp5g10990.1	Al_scaffold_0005_1989
OG0017471	Sp4g02200.1	fgenesh2_kg.4__246__AT2G23140.1
OG0017472	Sp5g09220.1	scaffold_502399.1
OG0017473	Sp4g29290.1	scaffold_403711.1
OG0017474	Sp6g38040.1	scaffold_600423.1
OG0017475	Sp7g25470.1	fgenesh2_kg.7__1473__AT4G27530.1
OG0017476	Sp5g25350.1	fgenesh2_kg.2__1276__AT1G70220.1
OG0017477	Sp1g02630.1	fgenesh2_kg.1__304__AT1G03770.1
OG0017479	Sp4g05210.1	fgenesh2_kg.4__476__AT2G25640.1
OG0017480	Sp4g22630.1	fgenesh2_kg.4__2143__AT2G40300.1
OG0017481	Sp2g20630.1	scaffold_602901.1
OG0017482	Sp2g18780.1	fgenesh2_kg.8__713__AT5G48430.1
OG0017483	Sp3g33720.1	scaffold_304377.1
OG0017484	Sp1g04560.1	fgenesh2_kg.1__536__AT1G05750.1
OG0017486	Sp1g13060.1	scaffold_101644.1
OG0017487	Sp1g08520.1	fgenesh1_pg.C_scaffold_1000836
OG0017488	Sp1g03780.1	scaffold_100463.1
OG0017490	Sp6g37900.1	scaffold_400944.1
OG0017491	Sp4g26570.1	scaffold_403374.1
OG0017492	Sp1g08270.1	scaffold_101007.1
OG0017494	Sp3g03270.1	fgenesh2_kg.3__397__AT3G04370.2
OG0017495	Sp4g23170.1	fgenesh2_kg.4__2206__AT2G40840.1
OG0017500	Sp6g27850.1	fgenesh2_kg.6__1618__AT5G16310.1
OG0017502	Sp7g24890.1	fgenesh2_kg.7__1537__AT4G26940.1
OG0017503	Sp2g06300.1	fgenesh2_kg.1__4763__AT1G56460.1
OG0017504	SpUn0309_0010.1	Al_scaffold_0004_456
OG0017506	Sp7g23450.1	Al_scaffold_0007_1599
OG0017507	Sp1g14570.1	fgenesh2_kg.1__1793__AT1G16420.1
OG0017508	Sp3g07240.1	fgenesh2_kg.3__885__AT3G08820.1
OG0017510	Sp2g01960.1	fgenesh2_kg.2__212__AT1G62700.1
OG0017511	Sp3g03300.1	fgenesh1_pm.C_scaffold_3000324
OG0017512	Sp6g29860.1, SpUn0049_0060.1	Al_scaffold_0006_1316
OG0017513	Sp2g30070.1	scaffold_803464.1
OG0017514	Sp5g28100.1	fgenesh1_pm.C_scaffold_2001297
OG0017515	Sp2g23240.1	scaffold_602484.1
OG0017517	Sp1g22410.1	fgenesh2_kg.1__2745__AT1G26260.3
OG0017520	Sp1g28580.1	scaffold_103594.1
OG0017521	Sp5g21800.1	fgenesh2_kg.2__909__AT1G66830.1
OG0017522	Sp3g19900.1	fgenesh2_kg.3__2423__AT3G22070.1
OG0017523	Sp3g32320.1	Al_scaffold_0009_119
OG0017524	Sp5g04410.1	scaffold_503031.1
OG0017525	Sp6g26170.1	fgenesh2_kg.6__1814__AT5G18140.1
OG0017526	Sp1g38260.1	fgenesh2_kg.1__4230__AT1G51620.1
OG0017528	Sp3g28610.1	fgenesh2_kg.3__3101__AT2G15310.1
OG0017531	Sp7g36140.1	fgenesh2_kg.7__190__AT4G39745.1
OG0017534	Sp3g29930.1	Al_scaffold_0003_3623
OG0017536	Sp7g37320.1	scaffold_700035.1
OG0017538	Sp6g41210.1	fgenesh2_kg.6__6__AT5G01970.1
OG0017539	Sp7g37620.1	fgenesh1_pm.C_scaffold_7000002
OG0017540	Sp6g25440.1	scaffold_601971.1
OG0017541	Sp5g33640.1	fgenesh2_kg.2__2149__AT1G78550.1
OG0017542	Sp2g14020.1	fgenesh2_kg.5__204__AT2G02980.1
OG0017543	Sp3g23490.1	scaffold_303269.1
OG0017544	Sp7g28720.1	fgenesh2_kg.7__1101__AT4G30840.1
OG0017546	Sp6g00930.1	Al_scaffold_0006_3894
OG0017547	Sp3g19450.1	fgenesh2_kg.3__2365__AT3G21430.2
OG0017548	Sp6g24940.1	fgenesh2_kg.6__1972__AT5G19473.1
OG0017549	Sp2g18160.1	fgenesh1_pm.C_scaffold_5000579
OG0017550	Sp1g20510.1	fgenesh2_kg.1__2510__AT1G23060.1
OG0017551	Sp2g30460.1	scaffold_803505.1
OG0017552	Sp2g15250.1	fgenesh2_kg.5__358__AT3G26040.1
OG0017553	Sp3g00010.1	Al_scaffold_0003_2
OG0017554	Sp5g11910.1	fgenesh2_kg.5__1372__AT3G50260.1
OG0017555	Sp5g26580.1	scaffold_202064.1
OG0017556	Sp6g21700.1	fgenesh2_kg.8__1958__AT5G60040.1
OG0017558	Sp1g32240.1	Al_scaffold_0001_3792
OG0017559	Sp7g26100.1	fgenesh2_kg.7__1393__AT4G28150.1
OG0017560	Sp5g35230.1	scaffold_203010.1
OG0017561	Sp5g23120.1	fgenesh2_kg.2__1038__AT1G68120.1
OG0017566	Sp5g34020.1	fgenesh2_kg.2__2197__AT1G78980.1
OG0017568	Sp7g01380.1	fgenesh1_pg.C_scaffold_7003106
OG0017571	Sp4g23630.1	fgenesh2_kg.4__2264__AT2G41340.1
OG0017572	Sp5g35480.1	fgenesh1_pm.C_scaffold_2001960
OG0017573	Sp7g28770.1	scaffold_701124.1
OG0017574	Sp7g32590.1	scaffold_700644.1
OG0017575	Sp4g15080.1	fgenesh2_kg.4__1270__AT2G32740.1
OG0017577	Sp7g22570.1	scaffold_701872.1
OG0017580	Sp1g30280.1	scaffold_702038.1
OG0017581	Sp5g14120.1	Al_scaffold_0005_1592
OG0017584	Sp2g27340.1	scaffold_803143.1
OG0017586	Sp2g30090.1	scaffold_803467.1
OG0017587	Sp6g35340.1	scaffold_600758.1
OG0017589	Sp3g10930.1	Al_scaffold_0003_1295
OG0017590	Sp5g20650.1	fgenesh1_pm.C_scaffold_2000638
OG0017591	Sp5g14780.1	fgenesh1_pm.C_scaffold_5000868
OG0017592	Sp6g18260.1	fgenesh2_kg.8__1550__AT5G56450.1
OG0017593	Sp3g31560.1	fgenesh1_pm.C_scaffold_3002780
OG0017594	Sp3g24710.1	scaffold_303391.1
OG0017595	Sp3g02850.1	fgenesh2_kg.3__342__AT3G03880.1
OG0017596	Sp6g11440.1	fgenesh1_pm.C_scaffold_8000735
OG0017597	Sp2g28610.1	Al_scaffold_0008_3101
OG0017598	Sp7g02410.1	fgenesh2_kg.7__3464__AT5G39580.1
OG0017601	Sp5g08590.1	Al_scaffold_0005_2280
OG0017602	Sp6g31920.1	scaffold_601192.1
OG0017604	Sp3g21880.1	scaffold_800893.1, scaffold_700798.1
OG0017608	Sp1g34940.1	fgenesh2_kg.1__3889__AT1G48000.1
OG0017609	Sp1g16600.1	Al_scaffold_0001_1932
OG0017610	Sp2g08880.1	fgenesh2_kg.8__406__AT5G44060.1
OG0017611	Sp3g00890.1	fgenesh2_kg.3__108__AT3G01210.1
OG0017612	Sp5g05420.1	scaffold_502878.1
OG0017615	Sp1g35980.1	fgenesh2_kg.1__4006__AT1G49110.1
OG0017617	Sp6g35110.1	fgenesh2_kg.6__747__AT5G07820.1
OG0017619	Sp2g17500.1	fgenesh1_pm.C_scaffold_5001586
OG0017620	Sp3g07490.1	scaffold_301018.1
OG0017622	Sp2g26520.1	fgenesh1_pm.C_scaffold_8001908
OG0017624	Sp7g30900.1	fgenesh2_kg.7__804__AT4G33150.1
OG0017625	Sp1g08060.1	fgenesh1_pm.C_scaffold_1000768
OG0017626	SpUn0001_0150.1	scaffold_105492.1
OG0017627	Sp6g39170.1	fgenesh1_pg.C_scaffold_6000234
OG0017628	Sp5g33300.1	fgenesh1_pm.C_scaffold_2001759
OG0017629	Sp2g13440.1	scaffold_500127.1
OG0017631	Sp6g26080.1	fgenesh2_kg.6__1830__AT5G18240.4
OG0017632	Sp2g13080.1	fgenesh2_kg.5__69__AT2G01630.1
OG0017633	Sp1g37300.1	Al_scaffold_0001_3779
OG0017634	Sp1g16430.1	fgenesh2_kg.1__2022__AT1G18485.1
OG0017635	Sp1g15600.1	fgenesh2_kg.1__1907__AT1G17460.1
OG0017636	Sp7g29330.1	fgenesh2_kg.7__1023__AT4G31470.1
OG0017637	Sp6g35940.1	fgenesh2_kg.6__642__AT5G06930.1
OG0017638	Sp2g18510.1	fgenesh2_kg.8__678__AT5G48090.1
OG0017639	Sp3g15760.1	Al_scaffold_0003_1853
OG0017640	Sp4g03090.1	fgenesh2_kg.4__330__AT2G24140.1
OG0017641	Sp3g11020.1	fgenesh2_kg.3__1350__AT3G12880.1
OG0017642	Sp2g29290.1	fgenesh2_kg.8__2679__AT5G67370.1
OG0017643	Sp7g10790.1	fgenesh1_pm.C_scaffold_9000020
OG0017645	Sp1g38030.1	fgenesh2_kg.1__4204__AT1G51380.1
OG0017646	Sp1g20250.1	Al_scaffold_0001_2383
OG0017647	Sp3g13450.1	fgenesh2_kg.3__1657__AT3G15250.1
OG0017651	Sp1g17100.1	Al_scaffold_0001_1991
OG0017653	Sp1g29920.1	Al_scaffold_0001_682
OG0017654	Sp5g25740.1	Al_scaffold_0002_1734
OG0017655	Sp5g31430.1	Al_scaffold_0002_2330
OG0017660	Sp3g00770.1	Al_scaffold_0003_91
OG0017661	Sp4g15550.1	Al_scaffold_0004_1793
OG0017664	Sp6g27820.1	Al_scaffold_0006_1542
OG0017665	Sp6g27150.1	Al_scaffold_0006_1605
OG0017667	Sp6g00850.1	Al_scaffold_0006_3886
OG0017668	Sp7g23470.1	Al_scaffold_0007_1598
OG0017669	Sp7g04310.1	Al_scaffold_0007_3370
OG0017670	Sp7g04020.1	Al_scaffold_0007_3965
OG0017672	Sp1g03910.1	fgenesh1_pg.C_scaffold_1000388
OG0017673	Sp3g04210.1	fgenesh1_pg.C_scaffold_3000465
OG0017674	Sp7g02010.1	scaffold_401509.1
OG0017675	Sp4g03680.1	fgenesh1_pg.C_scaffold_4000392
OG0017677	Sp6g05770.1	fgenesh1_pg.C_scaffold_6002848, scaffold_603581.1
OG0017677	Sp6g05760.1	scaffold_802513.1
OG0017680	Sp1g14230.1	fgenesh1_pm.C_scaffold_1001362
OG0017685	Sp5g32100.1	fgenesh1_pm.C_scaffold_2001645
OG0017687	Sp3g25750.1	fgenesh1_pm.C_scaffold_3002392
OG0017688	Sp5g15630.1	fgenesh1_pm.C_scaffold_5000797
OG0017689	SpUn0354_0010.1	fgenesh1_pm.C_scaffold_6000548
OG0017690	Sp6g33430.1	fgenesh1_pm.C_scaffold_6000765
OG0017691	Sp7g28250.1	fgenesh1_pm.C_scaffold_7000905
OG0017692	Sp7g14430.1	fgenesh1_pm.C_scaffold_7002144
OG0017693	Sp6g16860.1	fgenesh1_pm.C_scaffold_8001173
OG0017694	Sp2g24510.1	fgenesh1_pm.C_scaffold_8001714
OG0017695	Sp1g24630.1	fgenesh2_kg.1__3006__AT1G28375.1
OG0017696	Sp1g24850.1	fgenesh2_kg.1__3040__AT1G28630.1
OG0017697	Sp1g02830.1	fgenesh2_kg.1__330__AT1G03990.1
OG0017699	Sp1g39080.1	fgenesh2_kg.1__4331__AT1G52530.1
OG0017700	Sp1g03920.1	fgenesh2_kg.1__449__AT1G05055.1
OG0017703	Sp3g02020.1	fgenesh2_kg.3__243__AT3G02960.1
OG0017704	Sp3g20450.1	fgenesh2_kg.3__2484__AT3G22690.1
OG0017705	Sp3g07970.1	fgenesh2_kg.3__985__AT3G09640.2
OG0017706	Sp4g01250.1	fgenesh2_kg.4__145__AT2G22190.1
OG0017707	Sp4g18570.1	fgenesh2_kg.4__1666__AT2G36325.1
OG0017709	Sp4g22140.1	fgenesh2_kg.4__2080__AT2G39851.1
OG0017710	Sp5g13080.1	fgenesh2_kg.5__1247__AT3G48970.1
OG0017711	Sp5g11830.1	fgenesh2_kg.5__1378__AT3G50350.1
OG0017712	Sp6g30100.1	fgenesh2_kg.6__1350__AT5G13900.1
OG0017713	Sp6g29610.1	fgenesh2_kg.6__1414__AT5G14410.1
OG0017714	Sp6g05820.1	fgenesh2_kg.6__3120__AT4G11655.1
OG0017715	Sp7g16680.1	fgenesh2_kg.7__2561__AT4G17486.1
OG0017716	Sp7g01800.1, SpUn0485_0020.1	fgenesh2_kg.7__3426__AT5G39930.1
OG0017717	Sp6g14920.1	fgenesh2_kg.8__1157__AT5G52780.1
OG0017719	Sp2g18880.1	fgenesh2_kg.8__730__AT5G48520.1
OG0017721	Sp3g04650.1	scaffold_300642.1
OG0017724	SpUn0005_0170.1, SpUn0417_0010.1, Sp7g04900.1	scaffold_304424.1
OG0017726	Sp4g20130.1	scaffold_402457.1
OG0017727	Sp4g29020.1	scaffold_403676.1
OG0017729	Sp6g32980.1	scaffold_601059.1
OG0017730	Sp6g26550.1	scaffold_601822.1
OG0017731	Sp6g04310.1	scaffold_603775.1
OG0017732	Sp7g35690.1	scaffold_700263.1
OG0017733	Sp6g12870.1	scaffold_801505.1
OG0017779	Sp4g16150.1	fgenesh2_kg.4__1390__AT2G33780.1
OG0017780	Sp1g19640.1	Al_scaffold_0001_2321
OG0017781	Sp5g23470.1	scaffold_201680.1
OG0017785	Sp2g09500.1	Al_scaffold_0008_460
OG0017786	Sp6g27190.1	fgenesh2_kg.6__1689__AT5G16920.1
OG0017787	Sp6g24240.1	fgenesh2_kg.6__2054__AT5G20165.1
OG0017789	Sp7g02160.1	fgenesh1_pm.C_scaffold_7002740
OG0017790	Sp6g11150.1	fgenesh2_kg.8__855__AT5G49800.1
OG0017798	Sp5g11520.1	fgenesh1_pg.C_scaffold_5001570, fgenesh1_pm.C_scaffold_5001176
OG0017801	Sp1g35890.1	Al_scaffold_0008_2380, fgenesh1_pm.C_scaffold_1003107
OG0017802	Sp3g04940.1	fgenesh2_kg.3__599__AT3G06000.1
OG0017804	Sp4g22130.1	fgenesh2_kg.4__2079__AT2G39850.1
OG0017812	Sp5g02380.1	fgenesh2_kg.5__2553__AT3G60870.1
OG0017814	Sp1g00470.1	fgenesh2_kg.1__49__AT1G01810.1
OG0017815	Sp6g11990.1	scaffold_801415.1, fgenesh2_kg.8__883__AT5G50120.1
OG0017818	Sp4g18880.1	Al_scaffold_0004_2162
OG0017826	Sp7g03140.1	scaffold_704179.1
OG0017827	Sp1g19710.1	fgenesh1_pm.C_scaffold_1001888
OG0017830	Sp3g02310.1	fgenesh2_kg.3__276__AT3G03272.1
OG0017831	Sp1g12500.1	scaffold_101584.1
OG0017833	Sp6g13620.1	fgenesh2_kg.8__1033__AT5G51451.1
OG0017836	Sp4g24260.1	fgenesh2_kg.4__2349__AT2G42030.1
OG0017839	Sp1g40670.1	scaffold_105280.1, fgenesh2_kg.1__4509__AT1G54260.1
OG0017844	Sp7g00880.1	fgenesh2_kg.7__3309__AT5G41030.1
OG0017845	Sp3g14110.1	scaffold_301848.1
OG0017846	Sp3g21690.1	scaffold_302911.1
OG0017847	Sp4g00150.1	fgenesh2_kg.4__8__AT2G20960.1
OG0017849	Sp6g40940.1	Al_scaffold_0006_37
OG0017851	Sp4g09610.1	fgenesh2_kg.5__1683__AT3G53160.1
OG0017853	Sp7g20870.1	scaffold_702067.1
OG0017854	Sp2g20100.1	fgenesh2_kg.6__2791__AT5G28650.1
OG0017857	Sp7g37480.1	fgenesh2_kg.7__21__AT4G38240.1
OG0017859	Sp6g08780.1	scaffold_603115.1
OG0017860	Sp7g22660.1	fgenesh2_kg.7__1807__AT4G24670.2
OG0017864	Sp5g20370.1	Al_scaffold_0002_1031
OG0017865	Sp7g33410.1	scaffold_700553.1
OG0017870	Sp3g19510.1	fgenesh1_pm.C_scaffold_3001904
OG0017871	Sp5g35940.1	fgenesh2_kg.2__2416__AT1G79820.2
OG0017875	Sp2g07560.1	fgenesh2_kg.8__548__AT5G42860.1
OG0017880	Sp7g37070.1	fgenesh2_kg.7__70__AT4G38730.1
OG0017881	Sp2g16450.1	fgenesh2_kg.5__503__AT3G27290.1
OG0017883	Sp6g00920.1	scaffold_604170.1
