Orthogroup	Thellungiella_parvula	Aethionema_arabicum
OG0013218	Sp3g10170.1	AA64G00009
OG0013219	Sp2g19870.1	AA40G00007
OG0013220	Sp5g00420.1	AA61G00641
OG0013221	Sp4g08120.1	AA32G01009
OG0013223	Sp3g07310.1	AA29G00216
OG0013224	Sp1g16290.1	AA39G00095
OG0013226	Sp6g14050.1	AA55G00065
OG0013227	Sp7g13790.1	AA61G00328
OG0013228	Sp2g19240.1	AA1188G00001
OG0013229	Sp7g26060.1	AA228G00002
OG0013230	Sp6g02540.1	AA32G00291
OG0013231	Sp1g27760.1	AA53G00198
OG0013232	Sp3g27460.1	AA123G00139
OG0013233	SpUn0108_0010.1, Sp5g19610.1	AA53G01207
OG0013235	Sp4g00670.1	AA46G00072
OG0013236	Sp2g02510.1	AA53G00588
OG0013237	Sp1g03810.1	AA19G00070
OG0013238	Sp3g12650.1	AA26G00158
OG0013241	Sp7g32020.1	AA621G00001
OG0013242	Sp2g21950.1	AA12G00099
OG0013243	Sp2g21080.1	AA40G00139
OG0013244	Sp6g29240.1	AA40G00598
OG0013245	Sp1g27820.1	AA53G00204
OG0013246	Sp3g27730.1	AA123G00117
OG0013247	Sp6g13730.1	AA41G00018
OG0013248	Sp1g09350.1	AA65G00121
OG0013249	Sp1g28030.1, Sp7g13910.1	AA42G00031, AA42G00026, AA42G00033, AA42G00034, AA42G00032
OG0013250	Sp3g28230.1	AA123G00100
OG0013251	Sp1g11955.1	AA65G00366
OG0013252	Sp4g19680.1	AA60G00043
OG0013253	Sp6g31890.1	AA21G00031
OG0013254	Sp3g27020.1	AA123G00162
OG0013255	Sp5g11810.1	AA13G00073
OG0013256	Sp5g08550.1	AA62G00007
OG0013257	Sp5g25770.1	AA15G00131
OG0013259	Sp2g30770.1	AA8G00127
OG0013262	Sp6g05100.1	AA6G00309
OG0013263	Sp6g31730.1	AA44G00437
OG0013265	Sp6g18980.1	AA44G00662
OG0013266	Sp3g23560.1	AA93G00191
OG0013267	Sp7g08290.1	AA54G00061
OG0013268	Sp4g29950.1	AA61G00631, AA21G00564
OG0013269	Sp7g29310.1	AA102G00297
OG0013270	Sp1g11010.1	AA65G00288
OG0013271	Sp5g07490.1	AA60G00288, AA108G00007
OG0013273	Sp7g33500.1	AA30G00097
OG0013274	Sp2g07420.1	AA3G00220
OG0013276	Sp5g20120.1	AA53G01172
OG0013278	Sp5g06140.1	AA61G00109
OG0013279	Sp5g09480.1	AA18G00010
OG0013280	Sp6g36940.1	AA105G00021
OG0013281	Sp2g16680.1	AA53G00998
OG0013282	Sp7g37540.1	AA20G00129
OG0013283	Sp1g29400.1	AA54G00139
OG0013284	Sp6g19130.1	AA44G00650
OG0013285	Sp5g13720.1	AA96G00091
OG0013286	Sp4g08190.1	AA6G00004
OG0013288	Sp1g22290.1	AA39G00650
OG0013289	Sp5g02970.1	AA3G00201
OG0013290	Sp1g27650.1	AA53G00050
OG0013291	Sp2g00640.1	AA53G01328
OG0013292	Sp2g27960.1	AA4G00222
OG0013293	Sp3g03170.1	AA10G00185
OG0013294	Sp7g18490.1	AA57G00244
OG0013295	Sp1g07720.1	AA140G00012
OG0013296	Sp6g17380.1	AA25G00091
OG0013297	Sp5g05120.1	AA61G00202
OG0013298	Sp2g02290.1	AA41G00001
OG0013299	Sp2g23760.1	AA5G00229
OG0013301	Sp3g17820.1	AA26G00650
OG0013302	Sp3g23430.1	AA65G00125
OG0013303	Sp1g07890.1	AA42G00029
OG0013304	Sp1g33590.1	AA54G00047
OG0013306	Sp2g17760.1	AA53G01096
OG0013308	Sp6g01190.1	AA32G00171
OG0013310	Sp7g02570.1	AA9G00023
OG0013311	Sp6g37140.1	AA35G00078
OG0013313	Sp5g01030.1	AA61G00583
OG0013314	Sp2g23820.1	AA5G00224
OG0013315	Sp7g01150.1	AA87G00093
OG0013318	Sp1g07270.1	AA40G00270
OG0013319	Sp6g13980.1	AA55G00068
OG0013320	Sp6g31340.1	AA44G00474
OG0013322	Sp3g02750.1	AA10G00226
OG0013323	Sp1g00410.1	AA1G00107
OG0013325	Sp6g37670.1	AA35G00005
OG0013326	Sp6g01060.1	AA32G00125
OG0013327	Sp1g00800.1	AA1G00067
OG0013328	Sp4g10860.1	AA32G00895
OG0013329	Sp6g00720.1	AA26G00419
OG0013330	Sp3g33500.1	AA33G00300
OG0013331	Sp7g34730.1	AA30G00220
OG0013332	Sp2g23400.1	AA5G00260
OG0013333	Sp7g27070.1	AA102G00049
OG0013334	Sp3g13390.1	AA26G00227
OG0013335	Sp1g04800.1, Sp1g04950.1	AA114G00020
OG0013336	Sp1g04280.1	AA4G00011
OG0013337	Sp7g17520.1	AA57G00157
OG0013338	Sp5g27730.1	AA31G00670
OG0013339	Sp2g02770.1	AA65G00203
OG0013341	Sp3g10880.1	AA26G00004
OG0013342	Sp1g23920.1	AA30G00355
OG0013343	Sp5g26730.1	AA31G00094
OG0013344	Sp1g01860.1	AA7G00028
OG0013345	Sp1g32010.1	AA123G00004
OG0013346	Sp1g07560.1	AA88G00010
OG0013347	Sp5g14930.1	AA16G00026
OG0013348	Sp7g07100.1	AA53G01253
OG0013350	Sp5g33940.1	AA31G00756
OG0013351	Sp5g20990.1	AA53G01142
OG0013352	Sp6g24750.1	AA7G00133
OG0013353	Sp5g33830.1	AA31G00742
OG0013354	Sp3g19840.1	AA26G00821
OG0013356	Sp6g06740.1	AA3G00075
OG0013358	Sp7g17070.1	AA53G00258
OG0013359	Sp3g02720.1	AA10G00231
OG0013360	Sp1g03490.1	AA19G00087
OG0013361	Sp3g02540.1	AA10G00251
OG0013362	SpUn0003_0070.1	AA53G01243
OG0013363	Sp5g20950.1	AA53G01144
OG0013364	Sp4g17990.1	AA3G00159
OG0013365	Sp3g04480.1	AA10G00058
OG0013366	Sp2g23910.1	AA5G00214
OG0013367	Sp1g39170.1	AA15G00052
OG0013368	Sp7g17910.1	AA57G00193
OG0013369	Sp2g21100.1	AA40G00141
OG0013370	Sp1g25790.1	AA18G00035
OG0013371	Sp1g27150.1	AA9G00085, AA53G00004
OG0013372	Sp7g04360.1	AA27G00061
OG0013374	Sp7g05990.1	AA27G00204
OG0013375	Sp2g02890.1	AA53G00562
OG0013376	Sp2g17210.1	AA53G01051
OG0013378	Sp5g26710.1	AA31G00090
OG0013379	Sp4g24800.1	AA21G00055
OG0013381	Sp4g23910.1	AA19G00464
OG0013382	Sp1g08440.1	AA65G00039
OG0013383	Sp7g08250.1	AA3G00183
OG0013384	Sp2g00750.1	AA53G01337
OG0013385	Sp5g35630.1	AA89G00045
OG0013386	Sp4g15200.1	AA32G00498
OG0013387	Sp6g41130.1	AA32G01232
OG0013388	Sp2g27020.1	AA93G00217, AA4G00132
OG0013390	Sp6g02470.1	AA32G00284
OG0013392	Sp2g28250.1	AA4G00247
OG0013394	Sp6g32000.1	AA44G00415
OG0013395	Sp7g12480.1	AA17G00120
OG0013396	Sp1g23610.1	AA39G00768
OG0013397	Sp3g00390.1	AA32G01170
OG0013398	Sp2g18720.1	AA1041G00002
OG0013399	Sp2g11250.1	AA56G00037
OG0013400	Sp6g02850.1	AA32G00305
OG0013401	Sp5g08140.1	AA491G00002
OG0013402	Sp2g22830.1	AA13G00129
OG0013403	Sp6g16790.1	AA25G00019
OG0013404	Sp7g31220.1	AA621G00003
OG0013405	Sp1g35250.1	AA18G00231
OG0013406	Sp4g13410.1	AA32G00627
OG0013407	Sp5g02280.1	AA61G00468
OG0013408	Sp5g35720.1	AA89G00035
OG0013409	Sp6g15910.1	AA11G00050
OG0013410	Sp1g16310.1	AA54G00049
OG0013411	Sp6g13840.1	AA80G00010
OG0013412	Sp5g31200.1	AA31G00354
OG0013413	Sp3g22210.1	AA50G00051
OG0013414	Sp1g28900.1	AA54G00180
OG0013415	Sp1g28520.1	AA53G00222
OG0013416	Sp6g38370.1	AA12G00159
OG0013417	Sp6g11760.1	AA143G00001
OG0013419	Sp2g30390.1	AA8G00089
OG0013420	Sp2g27590.1	AA4G00189
OG0013422	Sp2g14100.1	AA53G00742
OG0013423	Sp1g05200.1	AA23G00042
OG0013425	Sp6g12710.1	AA75G00010
OG0013426	Sp3g05870.1	AA29G00080
OG0013427	Sp7g18470.1	AA57G00242
OG0013428	Sp5g34900.1	AA31G00848
OG0013429	Sp3g18960.1	AA26G00756
OG0013430	Sp1g22490.1	AA39G00667
OG0013431	Sp7g36180.1	AA30G00366
OG0013432	Sp5g35240.1	AA112G00008
OG0013433	Sp4g09290.1	AA32G00999
OG0013434	Sp1g05530.1	AA23G00078
OG0013435	Sp3g31080.1	AA33G00072
OG0013436	Sp3g00690.1	AA32G01138
OG0013439	Sp2g01600.1	AA53G01392
OG0013440	Sp2g03430.1	AA53G00530
OG0013441	Sp6g36450.1	AA119G00021
OG0013443	Sp6g33070.1	AA44G00296
OG0013444	Sp6g07420.1	AA3G00135
OG0013445	Sp6g32040.1	AA44G00409
OG0013446	Sp6g13030.1	AA75G00042
OG0013447	Sp1g01410.1	AA1G00012
OG0013448	Sp4g03070.1	AA22G00084
OG0013449	Sp5g25340.1	AA38G00068
OG0013450	Sp3g14650.1	AA26G00331
OG0013451	Sp5g05750.1	AA61G00148
OG0013452	Sp7g34810.1	AA30G00228
OG0013453	Sp2g23770.1	AA5G00228
OG0013454	Sp2g27230.1	AA4G00149
OG0013455	Sp7g01200.1	AA87G00099
OG0013456	Sp1g02490.1	AA19G00158
OG0013457	Sp1g20870.1	AA39G00538
OG0013458	Sp3g01730.1	AA10G00343
OG0013459	Sp1g36220.1	AA2G00073
OG0013460	Sp2g09120.1	AA26G00715
OG0013461	Sp6g24230.1	AA8G00131
OG0013462	Sp3g16740.1	AA26G00536
OG0013463	Sp4g29480.1	AA21G00483
OG0013464	Sp1g04510.1	AA4G00037
OG0013466	Sp6g16650.1	AA25G00006
OG0013467	Sp7g14480.1	AA18G00168
OG0013468	Sp2g14950.1	AA53G00810
OG0013469	Sp7g22140.1	AA544G00002
OG0013470	Sp1g00090.1	AA1G00142
OG0013471	Sp5g13670.1	AA96G00094
OG0013472	Sp5g17330.1	AA24G00024
OG0013474	Sp1g28140.1	AA54G00221
OG0013477	Sp5g10570.1	AA344G00001
OG0013478	Sp6g24840.1	AA13G00122
OG0013479	Sp1g38120.1	AA2G00173
OG0013480	Sp3g09900.1	AA52G00040
OG0013481	Sp3g02770.1	AA10G00224
OG0013482	Sp2g15960.1, Sp1g11380.1	AA53G00890
OG0013483	Sp7g25840.1	AA143G00011
OG0013484	Sp4g08720.1	AA32G00984
OG0013485	Sp6g35510.1	AA42G00021, AA44G00018
OG0013486	Sp4g24030.1	AA19G00475
OG0013488	Sp1g29360.1	AA54G00143
OG0013489	Sp7g15180.1	AA53G00309
OG0013490	Sp4g14520.1	AA32G00536
OG0013491	Sp5g35880.1	AA89G00015
OG0013494	Sp6g30030.1	AA40G00671
OG0013495	Sp6g30110.1	AA40G00677
OG0013496	Sp6g39480.1	AA30G00082, AA31G00280
OG0013497	Sp1g20810.1	AA39G00532
OG0013498	Sp3g22450.1	AA109G00015
OG0013499	Sp3g15010.1	AA26G00369
OG0013500	Sp6g16330.1	AA11G00031
OG0013501	Sp1g20840.1	AA39G00535
OG0013502	Sp1g07880.1	AA42G00030
OG0013503	Sp6g32380.1	AA44G00370
OG0013504	Sp3g02510.1	AA10G00254
OG0013505	Sp7g31370.1	AA100G00007
OG0013506	Sp5g07920.1	AA529G00003
OG0013507	Sp1g24780.1	AA49G00048
OG0013508	Sp7g12560.1	AA17G00108
OG0013509	Sp6g39860.1	AA19G00284
OG0013510	Sp2g27010.1	AA4G00131
OG0013512	Sp1g08030.1	AA42G00015
OG0013513	Sp6g31760.1	AA44G00434
OG0013514	Sp5g00310.1	AA61G00652
OG0013516	Sp5g13820.1	AA96G00083
OG0013517	Sp1g37320.1	AA2G00151
OG0013518	Sp1g04470.1	AA4G00032
OG0013520	Sp5g14290.1	AA96G00032
OG0013521	Sp2g12530.1	AA53G00593
OG0013522	Sp1g08480.1	AA65G00044
OG0013523	Sp2g27890.1	AA4G00216
OG0013524	Sp5g07250.1	AA70G00014
OG0013525	Sp3g11770.1	AA26G00073
OG0013528	Sp2g26470.1	AA4G00068
OG0013529	Sp7g05190.1	AA27G00183
OG0013531	Sp6g00430.1	AA32G00094
OG0013532	Sp6g29470.1	AA40G00662
OG0013533	Sp3g06000.1	AA29G00093
OG0013534	Sp4g19270.1	AA60G00086
OG0013535	Sp6g40840.1	AA19G00416
OG0013536	Sp6g34160.1	AA44G00195
OG0013537	Sp6g20780.1	AA16G00023, AA1G00180
OG0013538	Sp2g01860.1	AA53G01407
OG0013539	Sp2g00030.1	AA53G01273
OG0013541	Sp6g15920.1	AA11G00051
OG0013543	Sp4g24850.1	AA21G00059
OG0013544	Sp5g30910.1	AA31G00377
OG0013545	Sp7g04960.1	AA27G00182
OG0013546	Sp7g16350.1	AA6G00147, AA57G00048
OG0013547	Sp6g04130.1	AA6G00257
OG0013548	Sp4g26140.1	AA21G00172
OG0013549	SpUn0124_0010.1, SpUn0185_0010.1	AA27G00009
OG0013550	Sp1g07150.1	AA140G00001
OG0013552	Sp2g17470.1	AA53G01072
OG0013553	Sp3g13070.1	AA26G00200
OG0013554	Sp6g34040.1	AA44G00207
OG0013555	Sp1g25560.1	AA54G00376
OG0013556	Sp6g22920.1	AA8G00256
OG0013557	Sp5g22940.1	AA661G00001
OG0013558	Sp5g22850.1	AA911G00001
OG0013559	Sp3g04960.1	AA10G00013
OG0013560	Sp3g29940.1	AA32G01240
OG0013561	Sp3g12030.1	AA26G00099
OG0013562	Sp2g27410.1	AA4G00167
OG0013567	Sp2g08030.1	AA3G00260
OG0013568	Sp1g02550.1	AA19G00163
OG0013569	Sp6g38020.1	AA12G00192
OG0013570	Sp7g02300.1	AA9G00042
OG0013571	Sp4g17720.1	AA9G00125
OG0013572	Sp5g06410.1	AA61G00086
OG0013573	Sp6g07150.1	AA3G00112
OG0013574	Sp7g20830.1	AA57G00474
OG0013575	Sp7g22230.1	AA39G00816
OG0013577	SpUn0002_0680.1	AA53G00391
OG0013578	Sp7g14970.1	AA53G00324
OG0013579	Sp3g02250.1	AA10G00294
OG0013580	Sp7g25600.1	AA27G00202
OG0013581	Sp1g13830.1	AA37G00182
OG0013582	Sp5g11340.1	AA13G00036
OG0013583	Sp6g31970.1	AA44G00418
OG0013584	Sp6g01250.1	AA32G00176
OG0013585	Sp4g21450.1	AA60G00258
OG0013587	Sp4g22610.1	AA29G00250
OG0013588	Sp2g23050.1	AA5G00327
OG0013589	Sp4g26960.1	AA21G00237
OG0013591	Sp2g12460.1	AA303G00004
OG0013592	Sp3g13300.1	AA26G00220
OG0013593	Sp2g19140.1	AA208G00004
OG0013594	Sp2g10740.1	AA6G00021
OG0013595	Sp3g33360.1	AA33G00277
OG0013596	Sp1g13530.1	AA37G00198
OG0013597	Sp6g32760.1	AA44G00329
OG0013598	Sp6g35040.1	AA44G00056
OG0013599	Sp5g29430.1	AA31G00519
OG0013600	Sp6g21610.1	AA97G00038
OG0013601	Sp4g12900.1	AA32G00667
OG0013602	Sp1g00530.1	AA1G00100
OG0013603	Sp4g27490.1	AA21G00284
OG0013604	Sp4g22960.1	AA93G00065
OG0013605	Sp1g18030.1	AA39G00279
OG0013606	Sp1g00440.1	AA1G00105
OG0013607	Sp1g20130.1	AA39G00450
OG0013608	Sp1g10860.1	AA65G00273
OG0013609	Sp2g07400.1	AA3G00219
OG0013610	Sp4g00860.1	AA46G00090
OG0013611	Sp3g01070.1	AA10G00402
OG0013612	Sp7g34660.1	AA30G00214
OG0013614	Sp1g34100.1	AA210G00005
OG0013615	Sp1g08490.1	AA65G00045
OG0013616	Sp6g35970.1	AA92G00014
OG0013617	Sp7g32150.1	AA118G00069
OG0013619	Sp6g34220.1	AA44G00190
OG0013620	Sp2g21990.1	AA12G00096
OG0013621	Sp3g28900.1	AA123G00070
OG0013622	Sp6g34110.1	AA44G00200
OG0013624	Sp2g26500.1	AA4G00071
OG0013625	Sp6g25550.1	AA9G00071
OG0013626	Sp6g25120.1	AA40G00196
OG0013627	Sp3g10100.1	AA64G00022
OG0013628	Sp2g28820.1	AA40G00274, AA4G00291
OG0013629	Sp7g21460.1	AA54G00299
OG0013630	Sp3g32310.1	AA33G00178
OG0013631	Sp6g39380.1	AA19G00244
OG0013633	Sp7g26850.1	AA102G00042
OG0013634	Sp1g00620.1	AA1G00090
OG0013635	Sp6g30370.1	AA161G00005
OG0013636	Sp2g22720.1	AA12G00034
OG0013637	Sp7g21350.1	AA54G00308
OG0013638	Sp6g04230.1	AA6G00266
OG0013639	Sp7g18440.1	AA57G00238
OG0013640	Sp4g23340.1	AA93G00018
OG0013641	Sp6g30860.1	AA44G00519
OG0013642	Sp2g16180.1	AA53G00910
OG0013645	Sp1g02180.1	AA7G00060
OG0013646	Sp1g38710.1	AA15G00018
OG0013647	Sp7g22540.1	AA31G00029
OG0013648	Sp1g01660.1	AA7G00014
OG0013649	Sp7g01620.1	AA87G00136
OG0013651	Sp5g01870.1	AA61G00497
OG0013652	Sp7g31640.1	AA111G00001
OG0013653	Sp5g05400.1	AA61G00179
OG0013654	Sp2g19630.1	AA133G00002
OG0013655	Sp2g22670.1	AA12G00043
OG0013656	Sp5g14440.1	AA96G00019
OG0013657	Sp5g26750.1	AA31G00096
OG0013658	Sp6g40740.1	AA19G00406, AA54G00050
OG0013659	Sp1g24880.1	AA49G00041
OG0013662	Sp4g05660.1	AA32G01081
OG0013663	Sp7g23630.1	AA167G00008
OG0013664	Sp3g06690.1	AA29G00161
OG0013665	Sp7g03340.1	AA27G00019
OG0013666	Sp5g06950.1	AA61G00042
OG0013667	Sp2g00200.1	AA53G01292
OG0013668	Sp5g35190.1	AA31G00871
OG0013669	Sp4g28760.1	AA21G00402
OG0013671	Sp6g39620.1	AA19G00265
OG0013672	Sp6g30720.1	AA44G00535
OG0013673	Sp2g14630.1	AA53G00784
OG0013675	Sp6g14950.1	AA77G00011
OG0013676	Sp6g39020.1	AA19G00217
OG0013677	Sp5g08990.1	AA124G00007, AA36G00047, AA124G00008, AA36G00043
OG0013679	Sp7g19300.1	AA57G00325
OG0013680	Sp3g00260.1	AA32G01182
OG0013681	Sp4g26490.1	AA21G00195
OG0013682	Sp4g01470.1	AA46G00135
OG0013683	Sp4g29830.1	AA21G00552
OG0013684	Sp3g04510.1	AA10G00056
OG0013685	Sp6g17540.1	AA25G00105
OG0013686	Sp7g01650.1	AA87G00138
OG0013689	Sp7g18240.1	AA57G00224
OG0013690	Sp3g21710.1	AA87G00298
OG0013691	Sp6g27900.1	AA40G00479
OG0013692	Sp5g31250.1	AA53G01239
OG0013693	Sp4g09380.1	AA32G01001
OG0013694	Sp7g13350.1	AA87G00207
OG0013696	Sp1g18920.1	AA39G00363
OG0013697	Sp6g23340.1	AA8G00225
OG0013698	Sp4g26380.1	AA21G00190
OG0013699	Sp7g32200.1	AA118G00063
OG0013700	Sp4g16500.1, SpUn1073_0010.1	AA43G00021
OG0013704	Sp4g23090.1	AA93G00055
OG0013705	Sp7g21120.1	AA57G00499
OG0013707	Sp3g04970.1	AA10G00012
OG0013708	Sp1g24090.1	AA406G00005
OG0013709	Sp7g35450.1	AA30G00289
OG0013710	Sp2g08420.1	AA32G00419
OG0013711	Sp4g23260.1	AA93G00024
OG0013712	Sp3g24610.1	AA260G00006
OG0013713	Sp2g07660.1	AA3G00235
OG0013714	Sp2g06730.1, Sp1g07660.1	AA678G00002
OG0013715	Sp5g09320.1	AA36G00019
OG0013716	Sp1g05990.1	AA90G00026
OG0013717	Sp1g04290.1	AA4G00012
OG0013718	Sp7g23160.1	AA131G00010
OG0013719	Sp5g32263.1	AA31G00263
OG0013720	Sp6g38510.1	AA19G00178
OG0013722	Sp6g11560.1	AA84G00005
OG0013725	Sp5g29820.1	AA31G00480
OG0013727	Sp3g21910.1	AA50G00012
OG0013728	Sp5g14390.1	AA96G00023
OG0013729	Sp4g18780.1	AA60G00143
OG0013730	Sp7g30530.1	AA94G00011
OG0013732	Sp3g13490.1	AA26G00236
OG0013733	Sp3g24230.1	AA116G00001
OG0013734	Sp6g32080.1	AA44G00406
OG0013735	Sp6g31930.1	AA44G00420
OG0013737	Sp3g04290.1	AA10G00068
OG0013738	Sp7g31050.1	AA837G00001
OG0013739	Sp5g28020.1	AA31G00640
OG0013740	Sp7g11130.1	AA87G00391
OG0013741	Sp4g13660.1	AA149G00004
OG0013742	Sp5g31230.1	AA31G00351
OG0013744	Sp1g00670.1	AA1G00088
OG0013745	Sp4g18940.1	AA60G00127
OG0013746	Sp3g12990.1	AA26G00192
OG0013747	Sp6g08010.1	AA9G00184
OG0013748	Sp3g15250.1	AA26G00392
OG0013749	Sp7g26960.1	AA102G00060
OG0013750	Sp5g02070.1	AA61G00514
OG0013751	Sp2g18310.1	AA113G00013
OG0013752	Sp5g14650.1	AA4G00045
OG0013753	Sp3g19590.1	AA26G00801
OG0013754	Sp2g18520.1	AA39G00464
OG0013755	Sp4g21280.1	AA60G00225
OG0013756	Sp7g10140.1	AA69G00003
OG0013757	Sp2g25000.1	AA5G00121
OG0013759	Sp3g17510.1	AA26G00613
OG0013761	Sp5g14450.1	AA96G00018
OG0013762	Sp5g24580.1	AA47G00011
OG0013763	Sp6g13100.1	AA75G00045
OG0013764	Sp1g21710.1	AA39G00597
OG0013766	Sp2g16340.1	AA53G00942
OG0013768	Sp5g22830.1	AA901G00002
OG0013769	Sp5g16230.1	AA72G00003
OG0013770	Sp6g22290.1	AA8G00314
OG0013771	Sp3g17290.1	AA26G00596
OG0013772	Sp1g38220.1	AA2G00215
OG0013773	Sp2g29820.1	AA8G00040
OG0013775	Sp6g08070.1	AA54G00095, AA9G00187
OG0013779	Sp2g01190.1	AA53G01366
OG0013780	Sp7g14360.1	AA18G00162
OG0013781	Sp5g34210.1	AA31G00778
OG0013782	Sp5g30580.1	AA31G00412
OG0013784	Sp1g06610.1	AA53G00549
OG0013786	Sp4g11890.1	AA32G00789
OG0013787	Sp6g36320.1	AA283G00008
OG0013789	Sp2g22190.1	AA12G00084
OG0013791	Sp7g35920.1	AA30G00342
OG0013792	Sp1g37680.1	AA2G00198
OG0013793	Sp6g25230.1	AA40G00658
OG0013794	Sp1g01340.1	AA1G00020
OG0013795	Sp2g10820.1	AA6G00007
OG0013797	Sp6g13510.1	AA41G00031
OG0013798	Sp1g19270.1	AA39G00377
OG0013799	Sp3g34110.1	AA21G00168
OG0013800	Sp3g00710.1	AA32G01136
OG0013801	Sp4g18530.1	AA60G00165
OG0013802	Sp2g00220.1	AA53G01296
OG0013803	Sp5g26520.1	AA31G00072
OG0013804	Sp7g26580.1	AA102G00019
OG0013805	Sp6g24100.1	AA8G00145
OG0013806	Sp4g13490.1	AA32G00620
OG0013808	Sp4g23940.1	AA19G00469
OG0013809	Sp7g28740.1	AA102G00236
OG0013810	Sp7g17330.1	AA53G00281
OG0013812	Sp4g18500.1	AA60G00168
OG0013813	Sp4g22010.1	AA29G00312, AA29G00311
OG0013814	Sp7g26190.1	AA228G00007
OG0013815	Sp3g21760.1	AA78G00001
OG0013816	Sp3g31430.1	AA33G00098
OG0013817	Sp4g16120.1	AA3G00326
OG0013818	Sp1g13510.1	AA14G00104
OG0013819	Sp5g03370.1	AA61G00354
OG0013820	Sp5g10290.1	AA18G00091
OG0013821	Sp7g15070.1	AA53G00315
OG0013822	Sp3g05200.1	AA29G00017
OG0013823	Sp7g19830.1	AA57G00368
OG0013824	Sp4g12510.1	AA32G00725
OG0013825	Sp1g41420.1, Sp3g11390.1	AA26G00039
OG0013826	Sp6g39130.1	AA93G00160, AA19G00224
OG0013828	Sp4g25500.1	AA63G00038
OG0013829	Sp5g27400.1	AA31G00706
OG0013830	Sp4g04100.1	AA142G00006
OG0013832	Sp6g03990.1	AA6G00241
OG0013833	Sp5g14030.1	AA96G00060
OG0013835	Sp1g11510.1	AA65G00323
OG0013836	Sp3g33990.1	AA33G00349
OG0013837	Sp3g31400.1	AA33G00095
OG0013839	Sp5g26600.1	AA31G00077
OG0013840	Sp6g23480.1	AA8G00207
OG0013842	Sp1g20660.1	AA39G00515
OG0013843	Sp5g02820.1	AA19G00245
OG0013844	Sp6g33450.1	AA44G00255
OG0013846	Sp7g24450.1	AA10G00470
OG0013847	Sp5g21230.1	AA53G01125
OG0013848	Sp6g38480.1	AA19G00175
OG0013851	Sp3g07890.1	AA93G00114
OG0013852	Sp6g09870.1	AA43G00096
OG0013853	Sp1g06100.1	AA90G00054
OG0013854	Sp6g40560.1	AA19G00351
OG0013855	Sp4g29360.1	AA21G00467
OG0013857	Sp1g01270.1	AA1G00035
OG0013858	Sp2g29490.1	AA8G00012
OG0013860	Sp3g00020.1	AA32G01212
OG0013861	Sp1g03570.1	AA19G00081
OG0013862	Sp3g23500.1	AA232G00004
OG0013863	Sp4g28060.1	AA21G00335
OG0013865	Sp7g24580.1	AA10G00458
OG0013866	Sp6g23150.1	AA8G00240
OG0013867	Sp4g14280.1	AA32G00555
OG0013869	Sp1g24170.1	AA347G00009
OG0013871	Sp7g25450.1	AA32G01088
OG0013872	Sp2g23680.1	AA5G00236
OG0013873	Sp6g02840.1	AA32G00306
OG0013874	Sp5g14220.1	AA96G00036
OG0013875	Sp5g07620.1	AA26G00354
OG0013876	Sp6g33520.1	AA44G00249
OG0013877	Sp7g13980.1, Sp1g33570.1	AA18G00145
OG0013878	Sp4g05550.1	AA32G01076
OG0013879	Sp3g08390.1	AA93G00182
OG0013880	Sp7g30100.1	AA104G00006
OG0013881	SpUn0346_0010.1	AA31G00282
OG0013882	Sp7g09040.1	AA248G00004
OG0013883	Sp5g05910.1, Sp4g23250.1	AA93G00026
OG0013884	Sp6g37880.1	AA12G00207
OG0013886	Sp3g28890.1	AA123G00071
OG0013888	Sp6g23180.1	AA8G00238
OG0013890	Sp5g10450.1	AA215G00005
OG0013891	Sp7g30210.1	AA66G00010
OG0013892	Sp3g05840.1	AA29G00078
OG0013896	Sp4g09870.1	AA32G00938
OG0013897	Sp7g22860.1	AA131G00045
OG0013898	Sp7g25030.1	AA32G01122
OG0013899	Sp1g11330.1	AA65G00311
OG0013900	Sp3g03000.1	AA10G00199
OG0013901	Sp1g24660.1	AA127G00008
OG0013902	Sp2g10920.1	AA56G00070
OG0013903	Sp6g28790.1	AA40G00560
OG0013904	Sp2g00970.1	AA53G01354
OG0013905	Sp5g09640.1	AA18G00031
OG0013907	Sp3g02730.1	AA10G00230
OG0013908	Sp1g34690.1	AA462G00003
OG0013909	Sp2g29040.1	AA4G00308
OG0013910	Sp7g33770.1	AA30G00123
OG0013911	Sp5g22680.1	AA40G00349
OG0013912	Sp1g00750.1	AA1G00063
OG0013913	Sp4g21160.1	AA60G00215
OG0013914	Sp3g21600.1	AA78G00017
OG0013915	Sp3g06840.1	AA29G00174
OG0013916	Sp6g11370.1	AA84G00018
OG0013917	Sp4g00660.1	AA46G00071
OG0013918	Sp2g29590.1	AA8G00021
OG0013919	Sp4g20340.1	AA68G00034
OG0013920	Sp7g24820.1	AA10G00446
OG0013921	SpUn0060_0060.1	AA55G00043
OG0013922	Sp1g10970.1	AA65G00284
OG0013923	Sp4g21870.1	AA29G00325
OG0013924	Sp1g38200.1	AA2G00212
OG0013925	Sp2g27040.1	AA4G00133
OG0013927	Sp6g30940.1	AA44G00512
OG0013929	Sp1g28720.1	AA54G00193
OG0013931	Sp5g22630.1	AA134G00003
OG0013932	Sp7g19250.1	AA57G00317
OG0013933	Sp7g12600.1	AA87G00262
OG0013934	Sp7g22960.1	AA131G00034
OG0013936	Sp7g20040.1	AA57G00389
OG0013938	Sp7g12340.1	AA87G00292
OG0013939	Sp4g27340.1	AA21G00271
OG0013940	Sp4g28610.1	AA21G00387
