Orthogroup	Thellungiella_parvula	Tarenaya_hassleriana
OG0011671	Sp1g28360.1	Th2v01496, Th2v29228
OG0011672	Sp1g26210.1	Th2v01383
OG0011673	Sp4g21070.1	Th2v03576, Th2v30292
OG0011674	Sp2g09110.1	Th2v07995
OG0011675	Sp3g32790.1	Th2v02164
OG0011676	Sp4g04970.1	Th2v19764
OG0011679	Sp4g23730.1	Th2v28469
OG0011681	Sp6g01510.1	Th2v07880
OG0011682	Sp4g20020.1	Th2v14605
OG0011683	Sp1g27940.1	Th2v01478, Th2v27765
OG0011684	Sp1g06820.1	Th2v08351
OG0011686	Sp1g22270.1	Th2v24924
OG0011687	Sp2g03940.1	Th2v06109, Th2v14818
OG0011688	Sp2g13280.1	Th2v05781, Th2v20877
OG0011689	Sp2g27310.1	Th2v13722, Th2v13724
OG0011690	Sp7g14640.1	Th2v18267
OG0011691	Sp6g18940.1	Th2v21734
OG0011692	Sp7g30050.1	Th2v02051
OG0011693	Sp3g08370.1	Th2v08859
OG0011694	Sp5g35080.1	Th2v10188
OG0011695	SpUn0001_0200.1	Th2v00727, Th2v05143
OG0011696	Sp1g26980.1	Th2v10518
OG0011697	Sp1g18530.1	Th2v05776, Th2v20871
OG0011698	Sp1g03870.1	Th2v16037
OG0011699	Sp6g40240.1	Th2v08939, Th2v19963
OG0011700	Sp5g11180.1	Th2v11667
OG0011701	Sp7g14690.1	Th2v18276
OG0011702	Sp7g29160.1	Th2v02090
OG0011703	Sp1g03750.1	Th2v08088, Th2v16047
OG0011704	Sp3g03420.1	Th2v09185, Th2v17669
OG0011705	Sp7g06630.1	Th2v08544, Th2v25207
OG0011706	Sp1g17710.1	Th2v28058
OG0011707	Sp6g30420.1	Th2v14279, Th2v22103
OG0011708	Sp3g11230.1	Th2v26199
OG0011709	Sp6g02360.1	Th2v07938, Th2v16286
OG0011710	Sp1g04250.1, Sp1g04260.1	Th2v15988
OG0011711	Sp6g21800.1	Th2v18825
OG0011713	Sp3g10240.1	Th2v17701
OG0011714	Sp7g25750.1	Th2v28362
OG0011715	Sp6g10880.1, Sp7g03380.1	Th2v28633, Th2v31551
OG0011716	Sp1g19340.1	Th2v05692, Th2v20774
OG0011717	Sp2g26980.1	Th2v11824, Th2v24166
OG0011718	Sp3g02600.1	Th2v18538, Th2v22902
OG0011719	Sp2g22450.1	Th2v21396
OG0011720	Sp6g28230.1	Th2v18635
OG0011721	Sp5g26810.1, SpUn0095_0040.1	Th2v27908
OG0011722	Sp5g13780.1	Th2v09265, Th2v17381, Th2v14044
OG0011723	Sp3g00370.1	Th2v23176
OG0011724	Sp7g07040.1	Th2v08513
OG0011725	Sp1g16050.1	Th2v21365
OG0011727	Sp6g38560.1	Th2v20096
OG0011728	Sp2g28230.1	Th2v24235
OG0011729	Sp7g29090.1	Th2v12375
OG0011730	Sp1g31140.1	Th2v04141, Th2v04769
OG0011731	Sp5g11160.1	Th2v13446
OG0011732	Sp5g17760.1	Th2v17988, Th2v18966
OG0011734	Sp7g08620.1	Th2v30444, Th2v30446
OG0011735	Sp4g16900.1	Th2v01378
OG0011736	Sp3g31030.1, Sp3g31020.1	Th2v02468, Th2v02945
OG0011737	Sp2g30490.1	Th2v11654, Th2v14149, Th2v26738
OG0011738	Sp5g13390.1	Th2v14071
OG0011739	Sp3g03310.1	Th2v22865
OG0011740	Sp6g39780.1	Th2v08908, Th2v20002
OG0011741	Sp4g17370.1	Th2v01424
OG0011742	Sp4g10713.1	Th2v27641, Th2v07649, Th2v15644
OG0011743	Sp2g27160.1	Th2v11818, Th2v24175
OG0011744	Sp2g22990.1	Th2v29465
OG0011745	Sp4g08880.1	Th2v25125
OG0011746	Sp7g22650.1	Th2v03806
OG0011749	Sp6g14090.1	Th2v09303
OG0011750	Sp5g10490.1	Th2v16981, Th2v16993
OG0011751	Sp1g06960.1	Th2v08374
OG0011752	Sp5g01340.1	Th2v12968, Th2v22666
OG0011753	Sp3g10680.1	Th2v17743
OG0011754	Sp2g08560.1	Th2v08029
OG0011758	Sp3g08960.1	Th2v14377, Th2v22205, Th2v20156
OG0011763	SpUn0037_0010.1, Sp7g01790.1	Th2v00369
OG0011764	Sp1g01430.1	Th2v07886, Th2v16346
OG0011765	Sp3g19110.1	Th2v24377
OG0011766	Sp2g16150.1	Th2v28487
OG0011767	Sp5g02590.1	Th2v07063, Th2v12812, Th2v22502
OG0011768	Sp1g19620.1	Th2v21132, Th2v27977
OG0011775	Sp6g05790.1	Th2v04519, Th2v16763
OG0011776	Sp1g15040.1	Th2v10079
OG0011777	Sp1g17550.1	Th2v04066, Th2v19833
OG0011778	Sp5g24800.1, Sp1g21940.1	Th2v25016
OG0011779	Sp1g21990.1	Th2v03997, Th2v25624
OG0011780	Sp1g23540.1	Th2v03883
OG0011781	Sp1g33390.1	Th2v17186, Th2v23454
OG0011782	Sp1g39980.1	Th2v26035
OG0011783	Sp1g40000.1	Th2v23750, Th2v27414
OG0011784	Sp1g03930.1	Th2v08106
OG0011785	Sp1g40960.1	Th2v26130
OG0011786	Sp5g32940.1	Th2v20762, Th2v27989
OG0011788	Sp3g09020.1	Th2v08870
OG0011791	Sp4g01760.1	Th2v03142
OG0011793	Sp2g12840.1	Th2v00016, Th2v15252
OG0011794	Sp6g38900.1	Th2v08858
OG0011795	Sp7g23390.1	Th2v29478
OG0011796	Sp7g23360.1	Th2v09323, Th2v23507
OG0011797	Sp7g35680.1	Th2v03161, Th2v12732
OG0011798	Sp7g16490.1	Th2v10638
OG0011800	Sp7g30690.1	Th2v01961, Th2v11078
OG0011801	Sp7g30490.1	Th2v01981
OG0011802	Sp2g29880.1	Th2v13480
OG0011803	Sp2g09570.1	Th2v04288, Th2v16621
OG0011805	Sp2g01510.1	Th2v06036, Th2v14745
OG0011806	Sp2g01880.1	Th2v06018, Th2v14727, Th2v20572
OG0011808	Sp5g29640.1	Th2v10282
OG0011809	Sp3g14580.1	Th2v23867, Th2v27458
OG0011811	Sp3g20890.1	Th2v19414, Th2v28749
OG0011814	Sp5g10010.1	Th2v30951
OG0011815	Sp6g27965.1	Th2v23028
OG0011816	Sp6g05810.1	Th2v04520, Th2v10845
OG0011817	Sp6g05130.1	Th2v04467
OG0011818	Sp7g34570.1	Th2v03063
OG0011819	Sp7g30510.1	Th2v01979
OG0011822	Sp7g05680.1	Th2v05246
OG0011826	Sp1g33710.1	Th2v04982
OG0011834	Sp5g25780.1	Th2v04043
OG0011835	Sp5g05170.1	Th2v16622
OG0011836	Sp1g22160.1	Th2v03989
OG0011838	Sp7g17800.1	Th2v04223
OG0011839	Sp1g06800.1	Th2v07637, Th2v15656
OG0011841	Sp7g20380.1	Th2v10810
OG0011842	Sp5g30480.1	Th2v04059
OG0011843	Sp3g08340.1	Th2v08855, Th2v20062
OG0011845	Sp5g26760.1	Th2v04177
OG0011846	Sp4g03850.1	Th2v12411
OG0011847	Sp4g25160.1	Th2v00711
OG0011848	Sp2g06610.1	Th2v05101, Th2v00813, Th2v07310
OG0011849	Sp4g03960.1	Th2v12416
OG0011850	Sp7g27360.1	Th2v01653
OG0011851	Sp6g21040.1	Th2v17844, Th2v18784
OG0011852	Sp5g10150.1	Th2v26941
OG0011853	Sp2g30740.1	Th2v11638
OG0011854	Sp1g20640.1	Th2v25069
OG0011855	Sp7g06720.1	Th2v08532
OG0011856	Sp4g00330.1	Th2v12580
OG0011857	Sp3g10910.1	Th2v24491
OG0011859	Sp6g15960.1	Th2v09663
OG0011860	Sp5g05990.1	Th2v09209
OG0011861	Sp7g01670.1	Th2v00336, Th2v28878
OG0011862	Sp3g26780.1	Th2v19738
OG0011863	Sp3g06390.1	Th2v11473
OG0011864	Sp7g27200.1	Th2v02190
OG0011865	Sp6g40460.1	Th2v14481
OG0011866	Sp6g29900.1	Th2v23200
OG0011867	Sp4g14400.1	Th2v15980
OG0011868	Sp3g32210.1	Th2v01741
OG0011870	Sp7g14530.1	Th2v25511
OG0011873	Sp6g35680.1	Th2v13929, Th2v24023
OG0011875	Sp3g11210.1	Th2v01021, Th2v23597
OG0011876	Sp4g27550.1	Th2v07137
OG0011877	Sp5g23780.1	Th2v19776
OG0011879	Sp7g15700.1	Th2v07401, Th2v10677
OG0011880	Sp6g14250.1	Th2v16441
OG0011881	Sp5g09180.1	Th2v11082, Th2v30050
OG0011882	Sp2g15050.1	Th2v28554
OG0011883	Sp6g19900.1	Th2v06224, Th2v14925
OG0011884	Sp3g20830.1	Th2v19407
OG0011885	Sp4g18370.1	Th2v29753
OG0011886	Sp7g18765.1	Th2v04320, Th2v16635
OG0011887	Sp1g00380.1	Th2v16473
OG0011888	Sp5g07010.1	Th2v03360, Th2v22339
OG0011889	Sp4g25830.1	Th2v03318
OG0011890	Sp7g25320.1	Th2v28309
OG0011891	Sp6g32250.1	Th2v21435
OG0011892	Sp7g26130.1	Th2v02269
OG0011893	Sp1g40550.1	Th2v00941
OG0011894	Sp7g08270.1	Th2v17275
OG0011895	Sp5g33150.1	Th2v04138
OG0011896	Sp6g22700.1	Th2v18890
OG0011897	Sp4g11660.1	Th2v07555, Th2v15729
OG0011898	Sp1g24060.1	Th2v10334
OG0011899	Sp6g16820.1	Th2v21619
OG0011901	Sp6g13230.1	Th2v09360, Th2v26851
OG0011903	Sp5g29400.1	Th2v23251
OG0011904	Sp6g11680.1, Sp6g11690.1	Th2v31474
OG0011905	Sp1g39440.1	Th2v21993
OG0011906	Sp1g12160.1	Th2v06477, Th2v15174
OG0011907	Sp6g30390.1	Th2v09206
OG0011908	Sp2g14460.1	Th2v28714
OG0011909	Sp6g16300.1	Th2v10278
OG0011910	Sp4g03170.1	Th2v02104
OG0011911	Sp1g04630.1	Th2v08154
OG0011912	Sp5g00740.1	Th2v13040, Th2v22747
OG0011913	Sp6g39610.1	Th2v14451, Th2v20012
OG0011915	Sp4g11750.1	Th2v07543, Th2v15739
OG0011916	Sp2g18050.1	Th2v00436
OG0011917	Sp7g36200.1	Th2v03205
OG0011918	Sp3g18250.1	Th2v28589
OG0011919	Sp3g34130.1	Th2v12644
OG0011920	Sp7g08220.1	Th2v29904
OG0011921	Sp4g27080.1	Th2v07077, Th2v18097
OG0011922	Sp3g06820.1	Th2v11525
OG0011923	Sp7g30450.1	Th2v02028
OG0011924	Sp7g10760.1	Th2v19550, Th2v25310
OG0011925	Sp6g36980.1	Th2v08789, Th2v20243
OG0011926	Sp3g21030.1	Th2v19428
OG0011927	Sp7g17290.1	Th2v29192
OG0011928	Sp3g08970.1	Th2v11493
OG0011929	Sp1g34310.1	Th2v10324, Th2v01246, Th2v26428
OG0011930	Sp1g02690.1	Th2v16178
OG0011931	Sp3g24330.1	Th2v25200, Th2v08535, Th2v08536
OG0011933	Sp3g13110.1	Th2v26026
OG0011934	Sp6g36770.1	Th2v20269
OG0011935	Sp1g23200.1	Th2v28260
OG0011936	Sp2g18590.1	Th2v11503
OG0011937	Sp1g19430.1	Th2v04151
OG0011938	Sp5g28310.1	Th2v05928, Th2v21047
OG0011939	Sp1g09780.1	Th2v20679
OG0011940	Sp7g36190.1	Th2v12693
OG0011941	Sp7g18840.1	Th2v04315
OG0011942	Sp3g04250.1	Th2v11194
OG0011943	Sp2g22700.1	Th2v21371
OG0011944	Sp4g05980.1	Th2v02006
OG0011945	Sp7g19160.1	Th2v04340
OG0011946	Sp3g18840.1	Th2v25480
OG0011947	Sp6g13910.1	Th2v09314
OG0011948	Sp7g17490.1	Th2v16559
OG0011950	Sp1g35950.1	Th2v26387, Th2v27722
OG0011951	Sp7g09140.1	Th2v08574, Th2v25241
OG0011952	Sp5g00250.1	Th2v07353, Th2v07435, Th2v07354
OG0011953	Sp7g35350.1	Th2v12342
OG0011954	Sp5g05280.1	Th2v13170, Th2v25813
OG0011955	Sp1g21140.1	Th2v04032, Th2v30980
OG0011956	Sp5g10340.1	Th2v25762
OG0011957	Sp4g20450.1	Th2v06962, Th2v18198
OG0011958	Sp5g35490.1	Th2v23422
OG0011959	Sp7g16370.1	Th2v08066
OG0011960	Sp6g14440.1	Th2v09774
OG0011961	Sp5g14260.1	Th2v11918
OG0011962	Sp5g11170.1	Th2v14167, Th2v26717
OG0011963	Sp7g16550.1	Th2v27202
OG0011964	Sp1g35410.1	Th2v19092
OG0011965	Sp3g22460.1	Th2v19564, Th2v25368
OG0011966	Sp4g27960.1	Th2v27494
OG0011967	Sp2g18750.1	Th2v11483, Th2v26114
OG0011968	Sp7g07560.1	Th2v23531, Th2v29962
OG0011969	Sp1g14920.1	Th2v10090
OG0011970	Sp4g05450.1	Th2v01968
OG0011971	Sp3g15810.1	Th2v26051
OG0011972	Sp1g10870.1	Th2v04905
OG0011973	Sp4g13540.1	Th2v08189, Th2v15894
OG0011974	Sp4g22360.1	Th2v03385, Th2v22387
OG0011975	Sp6g29490.1	Th2v03515
OG0011977	Sp1g34540.1	Th2v11034
OG0011978	Sp1g04360.1	Th2v17488
OG0011979	Sp4g09300.1	Th2v25138
OG0011981	Sp2g25900.1	Th2v23988
OG0011982	Sp7g36360.1	Th2v12686
OG0011984	Sp3g07390.1	Th2v19903
OG0011985	Sp4g10940.1	Th2v07630, Th2v15663
OG0011987	Sp7g03010.1	Th2v06320, Th2v15018
OG0011988	Sp4g28900.1	Th2v12963, Th2v22661
OG0011989	Sp6g05910.1	Th2v04528, Th2v16778
OG0011990	Sp5g08420.1	Th2v16926
OG0011991	Sp1g03730.1	Th2v16054
OG0011992	Sp2g01310.1	Th2v20529
OG0011993	Sp5g29165.1	Th2v09897
OG0011995	Sp4g17140.1	Th2v21512
OG0011996	Sp5g25720.1	Th2v25702, Th2v31106
OG0011997	Sp4g07340.1	Th2v11929
OG0011998	Sp6g23890.1	Th2v18991
OG0012000	Sp2g19230.1	Th2v11424
OG0012001	Sp6g30520.1	Th2v08661
OG0012002	Sp4g15950.1	Th2v30157
OG0012003	Sp7g31750.1	Th2v02786
OG0012004	Sp2g27070.1	Th2v11822
OG0012005	Sp3g18700.1	Th2v29106
OG0012006	Sp1g29260.1	Th2v17125
OG0012007	Sp6g23290.1	Th2v17969
OG0012008	Sp6g08190.1	Th2v17155
OG0012009	Sp4g19920.1	Th2v16953
OG0012010	Sp2g03260.1	Th2v04964
OG0012011	Sp4g19560.1	Th2v03663
OG0012012	Sp2g25930.1	Th2v14010
OG0012013	Sp1g38050.1	Th2v19847
OG0012014	Sp1g29600.1	Th2v17146
OG0012015	Sp6g24060.1	Th2v18019, Th2v19004
OG0012016	Sp3g04020.1	Th2v25427
OG0012017	Sp5g13620.1	Th2v14052
OG0012019	Sp1g23870.1	Th2v01213
OG0012020	Sp5g29480.1	Th2v17739, Th2v22122
OG0012021	Sp4g00540.1	Th2v12565, Th2v02313
OG0012022	Sp6g12940.1	Th2v09372
OG0012023	Sp6g18430.1	Th2v09534
OG0012024	Sp1g40400.1	Th2v26080
OG0012025	Sp5g20460.1	Th2v00601
OG0012026	Sp1g16680.1	Th2v23462, Th2v23463
OG0012027	Sp2g10960.1	Th2v27249
OG0012028	Sp4g19550.1	Th2v16979
OG0012029	Sp3g14520.1	Th2v21929
OG0012030	Sp1g17250.1	Th2v19821
OG0012031	Sp6g40900.1	Th2v19881
OG0012032	Sp7g06270.1	Th2v19628, Th2v25227
OG0012033	SpUn0079_0020.1, Sp5g17930.1	Th2v29952
OG0012036	Sp3g08120.1	Th2v08891
OG0012037	Sp5g22210.1	Th2v19109
OG0012039	Sp6g18490.1	Th2v09538
OG0012040	Sp3g11980.1	Th2v00964
OG0012041	Sp5g06700.1	Th2v22368
OG0012042	Sp7g32040.1	Th2v12020
OG0012043	SpUn0001_0720.1	Th2v00724
OG0012044	Sp1g09630.1	Th2v24442
OG0012045	Sp5g29990.1	Th2v20354
OG0012046	Sp6g19600.1	Th2v09627
OG0012047	Sp3g19410.1	Th2v00824
OG0012048	Sp5g12670.1	Th2v29470
OG0012049	Sp5g29550.1	Th2v09866
OG0012050	Sp7g29030.1	Th2v02095
OG0012051	Sp6g12440.1	Th2v29732
OG0012052	Sp2g14660.1	Th2v28735
OG0012053	Sp6g10350.1	Th2v28618, Th2v03829, Th2v28862
OG0012054	Sp5g09350.1	Th2v29289
OG0012055	Sp2g20340.1	Th2v11148
OG0012057	Sp4g28860.1	Th2v07231, Th2v27548
OG0012059	Sp5g16340.1	Th2v18872
OG0012060	Sp6g02120.1	Th2v16303
OG0012061	Sp2g23110.1	Th2v21337
OG0012062	Sp2g03500.1	Th2v04973
OG0012063	Sp1g19220.1	Th2v05705, Th2v20791
OG0012064	Sp7g23100.1	Th2v26853
OG0012065	Sp2g04270.1	Th2v27463
OG0012066	SpUn0124_0020.1, SpUn0185_0030.1	Th2v00461
OG0012067	Sp4g21940.1	Th2v06679, Th2v15378
OG0012068	Sp3g05700.1	Th2v08663
OG0012069	Sp7g23200.1	Th2v09343
OG0012070	Sp1g35500.1	Th2v23559
OG0012071	Sp7g00330.1	Th2v14778
OG0012072	Sp1g20260.1	Th2v21177
OG0012073	Sp1g28700.1	Th2v04635
OG0012074	Sp4g05810.1	Th2v01958
OG0012075	Sp3g13460.1	Th2v23785
OG0012076	Sp3g05480.1	Th2v14680
OG0012078	Sp5g35420.1	Th2v10222
OG0012079	Sp1g23930.1	Th2v26436
OG0012080	Sp3g22480.1	Th2v25299
OG0012081	Sp4g10670.1	Th2v08358
OG0012082	Sp4g10890.1	Th2v07624, Th2v15668
OG0012085	Sp1g23980.1	Th2v26442
OG0012086	Sp2g06720.1	Th2v00793, Th2v05111
OG0012087	Sp6g23000.1	Th2v17951
OG0012088	Sp5g15420.1	Th2v21189
OG0012089	Sp3g27010.1	Th2v02586, Th2v02659
OG0012090	Sp7g06800.1	Th2v19670
OG0012091	Sp7g29600.1	Th2v02070
OG0012092	Sp1g35350.1, Sp3g03530.1	Th2v19054
OG0012093	Sp5g25450.1	Th2v04027, Th2v25040
OG0012094	Sp7g19150.1, Sp1g19590.1	Th2v10760
OG0012095	Sp4g01050.1	Th2v02337
OG0012097	Sp1g27210.1	Th2v01436
OG0012098	Sp6g08030.1	Th2v04708, Th2v10938
OG0012101	Sp6g02490.1	Th2v07945
OG0012102	Sp5g21990.1	Th2v00493, Th2v06300, Th2v15000
OG0012103	Sp5g15640.1	Th2v27796
OG0012104	Sp6g38070.1	Th2v08882, Th2v20146
OG0012105	Sp1g29880.1	Th2v10951
OG0012106	Sp3g06250.1	Th2v11451, Th2v24796
OG0012107	Sp6g36480.1	Th2v20296
OG0012108	Sp5g29330.1	Th2v09883
OG0012109	Sp3g07450.1	Th2v19914
OG0012110	Sp6g16010.1	Th2v28328
OG0012111	Sp7g11770.1	Th2v19477, Th2v28785
OG0012112	Sp6g19570.1	Th2v09625
OG0012113	Sp7g29360.1	Th2v24438
OG0012114	Sp6g01480.1	Th2v16353
OG0012115	Sp2g16080.1	Th2v28494
OG0012116	Sp6g35620.1	Th2v24026
OG0012117	Sp2g08410.1	Th2v16113
OG0012118	Sp1g35880.1	Th2v27710, Th2v27712
OG0012119	Sp5g10870.1	Th2v13433
OG0012120	Sp3g14750.1	Th2v21908
OG0012121	Sp7g30580.1	Th2v11062
OG0012123	Sp5g04040.1	Th2v13286, Th2v25919
OG0012125	Sp2g25170.1	Th2v13919
OG0012127	Sp7g14150.1, Sp7g14310.1	Th2v09194
OG0012128	Sp7g30460.1	Th2v11100
OG0012129	Sp3g04310.1	Th2v11199
OG0012130	Sp6g02830.1	Th2v27033
OG0012131	Sp4g13980.1	Th2v13055, Th2v22763
OG0012132	Sp1g02950.1	Th2v16140
OG0012134	Sp6g03150.1	Th2v27040
OG0012135	Sp4g13010.1	Th2v01133
OG0012136	Sp4g01410.1	Th2v12709
OG0012137	Sp3g22200.1	Th2v19538
OG0012138	Sp2g04210.1	Th2v04993
OG0012140	SpUn0020_0130.1, Sp5g26840.1	Th2v27910
OG0012141	Sp2g26230.1	Th2v09262, Th2v17384
OG0012142	Sp7g32510.1	Th2v02804
OG0012143	Sp2g22620.1	Th2v17423
OG0012144	Sp6g29850.1, SpUn0049_0050.1	Th2v27046
OG0012145	Sp1g17470.1	Th2v28044
OG0012146	Sp6g29750.1	Th2v23186
OG0012148	Sp4g00220.1	Th2v23443
OG0012149	Sp1g29550.1	Th2v04700, Th2v04701
OG0012150	Sp2g22750.1	Th2v29450
OG0012152	Sp6g38550.1	Th2v08816
OG0012153	Sp1g05310.1	Th2v08209
OG0012154	Sp4g21290.1	Th2v03549, Th2v29168
OG0012156	Sp4g29750.1	Th2v07286, Th2v30947
OG0012158	Sp6g19360.1	Th2v09607
OG0012160	Sp6g04530.1	Th2v10801
OG0012161	Sp7g22930.1	Th2v26833
OG0012162	Sp3g15210.1	Th2v18272
OG0012164	Sp3g23760.1	Th2v08564
OG0012165	Sp7g34590.1	Th2v02404
OG0012166	Sp7g21910.1	Th2v04593
OG0012167	Sp1g24970.1	Th2v01315
OG0012168	Sp1g07250.1	Th2v05150, Th2v06210, Th2v14913
OG0012169	Sp5g32380.1	Th2v02206
OG0012170	Sp2g12880.1	Th2v00019
OG0012171	Sp2g30630.1	Th2v13430
OG0012172	Sp2g15350.1	Th2v00218
OG0012173	Sp3g11820.1	Th2v26127
OG0012174	SpUn0074_0080.1, SpUn0095_0060.1, Sp5g33770.1	Th2v23303
OG0012175	Sp1g03400.1	Th2v08064
OG0012176	Sp3g08470.1	Th2v20084
OG0012177	Sp2g13260.1	Th2v00048
OG0012178	Sp1g24290.1	Th2v26462
OG0012179	Sp4g11420.1	Th2v08305
OG0012180	Sp6g07530.1	Th2v04675
OG0012181	Sp2g12780.1	Th2v05438
OG0012182	Sp3g29230.1	Th2v12065, Th2v02854
OG0012183	Sp5g10240.1	Th2v25752
OG0012184	Sp5g28750.1	Th2v09936
OG0012185	Sp7g02240.1	Th2v05377
OG0012186	Sp3g16620.1	Th2v26393, Th2v27715
OG0012187	Sp1g12390.1	Th2v28695
OG0012188	Sp2g15720.1	Th2v28512
OG0012189	Sp6g09730.1	Th2v04793, Th2v10982
OG0012190	Sp4g25320.1	Th2v06907
OG0012192	Sp2g07390.1	Th2v17284
OG0012194	Sp1g34550.1	Th2v17297, Th2v19086
OG0012195	Sp7g19970.1	Th2v09013
OG0012196	Sp3g05450.1	Th2v11354
OG0012197	Sp6g01650.1	Th2v16342
OG0012198	Sp6g17140.1	Th2v21643
OG0012199	Sp7g17690.1	Th2v16567
OG0012201	Sp7g13990.1	Th2v18222, Th2v19715
OG0012202	Sp1g17070.1	Th2v10307
OG0012203	Sp3g33980.1	Th2v01555
OG0012204	Sp2g17900.1	Th2v19120
OG0012205	Sp5g08170.1	Th2v03575, Th2v31080
OG0012206	Sp3g11960.1	Th2v08687
OG0012207	Sp5g12220.1	Th2v13543
OG0012208	Sp1g30920.1	Th2v04765
OG0012209	Sp6g13380.1	Th2v26857
OG0012210	Sp1g21240.1	Th2v25033
OG0012211	Sp4g22740.1	Th2v03404
OG0012212	Sp7g10330.1	Th2v25284
OG0012214	Sp5g33400.1	Th2v04197
OG0012215	Sp6g16500.1	Th2v05466
OG0012216	Sp6g02450.1	Th2v19745
OG0012217	Sp7g14890.1	Th2v29508
OG0012218	Sp4g27530.1	Th2v27525
OG0012219	SpUn0683_0010.1, Sp7g01940.1	Th2v19749
OG0012220	Sp1g04490.1	Th2v24982
OG0012221	Sp1g12620.1	Th2v28684
OG0012222	Sp6g32630.1	Th2v02583
OG0012223	Sp7g22150.1	Th2v11059
OG0012224	Sp5g34240.1	Th2v10111
OG0012225	Sp2g10250.1	Th2v04239
OG0012227	Sp2g20510.1	Th2v25420
OG0012228	Sp1g26370.1	Th2v01412
OG0012229	Sp1g28820.1	Th2v16874
OG0012230	Sp1g36470.1	Th2v29983
OG0012231	SpUN0398_0010.1	Th2v07869, Th2v16358
OG0012233	Sp5g34660.1	Th2v29124
OG0012234	Sp3g17430.1	Th2v29407
OG0012235	Sp6g32580.1	Th2v21400, Th2v30200
OG0012236	Sp6g14620.1	Th2v09760, Th2v26910
OG0012237	Sp3g00220.1	Th2v24731
OG0012238	Sp1g14790.1	Th2v10102
OG0012239	Sp6g38450.1	Th2v20111
OG0012240	Sp6g23070.1	Th2v27953
OG0012241	Sp7g19780.1	Th2v04387, Th2v16674
OG0012242	Sp6g01620.1	Th2v16343
OG0012243	Sp1g11580.1	Th2v00225
OG0012244	Sp5g21350.1	Th2v00542
OG0012245	SpUn0483_0010.1	Th2v01718
OG0012246	Sp4g22990.1	Th2v28395
OG0012247	Sp5g16450.1	Th2v26174
OG0012248	Sp2g03910.1	Th2v20697
OG0012249	Sp7g33180.1	Th2v12159
OG0012250	Sp6g08630.1	Th2v10949
OG0012251	Sp7g25710.1	Th2v09695, Th2v26960
OG0012252	Sp5g00550.1	Th2v13061, Th2v22769
OG0012253	Sp6g24450.1	Th2v21510
OG0012254	Sp2g19920.1	Th2v11356
OG0012255	Sp1g29750.1	Th2v04745
OG0012256	Sp7g26770.1	Th2v01598, Th2v02223
OG0012258	Sp6g26560.1	Th2v22910
OG0012259	Sp7g08390.1	Th2v30535
OG0012262	Sp5g02340.1	Th2v07444
OG0012264	Sp5g11730.1	Th2v14214, Th2v26668
OG0012265	Sp3g29920.1	Th2v02507, Th2v02888
OG0012266	Sp2g10570.1	Th2v10511
OG0012267	Sp6g24370.1	Th2v19031
OG0012268	Sp2g08310.1	Th2v16107
OG0012269	Sp1g07300.1	Th2v00689
OG0012270	Sp1g37710.1	Th2v21828
OG0012271	Sp2g16020.1	Th2v28501
OG0012273	Sp2g10550.1	Th2v27291
OG0012276	Sp6g35840.1	Th2v14298, Th2v22121
OG0012277	Sp6g01770.1	Th2v16331
OG0012279	Sp6g34150.1	Th2v11834
OG0012280	Sp4g08180.1, Sp4g21740.1	Th2v06656, Th2v15355
OG0012281	Sp1g36890.1	Th2v08448
OG0012282	Sp3g10570.1	Th2v17741
OG0012283	Sp2g00840.1	Th2v04847
OG0012284	Sp4g25360.1	Th2v13315, Th2v25948
OG0012285	Sp6g22900.1	Th2v18910
OG0012286	Sp5g13520.1	Th2v19464
OG0012287	Sp6g12890.1, Sp3g18360.1	Th2v21804
OG0012288	Sp4g00170.1	Th2v03300, Th2v29387
OG0012289	Sp2g14680.1	Th2v28140
OG0012291	Sp7g25310.1	Th2v09640
OG0012292	Sp5g13530.1	Th2v09272, Th2v17371
OG0012293	Sp6g37580.1	Th2v08755
OG0012294	Sp2g04420.1	Th2v06101, Th2v14810
OG0012295	Sp5g14880.1	Th2v18748
OG0012296	Sp1g07830.1	Th2v24439
OG0012297	Sp3g12700.1	Th2v26068
OG0012298	Sp5g16210.1	Th2v21234
OG0012299	Sp6g19620.1	Th2v21773
OG0012300	Sp4g07280.1	Th2v01921
OG0012301	Sp6g29740.1	Th2v23183
OG0012302	Sp3g32760.1	Th2v12475
OG0012304	Sp3g07120.1	Th2v08987
OG0012305	Sp1g40800.1	Th2v23662
OG0012306	Sp3g26130.1	Th2v19733, Th2v08494, Th2v31560
OG0012307	Sp6g05410.1	Th2v04488
OG0012308	Sp6g29810.1	Th2v06976, Th2v18183
OG0012309	Sp7g15420.1	Th2v27269
OG0012310	Sp5g22100.1	Th2v05327
OG0012311	Sp2g18680.1	Th2v24763
OG0012312	Sp2g16250.1	Th2v00274
OG0012313	Sp7g11440.1	Th2v19503
OG0012314	Sp1g33810.1	Th2v29057
OG0012315	Sp3g17760.1	Th2v08471
OG0012316	Sp6g35960.1, Sp7g35130.1	Th2v03104
OG0012317	Sp2g28320.1	Th2v29347
OG0012318	Sp4g23430.1	Th2v28439
OG0012319	Sp4g27750.1	Th2v21485
OG0012320	Sp2g02690.1	Th2v20633
OG0012321	Sp4g01910.1	Th2v02385, Th2v12343
OG0012322	Sp3g10350.1	Th2v08696, Th2v17713, Th2v14312
