Orthogroup	Thellungiella_parvula	Eutrema_salsugineum
OG0013092	Sp1g27630.1	EUTSA_v10007477mg
OG0013093	Sp6g27880.1	EUTSA_v10012466mg
OG0013094	Sp4g20790.1	EUTSA_v10017501mg
OG0013095	Sp2g13860.1	EUTSA_v10003832mg
OG0013096	Sp1g29720.1	EUTSA_v10027870mg
OG0013097	Sp4g11060.1	EUTSA_v10016449mg
OG0013098	Sp2g08830.1	EUTSA_v10003220mg
OG0013099	Sp5g21300.1	EUTSA_v10019852mg
OG0013100	Sp6g17970.1	EUTSA_v10014555mg
OG0013101	Sp4g02380.1	EUTSA_v10000243mg
OG0013102	Sp6g35280.1	EUTSA_v10013487mg
OG0013103	Sp3g18810.1	EUTSA_v10021019mg
OG0013104	Sp6g06200.1	EUTSA_v10028803mg
OG0013105	Sp3g02340.1	EUTSA_v10020730mg
OG0013106	Sp7g36730.1	EUTSA_v10026157mg
OG0013107	Sp7g31280.1	EUTSA_v10025570mg
OG0013108	Sp5g32790.1	EUTSA_v10018607mg
OG0013109	Sp3g06330.1	EUTSA_v10021494mg
OG0013110	Sp6g22530.1	EUTSA_v10015213mg
OG0013111	Sp5g07280.1	EUTSA_v10010534mg
OG0013112	Sp4g19940.1	EUTSA_v10016783mg
OG0013113	Sp2g11200.1	EUTSA_v10001240mg
OG0013114	Sp5g17620.1	EUTSA_v10002575mg
OG0013115	Sp3g00560.1	EUTSA_v100203790mg, EUTSA_v100203791mg
OG0013116	Sp7g03270.1	EUTSA_v10027168mg, EUTSA_v10020690mg
OG0013117	Sp7g10530.1	EUTSA_v10025468mg
OG0013118	Sp3g24080.1	EUTSA_v10002723mg
OG0013119	Sp4g12370.1	EUTSA_v10016491mg
OG0013120	Sp3g03770.1	EUTSA_v10021439mg
OG0013121	Sp3g13120.1	EUTSA_v10020708mg
OG0013122	Sp5g31910.1	EUTSA_v10019218mg
OG0013123	Sp3g22280.1	EUTSA_v10002703mg
OG0013124	Sp1g15330.1	EUTSA_v10008734mg
OG0013125	Sp1g26740.1	EUTSA_v10009135mg
OG0013126	Sp6g04040.1, SpUn0051_0020.1	EUTSA_v10028367mg
OG0013127	Sp6g20440.1	EUTSA_v10015494mg
OG0013128	Sp4g23620.1	EUTSA_v10016702mg
OG0013129	Sp7g37170.1	EUTSA_v10024192mg
OG0013131	Sp4g15980.1	EUTSA_v10016587mg
OG0013132	Sp1g05180.1	EUTSA_v10008812mg
OG0013133	Sp3g04340.1	EUTSA_v10020802mg
OG0013134	Sp1g17060.1	EUTSA_v10008493mg
OG0013135	Sp6g02980.1	EUTSA_v10028541mg
OG0013136	Sp5g27710.1	EUTSA_v10018282mg
OG0013137	Sp1g20280.1	EUTSA_v10006603mg
OG0013139	Sp5g02040.1	EUTSA_v10006474mg
OG0013140	Sp5g25790.1	EUTSA_v10018343mg
OG0013141	SpUn0217_0010.1, Sp1g03450.1	EUTSA_v10007576mg
OG0013142	Sp7g11820.1	EUTSA_v10026592mg
OG0013143	Sp2g17110.1	EUTSA_v10004977mg
OG0013144	Sp3g03590.1	EUTSA_v10019885mg
OG0013145	Sp5g13640.1	EUTSA_v10010540mg
OG0013146	Sp5g27280.1	EUTSA_v10018793mg
OG0013147	Sp7g17170.1	EUTSA_v10025179mg
OG0013148	Sp1g28340.1	EUTSA_v10009848mg
OG0013149	Sp2g27880.1	EUTSA_v10004519mg
OG0013150	Sp3g09160.1	EUTSA_v10020632mg
OG0013151	Sp2g25220.1	EUTSA_v10004275mg
OG0013153	Sp1g38130.1	EUTSA_v10011282mg
OG0013154	Sp1g16230.1	EUTSA_v10008550mg
OG0013155	Sp5g28070.1	EUTSA_v10018573mg
OG0013156	Sp6g00350.1	EUTSA_v10028441mg
OG0013157	Sp6g31090.1	EUTSA_v10013154mg
OG0013158	Sp2g09060.1	EUTSA_v10003219mg
OG0013159	Sp2g08090.1	EUTSA_v10003257mg
OG0013160	Sp3g32370.1	EUTSA_v10022562mg
OG0013161	Sp5g13360.1	EUTSA_v10010294mg
OG0013162	Sp6g22940.1	EUTSA_v10013949mg
OG0013163	Sp1g14000.1	EUTSA_v10007892mg
OG0013164	Sp7g30310.1	EUTSA_v10025128mg
OG0013165	Sp6g06830.1	EUTSA_v10028526mg
OG0013166	Sp2g00020.1	EUTSA_v10023526mg
OG0013167	Sp6g13740.1	EUTSA_v10015015mg
OG0013168	Sp3g09140.1	EUTSA_v10021967mg
OG0013169	Sp4g15660.1	EUTSA_v10016744mg
OG0013170	Sp7g08140.1	EUTSA_v10003430mg
OG0013171	Sp5g01400.1	EUTSA_v10006045mg
OG0013172	Sp3g02350.1	EUTSA_v10021391mg
OG0013173	Sp5g35990.1	EUTSA_v10019180mg
OG0013174	Sp2g05110.1	EUTSA_v10024023mg
OG0013175	Sp5g00910.1	EUTSA_v10005837mg
OG0013176	Sp2g22630.1	EUTSA_v10004306mg
OG0013177	Sp7g06520.1	EUTSA_v100042430mg
OG0013178	Sp2g24710.1	EUTSA_v10004575mg
OG0013179	Sp4g29880.1	EUTSA_v10018568mg
OG0013180	Sp6g31490.1	EUTSA_v10015109mg
OG0013181	Sp1g36070.1	EUTSA_v10011721mg
OG0013182	Sp2g27660.1	EUTSA_v10004008mg
OG0013183	Sp4g21510.1	EUTSA_v10016278mg
OG0013185	Sp4g00950.1	EUTSA_v10000126mg
OG0013186	Sp1g36830.1	EUTSA_v10011862mg
OG0013188	Sp3g07980.1	EUTSA_v10020113mg
OG0013189	Sp7g05960.1	EUTSA_v10003712mg
OG0013190	Sp7g22170.1	EUTSA_v10027094mg
OG0013191	Sp5g11870.1	EUTSA_v10010509mg
OG0013192	Sp3g05810.1	EUTSA_v10020615mg
OG0013193	Sp1g10580.1	EUTSA_v10008171mg
OG0013194	Sp1g02260.1	EUTSA_v10009966mg
OG0013195	Sp6g23170.1	EUTSA_v10013741mg
OG0013196	Sp2g16260.1	EUTSA_v10004304mg
OG0013197	Sp1g04310.1	EUTSA_v10002568mg
OG0013198	Sp6g02600.1	EUTSA_v10028410mg
OG0013199	Sp2g05020.1	EUTSA_v10023854mg
OG0013200	Sp6g21970.1	EUTSA_v10013696mg
OG0013201	Sp5g20610.1	EUTSA_v10018850mg
OG0013202	Sp1g32440.1	EUTSA_v10004157mg
OG0013203	Sp4g10130.1	EUTSA_v10002114mg
OG0013204	Sp3g13180.1	EUTSA_v10019928mg
OG0013206	Sp2g24470.1	EUTSA_v10004587mg
OG0013207	Sp5g01460.1	EUTSA_v10006221mg
OG0013208	Sp4g14960.1	EUTSA_v10016422mg
OG0013209	Sp1g02120.1	EUTSA_v10007706mg
OG0013210	Sp5g25330.1	EUTSA_v10018395mg
OG0013211	Sp1g40910.1	EUTSA_v10011229mg
OG0013212	Sp4g28680.1	EUTSA_v10001731mg
OG0013213	Sp7g35900.1	EUTSA_v10025764mg
OG0013214	Sp2g18360.1	EUTSA_v10004270mg
OG0013215	Sp2g17000.1	EUTSA_v10003775mg
OG0013216	Sp7g27410.1	EUTSA_v10025782mg
OG0013217	Sp1g01200.1	EUTSA_v10008355mg
OG0013218	Sp3g10170.1	EUTSA_v10020413mg
OG0013219	Sp2g19870.1	EUTSA_v10003714mg
OG0013220	Sp5g00420.1	EUTSA_v10006204mg
OG0013221	Sp4g08120.1	EUTSA_v10001248mg
OG0013223	Sp3g07310.1	EUTSA_v10021504mg
OG0013224	Sp1g16290.1	EUTSA_v10008035mg
OG0013225	SpUn0001_0840.1, Sp6g20760.1	EUTSA_v10015836mg
OG0013226	Sp6g14050.1	EUTSA_v10015853mg
OG0013227	Sp7g13790.1	EUTSA_v10025709mg
OG0013228	Sp2g19240.1	EUTSA_v10004618mg
OG0013229	Sp7g26060.1	EUTSA_v10025835mg
OG0013230	Sp6g02540.1	EUTSA_v10028599mg
OG0013231	Sp1g27760.1	EUTSA_v10006831mg
OG0013232	Sp3g27460.1	EUTSA_v10022868mg
OG0013233	SpUn0108_0010.1, Sp5g19610.1	EUTSA_v10022463mg
OG0013234	Sp2g09170.1	EUTSA_v10003212mg
OG0013235	Sp4g00670.1	EUTSA_v10000223mg
OG0013236	Sp2g02510.1	EUTSA_v10023357mg
OG0013237	Sp1g03810.1	EUTSA_v10008218mg
OG0013238	Sp3g12650.1	EUTSA_v10020516mg
OG0013239	Sp5g29280.1	EUTSA_v10019432mg
OG0013240	Sp5g31260.1	EUTSA_v10018631mg
OG0013241	Sp7g32020.1	EUTSA_v10024844mg
OG0013242	Sp2g21950.1	EUTSA_v10004303mg
OG0013243	Sp2g21080.1	EUTSA_v10004305mg
OG0013244	Sp6g29240.1	EUTSA_v10014353mg
OG0013245	Sp1g27820.1	EUTSA_v10007794mg
OG0013246	Sp3g27730.1	EUTSA_v10022706mg
OG0013247	Sp6g13730.1	EUTSA_v10012823mg
OG0013248	Sp1g09350.1	EUTSA_v10009171mg
OG0013250	Sp3g28230.1	EUTSA_v10022557mg
OG0013251	Sp1g11955.1	EUTSA_v10007748mg
OG0013252	Sp4g19680.1	EUTSA_v10016358mg
OG0013253	Sp6g31890.1	EUTSA_v10012616mg
OG0013254	Sp3g27020.1	EUTSA_v10023201mg
OG0013255	Sp5g11810.1	EUTSA_v10010051mg
OG0013256	Sp5g08550.1	EUTSA_v10010341mg
OG0013257	Sp5g25770.1	EUTSA_v10018207mg
OG0013258	Sp1g19740.1	EUTSA_v10008264mg
OG0013259	Sp2g30770.1	EUTSA_v10003527mg
OG0013260	Sp6g24650.1	EUTSA_v10012881mg
OG0013261	Sp2g06560.1	EUTSA_v10023988mg
OG0013262	Sp6g05100.1	EUTSA_v10029522mg
OG0013263	Sp6g31730.1	EUTSA_v10014390mg
OG0013264	Sp3g07750.1	EUTSA_v10020579mg
OG0013265	Sp6g18980.1	EUTSA_v10012580mg
OG0013266	Sp3g23560.1	EUTSA_v10002559mg
OG0013267	Sp7g08290.1	EUTSA_v10027637mg
OG0013268	Sp4g29950.1	EUTSA_v10001278mg
OG0013269	Sp7g29310.1	EUTSA_v10025002mg
OG0013270	Sp1g11010.1	EUTSA_v10008424mg
OG0013271	Sp5g07490.1	EUTSA_v10010320mg
OG0013272	Sp1g38340.1	EUTSA_v10011811mg
OG0013273	Sp7g33500.1	EUTSA_v10024545mg
OG0013274	Sp2g07420.1	EUTSA_v10003272mg
OG0013275	Sp5g21420.1	EUTSA_v10019623mg
OG0013276	Sp5g20120.1	EUTSA_v10018195mg
OG0013277	Sp4g21430.1	EUTSA_v10016876mg
OG0013278	Sp5g06140.1	EUTSA_v10005773mg
OG0013279	Sp5g09480.1	EUTSA_v10010784mg
OG0013280	Sp6g36940.1	EUTSA_v10015048mg
OG0013281	Sp2g16680.1	EUTSA_v10004352mg
OG0013282	Sp7g37540.1	EUTSA_v10026049mg
OG0013283	Sp1g29400.1	EUTSA_v10010025mg
OG0013284	Sp6g19130.1	EUTSA_v10013843mg
OG0013285	Sp5g13720.1	EUTSA_v10010684mg
OG0013287	Sp2g20190.1	EUTSA_v10005621mg
OG0013288	Sp1g22290.1	EUTSA_v10007943mg
OG0013289	Sp5g02970.1	EUTSA_v10006075mg
OG0013290	Sp1g27650.1	EUTSA_v10006775mg
OG0013291	Sp2g00640.1	EUTSA_v10023687mg
OG0013293	Sp3g03170.1	EUTSA_v10020015mg
OG0013294	Sp7g18490.1	EUTSA_v10026477mg
OG0013295	Sp1g07720.1	EUTSA_v10008203mg
OG0013296	Sp6g17380.1	EUTSA_v10013238mg
OG0013297	Sp5g05120.1	EUTSA_v10006201mg
OG0013298	Sp2g02290.1	EUTSA_v10023371mg
OG0013299	Sp2g23760.1	EUTSA_v10003885mg
OG0013300	Sp1g17780.1	EUTSA_v10008450mg
OG0013301	Sp3g17820.1	EUTSA_v10021111mg
OG0013302	Sp3g23430.1	EUTSA_v10002661mg
OG0013303	Sp1g07890.1	EUTSA_v10007152mg
OG0013304	Sp1g33590.1	EUTSA_v10011817mg
OG0013305	Sp5g21310.1	EUTSA_v10018427mg
OG0013306	Sp2g17760.1	EUTSA_v10005148mg
OG0013307	Sp3g13160.1	EUTSA_v10022096mg
OG0013308	Sp6g01190.1	EUTSA_v10029492mg
OG0013310	Sp7g02570.1	EUTSA_v10027760mg
OG0013311	Sp6g37140.1	EUTSA_v10014023mg
OG0013312	Sp5g27970.1	EUTSA_v10018928mg
OG0013313	Sp5g01030.1	EUTSA_v10006054mg
OG0013314	Sp2g23820.1	EUTSA_v10004329mg
OG0013315	Sp7g01150.1	EUTSA_v10027657mg
OG0013316	Sp5g28610.1, Sp3g30520.1	EUTSA_v10018347mg
OG0013317	Sp1g18280.1	EUTSA_v10008599mg
OG0013318	Sp1g07270.1	EUTSA_v10007213mg
OG0013319	Sp6g13980.1	EUTSA_v10015875mg
OG0013320	Sp6g31340.1	EUTSA_v10013849mg
OG0013321	Sp1g38960.1	EUTSA_v10012010mg
OG0013322	Sp3g02750.1	EUTSA_v10021254mg
OG0013323	Sp1g00410.1	EUTSA_v10006878mg
OG0013324	Sp6g30190.1, Sp6g30180.1	EUTSA_v10015565mg
OG0013325	Sp6g37670.1	EUTSA_v10012946mg
OG0013326	Sp6g01060.1	EUTSA_v10028675mg
OG0013327	Sp1g00800.1	EUTSA_v10007060mg
OG0013328	Sp4g10860.1	EUTSA_v10016313mg
OG0013329	Sp6g00720.1	EUTSA_v10028525mg
OG0013330	Sp3g33500.1	EUTSA_v10002105mg
OG0013331	Sp7g34730.1	EUTSA_v10024790mg
OG0013332	Sp2g23400.1	EUTSA_v10003707mg
OG0013333	Sp7g27070.1	EUTSA_v10025424mg
OG0013334	Sp3g13390.1	EUTSA_v10020515mg
OG0013335	Sp1g04800.1, Sp1g04950.1	EUTSA_v10008811mg
OG0013336	Sp1g04280.1	EUTSA_v10009912mg
OG0013337	Sp7g17520.1	EUTSA_v10024714mg
OG0013338	Sp5g27730.1	EUTSA_v10018619mg
OG0013339	Sp2g02770.1	EUTSA_v10023778mg
OG0013340	Sp1g36080.1	EUTSA_v10012052mg
OG0013341	Sp3g10880.1	EUTSA_v10022066mg
OG0013342	Sp1g23920.1	EUTSA_v10009209mg
OG0013343	Sp5g26730.1	EUTSA_v10018799mg
OG0013344	Sp1g01860.1	EUTSA_v10008837mg
OG0013345	Sp1g32010.1	EUTSA_v10004272mg
OG0013346	Sp1g07560.1	EUTSA_v10008391mg
OG0013347	Sp5g14930.1	EUTSA_v10002484mg
OG0013348	Sp7g07100.1	EUTSA_v10003462mg
OG0013349	Sp7g35610.1	EUTSA_v10025540mg
OG0013350	Sp5g33940.1	EUTSA_v100188051mg
OG0013351	Sp5g20990.1	EUTSA_v10018066mg
OG0013352	Sp6g24750.1	EUTSA_v10015614mg
OG0013353	Sp5g33830.1	EUTSA_v10007837mg, EUTSA_v10019736mg
OG0013354	Sp3g19840.1	EUTSA_v10021524mg
OG0013355	Sp6g12630.1	EUTSA_v10013738mg
OG0013356	Sp6g06740.1	EUTSA_v10028481mg
OG0013357	Sp3g01190.1	EUTSA_v10022338mg
OG0013358	Sp7g17070.1	EUTSA_v10025290mg
OG0013359	Sp3g02720.1	EUTSA_v10021023mg
OG0013360	Sp1g03490.1	EUTSA_v10006668mg
OG0013361	Sp3g02540.1	EUTSA_v10022176mg
OG0013362	SpUn0003_0070.1	EUTSA_v10022490mg
OG0013363	Sp5g20950.1	EUTSA_v10018647mg
OG0013364	Sp4g17990.1	EUTSA_v10016484mg
OG0013365	Sp3g04480.1	EUTSA_v100212090mg
OG0013366	Sp2g23910.1	EUTSA_v10005272mg
OG0013367	Sp1g39170.1	EUTSA_v10011244mg
OG0013368	Sp7g17910.1	EUTSA_v10024633mg
OG0013369	Sp2g21100.1	EUTSA_v10005181mg
OG0013370	Sp1g25790.1	EUTSA_v10006600mg, EUTSA_v10006599mg
OG0013371	Sp1g27150.1	EUTSA_v10008917mg
OG0013372	Sp7g04360.1	EUTSA_v10027814mg
OG0013374	Sp7g05990.1	EUTSA_v10004205mg
OG0013375	Sp2g02890.1	EUTSA_v10023736mg
OG0013376	Sp2g17210.1	EUTSA_v10003844mg
OG0013377	Sp7g15520.1	EUTSA_v10027250mg
OG0013378	Sp5g26710.1	EUTSA_v10018753mg
OG0013379	Sp4g24800.1	EUTSA_v10017090mg
OG0013381	Sp4g23910.1	EUTSA_v10016807mg
OG0013382	Sp1g08440.1	EUTSA_v10009118mg
OG0013383	Sp7g08250.1	EUTSA_v10027780mg
OG0013384	Sp2g00750.1	EUTSA_v10023425mg
OG0013385	Sp5g35630.1	EUTSA_v10018548mg
OG0013386	Sp4g15200.1	EUTSA_v10016215mg
OG0013387	Sp6g41130.1	EUTSA_v10012579mg
OG0013388	Sp2g27020.1	EUTSA_v10003565mg
OG0013389	Sp2g22790.1	EUTSA_v10004105mg
OG0013390	Sp6g02470.1	EUTSA_v10028403mg
OG0013391	Sp5g21610.1	EUTSA_v10018911mg
OG0013392	Sp2g28250.1	EUTSA_v10005495mg
OG0013393	Sp6g35820.1	EUTSA_v10014248mg
OG0013394	Sp6g32000.1	EUTSA_v10014372mg
OG0013395	Sp7g12480.1	EUTSA_v10025927mg
OG0013396	Sp1g23610.1	EUTSA_v10008813mg
OG0013397	Sp3g00390.1	EUTSA_v10021286mg
OG0013398	Sp2g18720.1	EUTSA_v10004228mg
OG0013399	Sp2g11250.1	EUTSA_v10000754mg
OG0013400	Sp6g02850.1	EUTSA_v10028573mg
OG0013401	Sp5g08140.1	EUTSA_v10010451mg, EUTSA_v10023527mg
OG0013402	Sp2g22830.1	EUTSA_v10004515mg
OG0013403	Sp6g16790.1	EUTSA_v10012618mg
OG0013404	Sp7g31220.1	EUTSA_v10025289mg
OG0013405	Sp1g35250.1	EUTSA_v10011577mg
OG0013406	Sp4g13410.1	EUTSA_v10017202mg
OG0013407	Sp5g02280.1	EUTSA_v10006098mg
OG0013408	Sp5g35720.1	EUTSA_v10019584mg
OG0013409	Sp6g15910.1	EUTSA_v10013244mg
OG0013410	Sp1g16310.1	EUTSA_v10008316mg
OG0013411	Sp6g13840.1	EUTSA_v10012827mg
OG0013412	Sp5g31200.1	EUTSA_v10018920mg
OG0013413	Sp3g22210.1	EUTSA_v10002708mg
OG0013414	Sp1g28900.1	EUTSA_v10007132mg
OG0013415	Sp1g28520.1	EUTSA_v10009642mg
OG0013416	Sp6g38370.1	EUTSA_v10012585mg
OG0013417	Sp6g11760.1	EUTSA_v10013217mg
OG0013418	Sp1g19250.1	EUTSA_v10009307mg
OG0013419	Sp2g30390.1	EUTSA_v10005567mg
OG0013420	Sp2g27590.1	EUTSA_v10004273mg
OG0013421	Sp3g09380.1	EUTSA_v10021377mg
OG0013422	Sp2g14100.1	EUTSA_v10005550mg
OG0013423	Sp1g05200.1	EUTSA_v10007863mg
OG0013424	Sp6g34010.1	EUTSA_v10014951mg
OG0013425	Sp6g12710.1	EUTSA_v10016029mg, EUTSA_v10013164mg
OG0013426	Sp3g05870.1	EUTSA_v10020026mg
OG0013427	Sp7g18470.1	EUTSA_v10025547mg
OG0013428	Sp5g34900.1	EUTSA_v10019243mg
OG0013429	Sp3g18960.1	EUTSA_v10020913mg
OG0013430	Sp1g22490.1	EUTSA_v10006742mg
OG0013431	Sp7g36180.1	EUTSA_v10026198mg
OG0013432	Sp5g35240.1	EUTSA_v10018541mg
OG0013433	Sp4g09290.1	EUTSA_v10017320mg
OG0013434	Sp1g05530.1	EUTSA_v10028967mg
OG0013435	Sp3g31080.1	EUTSA_v10022849mg
OG0013436	Sp3g00690.1	EUTSA_v10021056mg, EUTSA_v10022528mg, EUTSA_v10020372mg
OG0013437	Sp3g32140.1	EUTSA_v10022703mg
OG0013438	Sp4g20770.1	EUTSA_v10017381mg
OG0013439	Sp2g01600.1	EUTSA_v10023570mg
OG0013440	Sp2g03430.1	EUTSA_v10023296mg
OG0013441	Sp6g36450.1	EUTSA_v10012543mg
OG0013443	Sp6g33070.1	EUTSA_v10015812mg, EUTSA_v10029309mg
OG0013444	Sp6g07420.1	EUTSA_v10028776mg
OG0013445	Sp6g32040.1	EUTSA_v10012570mg
OG0013446	Sp6g13030.1	EUTSA_v10013161mg
OG0013447	Sp1g01410.1	EUTSA_v10008452mg
OG0013448	Sp4g03070.1	EUTSA_v10000030mg
OG0013449	Sp5g25340.1	EUTSA_v10018896mg
OG0013450	Sp3g14650.1	EUTSA_v10022278mg
OG0013451	Sp5g05750.1	EUTSA_v10005964mg
OG0013452	Sp7g34810.1	EUTSA_v10027234mg
OG0013453	Sp2g23770.1	EUTSA_v10005037mg
OG0013454	Sp2g27230.1	EUTSA_v10003831mg
OG0013455	Sp7g01200.1	EUTSA_v10027828mg
OG0013456	Sp1g02490.1	EUTSA_v10007014mg
OG0013457	Sp1g20870.1	EUTSA_v10008744mg
OG0013458	Sp3g01730.1	EUTSA_v10021380mg
OG0013459	Sp1g36220.1	EUTSA_v10011363mg
OG0013460	Sp2g09120.1	EUTSA_v10020871mg
OG0013461	Sp6g24230.1	EUTSA_v10012923mg
OG0013462	Sp3g16740.1	EUTSA_v10022283mg
OG0013463	Sp4g29480.1	EUTSA_v10001657mg
OG0013464	Sp1g04510.1	EUTSA_v10007799mg
OG0013465	Sp1g36390.1	EUTSA_v10011237mg
OG0013466	Sp6g16650.1	EUTSA_v10013202mg
OG0013467	Sp7g14480.1	EUTSA_v10024582mg
OG0013468	Sp2g14950.1	EUTSA_v10003588mg
OG0013469	Sp7g22140.1	EUTSA_v10025797mg
OG0013470	Sp1g00090.1	EUTSA_v10009237mg
OG0013471	Sp5g13670.1	EUTSA_v10010185mg
OG0013472	Sp5g17330.1	EUTSA_v10002503mg
OG0013474	Sp1g28140.1	EUTSA_v10007671mg
OG0013475	Sp7g29810.1	EUTSA_v10024481mg
OG0013476	Sp1g03140.1	EUTSA_v10009178mg
OG0013477	Sp5g10570.1	EUTSA_v100103480mg
OG0013478	Sp6g24840.1	EUTSA_v10013469mg
OG0013479	Sp1g38120.1	EUTSA_v10011431mg
OG0013480	Sp3g09900.1	EUTSA_v10020090mg
OG0013481	Sp3g02770.1	EUTSA_v10019953mg
OG0013482	Sp2g15960.1	EUTSA_v10005127mg
OG0013482	Sp1g11380.1	EUTSA_v10009108mg
OG0013483	Sp7g25840.1	EUTSA_v10024497mg
OG0013484	Sp4g08720.1	EUTSA_v10001906mg
OG0013485	Sp6g35510.1	EUTSA_v10012903mg
OG0013486	Sp4g24030.1	EUTSA_v10017217mg
OG0013488	Sp1g29360.1	EUTSA_v10006642mg
OG0013489	Sp7g15180.1	EUTSA_v10026497mg
OG0013490	Sp4g14520.1	EUTSA_v10016453mg
OG0013491	Sp5g35880.1	EUTSA_v10019547mg
OG0013492	Sp2g20250.1	EUTSA_v10004283mg
OG0013493	Sp4g01370.1	EUTSA_v10000443mg
OG0013494	Sp6g30030.1	EUTSA_v10013725mg
OG0013495	Sp6g30110.1	EUTSA_v10014197mg
OG0013496	Sp6g39480.1	EUTSA_v10013087mg
OG0013497	Sp1g20810.1	EUTSA_v10008293mg
OG0013498	Sp3g22450.1	EUTSA_v10002378mg
OG0013499	Sp3g15010.1	EUTSA_v10020624mg
OG0013500	Sp6g16330.1	EUTSA_v10013940mg
OG0013501	Sp1g20840.1	EUTSA_v10007246mg
OG0013502	Sp1g07880.1	EUTSA_v10007310mg
OG0013503	Sp6g32380.1	EUTSA_v10013399mg
OG0013504	Sp3g02510.1	EUTSA_v10020514mg
OG0013505	Sp7g31370.1	EUTSA_v10026671mg
OG0013506	Sp5g07920.1	EUTSA_v10010203mg
OG0013507	Sp1g24780.1	EUTSA_v10007091mg
OG0013508	Sp7g12560.1	EUTSA_v10027433mg
OG0013509	Sp6g39860.1	EUTSA_v10014815mg
OG0013510	Sp2g27010.1	EUTSA_v10003558mg
OG0013511	Sp7g12940.1	EUTSA_v10027383mg
OG0013512	Sp1g08030.1	EUTSA_v10007053mg
OG0013513	Sp6g31760.1	EUTSA_v10014398mg
OG0013514	Sp5g00310.1	EUTSA_v10006393mg
OG0013515	Sp1g06790.1	EUTSA_v10009857mg
OG0013516	Sp5g13820.1	EUTSA_v10010082mg
OG0013517	Sp1g37320.1	EUTSA_v10011315mg
OG0013518	Sp1g04470.1	EUTSA_v10008223mg
OG0013520	Sp5g14290.1	EUTSA_v10011054mg
OG0013521	Sp2g12530.1	EUTSA_v10000981mg
OG0013522	Sp1g08480.1	EUTSA_v10007640mg
OG0013523	Sp2g27890.1	EUTSA_v10005124mg
OG0013524	Sp5g07250.1	EUTSA_v10010560mg
OG0013525	Sp3g11770.1	EUTSA_v10020572mg
OG0013526	Sp5g21380.1	EUTSA_v10018436mg
OG0013527	Sp1g15910.1	EUTSA_v10009965mg
OG0013528	Sp2g26470.1	EUTSA_v10003983mg
OG0013529	Sp7g05190.1	EUTSA_v10028153mg
OG0013530	Sp1g26090.1	EUTSA_v10009968mg
OG0013531	Sp6g00430.1	EUTSA_v10029186mg
OG0013532	Sp6g29470.1	EUTSA_v10015269mg
OG0013533	Sp3g06000.1	EUTSA_v10020116mg
OG0013534	Sp4g19270.1	EUTSA_v10016472mg
OG0013535	Sp6g40840.1	EUTSA_v10015266mg
OG0013536	Sp6g34160.1	EUTSA_v10013591mg
OG0013537	Sp6g20780.1	EUTSA_v10013620mg
OG0013538	Sp2g01860.1	EUTSA_v10023664mg
OG0013539	Sp2g00030.1	EUTSA_v10023888mg
OG0013540	Sp3g10940.1	EUTSA_v10022242mg
OG0013541	Sp6g15920.1	EUTSA_v10013651mg
OG0013542	Sp7g01080.1	EUTSA_v10027799mg
OG0013543	Sp4g24850.1	EUTSA_v10016247mg
OG0013544	Sp5g30910.1	EUTSA_v10018365mg
OG0013545	Sp7g04960.1	EUTSA_v10027781mg
OG0013546	Sp7g16350.1	EUTSA_v10025847mg
OG0013547	Sp6g04130.1	EUTSA_v10028445mg
OG0013548	Sp4g26140.1	EUTSA_v10001537mg
OG0013549	SpUn0124_0010.1, SpUn0185_0010.1	EUTSA_v10028105mg
OG0013550	Sp1g07150.1	EUTSA_v10007548mg
OG0013551	Sp2g11950.1	EUTSA_v10000871mg
OG0013552	Sp2g17470.1	EUTSA_v10004235mg
OG0013553	Sp3g13070.1	EUTSA_v10020396mg
OG0013554	Sp6g34040.1	EUTSA_v10015068mg
OG0013555	Sp1g25560.1	EUTSA_v10009988mg
OG0013556	Sp6g22920.1	EUTSA_v10013516mg
OG0013557	Sp5g22940.1	EUTSA_v10018303mg
OG0013558	Sp5g22850.1	EUTSA_v10018280mg
OG0013559	Sp3g04960.1	EUTSA_v10022430mg
OG0013560	Sp3g29940.1	EUTSA_v10022583mg
OG0013561	Sp3g12030.1	EUTSA_v10021012mg
OG0013562	Sp2g27410.1	EUTSA_v10005425mg
OG0013563	Sp6g18150.1	EUTSA_v10013757mg
OG0013564	Sp2g24870.1	EUTSA_v10005098mg
OG0013565	Sp7g18520.1	EUTSA_v10024260mg
OG0013566	Sp3g10510.1	EUTSA_v10021228mg
OG0013567	Sp2g08030.1	EUTSA_v10003145mg
OG0013568	Sp1g02550.1	EUTSA_v10008981mg
OG0013569	Sp6g38020.1	EUTSA_v10012596mg
OG0013570	Sp7g02300.1	EUTSA_v10027654mg
OG0013571	Sp4g17720.1	EUTSA_v10016768mg
OG0013572	Sp5g06410.1	EUTSA_v10005971mg
OG0013573	Sp6g07150.1	EUTSA_v10029048mg
OG0013574	Sp7g20830.1	EUTSA_v10025675mg
OG0013575	Sp7g22230.1	EUTSA_v10024937mg
OG0013576	Sp1g09890.1	EUTSA_v10009955mg, EUTSA_v10019471mg
OG0013577	SpUn0002_0680.1	EUTSA_v10023565mg
OG0013578	Sp7g14970.1	EUTSA_v10025117mg
OG0013579	Sp3g02250.1	EUTSA_v10020974mg
OG0013580	Sp7g25600.1	EUTSA_v10024293mg
