Orthogroup	Capsella_rubella	Tarenaya_hassleriana
OG0011618	Carub.0007s0136.1.p	Th2v12674, Th2v13934
OG0011619	Carub.0004s3027.1.p	Th2v13022, Th2v22728
OG0011620	Carub.0005s0719.1.p	Th2v00621, Th2v06260, Th2v14961
OG0011621	Carub.0005s2465.1.p	Th2v13209, Th2v25849
OG0011622	Carub.0004s2037.1.p	Th2v14552, Th2v17004
OG0011623	Carub.0006s0492.1.p, Carub.0006s0493.1.p	Th2v08752, Th2v20255
OG0011624	Carub.0004s1968.1.p	Th2v16938
OG0011625	Carub.0003s2391.1.p, Carub.0003s2390.1.p	Th2v24560
OG0011626	Carub.0004s0957.1.p	Th2v08304
OG0011627	Carub.0004s0767.1.p	Th2v08428
OG0011628	Carub.0003s0732.1.p	Th2v24749
OG0011629	Carub.0006s2361.1.p	Th2v17611
OG0011630	Carub.0003s1234.1.p	Th2v26206
OG0011631	Carub.0002s2103.1.p	Th2v09875
OG0011632	Carub.0006s1311.1.p	Th2v23136
OG0011633	Carub.0004s3024.1.p	Th2v07311
OG0011634	Carub.0001s3917.1.p	Th2v29533
OG0011635	Carub.0002s2187.1.p	Th2v05862, Th2v20964
OG0011636	Carub.0012s0016.1.p	Th2v05196
OG0011637	Carub.0003s0613.1.p	Th2v11368, Th2v30872
OG0011639	Carub.0008s0535.1.p	Th2v16097
OG0011640	Carub.0006s2700.1.p	Th2v04774, Th2v10967
OG0011641	Carub.0007s2583.1.p	Th2v26262
OG0011642	Carub.0007s1443.1.p	Th2v21685
OG0011643	Carub.0004s1556.1.p	Th2v26499
OG0011644	Carub.0006s0737.1.p	Th2v13783, Th2v24145
OG0011645	Carub.0006s1975.1.p	Th2v18921
OG0011646	Carub.0007s1933.1.p	Th2v04415, Th2v16697
OG0011647	Carub.0005s1005.1.p	Th2v21196
OG0011648	Carub.0007s2474.1.p	Th2v01531, Th2v29527
OG0011649	Carub.0006s2858.1.p	Th2v04668
OG0011650	Carub.0006s3484.1.p	Th2v07930
OG0011651	Carub.0008s1254.1.p	Th2v26913
OG0011652	Carub.0004s1327.1.p	Th2v01192
OG0011653	Carub.0008s2526.1.p	Th2v13694, Th2v24205
OG0011654	Carub.0004s1875.1.p	Th2v29369
OG0011656	Carub.0002s2658.1.p	Th2v10165
OG0011657	Carub.0008s1910.1.p	Th2v17789
OG0011658	Carub.0008s2123.1.p	Th2v21244
OG0011659	Carub.0001s1909.1.p	Th2v05853, Th2v20951
OG0011660	Carub.0005s2704.1.p	Th2v12782, Th2v22469
OG0011661	Carub.0007s1738.1.p	Th2v10861, Th2v04568, Th2v16818
OG0011662	Carub.0001s0023.1.p	Th2v29261
OG0011663	Carub.0001s4146.1.p	Th2v21957
OG0011664	Carub.0006s0321.1.p	Th2v20103
OG0011665	Carub.0004s0770.1.p	Th2v07710, Th2v15589
OG0011666	Carub.0006s0947.1.p	Th2v17432, Th2v21406
OG0011667	Carub.0004s2930.1.p	Th2v27531
OG0011668	Carub.0001s2664.1.p	Th2v10346, Th2v26469
OG0011669	Carub.0008s1643.1.p	Th2v05518
OG0011670	Carub.0001s3133.1.p	Th2v04630, Th2v16853
OG0011671	Carub.0001s3095.1.p	Th2v01496, Th2v29228
OG0011672	Carub.0001s2857.1.p	Th2v01383
OG0011673	Carub.0004s2071.1.p	Th2v03576, Th2v30292
OG0011674	Carub.0008s0423.1.p	Th2v07995
OG0011675	Carub.0003s3370.1.p	Th2v02164
OG0011676	Carub.0004s0528.1.p	Th2v19764
OG0011677	Carub.0001s1781.1.p	Th2v09931
OG0011679	Carub.0004s2376.1.p	Th2v28469
OG0011681	Carub.0006s3559.1.p	Th2v07880
OG0011682	Carub.0004s1959.1.p	Th2v14605
OG0011683	Carub.0001s3059.1.p	Th2v01478, Th2v27765
OG0011684	Carub.0001s0753.1.p	Th2v08351
OG0011686	Carub.0001s2455.1.p	Th2v24924
OG0011687	Carub.0002s0454.1.p	Th2v06109, Th2v14818
OG0011688	Carub.0005s0082.1.p	Th2v05781, Th2v20877
OG0011689	Carub.0008s2504.1.p	Th2v13722, Th2v13724
OG0011690	Carub.0007s2543.1.p	Th2v18267
OG0011691	Carub.0008s1772.1.p	Th2v21734
OG0011692	Carub.0007s0829.1.p	Th2v02051
OG0011693	Carub.0003s0916.1.p	Th2v08859
OG0011694	Carub.0002s2688.1.p	Th2v10188
OG0011695	Carub.0002s0912.1.p	Th2v00727, Th2v05143
OG0011696	Carub.0001s2956.1.p	Th2v10518
OG0011697	Carub.0001s2029.1.p	Th2v05776, Th2v20871
OG0011698	Carub.0001s0424.1.p	Th2v16037
OG0011699	Carub.0006s0104.1.p	Th2v08939, Th2v19963
OG0011700	Carub.0005s1743.1.p	Th2v11667
OG0011701	Carub.0007s2536.1.p	Th2v18276
OG0011702	Carub.0007s0925.1.p	Th2v02090
OG0011703	Carub.0001s0415.1.p	Th2v08088, Th2v16047
OG0011704	Carub.0003s0373.1.p	Th2v09185, Th2v17669
OG0011705	Carub.0007s3137.1.p	Th2v08544, Th2v25207
OG0011706	Carub.0001s1944.1.p	Th2v28058
OG0011707	Carub.0006s1177.1.p	Th2v14279, Th2v22103
OG0011708	Carub.0003s1240.1.p	Th2v26199
OG0011709	Carub.0006s3468.1.p	Th2v07938, Th2v16286
OG0011710	Carub.0001s0472.1.p	Th2v15988
OG0011711	Carub.0008s2088.1.p	Th2v18825
OG0011713	Carub.0003s1135.1.p	Th2v17701
OG0011714	Carub.0007s1303.1.p	Th2v28362
OG0011715	Carub.0003s3123.1.p	Th2v28633, Th2v31551
OG0011716	Carub.0001s2124.1.p	Th2v05692, Th2v20774
OG0011717	Carub.0008s2471.1.p	Th2v11824, Th2v24166
OG0011718	Carub.0003s0277.1.p	Th2v18538, Th2v22902
OG0011719	Carub.0006s2291.1.p	Th2v21396
OG0011720	Carub.0006s1407.1.p	Th2v18635
OG0011721	Carub.0002s1855.1.p	Th2v27908
OG0011722	Carub.0005s1442.1.p	Th2v09265, Th2v17381, Th2v14044
OG0011723	Carub.0003s0038.1.p	Th2v23176
OG0011724	Carub.0007s3123.1.p	Th2v08513
OG0011725	Carub.0001s1769.1.p	Th2v21365
OG0011727	Carub.0006s0314.1.p	Th2v20096
OG0011728	Carub.0008s2599.1.p	Th2v24235
OG0011729	Carub.0007s0933.1.p	Th2v12375
OG0011730	Carub.0001s3376.1.p	Th2v04141, Th2v04769
OG0011731	Carub.0005s1745.1.p	Th2v13446
OG0011732	Carub.0005s0927.1.p	Th2v17988, Th2v18966
OG0011734	Carub.0008s0712.1.p	Th2v30444, Th2v30446
OG0011735	Carub.0004s1632.1.p	Th2v01378
OG0011736	Carub.0003s3177.1.p	Th2v02468, Th2v02945
OG0011737	Carub.0008s2830.1.p	Th2v11654, Th2v14149, Th2v26738
OG0011738	Carub.0005s1477.1.p	Th2v14071
OG0011739	Carub.0003s0362.1.p	Th2v22865
OG0011740	Carub.0006s0160.1.p	Th2v08908, Th2v20002
OG0011741	Carub.0004s1682.1.p	Th2v01424
OG0011742	Carub.0004s0863.1.p	Th2v27641, Th2v07649, Th2v15644
OG0011743	Carub.0008s2487.1.p	Th2v11818, Th2v24175
OG0011744	Carub.0006s2215.1.p	Th2v29465
OG0011745	Carub.0004s0704.1.p	Th2v25125
OG0011746	Carub.0007s1640.1.p	Th2v03806
OG0011749	Carub.0008s1186.1.p	Th2v09303
OG0011750	Carub.0005s1813.1.p	Th2v16981, Th2v16993
OG0011751	Carub.0001s0768.1.p	Th2v08374
OG0011752	Carub.0005s2877.1.p	Th2v12968, Th2v22666
OG0011753	Carub.0003s1187.1.p	Th2v17743
OG0011754	Carub.0008s0489.1.p	Th2v08029
OG0011758	Carub.0003s0988.1.p	Th2v14377, Th2v22205, Th2v20156
OG0011763	Carub.0007s3581.1.p	Th2v00369
OG0011764	Carub.0001s0139.1.p	Th2v07886, Th2v16346
OG0011765	Carub.0003s2108.1.p, Carub.0003s2105.1.p	Th2v24377
OG0011766	Carub.0005s0522.1.p	Th2v28487
OG0011767	Carub.0005s2738.1.p	Th2v07063, Th2v12812, Th2v22502
OG0011768	Carub.0001s2167.1.p	Th2v21132, Th2v27977
OG0011773	Carub.0004s0477.1.p	Th2v00172, Th2v00170, Th2v14597
OG0011775	Carub.0006s3077.1.p	Th2v04519, Th2v16763
OG0011776	Carub.0001s1664.1.p	Th2v10079
OG0011777	Carub.0001s1926.1.p	Th2v04066, Th2v19833
OG0011778	Carub.0001s2410.1.p	Th2v25016
OG0011779	Carub.0001s2417.1.p	Th2v03997, Th2v25624
OG0011780	Carub.0001s2583.1.p	Th2v03883
OG0011781	Carub.0001s3502.1.p	Th2v17186, Th2v23454
OG0011782	Carub.0001s4261.1.p	Th2v26035
OG0011783	Carub.0001s4265.1.p	Th2v23750, Th2v27414
OG0011784	Carub.0001s0433.1.p	Th2v08106
OG0011785	Carub.0001s4380.1.p	Th2v26130
OG0011786	Carub.0002s2467.1.p	Th2v20762, Th2v27989
OG0011788	Carub.0003s0993.1.p	Th2v08870
OG0011791	Carub.0004s0190.1.p	Th2v03142
OG0011793	Carub.0005s0037.1.p	Th2v00016, Th2v15252
OG0011794	Carub.0006s0275.1.p	Th2v08858
OG0011795	Carub.0007s1564.1.p	Th2v29478
OG0011796	Carub.0007s1567.1.p	Th2v09323, Th2v23507
OG0011797	Carub.0007s0218.1.p	Th2v03161, Th2v12732
OG0011798	Carub.0007s2373.1.p	Th2v10638
OG0011799	Carub.0007s0541.1.p, Carub.0007s0542.1.p	Th2v02518
OG0011800	Carub.0007s0757.1.p	Th2v01961, Th2v11078
OG0011801	Carub.0007s0776.1.p	Th2v01981
OG0011802	Carub.0008s2771.1.p	Th2v13480
OG0011803	Carub.0008s0353.1.p	Th2v04288, Th2v16621
OG0011805	Carub.0002s0193.1.p	Th2v06036, Th2v14745
OG0011806	Carub.0002s0222.1.p	Th2v06018, Th2v14727, Th2v20572
OG0011808	Carub.0002s2126.1.p	Th2v10282
OG0011809	Carub.0003s1596.1.p	Th2v23867, Th2v27458
OG0011810	Carub.0003s1849.1.p	Th2v26408, Th2v27695, Th2v25582
OG0011811	Carub.0003s2347.1.p	Th2v19414, Th2v28749
OG0011813	Carub.0007s1606.1.p, Carub.0002s0425.1.p, Carub.0002s0424.1.p, Carub.0007s1605.1.p	Th2v08429, Th2v08430, Th2v08431
OG0011814	Carub.0005s1861.1.p	Th2v30951
OG0011815	Carub.0006s1437.1.p	Th2v23028
OG0011816	Carub.0006s3075.1.p	Th2v04520, Th2v10845
OG0011817	Carub.0006s3157.1.p	Th2v04467
OG0011818	Carub.0007s0341.1.p	Th2v03063
OG0011819	Carub.0007s0774.1.p	Th2v01979
OG0011822	Carub.0007s3205.1.p	Th2v05246
OG0011834	Carub.0002s1735.1.p	Th2v04043
OG0011835	Carub.0005s2427.1.p	Th2v16622
OG0011836	Carub.0001s2439.1.p	Th2v03989
OG0011837	Carub.0008s1142.1.p	Th2v09336, Th2v23491
OG0011838	Carub.0007s2206.1.p	Th2v04223
OG0011839	Carub.0001s0751.1.p	Th2v07637, Th2v15656
OG0011841	Carub.0007s1906.1.p	Th2v10810
OG0011842	Carub.0002s2218.1.p	Th2v04059
OG0011843	Carub.0003s0913.1.p	Th2v08855, Th2v20062
OG0011845	Carub.0002s1849.1.p	Th2v04177
OG0011846	Carub.0004s0445.1.p	Th2v12411
OG0011847	Carub.0004s2551.1.p	Th2v00711
OG0011848	Carub.0002s0786.1.p	Th2v05101, Th2v00813, Th2v07310
OG0011849	Carub.0004s0454.1.p	Th2v12416
OG0011850	Carub.0007s1105.1.p	Th2v01653
OG0011851	Carub.0008s2003.1.p	Th2v17844, Th2v18784
OG0011852	Carub.0005s1847.1.p	Th2v26941
OG0011853	Carub.0008s2857.1.p	Th2v11638
OG0011854	Carub.0001s2275.1.p	Th2v25069
OG0011855	Carub.0002s2445.1.p	Th2v08532
OG0011856	Carub.0004s0020.1.p	Th2v12580
OG0011857	Carub.0003s1211.1.p	Th2v24491
OG0011859	Carub.0008s1420.1.p	Th2v09663
OG0011860	Carub.0005s2331.1.p	Th2v09209
OG0011861	Carub.0007s3536.1.p	Th2v00336, Th2v28878
OG0011862	Carub.0003s2787.1.p	Th2v19738
OG0011863	Carub.0003s0703.1.p	Th2v11473
OG0011864	Carub.0007s1124.1.p	Th2v02190
OG0011865	Carub.0006s0081.1.p	Th2v14481
OG0011866	Carub.0006s1229.1.p	Th2v23200
OG0011867	Carub.0004s1334.1.p	Th2v15980
OG0011868	Carub.0003s3299.1.p	Th2v01741
OG0011870	Carub.0007s2556.1.p	Th2v25511
OG0011873	Carub.0006s0615.1.p	Th2v13929, Th2v24023
OG0011875	Carub.0003s1238.1.p	Th2v01021, Th2v23597
OG0011876	Carub.0004s2814.1.p	Th2v07137
OG0011877	Carub.0002s1522.1.p	Th2v19776
OG0011878	Carub.0005s1839.1.p	Th2v25751
OG0011879	Carub.0007s2292.1.p	Th2v07401, Th2v10677
OG0011880	Carub.0008s1210.1.p	Th2v16441
OG0011881	Carub.0005s1967.1.p	Th2v11082, Th2v30050
OG0011882	Carub.0005s0363.1.p	Th2v28554
OG0011883	Carub.0008s1878.1.p	Th2v06224, Th2v14925
OG0011884	Carub.0003s2340.1.p	Th2v19407
OG0011885	Carub.0004s1790.1.p	Th2v29753
OG0011886	Carub.0007s2076.1.p	Th2v04320, Th2v16635
OG0011887	Carub.0001s0032.1.p	Th2v16473
OG0011888	Carub.0005s2218.1.p	Th2v03360, Th2v22339
OG0011889	Carub.0004s2629.1.p	Th2v03318
OG0011890	Carub.0007s1348.1.p	Th2v28309
OG0011891	Carub.0006s0979.1.p	Th2v21435
OG0011892	Carub.0007s1258.1.p	Th2v02269
OG0011893	Carub.0001s4334.1.p	Th2v00941
OG0011894	Carub.0002s0126.1.p	Th2v17275
OG0011895	Carub.0002s2490.1.p	Th2v04138
OG0011896	Carub.0006s2036.1.p	Th2v18890
OG0011897	Carub.0004s0982.1.p	Th2v07555, Th2v15729
OG0011898	Carub.0001s2631.1.p	Th2v10334
OG0011899	Carub.0008s1515.1.p	Th2v21619
OG0011901	Carub.0008s1105.1.p	Th2v09360, Th2v26851
OG0011903	Carub.0002s2101.1.p	Th2v23251
OG0011904	Carub.0008s0986.1.p	Th2v31474
OG0011905	Carub.0001s4202.1.p	Th2v21993
OG0011906	Carub.0001s1349.1.p	Th2v06477, Th2v15174
OG0011907	Carub.0006s1179.1.p	Th2v09206
OG0011908	Carub.0005s0276.1.p	Th2v28714
OG0011909	Carub.0008s1460.1.p	Th2v10278
OG0011910	Carub.0004s0350.1.p	Th2v02104
OG0011911	Carub.0001s0517.1.p	Th2v08154
OG0011912	Carub.0005s2943.1.p	Th2v13040, Th2v22747
OG0011913	Carub.0006s0187.1.p	Th2v14451, Th2v20012
OG0011915	Carub.0004s0993.1.p	Th2v07543, Th2v15739
OG0011916	Carub.0005s0833.1.p	Th2v00436
OG0011917	Carub.0007s0157.1.p	Th2v03205
OG0011918	Carub.0003s2016.1.p	Th2v28589
OG0011919	Carub.0003s3554.1.p	Th2v12644
OG0011920	Carub.0008s0684.1.p	Th2v29904
OG0011921	Carub.0004s2761.1.p	Th2v07077, Th2v18097
OG0011922	Carub.0003s0748.1.p	Th2v11525
OG0011923	Carub.0007s0784.1.p	Th2v02028
OG0011924	Carub.0007s2939.1.p	Th2v19550, Th2v25310
OG0011925	Carub.0006s0480.1.p	Th2v08789, Th2v20243
OG0011926	Carub.0003s2361.1.p	Th2v19428
OG0011927	Carub.0007s2455.1.p	Th2v29192
OG0011928	Carub.0008s0789.1.p	Th2v11493
OG0011929	Carub.0001s3593.1.p	Th2v10324, Th2v01246, Th2v26428
OG0011930	Carub.0001s0295.1.p	Th2v16178
OG0011931	Carub.0003s2708.1.p	Th2v25200, Th2v08535, Th2v08536
OG0011933	Carub.0003s1456.1.p	Th2v26026
OG0011934	Carub.0006s0501.1.p	Th2v20269
OG0011935	Carub.0001s2552.1.p	Th2v28260
OG0011936	Carub.0008s0779.1.p	Th2v11503
OG0011937	Carub.0001s2136.1.p	Th2v04151
OG0011938	Carub.0002s2012.1.p	Th2v05928, Th2v21047
OG0011939	Carub.0001s1065.1.p	Th2v20679
OG0011940	Carub.0007s0158.1.p	Th2v12693
OG0011941	Carub.0007s2068.1.p	Th2v04315
OG0011942	Carub.0003s0467.1.p	Th2v11194
OG0011943	Carub.0006s2256.1.p	Th2v21371
OG0011944	Carub.0004s0591.1.p	Th2v02006
OG0011945	Carub.0007s2036.1.p	Th2v04340
OG0011946	Carub.0003s2078.1.p	Th2v25480
OG0011947	Carub.0008s1171.1.p	Th2v09314
OG0011948	Carub.0007s2245.1.p	Th2v16559
OG0011950	Carub.0001s3822.1.p	Th2v26387, Th2v27722
OG0011951	Carub.0007s3007.1.p	Th2v08574, Th2v25241
OG0011953	Carub.0007s0255.1.p	Th2v12342
OG0011954	Carub.0005s2417.1.p	Th2v13170, Th2v25813
OG0011955	Carub.0001s2325.1.p	Th2v04032, Th2v30980
OG0011956	Carub.0005s1828.1.p	Th2v25762
OG0011957	Carub.0004s2010.1.p	Th2v06962, Th2v18198
OG0011958	Carub.0002s2725.1.p	Th2v23422
OG0011959	Carub.0007s2362.1.p	Th2v08066
OG0011960	Carub.0008s1228.1.p	Th2v09774
OG0011961	Carub.0005s1379.1.p	Th2v11918
OG0011962	Carub.0005s1744.1.p	Th2v14167, Th2v26717
OG0011963	Carub.0007s2378.1.p	Th2v27202
OG0011964	Carub.0001s3759.1.p	Th2v19092
OG0011965	Carub.0003s2512.1.p	Th2v19564, Th2v25368
OG0011966	Carub.0004s2859.1.p	Th2v27494
OG0011967	Carub.0008s0798.1.p	Th2v11483, Th2v26114
OG0011968	Carub.0007s3069.1.p	Th2v23531, Th2v29962
OG0011969	Carub.0001s1651.1.p	Th2v10090
OG0011970	Carub.0004s0556.1.p, Carub.0004s0555.1.p	Th2v01968
OG0011971	Carub.0003s1739.1.p	Th2v26051
OG0011972	Carub.0001s1193.1.p	Th2v04905
OG0011973	Carub.0004s1230.1.p	Th2v08189, Th2v15894
OG0011974	Carub.0004s2221.1.p	Th2v03385, Th2v22387
OG0011975	Carub.0006s1270.1.p	Th2v03515
OG0011977	Carub.0001s3628.1.p	Th2v11034
OG0011978	Carub.0001s0481.1.p	Th2v17488
OG0011979	Carub.0004s0844.1.p	Th2v25138
OG0011981	Carub.0008s2346.1.p	Th2v23988
OG0011982	Carub.0007s0140.1.p	Th2v12686
OG0011984	Carub.0003s0810.1.p	Th2v19903
OG0011985	Carub.0004s0893.1.p	Th2v07630, Th2v15663
OG0011987	Carub.0007s3695.1.p	Th2v06320, Th2v15018
OG0011988	Carub.0004s2960.1.p	Th2v12963, Th2v22661
OG0011989	Carub.0006s3062.1.p	Th2v04528, Th2v16778
OG0011990	Carub.0005s2057.1.p	Th2v16926
OG0011991	Carub.0001s0413.1.p	Th2v16054
OG0011992	Carub.0002s0160.1.p	Th2v20529
OG0011993	Carub.0002s2074.1.p	Th2v09897
OG0011995	Carub.0004s1654.1.p	Th2v21512
OG0011996	Carub.0002s1729.1.p	Th2v25702, Th2v31106
OG0011997	Carub.0004s0646.1.p	Th2v11929
OG0011998	Carub.0006s1892.1.p	Th2v18991
OG0012000	Carub.0008s0856.1.p	Th2v11424
OG0012001	Carub.0006s1166.1.p	Th2v08661
OG0012002	Carub.0004s1523.1.p	Th2v30157
OG0012003	Carub.0007s0638.1.p	Th2v02786
OG0012004	Carub.0008s2478.1.p	Th2v11822
OG0012005	Carub.0003s2064.1.p	Th2v29106
OG0012006	Carub.0001s3208.1.p	Th2v17125
OG0012007	Carub.0006s1954.1.p	Th2v17969
OG0012008	Carub.0006s2786.1.p	Th2v17155
OG0012009	Carub.0004s1949.1.p	Th2v16953
OG0012010	Carub.0002s0394.1.p	Th2v04964
OG0012011	Carub.0004s1915.1.p	Th2v03663
OG0012012	Carub.0008s2349.1.p	Th2v14010
OG0012013	Carub.0003s3135.1.p, Carub.0024s0005.1.p	Th2v19847
OG0012014	Carub.0001s3253.1.p	Th2v17146
OG0012015	Carub.0006s1875.1.p	Th2v18019, Th2v19004
OG0012016	Carub.0003s0442.1.p	Th2v25427
OG0012017	Carub.0005s1459.1.p	Th2v14052
OG0012019	Carub.0001s2616.1.p	Th2v01213
OG0012020	Carub.0002s2110.1.p	Th2v17739, Th2v22122
OG0012021	Carub.0004s0040.1.p	Th2v12565, Th2v02313
OG0012022	Carub.0008s1081.1.p	Th2v09372
OG0012023	Carub.0008s1713.1.p	Th2v09534
OG0012024	Carub.0001s4319.1.p	Th2v26080
OG0012025	Carub.0002s1138.1.p	Th2v00601
OG0012026	Carub.0001s1833.1.p	Th2v23462, Th2v23463
OG0012027	Carub.0008s0183.1.p	Th2v27249
OG0012028	Carub.0004s1913.1.p	Th2v16979
OG0012029	Carub.0003s1590.1.p	Th2v21929
OG0012030	Carub.0001s1893.1.p	Th2v19821
OG0012031	Carub.0006s0019.1.p	Th2v19881
OG0012032	Carub.0007s3166.1.p	Th2v19628, Th2v25227
OG0012033	Carub.0005s0880.1.p	Th2v29952
OG0012036	Carub.0003s0887.1.p	Th2v08891
OG0012037	Carub.0001s3381.1.p, Carub.0002s1356.1.p	Th2v19109
OG0012038	Carub.0005s1802.1.p	Th2v03741
OG0012039	Carub.0008s1722.1.p	Th2v09538
OG0012040	Carub.0003s1330.1.p	Th2v00964
OG0012041	Carub.0005s2257.1.p	Th2v22368
OG0012042	Carub.0007s0611.1.p	Th2v12020
OG0012043	Carub.0002s0934.1.p	Th2v00724
OG0012044	Carub.0001s1049.1.p	Th2v24442
OG0012045	Carub.0002s2164.1.p	Th2v20354
OG0012046	Carub.0008s1846.1.p	Th2v09627
OG0012047	Carub.0003s2138.1.p	Th2v00824
OG0012048	Carub.0005s1567.1.p	Th2v29470
OG0012049	Carub.0002s2116.1.p	Th2v09866
OG0012050	Carub.0007s0938.1.p	Th2v02095
OG0012051	Carub.0008s1040.1.p	Th2v29732
OG0012052	Carub.0005s0300.1.p	Th2v28735
OG0012053	Carub.0006s2654.1.p	Th2v28618, Th2v03829, Th2v28862
OG0012054	Carub.0005s1947.1.p	Th2v29289
OG0012055	Carub.0006s2545.1.p	Th2v11148
OG0012057	Carub.0004s2954.1.p	Th2v07231, Th2v27548
OG0012059	Carub.0005s1062.1.p	Th2v18872
OG0012060	Carub.0006s3494.1.p	Th2v16303
OG0012061	Carub.0006s2201.1.p	Th2v21337
OG0012062	Carub.0002s0418.1.p	Th2v04973
OG0012063	Carub.0001s2111.1.p	Th2v05705, Th2v20791
OG0012064	Carub.0007s1592.1.p	Th2v26853
OG0012065	Carub.0002s0487.1.p	Th2v27463
OG0012066	Carub.0007s3713.1.p	Th2v00461
OG0012067	Carub.0004s2173.1.p	Th2v06679, Th2v15378
OG0012068	Carub.0003s0627.1.p	Th2v08663
OG0012069	Carub.0007s1585.1.p	Th2v09343
OG0012070	Carub.0001s3767.1.p	Th2v23559
OG0012071	Carub.0007s3363.1.p	Th2v14778
OG0012072	Carub.0001s2226.1.p	Th2v21177
OG0012073	Carub.0001s3144.1.p	Th2v04635
OG0012074	Carub.0004s0573.1.p	Th2v01958
OG0012075	Carub.0003s1491.1.p	Th2v23785
OG0012076	Carub.0003s0600.1.p	Th2v14680
OG0012078	Carub.0002s2718.1.p	Th2v10222
OG0012079	Carub.0001s2621.1.p	Th2v26436
OG0012080	Carub.0003s2513.1.p	Th2v25299
OG0012081	Carub.0004s0859.1.p	Th2v08358
OG0012082	Carub.0004s0886.1.p	Th2v07624, Th2v15668
OG0012085	Carub.0001s2626.1.p	Th2v26442
OG0012086	Carub.0002s0803.1.p	Th2v00793, Th2v05111
OG0012087	Carub.0006s1997.1.p	Th2v17951
OG0012088	Carub.0005s1205.1.p	Th2v21189
OG0012089	Carub.0003s2814.1.p	Th2v02586, Th2v02659
OG0012090	Carub.0007s3129.1.p	Th2v19670
OG0012091	Carub.0007s0875.1.p	Th2v02070
OG0012092	Carub.0003s0384.1.p	Th2v19054
OG0012093	Carub.0002s1702.1.p	Th2v04027, Th2v25040
OG0012094	Carub.0007s2037.1.p	Th2v10760
OG0012095	Carub.0004s0111.1.p	Th2v02337
OG0012097	Carub.0001s2983.1.p	Th2v01436
OG0012098	Carub.0006s2803.1.p	Th2v04708, Th2v10938
OG0012101	Carub.0006s0058.1.p, Carub.0006s3456.1.p	Th2v07945
OG0012102	Carub.0002s1335.1.p	Th2v00493, Th2v06300, Th2v15000
OG0012103	Carub.0005s1175.1.p	Th2v27796
OG0012104	Carub.0006s0364.1.p	Th2v08882, Th2v20146
OG0012105	Carub.0001s3277.1.p	Th2v10951
OG0012106	Carub.0003s0684.1.p	Th2v11451, Th2v24796
OG0012107	Carub.0006s0526.1.p	Th2v20296
OG0012108	Carub.0002s2090.1.p	Th2v09883
OG0012109	Carub.0003s0816.1.p	Th2v19914
OG0012110	Carub.0008s1424.1.p	Th2v28328
OG0012111	Carub.0007s2846.1.p	Th2v19477, Th2v28785
OG0012112	Carub.0008s1843.1.p	Th2v09625
OG0012113	Carub.0007s0904.1.p	Th2v24438
OG0012114	Carub.0006s3563.1.p	Th2v16353
OG0012115	Carub.0005s0514.1.p	Th2v28494
OG0012116	Carub.0006s0623.1.p	Th2v24026
OG0012117	Carub.0008s0503.1.p	Th2v16113
OG0012118	Carub.0001s3814.1.p	Th2v27710, Th2v27712
OG0012119	Carub.0005s1773.1.p	Th2v13433
OG0012120	Carub.0003s1612.1.p	Th2v21908
OG0012121	Carub.0007s0768.1.p	Th2v11062
OG0012123	Carub.0005s2558.1.p	Th2v13286, Th2v25919
OG0012124	Carub.0001s0628.1.p	Th2v08238
OG0012125	Carub.0008s2268.1.p	Th2v13919
OG0012127	Carub.0006s1900.1.p	Th2v09194
OG0012128	Carub.0007s0783.1.p	Th2v11100
OG0012129	Carub.0003s0477.1.p	Th2v11199
OG0012130	Carub.0006s3426.1.p	Th2v27033
OG0012131	Carub.0004s1284.1.p	Th2v13055, Th2v22763
OG0012132	Carub.0001s0328.1.p	Th2v16140
OG0012133	Carub.0003s1403.1.p	Th2v06271, Th2v14972
OG0012134	Carub.0006s3394.1.p	Th2v27040
OG0012135	Carub.0004s1164.1.p	Th2v01133
OG0012136	Carub.0004s0155.1.p	Th2v12709
OG0012137	Carub.0003s2474.1.p	Th2v19538
OG0012138	Carub.0002s0477.1.p	Th2v04993
OG0012140	Carub.0002s1857.1.p	Th2v27910
OG0012141	Carub.0008s2385.1.p	Th2v09262, Th2v17384
OG0012142	Carub.0007s0556.1.p	Th2v02804
OG0012143	Carub.0006s2268.1.p	Th2v17423
OG0012144	Carub.0006s1238.1.p	Th2v27046
OG0012145	Carub.0001s1917.1.p	Th2v28044
OG0012146	Carub.0006s1248.1.p	Th2v23186
OG0012148	Carub.0004s0011.1.p	Th2v23443
OG0012149	Carub.0001s3247.1.p	Th2v04700, Th2v04701
OG0012150	Carub.0006s2249.1.p	Th2v29450
OG0012152	Carub.0006s0315.1.p	Th2v08816
OG0012153	Carub.0001s0592.1.p	Th2v08209
OG0012154	Carub.0004s2095.1.p	Th2v03549, Th2v29168
OG0012156	Carub.0004s3054.1.p	Th2v07286, Th2v30947
OG0012158	Carub.0008s1818.1.p	Th2v09607
OG0012160	Carub.0006s3215.1.p	Th2v10801
OG0012161	Carub.0007s1611.1.p	Th2v26833
OG0012162	Carub.0003s1674.1.p	Th2v18272
OG0012164	Carub.0003s2673.1.p	Th2v08564
OG0012165	Carub.0007s0339.1.p	Th2v02404
OG0012166	Carub.0007s1714.1.p	Th2v04593
OG0012167	Carub.0001s2723.1.p	Th2v01315
OG0012168	Carub.0001s0795.1.p	Th2v05150, Th2v06210, Th2v14913
OG0012169	Carub.0002s2408.1.p	Th2v02206
