Orthogroup	Capsella_rubella	Aethionema_arabicum
OG0011177	Carub.0008s1035.1.p	AA28G00016
OG0011178	Carub.0003s0540.1.p	AA10G00016
OG0011179	Carub.0003s1989.1.p	AA26G00668
OG0011180	Carub.0006s2318.1.p	AA12G00085
OG0011181	Carub.0008s1542.1.p	AA25G00051
OG0011182	Carub.0007s3194.1.p	AA27G00197
OG0011183	Carub.0007s1860.1.p	AA57G00464
OG0011184	Carub.0005s2524.1.p	AA21G00043, AA61G00270
OG0011186	Carub.0003s2083.1.p	AA53G00343, AA26G00749
OG0011187	Carub.0002s1569.1.p	AA39G00658
OG0011188	Carub.0006s0755.1.p	AA44G00186
OG0011189	Carub.0001s1648.1.p	AA37G00051
OG0011190	Carub.0008s2371.1.p	AA96G00082
OG0011191	Carub.0003s0620.1.p	AA29G00059
OG0011192	Carub.0005s0026.1.p	AA53G00612
OG0011193	Carub.0007s3215.1.p	AA27G00191
OG0011194	Carub.0001s1019.1.p	AA65G00127
OG0011195	Carub.0006s1227.1.p	AA40G00621
OG0011196	Carub.0006s3375.1.p	AA32G00345
OG0011197	Carub.0001s0803.1.p	AA129G00014
OG0011198	Carub.0006s1155.1.p	AA44G00547
OG0011199	Carub.0003s0693.1.p	AA29G00121
OG0011201	Carub.0006s1877.1.p	AA8G00143
OG0011202	Carub.0004s3039.1.p	AA21G00495
OG0011203	Carub.0008s2261.1.p	AA5G00111
OG0011204	Carub.0005s2107.1.p	AA246G00007
OG0011205	Carub.0003s2228.1.p	AA17G00023
OG0011206	Carub.0004s2227.1.p	AA29G00270
OG0011207	Carub.0006s3652.1.p	AA32G00030
OG0011209	Carub.0007s2470.1.p	AA53G00291
OG0011210	Carub.0003s0016.1.p	AA32G01192
OG0011211	Carub.0007s1873.1.p	AA57G00452
OG0011212	Carub.0001s0095.1.p	AA1G00054
OG0011213	Carub.0007s2571.1.p	AA715G00001
OG0011214	Carub.0008s1820.1.p	AA44G00619
OG0011215	Carub.0003s0147.1.p	AA10G00371
OG0011216	Carub.0005s2132.1.p	AA491G00001
OG0011217	Carub.0004s1118.1.p	AA32G00711
OG0011218	Carub.0005s2301.1.p	AA61G00098
OG0011219	Carub.0007s1998.1.p	AA57G00349
OG0011221	Carub.0004s2236.1.p	AA29G00262
OG0011222	Carub.0003s0965.1.p	AA93G00218
OG0011223	Carub.0004s0375.1.p	AA205G00004
OG0011226	Carub.0006s1066.1.p	AA44G00459
OG0011227	Carub.0008s0150.1.p	AA56G00038
OG0011229	Carub.0004s2573.1.p	AA21G00110
OG0011230	Carub.0008s1161.1.p	AA41G00013
OG0011232	Carub.0002s2740.1.p	AA89G00039
OG0011233	Carub.0003s2954.1.p	AA123G00068
OG0011234	Carub.0008s0187.1.p	AA56G00071
OG0011235	Carub.0008s2446.1.p	AA61G00093
OG0011236	Carub.0001s4228.1.p	AA15G00090
OG0011237	Carub.0003s1807.1.p	AA26G00502
OG0011239	Carub.0001s4308.1.p	AA15G00143, AA15G00142
OG0011240	Carub.0002s2660.1.p	AA31G00837
OG0011241	Carub.0001s1132.1.p	AA65G00215
OG0011242	Carub.0003s1679.1.p	AA26G00393
OG0011244	Carub.0004s0526.1.p	AA663G00004
OG0011246	Carub.0001s2491.1.p	AA39G00677
OG0011247	Carub.0001s1163.1.p	AA65G00242
OG0011248	Carub.0004s2625.1.p	AA21G00144
OG0011249	Carub.0008s1107.1.p	AA41G00057
OG0011250	Carub.0006s1253.1.p	AA40G00644
OG0011251	Carub.0005s0960.1.p	AA24G00015
OG0011252	Carub.0004s1480.1.p	AA102G00124
OG0011253	Carub.0001s3719.1.p	AA18G00214
OG0011254	Carub.0004s2539.1.p	AA21G00078
OG0011255	Carub.0001s0544.1.p	AA23G00008
OG0011256	Carub.0008s2837.1.p	AA8G00115
OG0011257	Carub.0007s2133.1.p	AA57G00233
OG0011258	Carub.0003s3189.1.p	AA33G00079
OG0011259	Carub.0006s3610.1.p	AA32G00129
OG0011261	Carub.0001s2103.1.p	AA39G00367
OG0011262	Carub.0002s1870.1.p	AA31G00118
OG0011264	Carub.0004s0253.1.p	AA46G00207
OG0011266	Carub.0006s1587.1.p	AA40G00343
OG0011267	Carub.0006s0042.1.p	AA19G00402
OG0011270	Carub.0008s1521.1.p	AA25G00027
OG0011271	Carub.0003s1373.1.p	AA26G00131
OG0011272	Carub.0007s2433.1.p	AA53G00261
OG0011273	Carub.0004s2451.1.p	AA32G01005
OG0011274	Carub.0006s1304.1.p	AA40G00594
OG0011275	Carub.0001s2602.1.p	AA39G00804
OG0011276	Carub.0007s1247.1.p	AA228G00010
OG0011277	Carub.0002s0673.1.p	AA59G00010, AA160G00006
OG0011278	Carub.0003s1444.1.p	AA26G00193
OG0011279	Carub.0001s2494.1.p	AA39G00680
OG0011280	Carub.0007s3743.1.p	AA27G00025
OG0011281	Carub.0008s2716.1.p	AA4G00335
OG0011282	Carub.0004s2278.1.p	AA29G00224
OG0011283	Carub.0003s3382.1.p	AA33G00236
OG0011284	Carub.0006s1924.1.p	AA8G00194
OG0011285	Carub.0001s1130.1.p	AA65G00213
OG0011286	Carub.0005s1887.1.p	AA18G00049
OG0011287	Carub.0003s1600.1.p	AA26G00328
OG0011288	Carub.0005s2480.1.p	AA61G00233
OG0011289	Carub.0005s2210.1.p	AA61G00028
OG0011290	Carub.0003s1516.1.p	AA26G00256
OG0011291	Carub.0001s2853.1.p	AA54G00426
OG0011293	Carub.0005s1516.1.p	AA96G00147
OG0011294	Carub.0002s2634.1.p	AA31G00811
OG0011295	Carub.0003s0386.1.p, Carub.0002s1030.1.p	AA10G00148
OG0011296	Carub.0008s1853.1.p	AA44G00593
OG0011298	Carub.0001s4187.1.p	AA15G00064
OG0011299	Carub.0007s3113.1.p	AA43G00033
OG0011300	Carub.0001s1691.1.p	AA39G00019
OG0011301	Carub.0006s0111.1.p	AA19G00313
OG0011302	Carub.0002s0025.1.p	AA53G01299
OG0011303	Carub.0006s0449.1.p	AA35G00066
OG0011305	Carub.0006s2148.1.p	AA5G00253
OG0011307	Carub.0001s4207.1.p	AA15G00074
OG0011308	Carub.0005s1290.1.p	AA16G00034
OG0011309	Carub.0008s0889.1.p	AA191G00004
OG0011311	Carub.0008s1230.1.p	AA55G00033
OG0011312	Carub.0001s4410.1.p	AA15G00268
OG0011313	Carub.0007s1683.1.p	AA39G00813
OG0011314	Carub.0004s2386.1.p	AA19G00460
OG0011315	Carub.0006s3398.1.p, Carub.0003s1288.1.p	AA26G00063
OG0011316	Carub.0006s1472.1.p	AA40G00459
OG0011317	Carub.0004s2239.1.p	AA29G00260
OG0011318	Carub.0007s0065.1.p	AA20G00059
OG0011319	Carub.0001s2561.1.p	AA39G00735
OG0011320	Carub.0007s1273.1.p	AA820G00003
OG0011321	Carub.0001s2000.1.p	AA39G00293
OG0011322	Carub.0001s0374.1.p	AA19G00099
OG0011323	Carub.0007s1149.1.p	AA102G00054
OG0011324	Carub.0001s2365.1.p	AA39G00583
OG0011325	Carub.0007s0724.1.p	AA1208G00001
OG0011326	Carub.0006s2099.1.p	AA5G00212
OG0011327	Carub.0001s2245.1.p	AA39G00491, AA69G00008
OG0011330	Carub.0001s1935.1.p	AA39G00246
OG0011331	Carub.0001s1387.1.p	AA14G00022
OG0011332	Carub.0008s1920.1.p	AA198G00035
OG0011333	Carub.0008s1967.1.p	AA1G00156
OG0011334	Carub.0001s3605.1.p	AA253G00004
OG0011335	Carub.0006s3626.1.p	AA32G00117
OG0011337	Carub.0001s0641.1.p	AA32G00713
OG0011338	Carub.0001s3999.1.p, Carub.0001s4000.1.p	AA2G00077
OG0011339	Carub.0004s2024.1.p	AA255G00005
OG0011340	Carub.0001s1500.1.p	AA37G00196
OG0011341	Carub.0001s3073.1.p	AA53G00221
OG0011342	Carub.0003s1012.1.p	AA93G00279
OG0011343	Carub.0008s0194.1.p	AA56G00080
OG0011344	Carub.0007s2722.1.p	AA87G00223
OG0011345	Carub.0003s3449.1.p	AA33G00287
OG0011346	Carub.0003s3394.1.p	AA33G00244
OG0011347	Carub.0007s3515.1.p	AA87G00123
OG0011348	Carub.0004s2049.1.p	AA68G00048
OG0011349	Carub.0002s0275.1.p	AA26G00729
OG0011351	Carub.0001s4397.1.p	AA15G00209
OG0011352	Carub.0008s0837.1.p	AA87G00008
OG0011353	Carub.0006s2000.1.p	AA8G00252
OG0011354	Carub.0004s2459.1.p	AA21G00009
OG0011355	Carub.0004s1847.1.p	AA60G00128
OG0011356	Carub.0004s2446.1.p	AA21G00019
OG0011358	Carub.0007s0032.1.p	AA20G00105
OG0011360	Carub.0006s1061.1.p	AA44G00455
OG0011361	Carub.0001s2693.1.p	AA361G00005
OG0011362	Carub.0005s1017.1.p	AA24G00055
OG0011363	Carub.0006s0731.1.p	AA44G00164
OG0011364	Carub.0005s1903.1.p	AA18G00034
OG0011365	Carub.0007s2448.1.p	AA53G00277
OG0011366	Carub.0006s2507.1.p	AA44G00562
OG0011368	Carub.0004s0569.1.p	AA32G01070
OG0011369	Carub.0008s0990.1.p	AA143G00002
OG0011370	Carub.0003s0293.1.p	AA10G00229
OG0011371	Carub.0005s1970.1.p	AA36G00033
OG0011372	Carub.0006s3288.1.p	AA6G00246
OG0011373	Carub.0005s1753.1.p	AA13G00014
OG0011377	Carub.0007s2172.1.p	AA57G00211
OG0011378	Carub.0008s2296.1.p	AA5G00084
OG0011379	Carub.0003s3256.1.p	AA33G00136
OG0011380	Carub.0005s1472.1.p	AA96G00114
OG0011381	Carub.0006s3137.1.p	AA6G00322
OG0011382	Carub.0001s1649.1.p	AA37G00050
OG0011383	Carub.0004s0172.1.p	AA46G00143
OG0011384	Carub.0005s3010.1.p	AA61G00683
OG0011385	Carub.0008s0920.1.p	AA58G00004
OG0011386	Carub.0003s0185.1.p	AA10G00338
OG0011387	Carub.0005s2817.1.p	AA21G00343
OG0011388	Carub.0004s2823.1.p	AA21G00295
OG0011390	Carub.0008s1225.1.p	AA55G00038
OG0011391	Carub.0006s3570.1.p	AA32G00195
OG0011392	Carub.0001s0353.1.p	AA19G00116
OG0011393	Carub.0007s1513.1.p	AA81G00020
OG0011394	Carub.0004s2378.1.p	AA19G00447
OG0011397	Carub.0004s2622.1.p	AA21G00141
OG0011398	Carub.0001s1357.1.p	AA53G00760
OG0011399	Carub.0007s2847.1.p	AA87G00342
OG0011400	Carub.0013s0010.1.p, Carub.0008s2506.1.p	AA4G00162
OG0011402	Carub.0004s1501.1.p	AA32G00450
OG0011403	Carub.0008s0934.1.p	AA58G00031
OG0011404	Carub.0001s2806.1.p	AA54G00398
OG0011405	Carub.0005s2940.1.p	AA61G00613
OG0011406	Carub.0005s2861.1.p	AA61G00544
OG0011407	Carub.0005s2072.1.p	AA371G00007
OG0011409	Carub.0003s0152.1.p	AA10G00367
OG0011410	Carub.0003s1982.1.p	AA26G00663
OG0011411	Carub.0008s0885.1.p	AA354G00001
OG0011412	Carub.0006s0506.1.p	AA105G00037
OG0011413	Carub.0006s0464.1.p	AA35G00077
OG0011414	Carub.0005s3016.1.p	AA61G00689
OG0011415	Carub.0006s1775.1.p	AA71G00013, AA31G00525, AA71G00012
OG0011417	Carub.0003s1733.1.p	AA26G00434
OG0011418	Carub.0002s2227.1.p	AA31G00415
OG0011419	Carub.0003s1754.1.p	AA26G00457
OG0011421	Carub.0001s1976.1.p	AA39G00276
OG0011422	Carub.0005s2056.1.p	AA124G00006
OG0011423	Carub.0007s3132.1.p	AA946G00002
OG0011424	Carub.0008s0042.1.p	AA251G00003
OG0011425	Carub.0003s0172.1.p	AA10G00351
OG0011426	Carub.0006s0494.1.p	AA105G00029
OG0011427	Carub.0006s0707.1.p	AA44G00143
OG0011428	Carub.0001s2107.1.p	AA39G00371
OG0011429	Carub.0007s2004.1.p	AA57G00343
OG0011430	Carub.0004s3068.1.p, Carub.0004s1384.1.p	AA32G00525
OG0011432	Carub.0003s1514.1.p	AA26G00254
OG0011434	Carub.0008s2418.1.p	AA4G00078
OG0011437	Carub.0001s2576.1.p	AA39G00763
OG0011438	Carub.0008s1015.1.p	AA993G00001
OG0011439	Carub.0006s2380.1.p	AA12G00140
OG0011440	Carub.0004s1393.1.p	AA32G00519
OG0011441	Carub.0005s1711.1.p	AA13G00044
OG0011442	Carub.0006s2458.1.p	AA40G00140
OG0011443	Carub.0003s2027.1.p	AA26G00701
OG0011445	Carub.0006s0920.1.p	AA44G00334
OG0011446	Carub.0001s3800.1.p	AA2G00048
OG0011447	Carub.0005s2277.1.p	AA61G00080
OG0011448	Carub.0005s2071.1.p	AA1147G00001
OG0011449	Carub.0005s2385.1.p	AA61G00171
OG0011451	Carub.0007s2920.1.p	AA166G00012
OG0011452	Carub.0002s2514.1.p	AA31G00156
OG0011453	Carub.0005s1441.1.p	AA4G00048, AA96G00087
OG0011455	Carub.0003s2384.1.p	AA17G00145
OG0011456	Carub.0001s2376.1.p	AA39G00589
OG0011457	Carub.0003s0438.1.p	AA10G00110
OG0011458	Carub.0001s1816.1.p	AA39G00137
OG0011459	Carub.0003s2670.1.p	AA29G00060
OG0011460	Carub.0005s0162.1.p	AA53G00716
OG0011461	Carub.0002s0541.1.p	AA53G00445
OG0011464	Carub.0002s2091.1.p	AA31G00532
OG0011465	Carub.0002s0857.1.p	AA53G00389
OG0011466	Carub.0006s0018.1.p	AA19G00424
OG0011467	Carub.0002s1388.1.p	AA122G00003
OG0011468	Carub.0005s2139.1.p	AA216G00003
OG0011469	Carub.0008s0031.1.p	AA129G00009
OG0011470	Carub.0006s3351.1.p	AA32G00359
OG0011471	Carub.0008s1868.1.p	AA44G00578
OG0011472	Carub.0001s0394.1.p	AA19G00084
OG0011473	Carub.0005s0190.1.p	AA53G00737
OG0011474	Carub.0006s3171.1.p	AA6G00306
OG0011475	Carub.0001s3865.1.p	AA2G00080
OG0011476	Carub.0008s2707.1.p	AA4G00326
OG0011477	Carub.0003s2979.1.p	AA123G00056
OG0011478	Carub.0006s2689.1.p	AA43G00085
OG0011479	Carub.0004s1917.1.p	AA60G00054
OG0011480	Carub.0007s3348.1.p	AA87G00028
OG0011481	Carub.0005s0191.1.p	AA53G00738
OG0011482	Carub.0005s2460.1.p	AA61G00216
OG0011483	Carub.0001s2862.1.p	AA18G00123, AA30G00002
OG0011484	Carub.0008s1885.1.p	AA198G00008
OG0011485	Carub.0006s1064.1.p	AA44G00461
OG0011486	Carub.0003s0666.1.p	AA29G00100
OG0011487	Carub.0001s0418.1.p	AA19G00067, AA19G00065
OG0011488	Carub.0008s0625.1.p	AA3G00214
OG0011489	Carub.0002s1942.1.p	AA31G00684, AA31G00680
OG0011491	Carub.0002s1926.1.p	AA31G00700
OG0011492	Carub.0002s2312.1.p	AA31G00342
OG0011493	Carub.0008s2466.1.p	AA8G00351
OG0011494	Carub.0003s1259.1.p	AA26G00041
OG0011495	Carub.0004s2293.1.p	AA93G00064
OG0011496	Carub.0005s1916.1.p	AA18G00030
OG0011497	Carub.0007s2175.1.p	AA57G00207
OG0011498	Carub.0007s0054.1.p	AA20G00070
OG0011499	Carub.0001s1850.1.p	AA6G00186, AA39G00173
OG0011500	Carub.0004s1932.1.p	AA60G00034
OG0011501	Carub.0008s2396.1.p	AA4G00055
OG0011502	Carub.0006s2360.1.p	AA12G00127
OG0011503	Carub.0003s3332.1.p	AA33G00198
OG0011504	Carub.0003s3388.1.p	AA33G00241
OG0011505	Carub.0007s0849.1.p	AA48G00020
OG0011506	Carub.0002s1152.1.p	AA53G01153
OG0011507	Carub.0001s1157.1.p	AA65G00239
OG0011509	Carub.0002s1720.1.p	AA54G00295
OG0011510	Carub.0001s0419.1.p	AA19G00069
OG0011511	Carub.0008s0285.1.p	AA6G00064
OG0011512	Carub.0003s1747.1.p	AA26G00449
OG0011513	Carub.0007s1590.1.p	AA131G00013
OG0011514	Carub.0008s2217.1.p	AA5G00144
OG0011516	Carub.0003s1132.1.p	AA341G00003
OG0011517	Carub.0005s0755.1.p	AA53G01086
OG0011519	Carub.0001s0083.1.p	AA1G00081
OG0011520	Carub.0007s1657.1.p	AA31G00033
OG0011521	Carub.0007s0788.1.p	AA121G00007
OG0011522	Carub.0004s2481.1.p	AA21G00039
OG0011523	Carub.0007s2734.1.p	AA87G00240
OG0011524	Carub.0006s1783.1.p	AA7G00113
OG0011525	Carub.0008s0030.1.p	AA129G00010
OG0011526	Carub.0001s3527.1.p	AA76G00010
OG0011527	Carub.0001s1502.1.p	AA37G00195
OG0011528	Carub.0002s1670.1.p	AA38G00086
OG0011529	Carub.0004s0881.1.p	AA32G00896
OG0011530	Carub.0006s3454.1.p	AA32G00288
OG0011531	Carub.0005s2435.1.p	AA61G00203
OG0011532	Carub.0005s2520.1.p	AA61G00266
OG0011533	Carub.0002s1566.1.p	AA73G00006
OG0011534	Carub.0004s0725.1.p	AA32G00983
OG0011535	Carub.0008s0001.1.p	AA61G00502
OG0011536	Carub.0008s1085.1.p	AA75G00038
OG0011537	Carub.0003s2695.1.p	AA50G00033
OG0011538	Carub.0004s2398.1.p	AA19G00470
OG0011540	Carub.0008s2763.1.p	AA8G00038
OG0011541	Carub.0005s0459.1.p	AA53G00873
OG0011542	Carub.0008s1661.1.p	AA25G00161
OG0011543	Carub.0003s1343.1.p	AA26G00104
OG0011544	Carub.0001s2122.1.p	AA39G00383
OG0011546	Carub.0003s3373.1.p	AA33G00226
OG0011547	Carub.0001s3812.1.p	AA2G00036
OG0011548	Carub.0003s0844.1.p	AA93G00099
OG0011549	Carub.0008s2168.1.p	AA5G00178
OG0011550	Carub.0006s1169.1.p	AA172G00004
OG0011551	Carub.0005s1840.1.p	AA18G00084
OG0011553	Carub.0001s3315.1.p	AA54G00099
OG0011554	Carub.0007s0726.1.p	AA803G00001
OG0011556	Carub.0005s2010.1.p	AA60G00040
OG0011557	Carub.0007s0609.1.p	AA118G00007
OG0011558	Carub.0008s0107.1.p	AA222G00001, AA56G00001
OG0011559	Carub.0008s1801.1.p	AA44G00642
OG0011560	Carub.0007s1342.1.p	AA32G01097
OG0011561	Carub.0002s2020.1.p	AA31G00608
OG0011562	Carub.0006s1091.1.p	AA44G00485
OG0011563	Carub.0004s0854.1.p	AA32G00908
OG0011564	Carub.0005s2604.1.p	AA61G00321
OG0011566	Carub.0007s3576.1.p	AA87G00172
OG0011567	Carub.0007s3088.1.p	AA867G00001
OG0011568	Carub.0001s1961.1.p	AA39G00265
OG0011569	Carub.0006s1972.1.p	AA8G00246
OG0011570	Carub.0001s3104.1.p	AA53G00253
OG0011571	Carub.0005s2712.1.p	AA21G00239, AA61G00402
OG0011572	Carub.0001s2487.1.p	AA39G00673
OG0011576	Carub.0006s0481.1.p	AA105G00018
OG0011577	Carub.0004s0112.1.p, Carub.0004s2365.1.p	AA10G00483
OG0011579	Carub.0013s0005.1.p	AA378G00001
OG0011580	Carub.0007s3466.1.p	AA87G00085
OG0011581	Carub.0008s1822.1.p	AA44G00617
OG0011583	Carub.0001s0930.1.p	AA65G00050
OG0011584	Carub.0001s0887.1.p	AA42G00002
OG0011585	Carub.0005s2157.1.p	AA91G00003
OG0011587	Carub.0004s0017.1.p	AA46G00032
OG0011588	Carub.0008s1313.1.p	AA77G00025
OG0011589	Carub.0007s1702.1.p	AA54G00236
OG0011591	Carub.0007s0033.1.p	AA20G00106
OG0011592	Carub.0005s0651.1.p	AA53G01031
OG0011595	Carub.0004s1020.1.p	AA32G00757
OG0011596	Carub.0002s0201.1.p	AA53G01391
OG0011597	Carub.0005s2505.1.p	AA61G00253
OG0011598	Carub.0002s0075.1.p	AA53G01330
OG0011599	Carub.0008s0685.1.p	AA3G00185
OG0011600	Carub.0003s2628.1.p	AA61G00327
OG0011601	Carub.0004s3058.1.p	AA21G00545
OG0011602	Carub.0003s2432.1.p	AA78G00002, AA78G00006
OG0011604	Carub.0002s1933.1.p	AA31G00693
OG0011605	Carub.0004s1684.1.p	AA9G00076
OG0011606	Carub.0003s1170.1.p	AA252G00003
OG0011607	Carub.0007s2417.1.p	AA57G00006
OG0011608	Carub.0003s2358.1.p	AA57G00131
OG0011609	Carub.0004s0003.1.p	AA20G00080
OG0011610	Carub.0005s2211.1.p	AA61G00029
OG0011612	Carub.0001s4267.1.p	AA15G00119
OG0011613	Carub.0002s0335.1.p	AA53G00568
OG0011614	Carub.0005s1278.1.p	AA16G00046
OG0011615	Carub.0001s1291.1.p	AA65G00341
OG0011616	Carub.0003s0054.1.p	AA32G01157
OG0011617	Carub.0006s1914.1.p	AA8G00184
OG0011618	Carub.0007s0136.1.p	AA20G00002
OG0011619	Carub.0004s3027.1.p	AA21G00482
OG0011620	Carub.0005s0719.1.p	AA53G01058
OG0011621	Carub.0005s2465.1.p	AA61G00220
OG0011622	Carub.0004s2037.1.p	AA4G00136
OG0011623	Carub.0006s0492.1.p, Carub.0006s0493.1.p	AA105G00028
OG0011624	Carub.0004s1968.1.p	AA1529G00001
OG0011625	Carub.0003s2391.1.p, Carub.0003s2390.1.p	AA2G00003
OG0011628	Carub.0003s0732.1.p	AA29G00159
OG0011630	Carub.0003s1234.1.p	AA26G00021
OG0011631	Carub.0002s2103.1.p	AA31G00520
OG0011632	Carub.0006s1311.1.p	AA40G00588
OG0011633	Carub.0004s3024.1.p	AA21G00477
OG0011634	Carub.0001s3917.1.p	AA2G00116
OG0011635	Carub.0002s2187.1.p	AA31G00447
OG0011636	Carub.0012s0016.1.p	AA53G01248
OG0011637	Carub.0003s0613.1.p	AA29G00054, AA29G00053
OG0011638	Carub.0002s2173.1.p	AA31G00458
OG0011639	Carub.0008s0535.1.p	AA32G00439
OG0011640	Carub.0006s2700.1.p	AA43G00103
OG0011641	Carub.0007s2583.1.p	AA18G00155
OG0011642	Carub.0007s1443.1.p	AA10G00474
OG0011643	Carub.0004s1556.1.p	AA43G00004
OG0011644	Carub.0006s0737.1.p	AA44G00171
OG0011645	Carub.0006s1975.1.p	AA8G00248
OG0011646	Carub.0007s1933.1.p	AA57G00396
OG0011647	Carub.0005s1005.1.p	AA24G00049
OG0011648	Carub.0007s2474.1.p	AA53G00294
OG0011649	Carub.0006s2858.1.p	AA3G00137
OG0011650	Carub.0006s3484.1.p	AA32G00264
OG0011651	Carub.0008s1254.1.p	AA55G00008
OG0011652	Carub.0004s1327.1.p	AA32G00552
OG0011653	Carub.0008s2526.1.p	AA4G00186
OG0011654	Carub.0004s1875.1.p	AA60G00099
OG0011656	Carub.0002s2658.1.p	AA31G00835
OG0011657	Carub.0008s1910.1.p	AA198G00028
OG0011658	Carub.0008s2123.1.p	AA8G00327
OG0011659	Carub.0001s1909.1.p	AA39G00228
OG0011660	Carub.0005s2704.1.p	AA61G00394
OG0011661	Carub.0007s1738.1.p	AA54G00265
OG0011662	Carub.0001s0023.1.p	AA1G00117
OG0011663	Carub.0001s4146.1.p	AA15G00042
OG0011664	Carub.0006s0321.1.p	AA19G00176
OG0011665	Carub.0004s0770.1.p	AA32G00946
OG0011666	Carub.0006s0947.1.p	AA44G00356
OG0011667	Carub.0004s2930.1.p	AA21G00390
OG0011668	Carub.0001s2664.1.p	AA155G00006
OG0011669	Carub.0008s1643.1.p	AA25G00144
OG0011670	Carub.0001s3133.1.p	AA54G00203
OG0011671	Carub.0001s3095.1.p	AA53G00240
OG0011673	Carub.0004s2071.1.p	AA60G00207
OG0011674	Carub.0008s0423.1.p	AA32G00361
OG0011675	Carub.0003s3370.1.p	AA33G00224
OG0011676	Carub.0004s0528.1.p	AA54G00383
OG0011677	Carub.0001s1781.1.p	AA39G00108
OG0011678	Carub.0003s1336.1.p	AA26G00100
OG0011679	Carub.0004s2376.1.p	AA19G00445
OG0011680	Carub.0003s1031.1.p	AA63G00051
OG0011681	Carub.0006s3559.1.p	AA32G00202
OG0011682	Carub.0004s1959.1.p	AA60G00001
OG0011683	Carub.0001s3059.1.p	AA53G00214
OG0011685	Carub.0001s0652.1.p	AA90G00025
OG0011686	Carub.0001s2455.1.p	AA39G00647
OG0011687	Carub.0002s0454.1.p	AA53G00499
OG0011688	Carub.0005s0082.1.p	AA53G00665
OG0011689	Carub.0008s2504.1.p	AA4G00160
OG0011690	Carub.0007s2543.1.p	AA18G00186
OG0011691	Carub.0008s1772.1.p	AA44G00665
OG0011692	Carub.0007s0829.1.p	AA324G00004
OG0011693	Carub.0003s0916.1.p	AA93G00178
OG0011694	Carub.0002s2688.1.p	AA37G00160
OG0011695	Carub.0002s0912.1.p	AA53G00351
OG0011696	Carub.0001s2956.1.p	AA79G00043
OG0011697	Carub.0001s2029.1.p	AA39G00312
OG0011698	Carub.0001s0424.1.p	AA19G00049
OG0011699	Carub.0006s0104.1.p	AA19G00318
OG0011700	Carub.0005s1743.1.p	AA13G00022
OG0011701	Carub.0007s2536.1.p	AA18G00192
OG0011702	Carub.0007s0925.1.p	AA102G00282
OG0011703	Carub.0001s0415.1.p	AA19G00061
OG0011704	Carub.0003s0373.1.p	AA10G00159
OG0011705	Carub.0007s3137.1.p	AA487G00004
OG0011706	Carub.0001s1944.1.p	AA39G00255
OG0011707	Carub.0006s1177.1.p	AA8G00285
OG0011708	Carub.0003s1240.1.p	AA26G00026
OG0011709	Carub.0006s3468.1.p	AA32G00275
OG0011710	Carub.0001s0472.1.p	AA4G00009
OG0011711	Carub.0008s2088.1.p	AA8G00348
OG0011713	Carub.0003s1135.1.p	AA219G00007, AA64G00002
OG0011714	Carub.0007s1303.1.p	AA143G00010, AA143G00009
OG0011715	Carub.0003s3123.1.p	AA683G00002
OG0011716	Carub.0001s2124.1.p	AA39G00385
OG0011717	Carub.0008s2471.1.p	AA4G00128
OG0011718	Carub.0003s0277.1.p	AA10G00245
OG0011719	Carub.0006s2291.1.p	AA12G00063
OG0011720	Carub.0006s1407.1.p	AA40G00513
OG0011721	Carub.0002s1855.1.p	AA31G00103
OG0011722	Carub.0005s1442.1.p	AA96G00088
OG0011723	Carub.0003s0038.1.p	AA32G01172
OG0011724	Carub.0007s3123.1.p	AA78G00009
OG0011725	Carub.0001s1769.1.p	AA39G00119
OG0011726	Carub.0003s0048.1.p	AA32G01163
OG0011727	Carub.0006s0314.1.p	AA19G00182
OG0011728	Carub.0008s2599.1.p	AA4G00245
OG0011730	Carub.0001s3376.1.p	AA54G00075
OG0011731	Carub.0005s1745.1.p	AA13G00020
OG0011732	Carub.0005s0927.1.p	AA24G00003
OG0011733	Carub.0007s1504.1.p	AA81G00028
OG0011734	Carub.0008s0712.1.p	AA3G00172
OG0011735	Carub.0004s1632.1.p	AA18G00117
OG0011736	Carub.0003s3177.1.p	AA33G00069
OG0011737	Carub.0008s2830.1.p	AA8G00106
OG0011738	Carub.0005s1477.1.p	AA96G00119
OG0011739	Carub.0003s0362.1.p	AA10G00171
OG0011740	Carub.0006s0160.1.p	AA19G00277
OG0011741	Carub.0004s1682.1.p	AA9G00074
OG0011743	Carub.0008s2487.1.p	AA4G00143
OG0011744	Carub.0006s2215.1.p	AA12G00003
OG0011745	Carub.0004s0704.1.p	AA32G00990
OG0011746	Carub.0007s1640.1.p	AA31G00019
OG0011748	Carub.0003s1097.1.p	AA52G00036
OG0011749	Carub.0008s1186.1.p	AA55G00061
OG0011750	Carub.0005s1813.1.p	AA771G00001
OG0011751	Carub.0001s0768.1.p	AA269G00001
OG0011752	Carub.0005s2877.1.p	AA61G00555
OG0011753	Carub.0003s1187.1.p	AA81G00010
OG0011754	Carub.0008s0489.1.p	AA53G00491
OG0011756	Carub.0002s1969.1.p	AA31G00652
OG0011758	Carub.0003s0988.1.p	AA93G00246
OG0011759	Carub.0003s1731.1.p	AA26G00432
OG0011761	Carub.0006s2414.1.p	AA40G00169
OG0011762	Carub.0006s3112.1.p	AA6G00338
OG0011763	Carub.0007s3581.1.p	AA87G00175
OG0011765	Carub.0003s2108.1.p, Carub.0003s2105.1.p	AA26G00766
