Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0016165	Carub.0003s0247.1.p	EUTSA_v10020144mg
OG0016166	Carub.0001s1819.1.p	EUTSA_v10006990mg
OG0016167	Carub.0004s0888.1.p	EUTSA_v10017338mg
OG0016169	Carub.0008s2673.1.p	EUTSA_v10004770mg
OG0016170	Carub.0004s2432.1.p	EUTSA_v10000260mg
OG0016171	Carub.0008s1342.1.p	EUTSA_v10013960mg
OG0016172	Carub.0007s2369.1.p	EUTSA_v10025673mg
OG0016173	Carub.0001s0003.1.p	EUTSA_v10007383mg
OG0016174	Carub.0008s1953.1.p	EUTSA_v10015500mg
OG0016176	Carub.0001s0819.1.p	EUTSA_v10006571mg, EUTSA_v10015727mg
OG0016178	Carub.0001s3166.1.p	EUTSA_v10008489mg
OG0016179	Carub.0001s2221.1.p	EUTSA_v10009167mg
OG0016180	Carub.0001s0232.1.p	EUTSA_v10008478mg
OG0016181	Carub.0005s1058.1.p	EUTSA_v10002852mg
OG0016182	Carub.0005s0468.1.p	EUTSA_v10004102mg
OG0016183	Carub.0002s2441.1.p	EUTSA_v10014264mg
OG0016184	Carub.0007s1029.1.p	EUTSA_v10024769mg
OG0016186	Carub.0007s0978.1.p	EUTSA_v10024548mg
OG0016187	Carub.0001s2577.1.p	EUTSA_v10009719mg
OG0016188	Carub.0002s0643.1.p	EUTSA_v10009400mg
OG0016189	Carub.0002s0859.1.p	EUTSA_v10023555mg
OG0016190	Carub.0008s0849.1.p	EUTSA_v10003630mg
OG0016191	Carub.0003s0138.1.p	EUTSA_v10019869mg
OG0016192	Carub.0005s2651.1.p	EUTSA_v10006460mg
OG0016194	Carub.0004s1329.1.p	EUTSA_v10016151mg
OG0016195	Carub.0001s3742.1.p	EUTSA_v10012201mg
OG0016196	Carub.0008s1212.1.p	EUTSA_v10013712mg
OG0016197	Carub.0003s1437.1.p	EUTSA_v10022020mg
OG0016198	Carub.0002s0091.1.p	EUTSA_v10023488mg
OG0016200	Carub.0001s2874.1.p	EUTSA_v10009012mg
OG0016201	Carub.0005s2189.1.p	EUTSA_v10010565mg
OG0016203	Carub.0008s1251.1.p	EUTSA_v10012763mg
OG0016204	Carub.0006s3390.1.p	EUTSA_v10029006mg
OG0016205	Carub.0007s1201.1.p	EUTSA_v10024302mg
OG0016207	Carub.0008s1970.1.p	EUTSA_v10013139mg
OG0016208	Carub.0007s0370.1.p	EUTSA_v10024305mg
OG0016209	Carub.0001s0030.1.p	EUTSA_v10008970mg
OG0016211	Carub.0003s0587.1.p	EUTSA_v10020626mg
OG0016212	Carub.0002s1580.1.p	EUTSA_v10018935mg
OG0016213	Carub.0004s1072.1.p	EUTSA_v10016370mg
OG0016214	Carub.0005s0243.1.p	EUTSA_v10005386mg
OG0016215	Carub.0002s2239.1.p	EUTSA_v10019439mg
OG0016216	Carub.0001s2495.1.p	EUTSA_v10007653mg
OG0016218	Carub.0008s2754.1.p	EUTSA_v10003673mg
OG0016219	Carub.0004s0550.1.p	EUTSA_v10000005mg
OG0016220	Carub.0001s3351.1.p	EUTSA_v10001873mg
OG0016221	Carub.0005s1159.1.p	EUTSA_v10002577mg
OG0016222	Carub.0001s0962.1.p	EUTSA_v10008760mg
OG0016223	Carub.0003s1194.1.p	EUTSA_v10019927mg
OG0016224	Carub.0007s1573.1.p	EUTSA_v10026032mg
OG0016227	Carub.0005s0906.1.p	EUTSA_v10002415mg
OG0016228	Carub.0006s1261.1.p	EUTSA_v10013004mg
OG0016230	Carub.0003s2147.1.p	EUTSA_v10021237mg
OG0016231	Carub.0004s0953.1.p	EUTSA_v10017710mg
OG0016232	Carub.0003s1279.1.p	EUTSA_v10021458mg
OG0016233	Carub.0007s0036.1.p	EUTSA_v10025111mg
OG0016234	Carub.0002s0226.1.p	EUTSA_v10023806mg
OG0016235	Carub.0001s2981.1.p	EUTSA_v10006954mg
OG0016236	Carub.0008s0298.1.p	EUTSA_v10003422mg, EUTSA_v10001134mg
OG0016238	Carub.0001s3153.1.p	EUTSA_v10009865mg
OG0016239	Carub.0004s0180.1.p	EUTSA_v10000402mg
OG0016240	Carub.0005s0838.1.p	EUTSA_v10005671mg
OG0016241	Carub.0005s1621.1.p	EUTSA_v10010562mg
OG0016242	Carub.0002s0617.1.p	EUTSA_v10023244mg
OG0016243	Carub.0007s2504.1.p	EUTSA_v10026833mg
OG0016244	Carub.0001s0844.1.p	EUTSA_v10008886mg
OG0016245	Carub.0003s0713.1.p	EUTSA_v10021850mg
OG0016246	Carub.0001s1767.1.p	EUTSA_v10007935mg
OG0016247	Carub.0007s1195.1.p	EUTSA_v10026608mg
OG0016248	Carub.0008s1166.1.p	EUTSA_v10012441mg
OG0016249	Carub.0005s1315.1.p	EUTSA_v10010300mg
OG0016250	Carub.0007s0877.1.p	EUTSA_v10025950mg
OG0016251	Carub.0001s0012.1.p	EUTSA_v10008126mg
OG0016252	Carub.0005s1786.1.p	EUTSA_v10010111mg
OG0016253	Carub.0001s0080.1.p	EUTSA_v10009686mg
OG0016255	Carub.0006s1398.1.p	EUTSA_v10013685mg
OG0016256	Carub.0007s1893.1.p	EUTSA_v10027004mg
OG0016257	Carub.0002s0862.1.p	EUTSA_v10023998mg
OG0016258	Carub.0002s2417.1.p	EUTSA_v10019613mg
OG0016259	Carub.0003s2602.1.p	EUTSA_v10002687mg
OG0016260	Carub.0005s0012.1.p	EUTSA_v10000915mg
OG0016261	Carub.0007s2427.1.p	EUTSA_v10024176mg
OG0016264	Carub.0007s1633.1.p	EUTSA_v10025788mg
OG0016265	Carub.0001s2724.1.p	EUTSA_v10009545mg
OG0016266	Carub.0006s1349.1.p	EUTSA_v10015396mg
OG0016267	Carub.0008s1137.1.p	EUTSA_v10006637mg
OG0016268	Carub.0004s2825.1.p	EUTSA_v10001767mg
OG0016269	Carub.0006s0016.1.p	EUTSA_v10016020mg
OG0016270	Carub.0001s1334.1.p	EUTSA_v10023099mg, EUTSA_v10010000mg
OG0016271	Carub.0006s0047.1.p	EUTSA_v10015199mg
OG0016272	Carub.0005s0396.1.p	EUTSA_v10004665mg
OG0016273	Carub.0002s0276.1.p	EUTSA_v10023639mg
OG0016275	Carub.0003s0281.1.p	EUTSA_v10020580mg
OG0016276	Carub.0005s1549.1.p	EUTSA_v10010561mg
OG0016277	Carub.0001s3449.1.p	EUTSA_v10004261mg
OG0016278	Carub.0006s0630.1.p	EUTSA_v10015935mg
OG0016280	Carub.0008s1870.1.p	EUTSA_v10012745mg
OG0016281	Carub.0007s3274.1.p	EUTSA_v10028034mg
OG0016282	Carub.0006s0772.1.p	EUTSA_v10013926mg
OG0016283	Carub.0006s2259.1.p	EUTSA_v10003500mg
OG0016284	Carub.0002s0638.1.p	EUTSA_v10024079mg
OG0016285	Carub.0003s1650.1.p	EUTSA_v10019948mg
OG0016286	Carub.0005s1556.1.p	EUTSA_v10010489mg
OG0016287	Carub.0005s0122.1.p	EUTSA_v10003688mg
OG0016288	Carub.0002s2632.1.p	EUTSA_v10018144mg
OG0016289	Carub.0003s0862.1.p	EUTSA_v10020272mg
OG0016290	Carub.0006s1107.1.p	EUTSA_v10015981mg
OG0016291	Carub.0003s3497.1.p	EUTSA_v10002113mg
OG0016292	Carub.0003s1157.1.p	EUTSA_v10020364mg
OG0016294	Carub.0001s2402.1.p	EUTSA_v10008487mg
OG0016295	Carub.0005s2835.1.p	EUTSA_v10006386mg
OG0016296	Carub.0003s1341.1.p	EUTSA_v10020386mg
OG0016297	Carub.0002s0804.1.p	EUTSA_v10023272mg
OG0016299	Carub.0006s3226.1.p	EUTSA_v10028993mg
OG0016300	Carub.0001s0852.1.p	EUTSA_v10007209mg
OG0016301	Carub.0008s2534.1.p	EUTSA_v10004118mg, EUTSA_v10005066mg
OG0016302	Carub.0002s0359.1.p	EUTSA_v10023469mg
OG0016303	Carub.0006s0143.1.p	EUTSA_v10013246mg
OG0016304	Carub.0003s0728.1.p	EUTSA_v10020179mg
OG0016306	Carub.0001s1484.1.p	EUTSA_v10008246mg
OG0016307	Carub.0003s1626.1.p	EUTSA_v10021044mg
OG0016308	Carub.0003s2789.1.p	EUTSA_v10022711mg
OG0016309	Carub.0005s1716.1.p	EUTSA_v10011020mg
OG0016310	Carub.0007s0301.1.p	EUTSA_v10025747mg
OG0016311	Carub.0006s3515.1.p	EUTSA_v10029217mg
OG0016313	Carub.0001s3647.1.p	EUTSA_v10011558mg
OG0016314	Carub.0004s1580.1.p	EUTSA_v10016475mg
OG0016315	Carub.0002s1791.1.p	EUTSA_v10018516mg
OG0016316	Carub.0001s1848.1.p	EUTSA_v10009347mg
OG0016317	Carub.0007s0039.1.p	EUTSA_v10024983mg
OG0016318	Carub.0002s0043.1.p	EUTSA_v10023703mg
OG0016319	Carub.0003s1903.1.p	EUTSA_v10022052mg
OG0016320	Carub.0005s0003.1.p	EUTSA_v10027641mg
OG0016321	Carub.0004s0411.1.p	EUTSA_v10000010mg
OG0016322	Carub.0004s1751.1.p	EUTSA_v10016610mg
OG0016323	Carub.0001s1142.1.p	EUTSA_v10008721mg
OG0016324	Carub.0003s0838.1.p	EUTSA_v10021472mg
OG0016325	Carub.0004s0964.1.p	EUTSA_v10017781mg
OG0016326	Carub.0005s1581.1.p	EUTSA_v10010701mg
OG0016327	Carub.0001s0591.1.p	EUTSA_v10009408mg
OG0016328	Carub.0006s1108.1.p	EUTSA_v10015476mg
OG0016329	Carub.0005s1631.1.p	EUTSA_v10010981mg
OG0016330	Carub.0001s1646.1.p	EUTSA_v10007626mg
OG0016331	Carub.0006s1961.1.p	EUTSA_v10013576mg
OG0016332	Carub.0007s2169.1.p	EUTSA_v10027343mg
OG0016333	Carub.0006s3219.1.p	EUTSA_v10028396mg
OG0016335	Carub.0005s0356.1.p	EUTSA_v10004848mg
OG0016336	Carub.0005s0093.1.p	EUTSA_v10019189mg
OG0016337	Carub.0006s2857.1.p	EUTSA_v10029315mg
OG0016338	Carub.0001s2650.1.p	EUTSA_v10008849mg
OG0016339	Carub.0015s0009.1.p	EUTSA_v10002540mg
OG0016340	Carub.0005s1748.1.p	EUTSA_v10010566mg
OG0016341	Carub.0001s4377.1.p	EUTSA_v10011815mg
OG0016342	Carub.0007s3774.1.p	EUTSA_v10028178mg
OG0016343	Carub.0004s1549.1.p	EUTSA_v10016989mg
OG0016344	Carub.0008s1539.1.p	EUTSA_v10015403mg
OG0016345	Carub.0007s0425.1.p	EUTSA_v10026680mg
OG0016346	Carub.0005s2582.1.p	EUTSA_v10005929mg
OG0016348	Carub.0004s1489.1.p	EUTSA_v10024391mg
OG0016351	Carub.0006s2218.1.p, Carub.0006s2217.1.p	EUTSA_v10003502mg
OG0016352	Carub.0003s1255.1.p	EUTSA_v10020999mg
OG0016353	Carub.0006s1708.1.p	EUTSA_v10013823mg
OG0016354	Carub.0004s0867.1.p	EUTSA_v10015881mg, EUTSA_v10015343mg, EUTSA_v10015706mg
OG0016355	Carub.0006s2138.1.p	EUTSA_v10003991mg
OG0016356	Carub.0004s2727.1.p	EUTSA_v10001313mg
OG0016357	Carub.0006s3072.1.p	EUTSA_v10028795mg
OG0016358	Carub.0004s1232.1.p	EUTSA_v10017928mg
OG0016359	Carub.0007s0873.1.p	EUTSA_v10024768mg
OG0016361	Carub.0007s2104.1.p	EUTSA_v10010168mg
OG0016364	Carub.0006s1184.1.p	EUTSA_v10012453mg
OG0016365	Carub.0005s1304.1.p	EUTSA_v10002433mg
OG0016366	Carub.0007s0975.1.p	EUTSA_v10026542mg
OG0016368	Carub.0007s3090.1.p	EUTSA_v10005650mg
OG0016369	Carub.0008s0228.1.p	EUTSA_v10000950mg
OG0016370	Carub.0008s0003.1.p	EUTSA_v10000825mg
OG0016371	Carub.0006s2143.1.p	EUTSA_v10005476mg
OG0016372	Carub.0002s0103.1.p	EUTSA_v10023638mg
OG0016374	Carub.0002s1548.1.p	EUTSA_v10019568mg
OG0016375	Carub.0001s4211.1.p	EUTSA_v10012072mg
OG0016377	Carub.0002s1831.1.p	EUTSA_v10019712mg
OG0016378	Carub.0001s0965.1.p	EUTSA_v10006984mg
OG0016379	Carub.0001s3870.1.p	EUTSA_v10011746mg
OG0016380	Carub.0007s1875.1.p	EUTSA_v10026027mg
OG0016381	Carub.0003s0201.1.p	EUTSA_v10020044mg
OG0016382	Carub.0008s1177.1.p	EUTSA_v10012740mg
OG0016384	Carub.0006s2394.1.p	EUTSA_v10003582mg
OG0016385	Carub.0004s0954.1.p	EUTSA_v10017810mg
OG0016386	Carub.0004s1972.1.p	EUTSA_v10017974mg
OG0016388	Carub.0006s0036.1.p	EUTSA_v10014504mg
OG0016389	Carub.0002s2077.1.p	EUTSA_v10018225mg
OG0016390	Carub.0007s2643.1.p	EUTSA_v10024700mg
OG0016394	Carub.0004s0116.1.p, Carub.0004s0117.1.p	EUTSA_v10000554mg
OG0016395	Carub.0008s0333.1.p, Carub.0008s0313.1.p, Carub.0008s0332.1.p	EUTSA_v10001114mg
OG0016396	Carub.0006s1300.1.p	EUTSA_v10013155mg
OG0016397	Carub.0006s0871.1.p	EUTSA_v10015906mg
OG0016398	Carub.0001s2200.1.p	EUTSA_v10009293mg
OG0016399	Carub.0007s0090.1.p	EUTSA_v10024859mg
OG0016400	Carub.0001s3674.1.p	EUTSA_v10001237mg
OG0016401	Carub.0001s0492.1.p	EUTSA_v10007179mg
OG0016402	Carub.0006s2639.1.p	EUTSA_v10028801mg
OG0016403	Carub.0006s2766.1.p	EUTSA_v10029483mg
OG0016404	Carub.0006s1784.1.p	EUTSA_v10014454mg
OG0016405	Carub.0003s3516.1.p	EUTSA_v10001957mg
OG0016406	Carub.0006s0015.1.p	EUTSA_v10012769mg
OG0016407	Carub.0007s3127.1.p	EUTSA_v10003465mg
OG0016408	Carub.0001s0505.1.p	EUTSA_v10006777mg
OG0016409	Carub.0008s0348.1.p	EUTSA_v10000889mg
OG0016410	Carub.0003s1271.1.p	EUTSA_v10019881mg
OG0016411	Carub.0001s3950.1.p	EUTSA_v10011498mg
OG0016412	Carub.0006s2015.1.p	EUTSA_v10013479mg
OG0016413	Carub.0002s0046.1.p	EUTSA_v10023644mg
OG0016414	Carub.0002s0861.1.p	EUTSA_v100241520mg
OG0016415	Carub.0001s4468.1.p	EUTSA_v10011668mg
OG0016416	Carub.0002s2125.1.p	EUTSA_v10019380mg
OG0016417	Carub.0001s1505.1.p	EUTSA_v10006547mg
OG0016418	Carub.0004s2299.1.p	EUTSA_v10016399mg
OG0016419	Carub.0007s1963.1.p	EUTSA_v10025093mg
OG0016420	Carub.0004s0960.1.p	EUTSA_v10017607mg
OG0016421	Carub.0013s0002.1.p	EUTSA_v10024428mg
OG0016422	Carub.0002s0104.1.p	EUTSA_v10024292mg
OG0016423	Carub.0002s0058.1.p	EUTSA_v10024075mg
OG0016424	Carub.0005s2016.1.p	EUTSA_v10010104mg
OG0016426	Carub.0001s3117.1.p	EUTSA_v10007369mg
OG0016427	Carub.0007s2450.1.p	EUTSA_v10024626mg
OG0016429	Carub.0005s2305.1.p	EUTSA_v10005963mg
OG0016431	Carub.0007s0038.1.p	EUTSA_v10026572mg
OG0016432	Carub.0002s0088.1.p	EUTSA_v10023803mg
OG0016433	Carub.0003s3157.1.p	EUTSA_v10022534mg
OG0016434	Carub.0003s0957.1.p	EUTSA_v10020007mg
OG0016435	Carub.0002s0560.1.p	EUTSA_v10023236mg
OG0016436	Carub.0003s0452.1.p	EUTSA_v10020230mg
OG0016437	Carub.0007s2943.1.p	EUTSA_v10026673mg
OG0016438	Carub.0001s0040.1.p	EUTSA_v10008643mg
OG0016439	Carub.0001s3222.1.p	EUTSA_v10007608mg
OG0016440	Carub.0007s0287.1.p	EUTSA_v10024981mg
OG0016441	Carub.0003s0864.1.p	EUTSA_v10020325mg
OG0016442	Carub.0003s1253.1.p	EUTSA_v10020504mg
OG0016443	Carub.0008s2735.1.p	EUTSA_v10004231mg
OG0016444	Carub.0006s1861.1.p	EUTSA_v10013726mg
OG0016445	Carub.0003s1888.1.p	EUTSA_v10019870mg
OG0016447	Carub.0003s1867.1.p	EUTSA_v10020206mg
OG0016448	Carub.0001s0584.1.p	EUTSA_v10009210mg
OG0016449	Carub.0007s1265.1.p	EUTSA_v10027463mg
OG0016450	Carub.0001s0710.1.p	EUTSA_v10008243mg
OG0016451	Carub.0007s3591.1.p	EUTSA_v10027860mg
OG0016452	Carub.0006s3295.1.p	EUTSA_v10028855mg
OG0016453	Carub.0003s3047.1.p	EUTSA_v10022799mg
OG0016454	Carub.0005s2514.1.p	EUTSA_v10006413mg
OG0016455	Carub.0008s0624.1.p	EUTSA_v10003213mg
OG0016457	Carub.0001s1603.1.p	EUTSA_v10007775mg
OG0016458	Carub.0007s1477.1.p	EUTSA_v10025674mg
OG0016459	Carub.0004s0860.1.p	EUTSA_v10017218mg
OG0016460	Carub.0008s1019.1.p	EUTSA_v10015058mg
OG0016461	Carub.0004s2894.1.p	EUTSA_v10001302mg
OG0016462	Carub.0008s1829.1.p	EUTSA_v10014877mg
OG0016463	Carub.0001s3964.1.p	EUTSA_v10011379mg
OG0016465	Carub.0001s2978.1.p	EUTSA_v10009264mg
OG0016466	Carub.0004s0161.1.p	EUTSA_v10000152mg
OG0016467	Carub.0006s1606.1.p	EUTSA_v10015580mg
OG0016468	Carub.0007s2008.1.p	EUTSA_v10025811mg
OG0016469	Carub.0001s1397.1.p	EUTSA_v10008529mg
OG0016470	Carub.0003s2803.1.p	EUTSA_v10022549mg
OG0016471	Carub.0003s0842.1.p	EUTSA_v10021669mg
OG0016473	Carub.0002s2635.1.p	EUTSA_v10018121mg
OG0016474	Carub.0007s1073.1.p	EUTSA_v10027287mg, EUTSA_v10005869mg
OG0016475	Carub.0005s2647.1.p	EUTSA_v10005989mg
OG0016476	Carub.0002s1793.1.p	EUTSA_v10018709mg
OG0016477	Carub.0007s2249.1.p	EUTSA_v10024377mg
OG0016478	Carub.0004s2963.1.p	EUTSA_v10001577mg
OG0016479	Carub.0007s0405.1.p	EUTSA_v10024296mg
OG0016480	Carub.0008s2040.1.p	EUTSA_v10013308mg
OG0016481	Carub.0001s1758.1.p	EUTSA_v10007680mg
OG0016482	Carub.0006s2243.1.p	EUTSA_v10005240mg
OG0016483	Carub.0004s2141.1.p	EUTSA_v10016254mg
OG0016484	Carub.0003s2013.1.p	EUTSA_v10020098mg
OG0016485	Carub.0003s2068.1.p	EUTSA_v10019934mg
OG0016486	Carub.0001s2426.1.p	EUTSA_v10007288mg
OG0016487	Carub.0007s2935.1.p	EUTSA_v10025326mg
OG0016488	Carub.0003s3303.1.p	EUTSA_v10022523mg
OG0016489	Carub.0003s2238.1.p	EUTSA_v10021880mg
OG0016490	Carub.0008s2690.1.p	EUTSA_v10003664mg
OG0016491	Carub.0005s1696.1.p	EUTSA_v10010961mg
OG0016492	Carub.0006s0844.1.p	EUTSA_v10015831mg
OG0016493	Carub.0006s0719.1.p	EUTSA_v10013204mg
OG0016495	Carub.0001s1789.1.p	EUTSA_v10006567mg
OG0016496	Carub.0007s1662.1.p	EUTSA_v10024230mg
OG0016497	Carub.0006s1276.1.p	EUTSA_v10013384mg
OG0016498	Carub.0007s1409.1.p	EUTSA_v10025139mg
OG0016499	Carub.0001s2174.1.p	EUTSA_v10008326mg
OG0016500	Carub.0003s1186.1.p	EUTSA_v10021517mg
OG0016501	Carub.0005s1225.1.p	EUTSA_v10002507mg
OG0016502	Carub.0006s2368.1.p	EUTSA_v10005156mg
OG0016503	Carub.0003s2714.1.p	EUTSA_v10008863mg
OG0016504	Carub.0005s1486.1.p	EUTSA_v10000886mg
OG0016505	Carub.0003s3549.1.p	EUTSA_v10002062mg
OG0016506	Carub.0004s0786.1.p	EUTSA_v10002219mg
OG0016507	Carub.0008s2181.1.p	EUTSA_v10003505mg
OG0016508	Carub.0002s1337.1.p	EUTSA_v10019078mg
OG0016510	Carub.0003s1957.1.p	EUTSA_v10022205mg
OG0016511	Carub.0002s1473.1.p	EUTSA_v10019537mg
OG0016513	Carub.0007s1544.1.p	EUTSA_v10024274mg
OG0016514	Carub.0003s1597.1.p	EUTSA_v10021339mg
OG0016515	Carub.0004s2530.1.p	EUTSA_v10017174mg
OG0016516	Carub.0001s3803.1.p	EUTSA_v10011477mg
OG0016518	Carub.0006s0943.1.p	EUTSA_v10012761mg
OG0016519	Carub.0006s0637.1.p	EUTSA_v10012509mg
OG0016522	Carub.0001s1218.1.p	EUTSA_v10006686mg
OG0016523	Carub.0003s1338.1.p	EUTSA_v10021887mg
OG0016524	Carub.0004s2587.1.p	EUTSA_v10001353mg
OG0016525	Carub.0007s1916.1.p	EUTSA_v10026500mg
OG0016526	Carub.0008s2706.1.p	EUTSA_v10005469mg
OG0016527	Carub.0007s2012.1.p	EUTSA_v10025914mg
OG0016528	Carub.0002s1943.1.p	EUTSA_v10019625mg
OG0016529	Carub.0001s1520.1.p	EUTSA_v10008186mg
OG0016530	Carub.0005s0481.1.p	EUTSA_v10004683mg
OG0016531	Carub.0004s1430.1.p	EUTSA_v10017623mg
OG0016532	Carub.0008s1139.1.p	EUTSA_v10005775mg
OG0016533	Carub.0001s4127.1.p	EUTSA_v10011366mg
OG0016534	Carub.0005s2487.1.p	EUTSA_v10006160mg
OG0016535	Carub.0006s2965.1.p	EUTSA_v10029446mg
OG0016536	Carub.0007s1473.1.p	EUTSA_v10026121mg
OG0016537	Carub.0004s1187.1.p	EUTSA_v10017862mg
OG0016538	Carub.0006s1294.1.p	EUTSA_v10012597mg
OG0016540	Carub.0004s2334.1.p	EUTSA_v10017173mg
OG0016541	Carub.0001s4130.1.p	EUTSA_v10020518mg
OG0016542	Carub.0002s2640.1.p	EUTSA_v10018150mg
OG0016543	Carub.0006s1474.1.p	EUTSA_v10013743mg
OG0016544	Carub.0002s0250.1.p	EUTSA_v10023732mg
OG0016545	Carub.0001s3785.1.p	EUTSA_v10011867mg
OG0016546	Carub.0002s1608.1.p	EUTSA_v10019559mg
OG0016547	Carub.0001s1876.1.p	EUTSA_v10008865mg
OG0016548	Carub.0007s0004.1.p	EUTSA_v10005467mg
OG0016549	Carub.0008s0006.1.p	EUTSA_v10000897mg
OG0016550	Carub.0001s1290.1.p	EUTSA_v10006816mg
OG0016551	Carub.0003s2467.1.p	EUTSA_v10002822mg
OG0016552	Carub.0003s2680.1.p, Carub.0005s2335.1.p	EUTSA_v10006438mg
OG0016553	Carub.0006s2509.1.p	EUTSA_v10005402mg
OG0016554	Carub.0002s2336.1.p	EUTSA_v10018454mg
OG0016555	Carub.0006s0801.1.p	EUTSA_v10013686mg
OG0016557	Carub.0006s0916.1.p	EUTSA_v10016058mg
OG0016558	Carub.0007s0309.1.p	EUTSA_v10026134mg
OG0016559	Carub.0003s0825.1.p	EUTSA_v10021991mg
OG0016560	Carub.0004s2691.1.p	EUTSA_v10001728mg
OG0016562	Carub.0005s1569.1.p	EUTSA_v10010990mg
OG0016563	Carub.0006s2428.1.p	EUTSA_v10004386mg
OG0016565	Carub.0002s0414.1.p	EUTSA_v10023717mg
OG0016566	Carub.0005s1502.1.p	EUTSA_v10010467mg
OG0016568	Carub.0001s2585.1.p	EUTSA_v10006654mg
OG0016569	Carub.0006s2695.1.p	EUTSA_v10028759mg
OG0016570	Carub.0001s3893.1.p	EUTSA_v10012271mg
OG0016571	Carub.0007s0027.1.p	EUTSA_v10024830mg
OG0016574	Carub.0006s2493.1.p	EUTSA_v10004245mg
OG0016575	Carub.0005s0648.1.p	EUTSA_v10005428mg
OG0016576	Carub.0003s1144.1.p	EUTSA_v10020889mg
OG0016578	Carub.0002s0501.1.p	EUTSA_v10023895mg, EUTSA_v10023723mg
OG0016579	Carub.0007s3324.1.p	EUTSA_v10028347mg
OG0016580	Carub.0003s2726.1.p	EUTSA_v10003045mg, EUTSA_v10002809mg, EUTSA_v10002780mg
OG0016581	Carub.0008s1650.1.p	EUTSA_v10013450mg
OG0016582	Carub.0001s2826.1.p	EUTSA_v10009038mg
OG0016583	Carub.0003s1787.1.p	EUTSA_v10020989mg
OG0016584	Carub.0003s2034.1.p	EUTSA_v10022113mg
OG0016585	Carub.0007s2816.1.p	EUTSA_v10027273mg
OG0016586	Carub.0008s1619.1.p	EUTSA_v100126141mg
OG0016587	Carub.0007s3020.1.p	EUTSA_v10023280mg
OG0016588	Carub.0001s1871.1.p	EUTSA_v10007076mg
OG0016589	Carub.0005s1904.1.p	EUTSA_v10010896mg
OG0016591	Carub.0008s0218.1.p	EUTSA_v10000895mg
OG0016592	Carub.0002s1737.1.p	EUTSA_v10019187mg
OG0016594	Carub.0007s0946.1.p	EUTSA_v10026328mg
OG0016596	Carub.0005s2013.1.p	EUTSA_v10010528mg
OG0016597	Carub.0003s1693.1.p	EUTSA_v10020640mg, EUTSA_v10020638mg
OG0016598	Carub.0003s1346.1.p	EUTSA_v10021776mg
OG0016599	Carub.0008s2207.1.p	EUTSA_v10005336mg
OG0016600	Carub.0002s1484.1.p	EUTSA_v10018875mg
OG0016601	Carub.0006s0811.1.p	EUTSA_v10015443mg
OG0016603	Carub.0005s2691.1.p	EUTSA_v10006205mg
OG0016604	Carub.0006s1687.1.p	EUTSA_v10012828mg
OG0016605	Carub.0001s3627.1.p	EUTSA_v10019749mg
OG0016606	Carub.0008s0865.1.p	EUTSA_v10003549mg
OG0016607	Carub.0004s1218.1.p	EUTSA_v10017128mg
OG0016608	Carub.0001s1344.1.p	EUTSA_v10008475mg
OG0016609	Carub.0005s0067.1.p	EUTSA_v10005303mg
OG0016610	Carub.0006s0280.1.p	EUTSA_v10015335mg
OG0016611	Carub.0001s3493.1.p	EUTSA_v10011320mg
OG0016612	Carub.0005s1735.1.p	EUTSA_v10010117mg
OG0016613	Carub.0002s1807.1.p	EUTSA_v10018974mg
OG0016614	Carub.0004s0173.1.p	EUTSA_v10000301mg
OG0016615	Carub.0006s2993.1.p	EUTSA_v10028383mg
OG0016616	Carub.0008s2477.1.p	EUTSA_v10004421mg
OG0016617	Carub.0008s0450.1.p	EUTSA_v10003310mg
OG0016618	Carub.0008s2569.1.p	EUTSA_v10003902mg
OG0016619	Carub.0006s2582.1.p	EUTSA_v10003748mg
OG0016620	Carub.0001s1390.1.p	EUTSA_v10008594mg
OG0016621	Carub.0006s2937.1.p	EUTSA_v10029370mg
OG0016622	Carub.0008s0732.1.p	EUTSA_v10003696mg
OG0016623	Carub.0006s2147.1.p	EUTSA_v10003616mg
OG0016624	Carub.0003s1100.1.p, Carub.0001s3860.1.p	EUTSA_v10015283mg
OG0016625	Carub.0006s2328.1.p	EUTSA_v10003768mg
OG0016626	Carub.0006s3522.1.p	EUTSA_v10028470mg
OG0016627	Carub.0007s2669.1.p	EUTSA_v10025713mg
OG0016628	Carub.0003s1822.1.p	EUTSA_v10020343mg
OG0016629	Carub.0002s1477.1.p	EUTSA_v10018954mg
OG0016630	Carub.0001s1298.1.p	EUTSA_v10007975mg
OG0016631	Carub.0001s2637.1.p	EUTSA_v10007231mg
OG0016632	Carub.0002s0064.1.p	EUTSA_v10024130mg
OG0016633	Carub.0001s2873.1.p	EUTSA_v10007919mg
OG0016634	Carub.0004s2815.1.p	EUTSA_v10006206mg
OG0016635	Carub.0002s1221.1.p	EUTSA_v10018188mg
OG0016636	Carub.0006s2084.1.p	EUTSA_v10004373mg
OG0016637	Carub.0007s3524.1.p	EUTSA_v10027683mg
OG0016638	Carub.0007s2998.1.p	EUTSA_v10025411mg
OG0016639	Carub.0003s2601.1.p	EUTSA_v10002529mg
OG0016640	Carub.0008s2256.1.p	EUTSA_v10005642mg
OG0016641	Carub.0003s0507.1.p	EUTSA_v10020485mg
OG0016643	Carub.0008s1246.1.p	EUTSA_v10015542mg, EUTSA_v10016018mg
OG0016644	Carub.0003s2459.1.p	EUTSA_v10002645mg
