Orthogroup	Brassica_oleracea	Tarenaya_hassleriana
OG0010723	Bo8g007200	Th2v01143
OG0010724	Bo7g026690	Th2v08533, Th2v25197
OG0010725	Bo4g164800	Th2v07658, Th2v15634
OG0010726	Bo8g058200	Th2v00809, Th2v06181, Th2v14885
OG0010727	Bo3g100730	Th2v24228
OG0010729	Bo8g020460, Bo6g007030	Th2v01235
OG0010730	Bo1g156170	Th2v23009
OG0010731	Bo3g068120, Bo1g124930	Th2v21960
OG0010732	Bo3g140130, Bo5g043830	Th2v28247
OG0010733	Bo8g085910, Bo4g118390	Th2v29179
OG0010734	Bo8g083240, Bo6g067680	Th2v03689
OG0010735	Bo4g140250	Th2v28914
OG0010736	Bo8g117820	Th2v16380
OG0010737	Bo4g030670, Bo4g186840	Th2v16904
OG0010738	Bo2g147990, Bo7g087430	Th2v00420
OG0010739	Bo5g003030	Th2v16349
OG0010740	Bo4g026710	Th2v26246
OG0010741	Bo3g040480	Th2v07678, Th2v15615
OG0010742	Bo5g123150	Th2v12632
OG0010744	Bo7g116310	Th2v02715
OG0010745	Bo1g019090, Bo5g065780	Th2v27831
OG0010746	Bo5g109680	Th2v21809
OG0010747	Bo9g164150	Th2v24668
OG0010748	Bo7g006030	Th2v01686
OG0010749	Bo4g002370	Th2v13039, Th2v22746
OG0010750	Bo8g090630	Th2v15429
OG0010751	Bo1g119210, Bo5g122630	Th2v25546
OG0010752	Bo8g118070, Bo5g001150	Th2v16462
OG0010753	Bo9g058660	Th2v01209
OG0010754	Bo3g089980	Th2v02858
OG0010755	Bo4g043430, Bo4g182250	Th2v01288
OG0010756	Bo8g049400, Bo3g099100, Bo6g110650	Th2v04007
OG0010757	Bo5g017670	Th2v00164
OG0010758	Bo8g030370	Th2v05204, Th2v31481
OG0010759	Bo4g143710	Th2v04808
OG0010760	Bo3g138480	Th2v24874
OG0010761	Bo3g013790	Th2v17472
OG0010762	Bo5g020910, Bo8g066490	Th2v10238
OG0010763	Bo3g107690, Bo1g024290	Th2v13962
OG0010764	Bo3g062470, Bo5g139910	Th2v14528
OG0010765	Bo1g008080, Bo1g008070	Th2v02671
OG0010766	Bo3g001850, Bo9g184630	Th2v19973
OG0010767	Bo1g086060	Th2v30929
OG0010768	Bo6g105170	Th2v07893
OG0010770	Bo6g113040, Bo6g094190	Th2v04171
OG0010772	Bo2g012350	Th2v23130, Th2v07014, Th2v18153
OG0010773	Bo9g038600, Bo4g092630	Th2v20609
OG0010774	Bo1g105890	Th2v18236
OG0010775	Bo5g146910	Th2v18485, Th2v18486
OG0010776	Bo5g062960, Bo4g143890	Th2v10496, Th2v15882
OG0010777	Bo3g127670	Th2v21482
OG0010779	Bo7g005660	Th2v12485
OG0010780	Bo3g024110	Th2v09374
OG0010782	Bo7g118900	Th2v03189, Th2v12703
OG0010783	Bo4g151890	Th2v02408, Th2v03056
OG0010784	Bo5g007920	Th2v10417, Th2v15817
OG0010785	Bo8g039570, Bo6g054710	Th2v19312
OG0010786	Bo9g115130	Th2v09680, Th2v28344
OG0010787	Bo3g057130, Bo5g148810	Th2v22905
OG0010788	Bo1g098240	Th2v01441
OG0010789	Bo9g155950	Th2v03577, Th2v30293
OG0010790	Bo3g057080	Th2v09141
OG0010791	Bo1g010630, Bo2g057560	Th2v11115
OG0010792	Bo1g028430	Th2v10824
OG0010794	Bo9g113900	Th2v09670
OG0010795	Bo5g101210	Th2v23901, Th2v27427
OG0010796	Bo8g113960	Th2v07550, Th2v15734
OG0010797	Bo7g003890	Th2v01602, Th2v12513
OG0010798	Bo7g107960	Th2v04456, Th2v10823
OG0010799	Bo9g176010	Th2v17686
OG0010800	Bo7g011660	Th2v00681, Th2v05177
OG0010801	Bo3g004400, Bo9g175520	Th2v13898
OG0010802	Bo4g078710	Th2v25749
OG0010803	Bo6g022200, Bo3g179450	Th2v08438
OG0010804	Bo5g009200	Th2v30110
OG0010805	Bo7g034340, Bo1g099920	Th2v19508, Th2v28805
OG0010806	Bo2g159020, Bo9g011460	Th2v17436, Th2v21402
OG0010807	Bo5g131670	Th2v23695
OG0010808	Bo9g091270	Th2v04553
OG0010809	Bo5g007160	Th2v15926, Th2v01168
OG0010810	Bo3g146410, Bo7g045010	Th2v10393, Th2v26566
OG0010811	Bo7g031070	Th2v19598
OG0010812	Bo3g067990, Bo1g126090	Th2v23830, Th2v27333
OG0010813	Bo4g074290	Th2v08367, Th2v07666, Th2v15626
OG0010814	Bo9g014710	Th2v13901, Th2v24047
OG0010815	Bo3g083910	Th2v00003
OG0010816	Bo9g179030	Th2v20151
OG0010817	Bo9g011190, Bo7g095700	Th2v19282
OG0010818	Bo4g024240, Bo4g195300	Th2v12797, Th2v22484
OG0010819	Bo6g099310	Th2v00613, Th2v05245
OG0010820	Bo1g019540	Th2v27245
OG0010821	Bo2g013110, Bo9g163160	Th2v23003
OG0010822	Bo4g046180	Th2v23633
OG0010823	Bo3g002880	Th2v08884
OG0010824	Bo7g096940	Th2v11017
OG0010825	Bo6g080940	Th2v10119
OG0010827	Bo4g127220, Bo3g149220	Th2v19462
OG0010828	Bo9g114020	Th2v09673
OG0010829	Bo5g101000	Th2v25488
OG0010830	Bo5g156520	Th2v23080, Th2v24657
OG0010831	Bo6g067050, Bo4g122940	Th2v03638
OG0010832	Bo3g177110	Th2v01655
OG0010834	Bo4g026870	Th2v06629, Th2v15328
OG0010835	Bo7g115390, Bo3g173660	Th2v01832
OG0010836	Bo5g005350, Bo8g115250	Th2v16007
OG0010837	Bo2g018310, Bo9g152540	Th2v19066
OG0010838	Bo2g096060	Th2v10225
OG0010839	Bo5g069340	Th2v10969, Th2v17171
OG0010840	Bo3g012940, Bo9g157530	Th2v01489
OG0010841	Bo9g075820	Th2v28563
OG0010842	Bo3g022140, Bo9g117290	Th2v09644
OG0010843	Bo00918s020	Th2v19463
OG0010844	Bo3g027770, Bo4g039710	Th2v01367
OG0010845	Bo6g067160	Th2v11081, Th2v30049
OG0010846	Bo7g072630	Th2v16572, Th2v27300
OG0010847	Bo1g031970, Bo7g108380	Th2v04511
OG0010848	Bo4g004660	Th2v12999, Th2v22702
OG0010850	Bo9g004470	Th2v17657, Th2v16319
OG0010851	Bo9g102480, Bo3g023580	Th2v08512
OG0010853	Bo4g058500	Th2v01129, Th2v10441
OG0010854	Bo8g076940	Th2v09269, Th2v17376, Th2v29727
OG0010855	Bo8g108130, Bo8g064850	Th2v04887
OG0010856	Bo3g150060	Th2v02324
OG0010857	Bo7g030600	Th2v25235
OG0010858	Bo3g185770	Th2v21499
OG0010859	Bo6g118830	Th2v05887, Th2v20994
OG0010860	Bo7g116040, Bo1g008350	Th2v01933
OG0010861	Bo6g099070, Bo2g055610	Th2v00472
OG0010862	Bo2g064410, Bo6g110300	Th2v25633
OG0010863	Bo7g098650	Th2v13881, Th2v24063
OG0010864	Bo4g076870	Th2v07739, Th2v15562, Th2v08410
OG0010865	Bo9g012610	Th2v09244, Th2v17401
OG0010866	Bo6g080000	Th2v05603, Th2v07770
OG0010868	Bo03658s010, Bo9g163780	Th2v23058
OG0010869	Bo3g184570	Th2v07745, Th2v07743, Th2v15557
OG0010871	Bo3g057360, Bo5g148160	Th2v09178
OG0010872	Bo6g015790	Th2v26403, Th2v27700
OG0010873	Bo3g088310	Th2v11984
OG0010874	Bo9g014310, Bo7g097920	Th2v11859, Th2v13821
OG0010875	Bo8g111180, Bo03074s010	Th2v05113
OG0010876	Bo2g014310, Bo9g157280	Th2v22843
OG0010877	Bo2g005240	Th2v20065
OG0010878	Bo9g032670, Bo9g027390	Th2v20475
OG0010879	Bo6g118260	Th2v09896
OG0010880	Bo3g052290	Th2v27032
OG0010881	Bo8g058840	Th2v06149, Th2v14857
OG0010883	Bo7g114420	Th2v01736, Th2v02132
OG0010884	Bo7g104130	Th2v26289, Th2v27681
OG0010885	Bo2g024640	Th2v20474
OG0010886	Bo3g003030	Th2v20161
OG0010887	Bo8g028740	Th2v01497
OG0010888	Bo2g010920	Th2v17542
OG0010890	Bo2g050600, Bo3g023840	Th2v19108
OG0010891	Bo2g121210	Th2v27836
OG0010892	Bo5g141400, Bo5g141440	Th2v08648
OG0010894	Bo8g105560	Th2v10118
OG0010895	Bo9g004210	Th2v07885, Th2v16347
OG0010896	Bo9g139440, Bo3g018100	Th2v18767
OG0010898	Bo7g109310	Th2v10882, Th2v16841
OG0010899	Bo1g153430, Bo5g148510	Th2v22831
OG0010900	Bo3g172240, Bo01214s040, Bo7g082710	Th2v19169
OG0010901	Bo2g010570, Bo9g170020	Th2v30122
OG0010902	Bo4g029740	Th2v03710
OG0010903	Bo2g008860, Bo9g174920	Th2v11880, Th2v24087
OG0010904	Bo8g087210, Bo6g068360	Th2v22280
OG0010905	Bo8g098750	Th2v30796
OG0010906	Bo3g001730, Bo9g184830	Th2v14473, Th2v19951
OG0010907	Bo9g166250, Bo3g009490	Th2v24737
OG0010908	Bo7g064970	Th2v14174, Th2v26711
OG0010909	Bo3g001660	Th2v19943, Th2v08947, Th2v14475
OG0010911	Bo1g117440, Bo5g117380	Th2v30188
OG0010912	Bo3g001410	Th2v08971
OG0010913	Bo6g010470	Th2v17304
OG0010914	Bo3g185580	Th2v26170
OG0010915	Bo8g117700, Bo5g002680	Th2v16366
OG0010916	Bo1g016290	Th2v01659
OG0010917	Bo8g109290	Th2v04986, Th2v20703
OG0010918	Bo3g076170, Bo1g108670	Th2v24421
OG0010919	Bo7g055980, Bo5g039810	Th2v04996, Th2v25045
OG0010920	Bo5g010260	Th2v05065
OG0010921	Bo00861s020, Bo4g078560	Th2v01220, Th2v29068
OG0010922	Bo9g123660	Th2v05521, Th2v21689
OG0010923	Bo5g038830, Bo7g057710	Th2v21176
OG0010924	Bo6g010440	Th2v19089
OG0010925	Bo3g113370	Th2v09271, Th2v17373
OG0010926	Bo7g003870	Th2v01600
OG0010927	Bo4g116870	Th2v06662, Th2v15362
OG0010928	Bo2g010870	Th2v17566
OG0010930	Bo2g013080	Th2v23006
OG0010931	Bo1g019630, Bo7g106020	Th2v27259
OG0010932	Bo9g181700, Bo3g002570	Th2v20064
OG0010933	Bo3g058650	Th2v11141, Th2v18488
OG0010934	Bo7g011330	Th2v03021, Th2v21534
OG0010935	Bo6g018740	Th2v25075, Th2v29428
OG0010936	Bo3g044570	Th2v04654
OG0010938	Bo3g023390	Th2v09780
OG0010939	Bo5g138210	Th2v08916
OG0010940	Bo4g137750	Th2v06330, Th2v15028
OG0010941	Bo7g109930, Bo1g039660	Th2v09364
OG0010942	Bo9g089650	Th2v10885
OG0010943	Bo5g156350, Bo1g157720	Th2v23115
OG0010944	Bo7g040940, Bo1g102390	Th2v19399
OG0010945	Bo9g076210	Th2v10764
OG0010946	Bo7g063620	Th2v11739, Th2v14245, Th2v26637
OG0010948	Bo4g115360	Th2v06725, Th2v15422
OG0010949	Bo4g157510	Th2v03685
OG0010951	Bo7g095040	Th2v11246, Th2v18433
OG0010952	Bo5g039550	Th2v25695
OG0010953	Bo4g184660, Bo3g028540	Th2v03593
OG0010954	Bo5g027600	Th2v28045, Th2v28046
OG0010955	Bo9g152570, Bo2g018270	Th2v19074
OG0010956	Bo5g148050	Th2v17673, Th2v25390
OG0010957	Bo2g057610, Bo6g106590	Th2v29994
OG0010958	Bo1g105070	Th2v18661
OG0010959	Bo6g027990	Th2v21943
OG0010960	Bo7g026810	Th2v08540
OG0010961	Bo2g161070	Th2v24112
OG0010962	Bo2g018510, Bo3g013900	Th2v21509
OG0010963	Bo3g096440	Th2v11744
OG0010964	Bo7g031080	Th2v08583, Th2v19595
OG0010965	Bo6g098420, Bo6g106420	Th2v28268
OG0010966	Bo8g081050	Th2v11584, Th2v08630
OG0010967	Bo7g117100, Bo3g167440, Bo1g006920	Th2v02799
OG0010968	Bo4g108330, Bo7g062300	Th2v03505
OG0010969	Bo3g086790	Th2v19702
OG0010970	Bo3g161950, Bo1g022130	Th2v04282, Th2v16615
OG0010971	Bo2g021870	Th2v18996
OG0010972	Bo6g094890	Th2v04279
OG0010973	Bo9g135520	Th2v18715
OG0010974	Bo6g098560, Bo2g056290	Th2v28258
OG0010975	Bo1g085960	Th2v18956
OG0010976	Bo9g120300	Th2v09440, Th2v21648
OG0010977	Bo4g160050	Th2v01942, Th2v02626
OG0010978	Bo9g113780, Bo2g043360	Th2v09662
OG0010981	Bo3g084260	Th2v00685, Th2v30249, Th2v31385
OG0010982	Bo3g022040	Th2v20410
OG0010984	Bo5g049140	Th2v29229
OG0010985	Bo9g036680	Th2v02702
OG0010986	Bo3g054990	Th2v23181
OG0010987	Bo8g083330	Th2v03696
OG0010988	Bo2g026650, Bo9g139490	Th2v03848
OG0010989	Bo3g068650, Bo1g122830	Th2v18275
OG0010990	Bo7g102630	Th2v31047
OG0010991	Bo5g016880	Th2v06025, Th2v14733
OG0010992	Bo3g170930, Bo1g008340	Th2v01932
OG0010993	Bo9g077700	Th2v04398
OG0010994	Bo9g092730	Th2v10842
OG0010995	Bo3g087060	Th2v19718
OG0010996	Bo6g097380	Th2v12599
OG0010997	Bo7g054240	Th2v25625
OG0010998	Bo4g182070	Th2v17231
OG0010999	Bo9g101120, Bo2g050490	Th2v09335
OG0011000	Bo9g032170	Th2v20433
OG0011001	Bo8g106940	Th2v28687
OG0011002	Bo9g135090	Th2v17787, Th2v21330
OG0011003	Bo6g066730	Th2v06089, Th2v14798
OG0011005	Bo2g032400	Th2v05568, Th2v09583
OG0011006	Bo9g009320	Th2v11505
OG0011007	Bo9g112560	Th2v29562, Th2v29564
OG0011008	Bo5g123120	Th2v25532
OG0011009	Bo3g004610, Bo2g008800	Th2v13864
OG0011010	Bo2g100420	Th2v07931
OG0011013	Bo3g102900, Bo2g165950	Th2v13747
OG0011014	Bo4g190400	Th2v28399
OG0011015	Bo7g064450, Bo2g167790	Th2v14204, Th2v26678
OG0011016	Bo5g108660	Th2v21811
OG0011017	Bo3g031640, Bo4g186780	Th2v14626
OG0011018	Bo6g086550, Bo6g119260	Th2v31187
OG0011019	Bo6g094380	Th2v07445
OG0011020	Bo9g020280	Th2v13530, Th2v14238, Th2v26644
OG0011021	Bo2g013530	Th2v22959
OG0011022	Bo00911s020	Th2v01871
OG0011023	Bo5g152580, Bo1g156290	Th2v23033
OG0011024	Bo7g048560	Th2v26448
OG0011025	Bo8g005890, Bo8g114820	Th2v08168
OG0011026	Bo3g120920	Th2v17955
OG0011027	Bo3g042080	Th2v11067, Th2v11066, Th2v29807
OG0011028	Bo5g015120, Bo5g015160	Th2v00197
OG0011030	Bo9g013970	Th2v17340
OG0011031	Bo4g157500, Bo4g157490	Th2v01862
OG0011032	Bo9g175720	Th2v14302, Th2v22126
OG0011033	Bo4g186910	Th2v16967
OG0011034	Bo9g088180	Th2v18247
OG0011035	Bo2g132400, Bo7g077650	Th2v17092
OG0011036	Bo1g006860, Bo3g167350	Th2v02516, Th2v02875
OG0011037	Bo1g017930	Th2v27181
OG0011038	Bo9g169560	Th2v17560, Th2v19214
OG0011039	Bo5g027630	Th2v28050
OG0011040	Bo4g186990	Th2v25104
OG0011041	Bo8g058120, Bo5g009390	Th2v00781
OG0011042	Bo4g052440	Th2v08185, Th2v29184
OG0011043	Bo1g039250	Th2v26801, Th2v30371
OG0011044	Bo8g090160	Th2v03375, Th2v22358
OG0011045	Bo4g092830	Th2v04916, Th2v20598
OG0011046	Bo8g040850, Bo7g103880	Th2v26243
OG0011047	Bo5g133310	Th2v13418, Th2v19839
OG0011049	Bo5g134770	Th2v17526
OG0011050	Bo3g032060	Th2v14592
OG0011051	Bo9g171150, Bo3g007050	Th2v17628
OG0011052	Bo1g011190, Bo7g115260	Th2v08640
OG0011053	Bo1g051790, Bo8g047260	Th2v20690
OG0011054	Bo5g027260, Bo8g102860	Th2v29573
OG0011056	Bo4g048350	Th2v01190
OG0011057	Bo2g025420	Th2v18803
OG0011058	Bo3g152620	Th2v03194, Th2v12699
OG0011060	Bo4g069280	Th2v07566, Th2v15720, Th2v01077, Th2v08299
OG0011061	Bo5g008840	Th2v14195, Th2v26687
OG0011062	Bo5g080030	Th2v29909
OG0011063	Bo7g081850, Bo2g138520	Th2v00184, Th2v28567
OG0011065	Bo4g029800	Th2v16908
OG0011066	Bo4g142460	Th2v06069, Th2v14777
OG0011067	Bo1g006240	Th2v02969, Th2v21586
OG0011068	Bo1g144430, Bo01678s010	Th2v08919
OG0011069	Bo5g133590, Bo1g139520	Th2v14304, Th2v22128
OG0011070	Bo7g048400	Th2v10347, Th2v26471
OG0011071	Bo5g126630, Bo1g126010	Th2v21965
OG0011072	Bo3g058770	Th2v11153
OG0011073	Bo9g143600, Bo3g017360	Th2v17888, Th2v18840
OG0011074	Bo7g065170	Th2v10330
OG0011075	Bo6g024730	Th2v21839
OG0011076	Bo3g009450, Bo9g166280	Th2v06960, Th2v18200, Th2v23207
OG0011077	Bo8g032280	Th2v27808
OG0011078	Bo5g004360, Bo8g002780	Th2v08026
OG0011079	Bo9g177650	Th2v08876
OG0011080	Bo8g070430, Bo7g061340	Th2v20866
OG0011081	Bo6g118040	Th2v05912, Th2v21024
OG0011082	Bo3g060070, Bo3g060120, Bo9g160370, Bo3g060110	Th2v08715
OG0011083	Bo1g010600	Th2v02052
OG0011084	Bo3g078660	Th2v25485
OG0011085	Bo3g023960	Th2v26847
OG0011086	Bo9g059250, Bo7g065530	Th2v16110, Th2v19400
OG0011087	Bo9g058630	Th2v29825
OG0011088	Bo5g002640, Bo8g117730	Th2v16371
OG0011089	Bo4g053940, Bo4g173420	Th2v10467, Th2v15859
OG0011090	Bo2g032940	Th2v21720
OG0011091	Bo3g103050	Th2v13750
OG0011092	Bo3g182650	Th2v23199
OG0011093	Bo1g059020	Th2v03733, Th2v17000
OG0011094	Bo6g076110	Th2v06884, Th2v25922
OG0011095	Bo3g022250, Bo9g115150	Th2v09649
OG0011096	Bo6g095580	Th2v24934
OG0011097	Bo3g001280	Th2v08977, Th2v19875
OG0011098	Bo5g098470	Th2v19301
OG0011099	Bo4g026630	Th2v30223
OG0011100	Bo2g028390	Th2v21321
OG0011101	Bo5g072950	Th2v26386, Th2v27723
OG0011102	Bo3g045180, Bo2g108960	Th2v10859
OG0011103	Bo8g001360, Bo5g003740	Th2v16233
OG0011104	Bo3g016930, Bo9g003760	Th2v22042
OG0011105	Bo6g124070, Bo6g080820	Th2v05633, Th2v23380
OG0011106	Bo9g133170, Bo3g019310	Th2v09587
OG0011109	Bo9g148560, Bo2g023850	Th2v18909
OG0011110	Bo6g121040	Th2v09838
OG0011111	Bo9g167840	Th2v28168, Th2v31077
OG0011112	Bo8g093250	Th2v13329, Th2v25959
OG0011113	Bo2g080770, Bo6g118080	Th2v09918
OG0011114	Bo2g062870, Bo6g108650	Th2v24917, Th2v30861
OG0011115	Bo5g058520	Th2v26529
OG0011116	Bo3g184440	Th2v00931
OG0011117	Bo8g093240	Th2v13328, Th2v25958
OG0011118	Bo3g122180	Th2v21199
OG0011119	Bo3g083460, Bo8g084830	Th2v03554
OG0011120	Bo2g062570	Th2v03974, Th2v24904
OG0011121	Bo3g047240	Th2v04764, Th2v10965
OG0011122	Bo6g004620	Th2v04790, Th2v17178
OG0011123	Bo4g038590	Th2v01476, Th2v27766
OG0011125	Bo3g043050	Th2v03826, Th2v28869
OG0011126	Bo3g139990	Th2v03923, Th2v28271
OG0011129	Bo9g135060, Bo3g018740	Th2v18688
OG0011130	Bo5g143430	Th2v11355
OG0011132	Bo8g049840, Bo1g019200	Th2v27160
OG0011133	Bo7g039140	Th2v19468, Th2v28773
OG0011134	Bo6g122280, Bo3g185230	Th2v10072
OG0011135	Bo5g005580	Th2v15987
OG0011136	Bo6g122410	Th2v05669
OG0011137	Bo3g185840	Th2v13411
OG0011138	Bo4g045870	Th2v16000
OG0011139	Bo3g068940, Bo5g122890	Th2v18288
OG0011140	Bo4g194360	Th2v13346, Th2v25969
OG0011141	Bo9g166380	Th2v08669
OG0011142	Bo3g177090	Th2v01198
OG0011145	Bo3g021360	Th2v09469
OG0011146	Bo1g002330, Bo3g149790	Th2v12563
OG0011147	Bo5g118460	Th2v26391, Th2v27717
OG0011148	Bo2g011610	Th2v06959, Th2v18201
OG0011149	Bo5g007880	Th2v10424, Th2v15824
OG0011150	Bo4g088170, Bo1g098560	Th2v04946
OG0011151	Bo1g028370	Th2v11945
OG0011152	Bo3g071860, Bo5g116850	Th2v29965
OG0011153	Bo1g004930	Th2v03090, Th2v12311
OG0011154	Bo2g055830	Th2v29643
OG0011155	Bo1g005660	Th2v02430
OG0011156	Bo2g010140	Th2v21399
OG0011157	Bo9g008560, Bo2g146380	Th2v00370, Th2v23221
OG0011158	Bo3g129890	Th2v05165, Th2v29219, Th2v30109
OG0011159	Bo7g113310	Th2v19537
OG0011160	Bo7g095220, Bo2g156260	Th2v18431
OG0011161	Bo2g165730	Th2v09285, Th2v17358
OG0011162	Bo4g188450	Th2v06683, Th2v15382
OG0011163	Bo00795s030	Th2v01626
OG0011164	Bo4g125650, Bo8g080970, Bo7g101430	Th2v11543
OG0011165	Bo5g023680	Th2v23272
OG0011166	Bo3g001170, Bo2g001090	Th2v19845
OG0011167	Bo5g138120, Bo1g144290	Th2v20015
OG0011168	Bo9g026260	Th2v02998, Th2v21557, Th2v12222
OG0011169	Bo9g069500	Th2v27212
OG0011170	Bo7g117460	Th2v12172
OG0011171	Bo9g152240	Th2v18051, Th2v19039
OG0011172	Bo2g116880	Th2v11053, Th2v31039
OG0011173	Bo9g183550	Th2v17752
OG0011174	Bo8g077510	Th2v14106, Th2v26785
OG0011175	Bo9g174340, Bo3g005010	Th2v24149
OG0011176	Bo3g042570	Th2v19805
OG0011177	Bo3g042790	Th2v26817
OG0011178	Bo1g150140, Bo5g144880	Th2v11270
OG0011179	Bo1g110190, Bo00969s020	Th2v08460
OG0011180	Bo7g096030, Bo2g158710	Th2v02048, Th2v17654, Th2v21424
OG0011182	Bo4g136070	Th2v06261, Th2v14962
OG0011183	Bo1g028580	Th2v16738
OG0011185	Bo8g058190, Bo5g009500	Th2v00803
OG0011186	Bo5g105160	Th2v21845
OG0011187	Bo2g062630, Bo2g062610	Th2v24907
OG0011188	Bo9g174330	Th2v11838, Th2v24151
OG0011189	Bo5g022140	Th2v10094
OG0011190	Bo3g105820	Th2v23969
OG0011191	Bo1g147780, Bo3g060750	Th2v11370
OG0011192	Bo7g078160, Bo2g134040	Th2v05441
OG0011193	Bo4g136220	Th2v00612
OG0011194	Bo5g013240	Th2v20700
OG0011195	Bo4g183160, Bo9g166180	Th2v06968, Th2v18192
OG0011196	Bo9g007500	Th2v16204
OG0011197	Bo8g112360	Th2v06221, Th2v14922
OG0011198	Bo2g011240, Bo9g166790	Th2v28159
OG0011199	Bo1g147360, Bo5g141570	Th2v24785
OG0011201	Bo2g021830	Th2v21495
OG0011203	Bo9g014760	Th2v13916
OG0011204	Bo8g083690	Th2v03523
OG0011205	Bo5g098410	Th2v18205, Th2v24615
OG0011206	Bo4g025550	Th2v06711, Th2v15409
OG0011207	Bo2g098730, Bo3g054670	Th2v24521
OG0011209	Bo7g104690, Bo1g053360	Th2v01528
OG0011210	Bo1g078580	Th2v23194
OG0011211	Bo1g028400	Th2v04465
OG0011212	Bo5g002590	Th2v07843, Th2v16378
OG0011214	Bo3g019170	Th2v05580
OG0011215	Bo1g157400, Bo5g152690	Th2v09051, Th2v23054
OG0011216	Bo4g118450, Bo8g084870	Th2v29186
OG0011217	Bo4g059830	Th2v07460, Th2v15810
OG0011218	Bo6g070040, Bo8g090650	Th2v15432
OG0011219	Bo3g162570	Th2v16668
OG0011220	Bo3g035060, Bo4g012690	Th2v28387
OG0011222	Bo1g143880	Th2v08823
OG0011223	Bo4g154560	Th2v01814
OG0011225	Bo9g170100, Bo3g007100, Bo2g010490	Th2v21192
OG0011226	Bo9g169590	Th2v17549, Th2v19202
OG0011227	Bo9g064210	Th2v07419, Th2v10658
OG0011228	Bo2g055730	Th2v28195, Th2v29795
OG0011229	Bo4g194160	Th2v06910
OG0011230	Bo3g023630	Th2v09324, Th2v26876
OG0011232	Bo6g125730, Bo2g097320	Th2v05609
OG0011233	Bo9g023880	Th2v02871
OG0011234	Bo2g129760	Th2v07392, Th2v07391, Th2v10685
OG0011235	Bo2g165850, Bo3g103160	Th2v08287
OG0011236	Bo6g029270	Th2v23787, Th2v27374
OG0011237	Bo5g118870, Bo1g117680	Th2v22047, Th2v24273
OG0011238	Bo4g177890, Bo3g026670	Th2v27135
OG0011239	Bo6g050650	Th2v00918, Th2v23723
OG0011240	Bo6g124120	Th2v23384
OG0011241	Bo01001s020, Bo5g014910	Th2v03857
OG0011242	Bo5g123520	Th2v26302, Th2v27669
OG0011243	Bo1g012050	Th2v02119, Th2v12451
OG0011244	Bo4g158630	Th2v28201
OG0011245	Bo5g005530	Th2v17208, Th2v07795, Th2v29693, Th2v29606
OG0011246	Bo5g043110	Th2v24871, Th2v07804, Th2v29701
OG0011247	Bo00957s050	Th2v05999, Th2v14708
OG0011248	Bo4g020990, Bo3g036780	Th2v06930
OG0011249	Bo9g098940, Bo3g023900	Th2v09357
OG0011251	Bo3g127490	Th2v18950
OG0011252	Bo3g175970, Bo1g014920	Th2v12474
OG0011253	Bo8g016460, Bo6g010880	Th2v18278
OG0011254	Bo4g018440	Th2v13294, Th2v25927
OG0011255	Bo8g005980	Th2v15921
OG0011256	Bo9g022160	Th2v14141, Th2v26745
OG0011257	Bo7g106830	Th2v04269
OG0011258	Bo7g014080	Th2v12202
OG0011259	Bo3g154200, Bo3g054420	Th2v07838
OG0011260	Bo9g014930, Bo3g107720	Th2v13958
OG0011261	Bo8g070950, Bo5g034610	Th2v05713, Th2v20801
OG0011262	Bo2g075120, Bo6g114420	Th2v27922
OG0011264	Bo4g151440	Th2v03089, Th2v12310
OG0011265	Bo7g078000	Th2v05389
OG0011266	Bo9g160030	Th2v22912
OG0011267	Bo2g001270	Th2v19896
OG0011268	Bo4g046070	Th2v16022, Th2v27130
OG0011269	Bo2g074080, Bo6g113370	Th2v27918
OG0011270	Bo4g035040, Bo9g118970	Th2v25577
OG0011271	Bo5g131700, Bo1g134600	Th2v26122
OG0011272	Bo1g052980	Th2v10549
OG0011273	Bo3g104680	Th2v19740, Th2v25142
OG0011275	Bo3g141580	Th2v28848, Th2v28644
OG0011276	Bo8g054200, Bo1g051370	Th2v01560
OG0011277	Bo1g087620	Th2v20073, Th2v20074
OG0011278	Bo5g128910	Th2v00896, Th2v26040
OG0011279	Bo3g138570, Bo5g043140	Th2v24868
OG0011280	Bo4g137230, Bo6g059950	Th2v05326
OG0011281	Bo7g063710	Th2v11731, Th2v14237, Th2v26645
OG0011282	Bo4g190270	Th2v06741, Th2v15440, Th2v28380
OG0011283	Bo8g102670, Bo7g005700	Th2v01664
OG0011284	Bo9g150210, Bo2g023270	Th2v17985, Th2v18963
OG0011285	Bo5g014900, Bo8g061240	Th2v20630
OG0011286	Bo8g081980	Th2v08730
OG0011287	Bo1g123580	Th2v21920
OG0011289	Bo4g079990	Th2v22329
OG0011290	Bo5g127110, Bo1g128490	Th2v22001
OG0011291	Bo3g148930, Bo5g062760	Th2v26601
OG0011292	Bo3g039820	Th2v13053, Th2v22761
OG0011293	Bo8g077450	Th2v14096, Th2v31290
OG0011294	Bo6g123920, Bo2g095310	Th2v05644
OG0011295	Bo3g058550, Bo1g151900	Th2v25394
OG0011296	Bo9g133620, Bo2g028930	Th2v21775
OG0011298	Bo6g030760, Bo6g030750	Th2v21986
OG0011299	Bo6g056280	Th2v06228, Th2v14929
OG0011300	Bo5g023540	Th2v30185, Th2v05971, Th2v21095
OG0011301	Bo9g184690	Th2v08935
OG0011302	Bo9g032320	Th2v04817
OG0011305	Bo9g013960	Th2v17343
OG0011306	Bo7g040360	Th2v28761
