Orthogroup	Brassica_rapa	Arabidopsis_halleri
OG0012570	Bra010084, Bra029259	g12236
OG0012571	Bra033725	g29131
OG0012572	Bra037746	g17386
OG0012573	Bra025017	g07697
OG0012574	Bra020331	g11039
OG0012575	Bra022636, Bra003075	g23019
OG0012576	Bra033208, Bra033207	g18473
OG0012577	Bra014205	g15270
OG0012578	Bra005218	g03633
OG0012579	Bra028509	g28527
OG0012580	Bra030269	g28085
OG0012581	Bra022423, Bra038210	g22518
OG0012582	Bra017382	g23589
OG0012583	Bra015343	g02103
OG0012584	Bra007121	g11523
OG0012585	Bra019130	g10216
OG0012586	Bra011480	g00548
OG0012587	Bra006828	g16813
OG0012588	Bra020217	g27103
OG0012589	Bra023578	g00107
OG0012590	Bra020468	g14186
OG0012591	Bra005351	g05278
OG0012592	Bra002466, Bra006652	g10890
OG0012593	Bra006795	g16878
OG0012594	Bra023316, Bra008979	g10589
OG0012595	Bra033894	g22783
OG0012596	Bra021334	g30946
OG0012597	Bra007791	g04957, g04958
OG0012598	Bra012218	g13559
OG0012599	Bra011650, Bra017739	g00310
OG0012600	Bra037945	g27093
OG0012601	Bra031375, Bra012316	g13788
OG0012602	Bra038437	g16085
OG0012603	Bra011795	g02920
OG0012604	Bra015126	g23363
OG0012605	Bra018138	g12821
OG0012607	Bra032337	g26340
OG0012608	Bra017321	g03435
OG0012609	Bra002621	g16983
OG0012610	Bra032002	g31071
OG0012611	Bra008048, Bra008050	g04038, g04037
OG0012612	Bra022746	g08450
OG0012613	Bra037660	g18104
OG0012614	Bra028089	g26462
OG0012615	Bra023756	g29420
OG0012616	Bra026153	g10060
OG0012617	Bra034264	g21517
OG0012618	Bra036296, Bra000897	g09154
OG0012619	Bra013673	g14364
OG0012620	Bra009101	g26039
OG0012621	Bra009851	g14082
OG0012622	Bra037174	g01294
OG0012623	Bra006827, Bra002740	g16815
OG0012624	Bra026733, Bra026080	g09984
OG0012625	Bra035874, Bra010130	g12290
OG0012626	Bra028998	g09329
OG0012627	Bra026347	g04517
OG0012628	Bra040058, Bra029715	g11725
OG0012629	Bra010386	g04452
OG0012630	Bra002441, Bra006641	g27283
OG0012631	Bra032656	g01718
OG0012632	Bra025844	g13485
OG0012633	Bra031406	g17733
OG0012634	Bra003494	g05366
OG0012635	Bra024924, Bra017471	g07864
OG0012636	Bra027367, Bra001537	g06833
OG0012637	Bra020578	g17922
OG0012638	Bra039263	g09654
OG0012639	Bra020314	g11007
OG0012640	Bra013718	g10466
OG0012641	Bra011410	g00649
OG0012642	Bra035384	g16338
OG0012643	Bra009136	g15503
OG0012644	Bra002837, Bra035608	g23464
OG0012645	Bra004694	g17320
OG0012646	Bra017162	g18305
OG0012647	Bra005456, Bra005458	g08991
OG0012649	Bra041008	g17035
OG0012650	Bra013812	g10369, g23058
OG0012651	Bra018104	g12866
OG0012652	Bra031735	g05000
OG0012653	Bra010082, Bra029261	g12234
OG0012654	Bra013380, Bra020969	g15412
OG0012655	Bra000784	g29665
OG0012656	Bra040262	g17002
OG0012657	Bra009345	g19052
OG0012658	Bra010638	g02909
OG0012659	Bra008705, Bra006296	g00237
OG0012660	Bra011329	g00748
OG0012661	Bra022424	g22519
OG0012662	Bra006706, Bra002555	g10997
OG0012663	Bra011847	g02838
OG0012664	Bra037515	g28262
OG0012665	Bra040810	g21345
OG0012666	Bra032842	g12916
OG0012667	Bra021379	g31900
OG0012668	Bra024483, Bra039906	g24985
OG0012669	Bra011072	g04346, g17586
OG0012670	Bra034189	g09026
OG0012671	Bra008321	g01323
OG0012672	Bra021202, Bra022179	g06524
OG0012673	Bra031771	g04928
OG0012674	Bra029985, Bra012914	g22261
OG0012675	Bra008899	g10703
OG0012676	Bra033892	g22791
OG0012677	Bra017523, Bra017520	g07749
OG0012678	Bra006612	g11968
OG0012679	Bra015852	g01072
OG0012681	Bra023597	g00054
OG0012682	Bra004429	g09546
OG0012683	Bra001913	g27161
OG0012684	Bra003380, Bra014537	g22852
OG0012685	Bra004869	g28039
OG0012686	Bra029587	g06461
OG0012687	Bra024446	g07338
OG0012688	Bra015179	g18497
OG0012689	Bra016053	g04008
OG0012690	Bra010601	g02969
OG0012691	Bra016108	g03933
OG0012692	Bra018606	g18231
OG0012693	Bra031462	g19908
OG0012694	Bra020982, Bra013363	g15379
OG0012695	Bra009966	g29584
OG0012696	Bra034559	g00613
OG0012697	Bra026358	g04531
OG0012698	Bra006353	g00133
OG0012699	Bra024785	g13833
OG0012700	Bra024186, Bra011051	g04376
OG0012701	Bra012478	g08155
OG0012702	Bra030315	g23926
OG0012703	Bra013355	g15367
OG0012704	Bra011957, Bra011958	g07110
OG0012705	Bra034059	g11668
OG0012706	Bra033375	g01938
OG0012707	Bra017769	g03057
OG0012708	Bra023075	g03560
OG0012709	Bra032560	g01930
OG0012710	Bra008975	g10592
OG0012711	Bra038360, Bra004330	g14722
OG0012712	Bra031197	g31800
OG0012713	Bra015694	g01267
OG0012714	Bra037905	g22015, g28400
OG0012715	Bra004147	g30288
OG0012716	Bra014228	g15284
OG0012717	Bra013893	g31943
OG0012718	Bra034298, Bra007766	g29336
OG0012719	Bra022787	g24232
OG0012720	Bra025259	g20522
OG0012721	Bra001757	g22541
OG0012722	Bra015105	g28254
OG0012723	Bra023499	g00279
OG0012724	Bra023345, Bra008934	g10653
OG0012725	Bra036916	g20138
OG0012726	Bra029033	g09421
OG0012727	Bra015893	g01017
OG0012728	Bra003675	g01324
OG0012729	Bra024990	g07751
OG0012730	Bra004288	g14781
OG0012731	Bra021734, Bra022838, Bra018249	g07896
OG0012732	Bra021079	g17186
OG0012733	Bra014425	g05434
OG0012734	Bra004431	g09548
OG0012735	Bra029692	g11767
OG0012736	Bra033421	g20473
OG0012737	Bra035375	g16329
OG0012738	Bra000901	g09160
OG0012739	Bra019701	g04677
OG0012740	Bra012022	g26225
OG0012741	Bra040835	g22737
OG0012742	Bra005348	g03431
OG0012743	Bra019858, Bra016837	g04946
OG0012744	Bra011521	g00499
OG0012745	Bra023971	g00783
OG0012746	Bra007970	g03913
OG0012747	Bra038942	g24825
OG0012748	Bra031158, Bra000584	g23910
OG0012749	Bra016983	g12645
OG0012750	Bra013298, Bra012603	g22585
OG0012751	Bra033656	g23789
OG0012752	Bra029746, Bra034054	g11684
OG0012753	Bra023094, Bra005220	g03628
OG0012754	Bra021592, Bra001586	g06725
OG0012755	Bra007761	g14507, g18669
OG0012756	Bra015972	g04121
OG0012757	Bra001096	g06160
OG0012758	Bra021914	g03344
OG0012759	Bra015327	g02086
OG0012760	Bra028012	g17719
OG0012761	Bra024798, Bra030642	g02266
OG0012762	Bra033058	g08660
OG0012763	Bra010587	g03011
OG0012764	Bra032452	g02231
OG0012765	Bra040875	g07080
OG0012766	Bra030530, Bra033391	g01963
OG0012767	Bra013261	g22652
OG0012768	Bra007026	g11383
OG0012769	Bra035438	g25143
OG0012770	Bra033271	g01798
OG0012771	Bra004969	g12619
OG0012773	Bra029830	g06019
OG0012774	Bra017420	g14614
OG0012775	Bra019267	g10452
OG0012776	Bra016666, Bra026148	g10055
OG0012777	Bra003824	g04142
OG0012778	Bra007769	g27363
OG0012779	Bra030852	g27966
OG0012780	Bra019509	g12843
OG0012781	Bra019116	g10195
OG0012782	Bra001619, Bra001622	g23156
OG0012783	Bra003766	g19826
OG0012784	Bra003861	g04051
OG0012785	Bra020380	g16919
OG0012786	Bra010757	g23163
OG0012787	Bra011976, Bra034390	g07143
OG0012788	Bra029486	g31436
OG0012789	Bra005742	g19390
OG0012790	Bra012832	g14840
OG0012791	Bra012166, Bra037846	g07333
OG0012792	Bra014849, Bra003166	g11412
OG0012793	Bra039413	g06357
OG0012794	Bra018561, Bra036283	g09124
OG0012795	Bra032146	g08729
OG0012796	Bra011009	g08130
OG0012797	Bra012039	g29604
OG0012798	Bra002646	g16952, g16954
OG0012799	Bra003551	g31508
OG0012800	Bra009553, Bra028853	g19398
OG0012801	Bra004857	g28052
OG0012802	Bra032430	g01687
OG0012803	Bra003574, Bra039902, Bra000488	g23839, g08254, g08255
OG0012804	Bra011867, Bra033612	g02811
OG0012805	Bra008330	g01333
OG0012806	Bra030767	g18167
OG0012807	Bra019724	g04894
OG0012808	Bra015823	g01116
OG0012809	Bra004956, Bra039294	g09733
OG0012810	Bra031774	g04918
OG0012811	Bra040898	g12011
OG0012812	Bra005706	g19496
OG0012813	Bra015155	g32167
OG0012814	Bra025638	g26778
OG0012815	Bra037609	g11894
OG0012816	Bra023032, Bra016842	g04956
OG0012817	Bra023189	g27580
OG0012819	Bra025671	g13991
OG0012820	Bra010135	g12293
OG0012821	Bra037614, Bra019416	g11886
OG0012822	Bra002691, Bra020411	g16873
OG0012823	Bra008061, Bra003862	g04049
OG0012824	Bra029819	g06036
OG0012825	Bra016937	g24477
OG0012826	Bra022506, Bra037951	g27081
OG0012827	Bra014948, Bra023727	g26617, g27160
OG0012828	Bra035269	g27784
OG0012829	Bra038787, Bra013495	g05229
OG0012830	Bra003710	g01228
OG0012831	Bra027193	g06614
OG0012832	Bra023954	g00738
OG0012833	Bra011394	g00676
OG0012834	Bra000252	g17272
OG0012835	Bra014467	g05534
OG0012836	Bra013113	g14208
OG0012838	Bra026511	g19588
OG0012839	Bra037193, Bra031803	g07173
OG0012840	Bra015127	g23364
OG0012841	Bra039012	g20926
OG0012842	Bra021574	g06776
OG0012843	Bra001999	g23247
OG0012844	Bra014222	g15276
OG0012845	Bra011406	g32214
OG0012846	Bra037125, Bra035224	g07302
OG0012847	Bra034056	g11672
OG0012848	Bra026649	g14544
OG0012849	Bra027533	g29132
OG0012850	Bra005382, Bra021938	g03383
OG0012851	Bra032997	g20545
OG0012852	Bra011760	g02976
OG0012853	Bra030647	g02275
OG0012854	Bra022682	g09461
OG0012855	Bra038686	g05848
OG0012856	Bra005259	g03564
OG0012857	Bra024500	g22171
OG0012858	Bra021737, Bra018260	g07884
OG0012859	Bra030268	g28084
OG0012860	Bra012492	g08175
OG0012862	Bra000510	g26212
OG0012863	Bra027383	g06857
OG0012864	Bra024543	g13721
OG0012865	Bra036592	g17864
OG0012866	Bra034883	g19964
OG0012867	Bra000139, Bra005029	g12522
OG0012868	Bra007061	g11447
OG0012869	Bra026303	g04467
OG0012870	Bra027268	g06718
OG0012871	Bra018712	g17459
OG0012872	Bra038081, Bra039542	g20273
OG0012873	Bra006273	g00286
OG0012874	Bra029537	g21446
OG0012875	Bra031039	g13980
OG0012876	Bra010096, Bra029254	g12242
OG0012877	Bra014812	g11468
OG0012878	Bra002876, Bra035590	g09251
OG0012879	Bra017089	g12467
OG0012880	Bra004121	g24349
OG0012881	Bra038445	g21386
OG0012882	Bra032944	g20768
OG0012883	Bra020192	g11924
OG0012884	Bra015668	g01307
OG0012885	Bra040403	g06231
OG0012886	Bra006375	g25803
OG0012888	Bra010752	g23151
OG0012889	Bra006122, Bra023347	g10656
OG0012890	Bra001163	g06346
OG0012891	Bra021911	g03342
OG0012892	Bra000986	g02662
OG0012893	Bra032400	g18787
OG0012894	Bra017792	g03028
OG0012895	Bra027715	g27009
OG0012896	Bra005409	g03353
OG0012897	Bra038968	g21378
OG0012898	Bra023783	g11610
OG0012899	Bra030826	g24587, g24576
OG0012900	Bra031206	g23972
OG0012901	Bra035077	g01455
OG0012902	Bra001327, Bra041174	g11688
OG0012903	Bra032061	g22335
OG0012904	Bra018985	g15108
OG0012905	Bra035052	g01421
OG0012906	Bra018979	g15122
OG0012907	Bra013530	g21738
OG0012908	Bra000766	g27665
OG0012909	Bra022546	g08400
OG0012910	Bra026468	g25271
OG0012911	Bra040261	g17001
OG0012912	Bra037009	g00615
OG0012913	Bra029127	g08285
OG0012914	Bra040789	g11129
OG0012915	Bra018034, Bra025015	g16729
OG0012916	Bra038534, Bra030248	g21674
OG0012917	Bra025213	g20750
OG0012918	Bra031737	g05003, g05004
OG0012919	Bra005512	g03222
OG0012920	Bra012945	g10792
OG0012921	Bra022127	g07831
OG0012922	Bra018628	g18262
OG0012923	Bra030494	g01774
OG0012924	Bra025546	g26880
OG0012925	Bra018685	g02434
OG0012926	Bra029338, Bra012983	g10841
OG0012927	Bra039986, Bra018381	g06953
OG0012928	Bra033724	g29133
OG0012929	Bra010765, Bra014883	g18778
OG0012930	Bra028537, Bra019642	g20440
OG0012931	Bra034599, Bra017623	g00539
OG0012932	Bra032166	g08693
OG0012933	Bra038960	g21368
OG0012934	Bra011733, Bra010585	g03014
OG0012935	Bra009059	g19184
OG0012936	Bra018112	g12858
OG0012937	Bra012076	g07224
OG0012938	Bra013012	g27309
OG0012939	Bra012985	g10847
OG0012940	Bra015016	g30139
OG0012941	Bra010571	g03050
OG0012942	Bra025905	g14010
OG0012943	Bra032631, Bra033272	g01800
OG0012944	Bra028871	g19448
OG0012945	Bra010507	g00319
OG0012946	Bra015796	g01154
OG0012947	Bra029805	g06065
OG0012948	Bra005113	g18384
OG0012949	Bra028970	g18967
OG0012950	Bra015444	g02203
OG0012951	Bra023751, Bra014923	g29427
OG0012952	Bra012552	g15418
OG0012953	Bra006351	g00137
OG0012954	Bra029056	g09481
OG0012955	Bra031769	g04932
OG0012956	Bra005366	g03404
OG0012957	Bra022392	g22487
OG0012958	Bra009359, Bra028650	g30597, g19079
OG0012959	Bra023595	g00063
OG0012960	Bra005176	g03693
OG0012961	Bra032850	g12930
OG0012962	Bra020340, Bra002599	g11062
OG0012963	Bra018812	g15250
OG0012964	Bra030475, Bra018870	g25598
OG0012965	Bra030563, Bra015301	g02059
OG0012966	Bra004622	g24472
OG0012967	Bra022667	g09486
OG0012968	Bra013702, Bra013700, Bra013699, Bra013701, Bra002343	g21085
OG0012969	Bra016568	g25879
OG0012970	Bra015460	g02235
OG0012971	Bra003096	g08214
OG0012972	Bra037902	g28405
OG0012973	Bra006558, Bra002297, Bra020102	g12080
OG0012974	Bra000909	g09177
OG0012975	Bra007772	g31495
OG0012976	Bra031391	g13765
OG0012977	Bra010855, Bra032921	g13031
OG0012978	Bra036502	g25801
OG0012979	Bra029753	g11671
OG0012981	Bra022753	g08460
OG0012982	Bra040447	g30187
OG0012984	Bra033950	g14775
OG0012985	Bra028278	g08345
OG0012986	Bra019305, Bra013691	g14310
OG0012987	Bra029695	g11755, g11751
OG0012988	Bra026168, Bra026785	g10081
OG0012989	Bra004717	g17369
OG0012990	Bra002569	g11020
OG0012991	Bra019026	g04474
OG0012992	Bra020200	g27124
OG0012993	Bra026123	g10025
OG0012994	Bra002505, Bra006676	g10924
OG0012995	Bra004905	g09810
OG0012997	Bra037218	g21993
OG0012998	Bra005881	g09523
OG0012999	Bra007797	g08246
OG0013000	Bra027014	g18761
OG0013001	Bra032403, Bra028230, Bra008300	g30409, g21501, g20345, g21827
OG0013002	Bra029526	g21457
OG0013003	Bra019861	g04949
OG0013004	Bra013193	g16409
OG0013005	Bra010288, Bra024082	g04187
OG0013006	Bra039232	g08776
OG0013007	Bra030345	g16425
OG0013008	Bra026053, Bra026054	g14031
OG0013008	Bra016600	g25870
OG0013009	Bra001002	g02640
OG0013010	Bra028892	g19519
OG0013011	Bra009027	g10516
OG0013012	Bra025791, Bra012079	g07227
OG0013013	Bra037939	g25508
OG0013014	Bra040066	g00759
OG0013015	Bra011268	g11565, g00859
OG0013016	Bra015371	g02132
OG0013017	Bra013015, Bra035958	g27312
OG0013018	Bra012777	g20258
OG0013019	Bra026251	g17127
OG0013020	Bra038661	g12390
OG0013021	Bra011505	g00518
OG0013022	Bra034815, Bra001417	g05866
OG0013023	Bra028300	g08291
OG0013024	Bra002286, Bra020094	g12092
OG0013025	Bra036697	g20898
OG0013026	Bra018896	g21897
OG0013027	Bra038447	g23107
OG0013028	Bra040725	g04697
OG0013029	Bra023099, Bra017206	g03636
OG0013030	Bra038501	g17202
OG0013031	Bra020580	g17931
OG0013033	Bra016190	g03817
OG0013034	Bra005453	g03307
OG0013036	Bra013198	g16417
OG0013037	Bra039123	g02614
OG0013038	Bra030380	g15136
OG0013039	Bra018738	g17408
OG0013040	Bra016633	g09921
OG0013041	Bra028444	g29866
OG0013042	Bra033784	g12862
OG0013043	Bra016121	g03918
OG0013044	Bra006934	g20472
OG0013045	Bra022884	g03110
OG0013046	Bra030449	g21683
OG0013047	Bra024506	g22177
OG0013048	Bra002105	g13328
OG0013049	Bra004800	g18077
OG0013050	Bra024355, Bra037804	g07456
OG0013051	Bra022946, Bra021865	g03261
OG0013052	Bra015290	g02041
OG0013053	Bra037330	g28768
OG0013054	Bra024880	g14535
OG0013055	Bra025129, Bra026542	g23568
OG0013056	Bra023250	g16036
OG0013057	Bra007194	g11616
OG0013058	Bra014764	g11554
OG0013059	Bra004721	g17360
OG0013060	Bra040959	g15126
OG0013061	Bra032134	g08753
OG0013062	Bra032099	g08826
OG0013063	Bra038307	g25213
OG0013064	Bra019741, Bra016792, Bra026992	g04869
OG0013065	Bra019617	g12176
OG0013066	Bra039543	g11262
OG0013067	Bra023164	g27541
OG0013068	Bra030504	g01864
OG0013069	Bra040956	g19006
OG0013070	Bra000155	g12558
OG0013071	Bra005487	g03252
OG0013072	Bra025743	g13897
OG0013073	Bra011815	g02896
OG0013074	Bra004735	g17391
OG0013075	Bra024291	g07554
OG0013076	Bra024987, Bra022166	g06552
OG0013077	Bra033210	g28418
OG0013078	Bra026488, Bra029379	g27771
OG0013079	Bra036938	g23537
OG0013080	Bra040948	g27907
OG0013081	Bra015303	g02061
OG0013082	Bra023973	g00786
OG0013083	Bra037825	g07379
OG0013084	Bra004957	g09732
OG0013085	Bra040762	g07006
OG0013086	Bra036575	g21848
OG0013087	Bra007758	g18659
OG0013088	Bra015864	g01053
OG0013090	Bra028208	g25020
OG0013091	Bra022486	g27819
OG0013092	Bra035519	g32007, g16071
OG0013093	Bra006347, Bra008626	g00149
OG0013094	Bra005105	g18402
OG0013095	Bra017411	g14664
OG0013096	Bra028418	g25038
OG0013097	Bra011965	g07123
OG0013098	Bra033711	g17524
OG0013099	Bra004155	g22082
OG0013100	Bra002846	g23471
OG0013101	Bra039197	g29934
OG0013102	Bra009249	g23880
OG0013103	Bra035744	g11166
OG0013104	Bra035240, Bra000740	g20660
OG0013106	Bra010705	g12285, g02786
OG0013108	Bra008320	g01321
OG0013109	Bra040376	g11825
OG0013110	Bra002435	g27278
OG0013111	Bra014772	g11541
OG0013112	Bra005182	g03686
OG0013113	Bra017561, Bra025021	g07690
OG0013114	Bra034968	g27346
OG0013117	Bra032690	g19942
OG0013118	Bra013173	g29628
OG0013119	Bra018370	g06937
OG0013120	Bra001132	g06253
OG0013121	Bra027294	g06758
OG0013122	Bra015721	g01231
OG0013123	Bra015048	g20050, g28477
OG0013124	Bra016615, Bra025993	g09870
OG0013125	Bra023143	g18829
OG0013126	Bra029530	g21453
OG0013127	Bra002620	g16984
OG0013128	Bra000225, Bra016941	g24485
OG0013129	Bra010737	g02734
OG0013130	Bra020138, Bra006586	g12025
OG0013131	Bra022947	g03262
OG0013132	Bra015498, Bra032423	g02287
OG0013133	Bra001150	g06321
OG0013134	Bra016522	g13934
OG0013135	Bra036233	g09047
OG0013136	Bra016044, Bra003871, Bra003870	g04023
OG0013137	Bra024536	g13729
OG0013138	Bra004443	g09562
OG0013139	Bra007597	g05492
OG0013140	Bra016198	g03804
OG0013141	Bra015335	g02093
OG0013142	Bra038962	g21374
OG0013143	Bra025324	g18916
OG0013144	Bra040401	g06226
OG0013145	Bra018062, Bra019543	g16692
OG0013146	Bra003888	g03974
OG0013147	Bra040106	g17167
OG0013148	Bra023278, Bra035491	g15990
OG0013149	Bra024329	g07491
OG0013150	Bra029871	g05962
OG0013151	Bra010053	g12196
OG0013152	Bra010482, Bra019209, Bra013833	g10345
OG0013153	Bra018911	g21925
OG0013154	Bra025921	g14030
OG0013155	Bra016017	g04062
OG0013156	Bra008516, Bra037328	g28764
OG0013157	Bra008876	g10723
OG0013158	Bra027536	g29123
OG0013159	Bra027479	g31497
OG0013160	Bra038829	g22672
OG0013161	Bra029910, Bra018045	g16713
OG0013162	Bra020184	g11938
OG0013163	Bra016652	g31657
OG0013164	Bra011353	g04314
OG0013165	Bra037924	g25318
OG0013166	Bra031208	g27015
OG0013167	Bra029168	g08385
OG0013168	Bra029869, Bra001381	g05964
OG0013169	Bra021846, Bra005503	g03234
OG0013170	Bra027981	g29465
OG0013172	Bra031997	g26838
OG0013173	Bra003530	g01675
OG0013174	Bra027860	g28150
OG0013175	Bra007686	g05334
OG0013176	Bra009795	g14173
OG0013177	Bra035386	g16340
OG0013178	Bra035926	g10795
OG0013180	Bra008912, Bra023365	g10684
OG0013181	Bra014171	g24331
OG0013182	Bra037783	g07519
OG0013183	Bra000119	g12471
OG0013184	Bra022125	g03835, g03836
OG0013185	Bra030276	g28098
OG0013186	Bra018819	g15286
OG0013187	Bra018651, Bra031613	g18283
OG0013188	Bra029781	g06092
OG0013189	Bra030822	g28392
OG0013190	Bra019233, Bra019235	g10405
OG0013191	Bra030001, Bra036070	g15011
OG0013192	Bra001220	g06495
OG0013193	Bra041103, Bra019728	g04891
OG0013194	Bra032553	g01950
OG0013195	Bra002383	g11978
OG0013196	Bra025251, Bra032983	g20511
OG0013197	Bra015424	g02184
OG0013198	Bra000868	g09076
OG0013199	Bra027855	g25144
OG0013200	Bra020254	g10911
OG0013201	Bra004123	g24362
OG0013202	Bra033981	g23485
OG0013203	Bra000516	g26236
OG0013204	Bra027290	g06748
OG0013205	Bra028913	g27906
OG0013206	Bra012975	g10825
OG0013207	Bra007637, Bra014417	g05409
OG0013208	Bra022892	g03148
OG0013209	Bra030519	g01937
OG0013210	Bra003962	g03758
OG0013211	Bra030874	g27939
OG0013212	Bra039269, Bra004520	g09662
OG0013213	Bra010643	g02891
OG0013214	Bra037525	g28139
OG0013215	Bra025315	g18946
OG0013216	Bra024142	g04278
OG0013217	Bra033287	g01819
OG0013218	Bra001430	g05844
OG0013219	Bra010028	g27703
OG0013220	Bra007729	g05272
OG0013221	Bra007748	g24219
OG0013222	Bra019582, Bra026473, Bra026472	g25253
OG0013223	Bra029730	g11708
OG0013224	Bra025914, Bra024430	g14024
OG0013225	Bra020337, Bra002595	g11055
OG0013226	Bra022563, Bra028276	g08347
OG0013227	Bra039538, Bra031488	g22863
OG0013228	Bra037457	g28945
OG0013229	Bra026282	g04442
OG0013230	Bra036252	g09082
OG0013231	Bra033858	g16052
OG0013232	Bra036667	g21261
OG0013233	Bra022496	g26086
OG0013234	Bra033736	g28609
OG0013235	Bra031195	g23959
OG0013236	Bra034461	g17784, g17787
OG0013237	Bra015369, Bra027587	g02127
OG0013238	Bra027346	g06811
OG0013239	Bra015941	g00941, g00943
OG0013240	Bra015784	g01164
OG0013241	Bra011511	g00512
OG0013242	Bra009852	g14081
OG0013243	Bra036602	g17887
OG0013244	Bra008735	g19210
OG0013245	Bra033851	g16047
OG0013246	Bra013125	g19674
OG0013247	Bra029169	g08386
OG0013248	Bra019909	g05038
OG0013249	Bra035482, Bra033498	g28777
OG0013250	Bra035290	g19419
OG0013251	Bra019717	g04705
OG0013252	Bra017192	g03660
OG0013253	Bra006111	g10641
OG0013254	Bra037212, Bra040805	g21300
