Orthogroup	Brassica_rapa	Boechera_stricta
OG0013689	Bra013417	Bostr.30275s0446.1.p
OG0013690	Bra015001	Bostr.10180s0004.1.p
OG0013691	Bra008629	Bostr.2902s0361.1.p
OG0013692	Bra015785	Bostr.21554s0014.1.p
OG0013693	Bra000536	Bostr.29268s0013.1.p
OG0013694	Bra039565	Bostr.29514s0049.1.p, Bostr.0597s0146.1.p
OG0013695	Bra038621	Bostr.0568s0476.1.p
OG0013696	Bra017909	Bostr.25570s0015.1.p
OG0013697	Bra002367	Bostr.26527s0093.1.p
OG0013698	Bra000349	Bostr.25993s0328.1.p
OG0013699	Bra017657, Bra011530	Bostr.7867s1299.1.p
OG0013700	Bra005445	Bostr.23794s0687.1.p
OG0013701	Bra008795, Bra006221	Bostr.2902s0123.1.p
OG0013702	Bra024920, Bra022153, Bra017468	Bostr.14419s0065.1.p
OG0013703	Bra027254	Bostr.28625s0201.1.p
OG0013704	Bra016972	Bostr.9345s0055.1.p
OG0013705	Bra013671	Bostr.7867s0091.1.p
OG0013706	Bra037656	Bostr.10040s0250.1.p, Bostr.25993s0332.1.p
OG0013707	Bra020785	Bostr.2570s0057.1.p
OG0013708	Bra010914, Bra032852	Bostr.15697s0110.1.p
OG0013709	Bra017855	Bostr.25542s0239.1.p
OG0013710	Bra033689	Bostr.3148s0108.1.p
OG0013711	Bra016960	Bostr.9345s0040.1.p, Bostr.9345s0038.1.p
OG0013712	Bra015182	Bostr.24399s0034.1.p
OG0013713	Bra033650	Bostr.3148s0193.1.p
OG0013714	Bra030754	Bostr.25219s0040.1.p
OG0013716	Bra015564	Bostr.25219s0231.1.p
OG0013717	Bra015422	Bostr.25219s0428.1.p
OG0013718	Bra019185, Bra013868	Bostr.7867s0323.1.p
OG0013719	Bra015692	Bostr.22948s0001.1.p
OG0013720	Bra009474	Bostr.2128s0023.1.p
OG0013721	Bra040240, Bra020792	Bostr.2570s0065.1.p
OG0013722	Bra037947, Bra000601	Bostr.15774s0127.1.p
OG0013723	Bra025166	Bostr.0556s0260.1.p
OG0013724	Bra024316	Bostr.0568s0335.1.p
OG0013725	Bra008164	Bostr.3288s0115.1.p
OG0013726	Bra036548	Bostr.29827s0246.1.p
OG0013727	Bra001925	Bostr.19424s0211.1.p
OG0013728	Bra018142	Bostr.18473s0222.1.p
OG0013729	Bra005265, Bra017233	Bostr.23794s0443.1.p
OG0013730	Bra037042	Bostr.7867s1127.1.p
OG0013731	Bra013695, Bra020818	Bostr.7867s0141.1.p
OG0013732	Bra027263	Bostr.28625s0191.1.p
OG0013733	Bra013170	Bostr.24399s0057.1.p
OG0013734	Bra006103	Bostr.20055s0086.1.p
OG0013735	Bra006108	Bostr.20055s0069.1.p
OG0013736	Bra002633	Bostr.28243s0022.1.p
OG0013737	Bra040218	Bostr.2570s0139.1.p
OG0013738	Bra011434	Bostr.7867s1181.1.p
OG0013739	Bra016020	Bostr.10273s0050.1.p
OG0013740	Bra037055	Bostr.2021s0112.1.p
OG0013741	Bra018265	Bostr.26527s0040.1.p, Bostr.24513s0108.1.p
OG0013742	Bra015787	Bostr.20129s0046.1.p
OG0013743	Bra009625, Bra028887	Bostr.6251s0077.1.p
OG0013744	Bra033245, Bra032646	Bostr.5325s0086.1.p
OG0013745	Bra005254	Bostr.23794s0426.1.p
OG0013746	Bra021576	Bostr.28625s0231.1.p
OG0013747	Bra038379	Bostr.26959s0403.1.p
OG0013748	Bra021215	Bostr.19424s0965.1.p
OG0013749	Bra011077, Bra010346, Bra024169	Bostr.7867s0742.1.p
OG0013750	Bra007595, Bra014444, Bra003446	Bostr.13158s0123.1.p
OG0013751	Bra037529	Bostr.0556s0637.1.p
OG0013752	Bra019495, Bra018168	Bostr.18473s0253.1.p
OG0013753	Bra031290, Bra023872	Bostr.19424s0491.1.p
OG0013754	Bra037510, Bra020720	Bostr.5224s0008.1.p
OG0013755	Bra000103	Bostr.23794s0181.1.p
OG0013756	Bra034896	Bostr.2021s0044.1.p
OG0013757	Bra019614	Bostr.26833s0055.1.p
OG0013758	Bra034320	Bostr.8819s0120.1.p
OG0013759	Bra022425	Bostr.19424s0716.1.p
OG0013760	Bra032587, Bra033345	Bostr.4824s0045.1.p
OG0013761	Bra018149	Bostr.18473s0227.1.p
OG0013762	Bra004386	Bostr.10273s0417.1.p
OG0013763	Bra022750	Bostr.15774s0234.1.p
OG0013764	Bra024663	Bostr.12659s0286.1.p
OG0013765	Bra024416	Bostr.25993s0324.1.p
OG0013766	Bra032988, Bra025258	Bostr.0556s0397.1.p
OG0013767	Bra015988, Bra015117	Bostr.10273s0011.1.p
OG0013768	Bra033976	Bostr.26959s0123.1.p
OG0013769	Bra005576, Bra037623	Bostr.0556s0791.1.p
OG0013770	Bra002455, Bra006649	Bostr.26833s0167.1.p
OG0013771	Bra022396	Bostr.19424s0739.1.p
OG0013772	Bra014290	Bostr.26675s0046.1.p
OG0013773	Bra037145	Bostr.0568s0106.1.p
OG0013774	Bra027332	Bostr.28625s0251.1.p
OG0013775	Bra000683	Bostr.25463s0367.1.p
OG0013776	Bra037132, Bra012121	Bostr.0568s0121.1.p
OG0013777	Bra036301	Bostr.16335s0066.1.p
OG0013778	Bra017149	Bostr.23794s0281.1.p
OG0013779	Bra027639	Bostr.9600s0026.1.p
OG0013780	Bra033520	Bostr.30275s0023.1.p
OG0013781	Bra035095	Bostr.20129s0351.1.p
OG0013782	Bra015844	Bostr.3288s0196.1.p
OG0013783	Bra007605	Bostr.13158s0138.1.p
OG0013784	Bra031606, Bra018668	Bostr.25219s0149.1.p
OG0013785	Bra031222	Bostr.5022s0043.1.p
OG0013786	Bra035652	Bostr.27991s0169.1.p
OG0013787	Bra009204	Bostr.13129s0318.1.p
OG0013788	Bra002649, Bra006766, Bra032836	Bostr.9638s0033.1.p
OG0013789	Bra036542, Bra009835	Bostr.29827s0281.1.p
OG0013790	Bra035047	Bostr.20129s0289.1.p
OG0013791	Bra017870	Bostr.19427s0004.1.p, Bostr.25542s0187.1.p
OG0013792	Bra014258	Bostr.26675s0091.1.p
OG0013793	Bra002215	Bostr.26527s0292.1.p
OG0013795	Bra021999	Bostr.8819s0119.1.p
OG0013796	Bra035603	Bostr.26833s0653.1.p
OG0013797	Bra022544	Bostr.15774s0270.1.p
OG0013798	Bra017944	Bostr.12659s0021.1.p
OG0013799	Bra031143	Bostr.7903s0069.1.p
OG0013800	Bra039124	Bostr.1460s0073.1.p
OG0013801	Bra023057	Bostr.23794s0465.1.p
OG0013802	Bra040914	Bostr.29223s0038.1.p
OG0013803	Bra016146	Bostr.10273s0215.1.p
OG0013804	Bra010358, Bra011041	Bostr.7867s0703.1.p
OG0013805	Bra002293	Bostr.26527s0167.1.p
OG0013806	Bra021687, Bra022820	Bostr.24513s0129.1.p
OG0013807	Bra021323	Bostr.13404s0080.1.p
OG0013808	Bra000236	Bostr.11568s0010.1.p
OG0013809	Bra010270	Bostr.7867s0943.1.p
OG0013810	Bra040094	Bostr.30275s0139.1.p
OG0013811	Bra026216	Bostr.24340s0018.1.p
OG0013812	Bra005286	Bostr.23794s0468.1.p
OG0013813	Bra017054	Bostr.23794s0093.1.p
OG0013814	Bra026274	Bostr.7867s0659.1.p
OG0013815	Bra015006, Bra001931	Bostr.19424s0225.1.p
OG0013816	Bra039907	Bostr.18351s0267.1.p
OG0013817	Bra021874	Bostr.23794s0722.1.p
OG0013818	Bra026158	Bostr.7128s0133.1.p
OG0013819	Bra003389	Bostr.20903s0197.1.p
OG0013820	Bra006889	Bostr.6864s0048.1.p
OG0013821	Bra040736	Bostr.30275s0104.1.p
OG0013822	Bra020761, Bra001190	Bostr.2570s0031.1.p
OG0013823	Bra013549	Bostr.10689s0133.1.p
OG0013824	Bra000468	Bostr.29246s0024.1.p
OG0013825	Bra039378	Bostr.3640s0099.1.p
OG0013826	Bra028825	Bostr.2128s0088.1.p
OG0013827	Bra036953, Bra038172	Bostr.8169s0055.1.p
OG0013828	Bra004760	Bostr.29808s0001.1.p, Bostr.13175s0108.1.p
OG0013829	Bra016065	Bostr.10273s0119.1.p
OG0013830	Bra032042	Bostr.26326s0163.1.p
OG0013831	Bra001573, Bra021582	Bostr.28625s0215.1.p
OG0013832	Bra029539	Bostr.2983s0037.1.p
OG0013833	Bra018100	Bostr.18473s0159.1.p
OG0013835	Bra016747	Bostr.13671s0156.1.p
OG0013836	Bra036498	Bostr.7903s0084.1.p
OG0013837	Bra039905	Bostr.18351s0264.1.p
OG0013838	Bra012820, Bra006897	Bostr.6864s0037.1.p
OG0013839	Bra016137	Bostr.10273s0204.1.p
OG0013840	Bra002352	Bostr.2708s0001.1.p
OG0013842	Bra024569	Bostr.12659s0181.1.p
OG0013843	Bra007534	Bostr.13158s0031.1.p
OG0013844	Bra009070	Bostr.13175s0106.1.p
OG0013845	Bra041152, Bra039033	Bostr.7903s0168.1.p
OG0013846	Bra026429	Bostr.7867s0470.1.p
OG0013847	Bra039753	Bostr.26959s0303.1.p
OG0013848	Bra009471	Bostr.2128s0020.1.p
OG0013849	Bra027932	Bostr.8169s0031.1.p, Bostr.30057s0093.1.p
OG0013850	Bra014019	Bostr.21419s0001.1.p
OG0013851	Bra029773	Bostr.22252s0116.1.p
OG0013852	Bra000644	Bostr.3877s0038.1.p
OG0013853	Bra015576	Bostr.25219s0220.1.p
OG0013854	Bra028893	Bostr.6251s0089.1.p
OG0013855	Bra021397	Bostr.25993s0019.1.p
OG0013856	Bra020623	Bostr.23151s0003.1.p
OG0013857	Bra033293	Bostr.5325s0024.1.p
OG0013858	Bra012139	Bostr.0568s0140.1.p
OG0013859	Bra038521, Bra030234	Bostr.25219s0536.1.p
OG0013860	Bra040708	Bostr.1460s0004.1.p
OG0013861	Bra015344	Bostr.25219s0499.1.p
OG0013862	Bra015157	Bostr.19424s0022.1.p
OG0013863	Bra004954	Bostr.25993s0170.1.p
OG0013864	Bra037839, Bra024438	Bostr.0568s0184.1.p
OG0013865	Bra026416	Bostr.7867s0484.1.p
OG0013866	Bra006606	Bostr.26527s0072.1.p
OG0013867	Bra005615	Bostr.24513s0031.1.p
OG0013868	Bra038836, Bra038559	Bostr.18351s0368.1.p
OG0013869	Bra010909	Bostr.15697s0118.1.p
OG0013870	Bra036496	Bostr.7903s0089.1.p, Bostr.7903s0088.1.p
OG0013871	Bra026342	Bostr.7867s0573.1.p
OG0013872	Bra009690	Bostr.10199s0079.1.p
OG0013873	Bra036238	Bostr.2983s0168.1.p
OG0013874	Bra018119	Bostr.18473s0187.1.p
OG0013876	Bra009076, Bra028612	Bostr.13129s0003.1.p
OG0013877	Bra012772, Bra024149	Bostr.22970s0001.1.p
OG0013878	Bra000555	Bostr.26326s0074.1.p
OG0013879	Bra034093	Bostr.22252s0057.1.p
OG0013880	Bra011339	Bostr.7867s1086.1.p
OG0013881	Bra003700	Bostr.20129s0129.1.p
OG0013882	Bra040754	Bostr.2021s0002.1.p
OG0013883	Bra007260	Bostr.20505s0091.1.p
OG0013884	Bra009411	Bostr.13129s0469.1.p
OG0013885	Bra028731	Bostr.13129s0322.1.p
OG0013886	Bra039844, Bra015227	Bostr.18351s0035.1.p
OG0013887	Bra016989, Bra004574	Bostr.23794s0010.1.p
OG0013888	Bra020168	Bostr.26527s0075.1.p
OG0013889	Bra027079	Bostr.10040s0014.1.p
OG0013890	Bra040893	Bostr.6864s0066.1.p
OG0013891	Bra011346	Bostr.7867s1096.1.p
OG0013892	Bra001223	Bostr.22252s0349.1.p
OG0013893	Bra032695	Bostr.2021s0067.1.p
OG0013894	Bra031894, Bra024336	Bostr.0568s0303.1.p
OG0013895	Bra011138	Bostr.7867s0830.1.p
OG0013896	Bra012033	Bostr.28794s0003.1.p
OG0013897	Bra019204	Bostr.7867s0291.1.p
OG0013898	Bra026382	Bostr.7867s0528.1.p
OG0013899	Bra016758	Bostr.13671s0181.1.p
OG0013900	Bra031953	Bostr.2570s0306.1.p
OG0013901	Bra010878	Bostr.15697s0161.1.p
OG0013902	Bra025042, Bra017581	Bostr.8819s0143.1.p
OG0013903	Bra023514	Bostr.2902s0264.1.p
OG0013904	Bra027655	Bostr.29223s0195.1.p
OG0013905	Bra006938	Bostr.11793s0120.1.p
OG0013906	Bra001933, Bra028350	Bostr.19424s0240.1.p
OG0013907	Bra036436	Bostr.19046s0098.1.p
OG0013908	Bra015608	Bostr.15654s0059.1.p
OG0013909	Bra024435	Bostr.0568s0187.1.p
OG0013910	Bra011653	Bostr.24399s0026.1.p, Bostr.7867s1464.1.p
OG0013911	Bra004078, Bra004244	Bostr.26959s0141.1.p
OG0013912	Bra033253	Bostr.5325s0077.1.p
OG0013913	Bra005086	Bostr.23794s0194.1.p
OG0013914	Bra014991	Bostr.19424s0247.1.p
OG0013916	Bra022507, Bra000596	Bostr.15774s0118.1.p
OG0013917	Bra031193	Bostr.5022s0082.1.p, Bostr.5022s0093.1.p
OG0013918	Bra026561	Bostr.0568s0131.1.p
OG0013919	Bra000035	Bostr.23794s0271.1.p
OG0013920	Bra026396	Bostr.7867s0510.1.p
OG0013921	Bra029137	Bostr.7305s0004.1.p
OG0013922	Bra016776	Bostr.13671s0223.1.p
OG0013923	Bra017062	Bostr.23794s0115.1.p
OG0013924	Bra001813	Bostr.26675s0042.1.p
OG0013925	Bra024254, Bra031942	Bostr.0568s0407.1.p
OG0013926	Bra029332, Bra035940	Bostr.26833s0123.1.p
OG0013927	Bra006176, Bra008862	Bostr.2902s0038.1.p
OG0013928	Bra003718, Bra015744	Bostr.20129s0083.1.p
OG0013929	Bra027988	Bostr.3359s0044.1.p
OG0013930	Bra020077	Bostr.26527s0203.1.p
OG0013931	Bra033987	Bostr.26959s0147.1.p
OG0013932	Bra013509	Bostr.10689s0066.1.p
OG0013933	Bra003013	Bostr.0597s0064.1.p
OG0013934	Bra013851, Bra019199	Bostr.7867s0301.1.p
OG0013935	Bra035855, Bra038608	Bostr.0568s0494.1.p
OG0013936	Bra013568	Bostr.10089s0003.1.p
OG0013937	Bra029034, Bra029037	Bostr.26833s0848.1.p
OG0013938	Bra010759	Bostr.0597s0041.1.p
OG0013939	Bra000386	Bostr.25993s0244.1.p
OG0013940	Bra004526	Bostr.25993s0109.1.p
OG0013941	Bra034188	Bostr.2983s0128.1.p
OG0013942	Bra018619	Bostr.25219s0092.1.p
OG0013944	Bra023045, Bra005310, Bra017277	Bostr.23794s0501.1.p
OG0013945	Bra018872	Bostr.26675s0104.1.p
OG0013946	Bra011364	Bostr.7867s1112.1.p
OG0013947	Bra013829	Bostr.7867s0279.1.p
OG0013949	Bra014593	Bostr.20903s0052.1.p
OG0013950	Bra030895, Bra014366	Bostr.7128s0059.1.p
OG0013951	Bra032056	Bostr.26326s0178.1.p
OG0013952	Bra017049	Bostr.23794s0085.1.p
OG0013953	Bra034293	Bostr.26326s0041.1.p
OG0013954	Bra007029, Bra014861	Bostr.11793s0010.1.p
OG0013955	Bra037516	Bostr.5224s0018.1.p
OG0013956	Bra040593	Bostr.1460s0186.1.p
OG0013957	Bra005609	Bostr.24513s0006.1.p
OG0013958	Bra034417	Bostr.15697s0266.1.p, Bostr.15697s0268.1.p
OG0013959	Bra027759	Bostr.7867s0759.1.p, Bostr.29223s0120.1.p
OG0013961	Bra002869	Bostr.26833s0671.1.p
OG0013962	Bra008317	Bostr.20129s0196.1.p
OG0013963	Bra035752, Bra023934	Bostr.19424s0577.1.p
OG0013964	Bra004350	Bostr.10273s0471.1.p
OG0013965	Bra004498	Bostr.25993s0077.1.p
OG0013967	Bra039683	Bostr.0124s0162.1.p
OG0013968	Bra026521	Bostr.0556s0220.1.p
OG0013969	Bra032215	Bostr.15654s0098.1.p
OG0013970	Bra028238	Bostr.25849s0007.1.p
OG0013971	Bra015865	Bostr.3288s0161.1.p
OG0013972	Bra022962	Bostr.23794s0699.1.p
OG0013973	Bra035210, Bra015909	Bostr.3288s0090.1.p
OG0013974	Bra003319	Bostr.20903s0062.1.p
OG0013975	Bra016641	Bostr.7128s0235.1.p
OG0013976	Bra013860	Bostr.7867s0312.1.p
OG0013977	Bra029021	Bostr.26833s0820.1.p
OG0013978	Bra028113	Bostr.9638s0053.1.p
OG0013979	Bra003694	Bostr.20129s0139.1.p
OG0013980	Bra039628	Bostr.18351s0291.1.p
OG0013982	Bra017057, Bra005021	Bostr.23794s0097.1.p
OG0013983	Bra038232	Bostr.19424s0681.1.p
OG0013984	Bra023876	Bostr.19424s0497.1.p
OG0013985	Bra023698, Bra006483	Bostr.26527s0320.1.p
OG0013986	Bra024951	Bostr.14419s0039.1.p
OG0013988	Bra038619	Bostr.0568s0481.1.p
OG0013989	Bra009217	Bostr.13129s0304.1.p
OG0013990	Bra026897, Bra019716	Bostr.13671s0097.1.p
OG0013991	Bra005704	Bostr.6251s0068.1.p
OG0013993	Bra024442	Bostr.0568s0179.1.p
OG0013994	Bra026671	Bostr.7903s0041.1.p
OG0013995	Bra003540	Bostr.20129s0520.1.p
OG0013996	Bra017283	Bostr.23794s0507.1.p
OG0013997	Bra036391	Bostr.2199s0035.1.p
OG0013998	Bra005947	Bostr.24162s0001.1.p
OG0013999	Bra009321	Bostr.13129s0153.1.p
OG0014000	Bra013387	Bostr.30275s0411.1.p
OG0014001	Bra002785	Bostr.26833s0570.1.p
OG0014002	Bra013972	Bostr.26527s0462.1.p, Bostr.2618s0047.1.p
OG0014003	Bra002487, Bra006665	Bostr.26833s0205.1.p
OG0014004	Bra024322, Bra037791	Bostr.0568s0326.1.p
OG0014005	Bra021807, Bra022895	Bostr.23794s0840.1.p
OG0014006	Bra025941	Bostr.7128s0396.1.p
OG0014007	Bra008822, Bra004316	Bostr.26959s0037.1.p
OG0014008	Bra030448	Bostr.26675s0066.1.p
OG0014009	Bra020381	Bostr.26833s0432.1.p
OG0014010	Bra006250	Bostr.2902s0172.1.p
OG0014011	Bra031628	Bostr.25219s0099.1.p
OG0014014	Bra036127	Bostr.11214s0002.1.p
OG0014015	Bra004088, Bra034000	Bostr.26959s0164.1.p
OG0014016	Bra012958	Bostr.26833s0093.1.p
OG0014017	Bra028724	Bostr.13129s0308.1.p
OG0014018	Bra009923, Bra036597	Bostr.29827s0132.1.p
OG0014019	Bra022635	Bostr.26833s0963.1.p
OG0014020	Bra015431, Bra030612	Bostr.25219s0421.1.p
OG0014021	Bra004762	Bostr.25993s0437.1.p
OG0014022	Bra006455	Bostr.26527s0373.1.p
OG0014023	Bra008756	Bostr.2902s0183.1.p
OG0014024	Bra025382	Bostr.0556s0575.1.p
OG0014025	Bra011040	Bostr.7867s0698.1.p
OG0014026	Bra011479, Bra017614	Bostr.7867s1245.1.p
OG0014027	Bra015583, Bra030687	Bostr.25219s0210.1.p
OG0014028	Bra032557	Bostr.26675s0444.1.p
OG0014029	Bra039372	Bostr.3640s0092.1.p
OG0014030	Bra014432, Bra007613	Bostr.13158s0152.1.p
OG0014031	Bra027444	Bostr.3148s0228.1.p
OG0014032	Bra037982	Bostr.7128s0041.1.p
OG0014033	Bra005240	Bostr.23794s0412.1.p
OG0014034	Bra030533	Bostr.26675s0361.1.p
OG0014035	Bra029192, Bra035723	Bostr.15774s0250.1.p
OG0014036	Bra006585	Bostr.26527s0119.1.p
OG0014037	Bra040186	Bostr.2570s0249.1.p
OG0014038	Bra030871	Bostr.6758s0043.1.p
OG0014039	Bra000268	Bostr.25993s0523.1.p
OG0014040	Bra026674	Bostr.7128s0342.1.p
OG0014041	Bra036300	Bostr.16335s0054.1.p
OG0014042	Bra000715, Bra037923	Bostr.25463s0261.1.p
OG0014043	Bra010384, Bra024230	Bostr.7867s0642.1.p
OG0014044	Bra010207	Bostr.3359s0021.1.p
OG0014045	Bra007667	Bostr.13158s0223.1.p
OG0014047	Bra028898	Bostr.6251s0107.1.p
OG0014048	Bra003854	Bostr.10273s0036.1.p
OG0014049	Bra003478, Bra007640	Bostr.13158s0196.1.p
OG0014050	Bra003045	Bostr.26833s0923.1.p
OG0014051	Bra005617	Bostr.24513s0029.1.p
OG0014052	Bra037433, Bra020659	Bostr.15774s0047.1.p
OG0014053	Bra017380	Bostr.0556s0180.1.p
OG0014054	Bra013882	Bostr.7867s0334.1.p
OG0014055	Bra038950	Bostr.29044s0111.1.p
OG0014056	Bra031237	Bostr.19424s0562.1.p
OG0014057	Bra029428	Bostr.25463s0114.1.p
OG0014058	Bra013896, Bra028432	Bostr.25849s0001.1.p
OG0014059	Bra029040	Bostr.26833s0855.1.p
OG0014060	Bra028833	Bostr.2128s0106.1.p
OG0014061	Bra015523	Bostr.25219s0286.1.p
OG0014062	Bra005416	Bostr.23794s0655.1.p
OG0014063	Bra031333	Bostr.6758s0076.1.p
OG0014064	Bra002463, Bra006651	Bostr.26833s0173.1.p
OG0014065	Bra037071, Bra032699	Bostr.0597s0112.1.p
OG0014066	Bra009664	Bostr.0568s0017.1.p
OG0014067	Bra015423	Bostr.25219s0427.1.p
OG0014068	Bra039524	Bostr.29514s0037.1.p
OG0014069	Bra040894	Bostr.6864s0067.1.p
OG0014070	Bra022983	Bostr.23794s0639.1.p
OG0014071	Bra028284	Bostr.15774s0335.1.p
OG0014072	Bra021468	Bostr.1460s0149.1.p
OG0014073	Bra022824, Bra021694	Bostr.24513s0123.1.p
OG0014074	Bra039878	Bostr.15697s0402.1.p
OG0014075	Bra034299	Bostr.26326s0025.1.p
OG0014076	Bra013574	Bostr.9017s0013.1.p
OG0014077	Bra023154	Bostr.15697s0407.1.p
OG0014078	Bra009426	Bostr.13129s0479.1.p
OG0014079	Bra000628	Bostr.15774s0213.1.p
OG0014080	Bra014678	Bostr.20505s0087.1.p
OG0014081	Bra013156	Bostr.22685s0006.1.p
OG0014082	Bra032648	Bostr.3148s0225.1.p, Bostr.5325s0096.1.p
OG0014083	Bra000533	Bostr.29505s0012.1.p, Bostr.2444s0001.1.p
OG0014084	Bra036500, Bra031138	Bostr.7903s0082.1.p
OG0014085	Bra033668	Bostr.3148s0150.1.p
OG0014086	Bra025906	Bostr.7128s0446.1.p
OG0014087	Bra002631	Bostr.26833s0387.1.p
OG0014088	Bra019436	Bostr.0556s0737.1.p
OG0014089	Bra015315	Bostr.26675s0312.1.p
OG0014091	Bra020072, Bra002271	Bostr.26527s0211.1.p
OG0014092	Bra010369	Bostr.7867s0676.1.p
OG0014093	Bra023282	Bostr.3359s0085.1.p
OG0014094	Bra006047, Bra009057	Bostr.13175s0091.1.p
OG0014095	Bra000614	Bostr.15774s0167.1.p
OG0014096	Bra035630	Bostr.26833s0583.1.p
OG0014097	Bra029495, Bra029496	Bostr.25463s0007.1.p
OG0014098	Bra017843, Bra010607	Bostr.7867s1626.1.p
OG0014099	Bra018853	Bostr.5325s0122.1.p
OG0014100	Bra027755, Bra027679	Bostr.29223s0110.1.p
OG0014101	Bra037180	Bostr.0568s0034.1.p
OG0014102	Bra012104	Bostr.0568s0098.1.p
OG0014103	Bra029300	Bostr.26833s0046.1.p
OG0014104	Bra031986	Bostr.19046s0074.1.p
OG0014105	Bra031539	Bostr.25219s0278.1.p
OG0014106	Bra038928	Bostr.8169s0012.1.p
OG0014107	Bra010687	Bostr.25542s0125.1.p
OG0014108	Bra032382, Bra010775	Bostr.15697s0334.1.p
OG0014109	Bra034867	Bostr.19424s1045.1.p
OG0014110	Bra008968	Bostr.20055s0100.1.p
OG0014111	Bra025957	Bostr.7128s0376.1.p
OG0014112	Bra006929, Bra012800, Bra033427	Bostr.10371s0005.1.p
OG0014113	Bra037184	Bostr.0568s0024.1.p
OG0014114	Bra031875	Bostr.0568s0271.1.p
OG0014115	Bra024632	Bostr.12659s0242.1.p
OG0014116	Bra036222, Bra033080	Bostr.0556s0562.1.p
OG0014117	Bra020366, Bra002647	Bostr.26833s0406.1.p
OG0014118	Bra021420	Bostr.1460s0187.1.p
OG0014119	Bra010074	Bostr.0568s0575.1.p
OG0014120	Bra019258	Bostr.7867s0194.1.p
OG0014121	Bra033083, Bra025376	Bostr.0556s0565.1.p
OG0014122	Bra039472	Bostr.2570s0188.1.p
OG0014123	Bra008972	Bostr.20055s0105.1.p
OG0014124	Bra037486	Bostr.2392s0010.1.p
OG0014125	Bra027795	Bostr.29223s0197.1.p
OG0014126	Bra011255	Bostr.7867s0981.1.p
OG0014127	Bra015357	Bostr.25219s0489.1.p
OG0014128	Bra021144	Bostr.28625s0101.1.p
OG0014129	Bra025206	Bostr.0556s0315.1.p
OG0014130	Bra009381	Bostr.13129s0057.1.p
OG0014131	Bra040646	Bostr.2570s0152.1.p
OG0014132	Bra015061	Bostr.19424s0161.1.p
OG0014133	Bra002823	Bostr.26833s0625.1.p
OG0014134	Bra039541	Bostr.0597s0184.1.p
OG0014135	Bra036817	Bostr.6864s0115.1.p
OG0014136	Bra025892, Bra012276	Bostr.25570s0007.1.p, Bostr.2983s0223.1.p
OG0014137	Bra033709	Bostr.3148s0062.1.p
OG0014138	Bra039579	Bostr.29938s0004.1.p
OG0014139	Bra007952, Bra016174	Bostr.10273s0259.1.p
OG0014140	Bra025971	Bostr.7128s0359.1.p
OG0014141	Bra023328	Bostr.20055s0084.1.p
OG0014142	Bra020022	Bostr.25494s0006.1.p
OG0014143	Bra024872, Bra017442	Bostr.7903s0020.1.p
OG0014144	Bra004979	Bostr.23794s0038.1.p
OG0014145	Bra032532	Bostr.26675s0352.1.p
OG0014146	Bra037160	Bostr.0568s0075.1.p
OG0014147	Bra036122	Bostr.29044s0098.1.p
OG0014148	Bra026132, Bra016660	Bostr.7128s0156.1.p
OG0014149	Bra037177, Bra031809	Bostr.0568s0050.1.p
OG0014150	Bra028034	Bostr.1040s0059.1.p
OG0014152	Bra027176	Bostr.28625s0061.1.p
OG0014153	Bra008937	Bostr.20055s0052.1.p
OG0014155	Bra034716, Bra039355	Bostr.3640s0067.1.p
OG0014156	Bra009183	Bostr.13129s0340.1.p
OG0014157	Bra014893, Bra023140	Bostr.15697s0387.1.p
OG0014158	Bra038272	Bostr.18473s0349.1.p
OG0014159	Bra021122	Bostr.28625s0132.1.p
OG0014160	Bra031785, Bra016810	Bostr.13671s0278.1.p
OG0014161	Bra009476	Bostr.2128s0024.1.p
OG0014162	Bra022150, Bra039445	Bostr.2570s0148.1.p
OG0014163	Bra013390	Bostr.30275s0413.1.p
OG0014164	Bra040283	Bostr.22252s0368.1.p
OG0014165	Bra031118	Bostr.7903s0131.1.p
OG0014166	Bra028411	Bostr.17584s0010.1.p
OG0014167	Bra020003, Bra030791	Bostr.25494s0025.1.p
OG0014168	Bra027423, Bra039395	Bostr.3640s0147.1.p
OG0014169	Bra017141	Bostr.23794s0267.1.p
OG0014170	Bra016386, Bra012308	Bostr.12659s0064.1.p
OG0014171	Bra021462	Bostr.1460s0156.1.p
OG0014172	Bra032544	Bostr.26675s0383.1.p
OG0014173	Bra032878	Bostr.15697s0131.1.p
OG0014174	Bra020442, Bra002730	Bostr.26833s0516.1.p
OG0014175	Bra032663	Bostr.5325s0129.1.p
OG0014176	Bra020660	Bostr.15774s0043.1.p
OG0014177	Bra005951	Bostr.13129s0191.1.p
OG0014178	Bra006333	Bostr.2902s0329.1.p
OG0014179	Bra005451, Bra021896	Bostr.20457s0001.1.p
OG0014181	Bra026107	Bostr.12302s0082.1.p
OG0014182	Bra022995, Bra005385	Bostr.23794s0617.1.p
OG0014183	Bra022230, Bra021264	Bostr.19424s0900.1.p
OG0014184	Bra036329	Bostr.12302s0102.1.p
OG0014185	Bra029823	Bostr.22252s0041.1.p
OG0014186	Bra013992	Bostr.25542s0027.1.p
OG0014187	Bra004276	Bostr.26959s0096.1.p
OG0014188	Bra006003, Bra009350	Bostr.13129s0099.1.p
OG0014189	Bra037079	Bostr.0597s0128.1.p
OG0014190	Bra033961	Bostr.26959s0090.1.p
OG0014191	Bra009921	Bostr.29827s0137.1.p
