Orthogroup	Brassica_rapa	Arabidopsis_lyrata
OG0013062	Bra032099	scaffold_400467.1
OG0013063	Bra038307	fgenesh2_kg.2__1198__AT1G69400.1
OG0013064	Bra019741, Bra016792, Bra026992	fgenesh2_kg.1__1312__AT1G12080.2
OG0013065	Bra019617	scaffold_802833.1
OG0013066	Bra039543	fgenesh2_kg.3__2374__AT3G21540.1
OG0013067	Bra023164	scaffold_103876.1, fgenesh1_pm.C_scaffold_1002748
OG0013068	Bra030504	scaffold_100188.1
OG0013069	Bra040956	Al_scaffold_0001_4004
OG0013070	Bra000155	fgenesh2_kg.4__2088__AT2G39910.1
OG0013071	Bra005487	fgenesh2_kg.4__1360__AT2G33540.1
OG0013072	Bra025743	fgenesh1_pm.C_scaffold_1001664
OG0013073	Bra011815	fgenesh1_pg.C_scaffold_7000184
OG0013074	Bra004735	scaffold_403178.1
OG0013075	Bra024291	fgenesh2_kg.8__2462__AT5G64380.1
OG0013076	Bra024987, Bra022166	fgenesh2_kg.3__1820__AT3G16560.1
OG0013077	Bra033210	fgenesh1_pm.C_scaffold_6002392
OG0013078	Bra026488, Bra029379	fgenesh2_kg.6__2359__AT5G23630.1
OG0013079	Bra036938	scaffold_104167.1
OG0013080	Bra040948	fgenesh2_kg.6__18__AT5G01840.1
OG0013081	Bra015303	Al_scaffold_0001_353
OG0013082	Bra023973	scaffold_701010.1
OG0013083	Bra037825	fgenesh2_kg.8__2624__AT5G65710.1
OG0013084	Bra004957	fgenesh2_kg.4__2810__AT2G46050.1
OG0013085	Bra040762	fgenesh2_kg.4__888__AT2G29090.1
OG0013086	Bra036575	fgenesh2_kg.6__2608__AT5G26340.1
OG0013087	Bra007758	fgenesh1_pm.C_scaffold_4000483
OG0013088	Bra015864	fgenesh2_kg.2__1784__AT1G75150.1
OG0013090	Bra028208	fgenesh2_kg.7__3524__AT5G38840.1
OG0013091	Bra022486	scaffold_200981.1
OG0013092	Bra035519	fgenesh2_kg.1__3333__AT1G31910.1
OG0013093	Bra006347, Bra008626	fgenesh2_kg.6__1612__AT5G16280.1
OG0013094	Bra005105	fgenesh2_kg.4__1916__AT2G38465.1
OG0013095	Bra017411	scaffold_500203.1
OG0013096	Bra028418	fgenesh2_kg.7__3536__AT5G38660.1
OG0013097	Bra011965	fgenesh2_kg.4__745__AT2G28250.2
OG0013098	Bra033711	Al_scaffold_0002_976, fgenesh1_pg.C_scaffold_8000474, fgenesh2_kg.8__412__AT5G44000.1
OG0013099	Bra004155	scaffold_201335.1
OG0013100	Bra002846	fgenesh2_kg.8__1514__AT5G56120.1
OG0013101	Bra039197	fgenesh2_kg.4__267__AT2G23370.1
OG0013102	Bra009249	fgenesh1_pg.C_scaffold_6000616
OG0013103	Bra035744	fgenesh2_kg.3__2306__AT3G20790.1
OG0013104	Bra035240, Bra000740	fgenesh2_kg.6__3093__AT4G11240.1
OG0013106	Bra010705	fgenesh2_kg.7__111__AT4G39100.1
OG0013108	Bra008320	fgenesh1_pm.C_scaffold_2001708
OG0013109	Bra040376	scaffold_300874.1
OG0013110	Bra002435	fgenesh2_kg.6__2277__AT5G22875.2
OG0013111	Bra014772	fgenesh2_kg.5__1927__AT3G55140.1
OG0013112	Bra005182	fgenesh1_pg.C_scaffold_4001841
OG0013113	Bra017561, Bra025021	fgenesh2_kg.8__153__AT5G46350.1
OG0013114	Bra034968	fgenesh2_kg.5__794__AT3G43540.1
OG0013117	Bra032690	fgenesh2_kg.9__48__AT4G13110.1
OG0013118	Bra013173	fgenesh2_kg.3__2885__AT2G05620.1
OG0013119	Bra018370	scaffold_200987.1, fgenesh2_kg.4__940__AT2G29650.1
OG0013120	Bra001132	fgenesh2_kg.3__473__AT3G04950.1
OG0013121	Bra027294	fgenesh2_kg.3__1613__AT3G14910.1
OG0013122	Bra015721	fgenesh2_kg.2__1966__AT1G76760.1
OG0013123	Bra015048	fgenesh2_kg.3__2660__AT3G24500.1
OG0013124	Bra016615, Bra025993	fgenesh2_kg.1__1876__AT1G17190.1
OG0013125	Bra023143	fgenesh2_kg.1__3280__AT1G30845.1
OG0013126	Bra029530	fgenesh2_kg.6__3260__AT4G04920.1
OG0013127	Bra002620	fgenesh2_kg.8__1816__AT5G58750.1
OG0013128	Bra000225, Bra016941	scaffold_402944.1
OG0013129	Bra010737	scaffold_700052.1
OG0013130	Bra020138, Bra006586	fgenesh2_kg.6__2136__AT5G20935.1
OG0013131	Bra022947	scaffold_401938.1
OG0013132	Bra015498, Bra032423	fgenesh2_kg.1__615__AT1G06420.1
OG0013133	Bra001150	fgenesh1_pm.C_scaffold_3000426
OG0013134	Bra016522	fgenesh2_kg.1__2093__AT1G19150.1
OG0013135	Bra036233	fgenesh2_kg.6__3399__AT4G02940.1
OG0013136	Bra016044, Bra003871, Bra003870	fgenesh2_kg.2__1530__AT1G72650.2
OG0013137	Bra024536	scaffold_102583.1
OG0013138	Bra004443	scaffold_403737.1
OG0013139	Bra007597	scaffold_503367.1, Al_scaffold_0001_3991
OG0013140	Bra016198	fgenesh2_kg.2__1323__AT1G70630.1
OG0013141	Bra015335	fgenesh2_kg.1__399__AT1G04620.1
OG0013142	Bra038962	fgenesh2_kg.7__2943__AT4G14020.1
OG0013143	Bra025324	fgenesh1_pg.C_scaffold_5000581
OG0013144	Bra040401	fgenesh2_kg.3__444__AT3G04740.1
OG0013146	Bra003888	fgenesh2_kg.2__1482__AT1G72190.1
OG0013147	Bra040106	fgenesh2_kg.7__2607__AT4G17020.2
OG0013148	Bra023278, Bra035491	Al_scaffold_0001_3325
OG0013149	Bra024329	fgenesh2_kg.8__2514__AT5G64813.1
OG0013150	Bra029871	fgenesh1_pm.C_scaffold_3000897
OG0013151	Bra010053	fgenesh2_kg.8__2195__AT5G62050.1
OG0013152	Bra010482, Bra019209, Bra013833	fgenesh2_kg.7__1797__AT4G24780.1
OG0013153	Bra018911	fgenesh2_kg.1__4212__AT1G51460.1
OG0013154	Bra025921	fgenesh2_kg.1__1996__AT1G18265.1
OG0013155	Bra016017	fgenesh2_kg.2__1571__AT1G73110.1
OG0013156	Bra008516, Bra037328	fgenesh2_kg.6__3674__AT4G00300.1
OG0013157	Bra008876	scaffold_601289.1
OG0013158	Bra027536	scaffold_800593.1
OG0013159	Bra027479	fgenesh2_kg.8__491__AT5G43280.1
OG0013160	Bra038829	fgenesh2_kg.3__3542__AT2G18900.1
OG0013161	Bra029910, Bra018045	Al_scaffold_0005_1678
OG0013162	Bra020184	Al_scaffold_0006_2098
OG0013163	Bra016652	scaffold_101754.1
OG0013164	Bra011353	fgenesh2_kg.7__1264__AT4G29250.1
OG0013165	Bra037924	Al_scaffold_0006_3198
OG0013166	Bra031208	fgenesh1_pg.C_scaffold_2000004, fgenesh1_pm.C_scaffold_2000002
OG0013167	Bra029168	fgenesh2_kg.8__1043__AT5G51545.1
OG0013169	Bra021846, Bra005503	fgenesh2_kg.4__1337__AT2G33350.1
OG0013170	Bra027981	scaffold_800938.1
OG0013172	Bra031997	fgenesh2_kg.3__282__AT3G03320.1
OG0013173	Bra003530	fgenesh1_pm.C_scaffold_2002012
OG0013174	Bra027860	scaffold_200722.1
OG0013175	Bra007686	fgenesh2_kg.5__2751__AT3G62590.1
OG0013176	Bra009795	fgenesh2_kg.6__2479__AT5G24820.1
OG0013178	Bra035926	fgenesh2_kg.8__2126__AT5G61510.1
OG0013180	Bra008912, Bra023365	fgenesh2_kg.6__1190__AT5G12140.1
OG0013181	Bra014171	fgenesh1_pm.C_scaffold_1003121
OG0013182	Bra037783	fgenesh2_kg.8__2488__AT5G64600.1
OG0013183	Bra000119	fgenesh2_kg.4__1996__AT2G39180.1
OG0013184	Bra022125	scaffold_201988.1, scaffold_201989.1
OG0013185	Bra030276	fgenesh2_kg.4__108__AT2G21860.1
OG0013186	Bra018819	fgenesh1_pm.C_scaffold_1003188
OG0013187	Bra018651, Bra031613	fgenesh2_kg.1__825__AT1G08135.1
OG0013188	Bra029781	fgenesh2_kg.3__987__AT3G09650.1
OG0013189	Bra030822	Al_scaffold_0007_3220
OG0013190	Bra019233, Bra019235	fgenesh2_kg.7__1873__AT4G24200.1
OG0013191	Bra030001, Bra036070	scaffold_502058.1
OG0013192	Bra001220	scaffold_300800.1
OG0013193	Bra041103, Bra019728	fgenesh2_kg.1__1295__AT1G11915.1
OG0013194	Bra032553	scaffold_100272.1
OG0013195	Bra002383	fgenesh2_kg.6__2184__AT5G22020.1
OG0013196	Bra025251, Bra032983	fgenesh2_kg.5__490__AT3G27150.1
OG0013197	Bra015424	scaffold_100523.1
OG0013198	Bra000868	fgenesh2_kg.6__3424__AT4G02680.1
OG0013199	Bra027855	fgenesh2_kg.2__488__AT1G59530.1
OG0013200	Bra020254	fgenesh2_kg.8__1991__AT5G60370.1
OG0013201	Bra004123	fgenesh2_kg.2__801__AT1G65650.1
OG0013202	Bra033981	fgenesh2_kg.1__3718__AT1G43580.1
OG0013203	Bra000516	scaffold_401130.1
OG0013204	Bra027290	fgenesh2_kg.3__1623__AT3G14980.1
OG0013205	Bra028913	fgenesh1_pm.C_scaffold_6000018
OG0013206	Bra012975	fgenesh2_kg.8__2094__AT5G61240.1
OG0013207	Bra007637, Bra014417	fgenesh2_kg.5__2686__AT3G61890.1
OG0013208	Bra022892	fgenesh2_kg.4__1248__AT2G32640.2
OG0013209	Bra030519	scaffold_100257.1
OG0013210	Bra003962	scaffold_201894.1
OG0013211	Bra030874	fgenesh1_pm.C_scaffold_1003532
OG0013212	Bra039269, Bra004520	scaffold_403633.1
OG0013213	Bra010643	scaffold_700231.1
OG0013214	Bra037525	fgenesh2_kg.8__644__AT5G47860.1
OG0013215	Bra025315	fgenesh2_kg.5__576__AT3G27960.1
OG0013216	Bra024142	fgenesh2_kg.7__1234__AT4G29590.1
OG0013217	Bra033287	Al_scaffold_0001_125
OG0013218	Bra001430	fgenesh1_pg.C_scaffold_3001079
OG0013219	Bra010028	fgenesh2_kg.8__833__AT5G49570.1
OG0013220	Bra007729	fgenesh2_kg.5__2807__AT3G63120.1
OG0013221	Bra007748	fgenesh2_kg.4__1010__AT2G30390.1
OG0013222	Bra019582, Bra026473, Bra026472	fgenesh2_kg.6__2389__AT5G23970.1
OG0013223	Bra029730	fgenesh2_kg.3__896__AT3G08920.1
OG0013224	Bra025914, Bra024430	fgenesh2_kg.1__2004__AT1G18330.2
OG0013225	Bra020337, Bra002595	fgenesh2_kg.8__1849__AT5G59230.1
OG0013226	Bra022563, Bra028276	fgenesh1_pg.C_scaffold_8001204
OG0013227	Bra039538, Bra031488	scaffold_503144.1
OG0013228	Bra037457	fgenesh2_kg.8__763__AT5G48840.1
OG0013229	Bra026282	fgenesh2_kg.7__1398__AT4G28100.1
OG0013230	Bra036252	fgenesh2_kg.6__3430__AT4G02630.1
OG0013231	Bra033858	fgenesh2_kg.1__3346__AT1G32090.1
OG0013232	Bra036667	fgenesh2_kg.3__3033__AT2G14110.1
OG0013233	Bra022496	fgenesh2_kg.2__645__AT1G65080.1
OG0013234	Bra033736	Al_scaffold_0008_534
OG0013235	Bra031195	fgenesh2_kg.4__76__AT2G21510.1
OG0013236	Bra034461	fgenesh2_kg.2__261__AT1G62050.1
OG0013237	Bra015369, Bra027587	fgenesh2_kg.1__438__AT1G04960.1
OG0013238	Bra027346	scaffold_301677.1
OG0013239	Bra015941	fgenesh2_kg.2__1677__AT1G74055.1
OG0013240	Bra015784	fgenesh1_pm.C_scaffold_2001567
OG0013241	Bra011511	scaffold_700712.1
OG0013242	Bra009852	fgenesh2_kg.6__2552__AT5G25580.1
OG0013243	Bra036602	fgenesh2_kg.6__2661__AT5G26960.1
OG0013244	Bra008735	Al_scaffold_0006_1383
OG0013245	Bra033851	fgenesh2_kg.1__3351__AT1G32160.1
OG0013246	Bra013125	fgenesh2_kg.3__3048__AT2G14530.1
OG0013247	Bra029169	Al_scaffold_0008_1526
OG0013248	Bra019909	fgenesh2_kg.1__1143__AT1G10657.2
OG0013249	Bra035482, Bra033498	scaffold_104985.1
OG0013250	Bra035290	fgenesh2_kg.6__198__AT5G02860.1
OG0013251	Bra019717	fgenesh2_kg.1__1470__AT1G13570.1
OG0013252	Bra017192	fgenesh1_pm.C_scaffold_4001500
OG0013253	Bra006111	scaffold_601196.1
OG0013254	Bra037212, Bra040805	fgenesh2_kg.3__3015__AT2G13620.1
OG0013255	Bra036074	fgenesh2_kg.5__1380__AT3G50370.1
OG0013256	Bra014860	fgenesh2_kg.5__1769__AT3G53830.1
OG0013257	Bra003950	fgenesh2_kg.2__1321__AT1G70610.1
OG0013258	Bra012315, Bra031374	fgenesh2_kg.1__2413__AT1G22230.1
OG0013259	Bra031801, Bra037195	fgenesh2_kg.8__2850__AT5G65930.2
OG0013261	Bra038168	fgenesh1_pg.C_scaffold_1004375
OG0013262	Bra029455	fgenesh2_kg.6__3183__AT4G12450.1
OG0013263	Bra008932	Al_scaffold_0006_1103
OG0013265	Bra002744	fgenesh2_kg.8__1638__AT5G57250.1
OG0013266	Bra013185	Al_scaffold_0003_2973
OG0013267	Bra027975	fgenesh2_kg.7__3036__AT5G35370.1
OG0013268	Bra004418, Bra021452	fgenesh1_pm.C_scaffold_4002501
OG0013269	Bra024007	scaffold_701067.1
OG0013270	Bra019764	fgenesh2_kg.1__1345__AT1G12410.1
OG0013271	Bra007117	scaffold_502611.1
OG0013272	Bra030423, Bra014297	fgenesh2_kg.1__4241__AT1G51700.1
OG0013273	Bra010520	fgenesh2_kg.7__506__AT4G35740.1
OG0013274	Bra033644	fgenesh1_pm.C_scaffold_8000466
OG0013275	Bra004161	Al_scaffold_0002_1203
OG0013276	Bra022482	fgenesh2_kg.2__762__AT1G65380.1
OG0013277	Bra005064, Bra000117	scaffold_402651.1
OG0013278	Bra020974, Bra007241	scaffold_502783.1
OG0013279	Bra006953	scaffold_502368.1
OG0013280	Bra009154	fgenesh2_kg.6__530__AT5G05960.1
OG0013281	Bra039076	scaffold_500695.1
OG0013282	Bra011901	fgenesh2_kg.7__13__AT4G38210.1
OG0013283	Bra028037	fgenesh1_pm.C_scaffold_1002709
OG0013284	Bra006821	fgenesh2_kg.8__1657__AT5G57410.1
OG0013285	Bra019539	scaffold_501780.1
OG0013286	Bra034319	fgenesh2_kg.8__203__AT5G45920.1
OG0013287	Bra009996, Bra020609	Al_scaffold_0006_2775
OG0013288	Bra024716	fgenesh1_pm.C_scaffold_1002125
OG0013289	Bra014504	fgenesh1_pm.C_scaffold_8000489
OG0013290	Bra023220, Bra033865	fgenesh2_kg.1__3336__AT1G31930.1
OG0013291	Bra027760	fgenesh2_kg.2__78__AT1G64065.1
OG0013292	Bra024334	fgenesh2_kg.8__2524__AT5G64880.1
OG0013293	Bra040142	fgenesh2_kg.3__387__AT3G04260.1, scaffold_68500002.1
OG0013294	Bra013440	fgenesh2_kg.7__2302__AT4G20030.1
OG0013295	Bra018581	fgenesh2_kg.1__949__AT1G09140.1
OG0013296	Bra028976	scaffold_802088.1
OG0013297	Bra003284, Bra007330	fgenesh2_kg.5__2186__AT3G57480.1
OG0013298	Bra034496	fgenesh2_kg.8__1054__AT5G51710.1
OG0013299	Bra009680, Bra026499	scaffold_602410.1
OG0013301	Bra022458	fgenesh2_kg.3__2199__AT3G19810.1
OG0013302	Bra013192	fgenesh2_kg.3__2816__AT2G04845.1
OG0013303	Bra018569	fgenesh2_kg.1__972__AT1G09280.1
OG0013304	Bra036951	fgenesh1_pg.C_scaffold_1003347
OG0013305	Bra039757	scaffold_201341.1
OG0013306	Bra025377	scaffold_500907.1
OG0013307	Bra021583, Bra027292	fgenesh2_kg.3__1619__AT3G14950.1
OG0013308	Bra037401	fgenesh1_pm.C_scaffold_6002901
OG0013309	Bra033108, Bra035515	fgenesh1_pm.C_scaffold_2001560
OG0013310	Bra028241	fgenesh2_kg.7__3478__AT5G39410.1
OG0013311	Bra005866	fgenesh2_kg.6__511__AT5G05760.1
OG0013312	Bra016025, Bra008066	fgenesh2_kg.2__1561__AT1G73010.1
OG0013313	Bra003497	scaffold_503515.1
OG0013314	Bra009671, Bra029367	scaffold_602403.1
OG0013315	Bra028473, Bra025550	scaffold_703895.1
OG0013316	Bra015993	fgenesh1_pg.C_scaffold_2001642
OG0013317	Bra012235, Bra025828	scaffold_102303.1
OG0013318	Bra031635	fgenesh2_kg.1__879__AT1G08610.1
OG0013319	Bra029160	fgenesh2_kg.8__1058__AT5G51760.1
OG0013320	Bra008901	fgenesh2_kg.6__1208__AT5G12300.1
OG0013321	Bra018965	fgenesh1_pg.C_scaffold_1003956
OG0013322	Bra036433	Al_scaffold_0003_327
OG0013323	Bra033226	Al_scaffold_0001_39
OG0013324	Bra008799, Bra023438	Al_scaffold_0006_1279
OG0013325	Bra009091	fgenesh1_pm.C_scaffold_6000370
OG0013326	Bra037385	fgenesh2_kg.6__3596__AT4G01080.1
OG0013327	Bra033258	fgenesh1_pm.C_scaffold_1000066
OG0013328	Bra011981, Bra034385	fgenesh2_kg.4__764__AT2G28070.1
OG0013329	Bra037356, Bra000959	fgenesh2_kg.6__3629__AT4G00740.1
OG0013330	Bra036458	scaffold_303807.1
OG0013331	Bra010586	scaffold_700385.1
OG0013332	Bra009712	fgenesh2_kg.6__2380__AT5G23880.1, scaffold_602455.1
OG0013333	Bra024161	fgenesh2_kg.7__1276__AT4G29150.1
OG0013334	Bra027274	fgenesh2_kg.3__1651__AT3G15180.1
OG0013335	Bra015467	fgenesh2_kg.1__564__AT1G05970.2
OG0013336	Bra032464	scaffold_100520.1
OG0013337	Bra013352	fgenesh2_kg.7__2411__AT4G18810.1
OG0013338	Bra016042	fgenesh2_kg.2__1534__AT1G72670.1
OG0013339	Bra027076	fgenesh2_kg.2__282__AT1G61780.1
OG0013340	Bra032275, Bra014172	fgenesh2_kg.1__4015__AT1G49190.1
OG0013341	Bra039339, Bra034738	scaffold_301452.1
OG0013343	Bra016126	scaffold_202084.1
OG0013344	Bra033354	fgenesh2_kg.1__206__AT1G02870.1
OG0013345	Bra039888	fgenesh2_kg.1__3692__AT1G42430.1
OG0013346	Bra018590	fgenesh1_pg.C_scaffold_1000741
OG0013347	Bra033802	fgenesh2_kg.5__1040__AT3G46780.1
OG0013348	Bra040776	fgenesh2_kg.1__4660__AT1G54390.2
OG0013349	Bra011798	fgenesh2_kg.7__252__AT4G37970.1
OG0013350	Bra003632	fgenesh1_pm.C_scaffold_2001821
OG0013351	Bra038181	fgenesh2_kg.2__825__AT1G65920.1
OG0013352	Bra002251	fgenesh1_pg.C_scaffold_6001657
OG0013353	Bra035064	fgenesh2_kg.2__2173__AT1G78800.1
OG0013354	Bra031315	fgenesh1_pm.C_scaffold_3001941
OG0013355	Bra022516	fgenesh2_kg.631__1__AT5G50450.1, fgenesh2_kg.8__928__AT5G50450.1
OG0013356	Bra035280	scaffold_603441.1
OG0013357	Bra039156	Al_scaffold_0003_131
OG0013358	Bra012675	scaffold_702751.1
OG0013359	Bra031976	fgenesh2_kg.3__324__AT3G03750.2
OG0013360	Bra030581	Al_scaffold_0001_394
OG0013361	Bra001082	fgenesh2_kg.3__302__AT3G03560.1
OG0013362	Bra040467	fgenesh2_kg.2__611__AT1G64800.1
OG0013364	Bra017300	fgenesh2_kg.4__1601__AT2G35720.1
OG0013365	Bra039422	fgenesh1_pm.C_scaffold_3000436
OG0013366	Bra013026	fgenesh2_kg.6__2316__AT5G23240.1
OG0013367	Bra018977	scaffold_105067.1
OG0013368	Bra020968	fgenesh1_pm.C_scaffold_7001843
OG0013369	Bra036600, Bra009926	Al_scaffold_0006_2616
OG0013370	Bra030183	fgenesh1_pm.C_scaffold_1002419
OG0013371	Bra014907	fgenesh1_pm.C_scaffold_1002773
OG0013372	Bra028143	fgenesh2_kg.7__3179__AT5G37690.1
OG0013373	Bra016064	fgenesh2_kg.2__746__ATCG00790.1, Al_scaffold_0001_5263, Al_scaffold_0002_938, Al_scaffold_0004_1304
OG0013374	Bra039494	fgenesh2_kg.7__3091__AT5G36170.2
OG0013375	Bra031409	Al_scaffold_0002_365
OG0013376	Bra025334, Bra033046	fgenesh2_kg.5__611__AT3G28450.1
OG0013378	Bra003918, Bra016127	scaffold_202081.1
OG0013379	Bra000270	fgenesh1_pm.C_scaffold_4002002
OG0013380	Bra031478, Bra001344	fgenesh2_kg.3__886__AT3G08840.2
OG0013381	Bra004638	scaffold_403006.1
OG0013382	Bra019986	fgenesh2_kg.1__1039__AT1G09815.1
OG0013383	Bra027976	fgenesh1_pm.C_scaffold_8000511
OG0013384	Bra027670	fgenesh2_kg.2__94__AT1G63940.4
OG0013385	Bra003555	fgenesh2_kg.2__2369__AT1G80170.1
OG0013386	Bra021814	scaffold_401847.1, Al_scaffold_0002_591
OG0013387	Bra028916	fgenesh2_kg.6__14__AT5G01890.1
OG0013388	Bra024253	fgenesh2_kg.8__2404__AT5G63960.1
OG0013389	Bra009774, Bra036520	fgenesh1_pm.C_scaffold_6001968
OG0013390	Bra018540	scaffold_604015.1
OG0013391	Bra004177	scaffold_201418.1
OG0013392	Bra031877	fgenesh1_pm.C_scaffold_8002076, scaffold_45500002.1
OG0013393	Bra009295	fgenesh1_pm.C_scaffold_6000542
OG0013394	Bra008950	fgenesh1_pg.C_scaffold_6000950
OG0013395	Bra041033	fgenesh2_kg.7__2895__AT4G14410.2
OG0013396	Bra032825, Bra030043	fgenesh2_kg.1__2896__AT1G27385.1
OG0013397	Bra040545	fgenesh1_pg.C_scaffold_3000042
OG0013398	Bra036177	fgenesh2_kg.8__705__AT5G48370.2
OG0013399	Bra025019	fgenesh2_kg.8__148__AT5G46400.1
OG0013400	Bra018528	fgenesh2_kg.6__3410__AT4G02820.1
OG0013401	Bra014826	fgenesh2_kg.5__1815__AT3G54260.1
OG0013402	Bra009770	fgenesh2_kg.6__2449__AT5G24520.2
OG0013403	Bra035540	scaffold_802021.1
OG0013404	Bra011446	fgenesh1_pm.C_scaffold_7000617
OG0013405	Bra014125	Al_scaffold_0001_4111
OG0013406	Bra021679	Al_scaffold_0004_1526
OG0013407	Bra003436	fgenesh2_kg.5__2570__AT3G61080.1
OG0013408	Bra003550, Bra003549	scaffold_203064.1
OG0013409	Bra003029, Bra022676	fgenesh1_pm.C_scaffold_8001076
OG0013410	Bra025913	fgenesh2_kg.1__2008__AT1G18340.1
OG0013411	Bra023930, Bra028266	fgenesh2_kg.8__1046__AT5G51600.1
OG0013412	Bra015790	scaffold_202559.1
OG0013413	Bra001948	fgenesh2_kg.3__2655__AT3G24450.1
OG0013414	Bra028002	scaffold_103719.1
OG0013415	Bra023261, Bra035483	fgenesh2_kg.1__3379__AT1G32361.1
OG0013416	Bra009461	fgenesh2_kg.6__350__AT5G04360.1
OG0013417	Bra000603	fgenesh2_kg.8__868__AT5G49970.1
OG0013418	Bra012291, Bra017942	fgenesh2_kg.1__2363__AT1G21695.1
OG0013419	Bra012062	scaffold_803492.1
OG0013420	Bra024304	Al_scaffold_0008_2994
OG0013421	Bra029891	fgenesh2_kg.3__1150__AT3G11050.1, Al_scaffold_0467_1
OG0013422	Bra017400	fgenesh2_kg.5__215__AT2G03150.1
OG0013423	Bra015500	scaffold_100641.1
OG0013424	Bra009376, Bra006018	scaffold_600934.1
OG0013426	Bra001225	fgenesh1_pg.C_scaffold_159000001, fgenesh2_kg.3__712__AT3G06920.1
OG0013427	Bra012523	fgenesh2_kg.7__2305__AT4G20010.2
OG0013428	Bra008434	fgenesh2_kg.2__2289__AT1G80860.1
OG0013429	Bra031244, Bra001808	fgenesh2_kg.3__2322__AT3G20930.1
OG0013430	Bra012465	fgenesh2_kg.1__2754__AT1G26170.1
OG0013431	Bra011839	fgenesh2_kg.7__186__AT4G39710.1
OG0013432	Bra035170	fgenesh2_kg.2__2324__AT1G80550.1
OG0013433	Bra000538	fgenesh2_kg.4__584__AT2G26580.2
OG0013434	Bra031538, Bra030662	Al_scaffold_0001_618
OG0013435	Bra024498	fgenesh2_kg.3__3363__AT2G17695.1
OG0013437	Bra038545, Bra028093	fgenesh2_kg.3__3469__AT2G18650.1
OG0013438	Bra000063	fgenesh1_pg.C_scaffold_4001970
OG0013439	Bra036637, Bra041016	fgenesh2_kg.2__184__AT1G62981.1
OG0013440	Bra031456	fgenesh1_pm.C_scaffold_2000278
OG0013441	Bra009191	scaffold_600625.1
OG0013442	Bra014187	scaffold_104610.1
OG0013443	Bra009037	fgenesh1_pg.C_scaffold_6000838
OG0013444	Bra000700	fgenesh2_kg.6__2984__AT4G10050.1
OG0013445	Bra008953, Bra023330	fgenesh2_kg.6__1127__AT5G11560.1
OG0013446	Bra022531	scaffold_801519.1
OG0013447	Bra033313	scaffold_100164.1
OG0013448	Bra032120, Bra039230	fgenesh2_kg.4__328__AT2G24120.1
OG0013449	Bra007901	scaffold_201895.1
OG0013450	Bra027177	scaffold_301905.1
OG0013451	Bra007275, Bra007273	scaffold_502835.1
OG0013453	Bra009679	fgenesh2_kg.6__2335__AT5G23395.1
OG0013454	Bra024273	fgenesh2_kg.8__2431__AT5G64170.2
OG0013455	Bra025555	fgenesh2_kg.7__3349__AT5G40660.1
OG0013456	Bra033410	fgenesh1_pm.C_scaffold_1000233
OG0013457	Bra024600, Bra012374	Al_scaffold_0001_2467
OG0013458	Bra021419	fgenesh2_kg.3__211__AT3G02700.1
OG0013459	Bra014184	fgenesh2_kg.1__4030__AT1G49380.1
OG0013461	Bra006545	fgenesh1_pg.C_scaffold_6001705
OG0013462	Bra022343	Al_scaffold_0003_1971
OG0013464	Bra030621	scaffold_100554.1
OG0013465	Bra018791, Bra014198	scaffold_104647.1
OG0013466	Bra002963, Bra022739	fgenesh2_kg.8__1366__AT5G54690.1
OG0013467	Bra038049	Al_scaffold_0007_2653
OG0013468	Bra025156	fgenesh2_kg.5__322__AT3G25690.1
OG0013469	Bra013772	fgenesh2_kg.7__1877__AT4G24175.1
OG0013470	Bra033214	fgenesh2_kg.1__5__AT1G02160.2
OG0013471	Bra018064	fgenesh2_kg.5__1190__AT3G48380.2
OG0013472	Bra019455, Bra034983	fgenesh2_kg.5__813__AT3G43860.1
OG0013474	Bra023293	scaffold_103660.1
OG0013475	Bra023968	scaffold_700997.1
OG0013476	Bra032517, Bra015304	scaffold_100389.1
OG0013477	Bra012841	fgenesh1_pm.C_scaffold_5001264
OG0013478	Bra020046	fgenesh2_kg.6__1982__AT5G19540.1
OG0013479	Bra018910	scaffold_104911.1
OG0013480	Bra034821	Al_scaffold_0222_2, scaffold_301339.1
OG0013481	Bra031973	fgenesh2_kg.3__332__AT3G03790.2
OG0013482	Bra016755	fgenesh2_kg.1__1389__AT1G12810.1
OG0013483	Bra026302	fgenesh1_pm.C_scaffold_7001132
OG0013484	Bra012043	scaffold_400980.1
OG0013485	Bra009269	fgenesh1_pg.C_scaffold_6000596
OG0013486	Bra000239	scaffold_403016.1
OG0013487	Bra019079	fgenesh2_kg.7__1531__AT4G26980.1
OG0013488	Bra034446	fgenesh2_kg.1__3517__AT1G34110.1
OG0013489	Bra038487	fgenesh2_kg.7__2652__AT4G16566.1, scaffold_702817.1
OG0013490	Bra005610	scaffold_10300001.1, scaffold_401762.1
OG0013491	Bra026607	fgenesh2_kg.2__2405__AT1G79890.1
OG0013492	Bra036118, Bra009990	fgenesh2_kg.6__2776__AT5G28080.2
OG0013493	Bra038532, Bra030247	fgenesh1_pg.C_scaffold_4000135
OG0013494	Bra008790	fgenesh2_kg.6__1357__AT5G13970.1
OG0013495	Bra008794	fgenesh2_kg.6__1348__AT5G13890.1
OG0013497	Bra016349	fgenesh2_kg.1__2552__AT1G23360.1
OG0013498	Bra013245	fgenesh1_pm.C_scaffold_3002195
OG0013499	Bra021199	scaffold_301965.1
OG0013500	Bra022709	fgenesh2_kg.8__1330__AT5G54290.1
