Orthogroup	Brassica_rapa	Camelina_sativa
OG0013331	Bra010586	Csa10g004050, Csa11g004570, Csa12g004310
OG0013332	Bra009712	Csa13g028370
OG0013333	Bra024161	Csa11g014360, Csa12g020310, Csa10g013420
OG0013334	Bra027274	Csa19g021870, Csa15g019660, Csa01g017720
OG0013335	Bra015467	Csa17g009380, Csa14g007380, Csa03g007400
OG0013336	Bra032464	Csa17g008750, Csa14g006700, Csa03g006790
OG0013337	Bra013352	Csa12g042990, Csa10g025420, Csa11g028640
OG0013338	Bra016042	Csa09g077220, Csa07g039770, Csa16g035350
OG0013339	Bra027076	Csa09g096310, Csa16g053540, Csa07g063010
OG0013340	Bra032275, Bra014172	Csa17g080870, Csa14g055380, Csa03g055020
OG0013341	Bra039339, Bra034738	Csa01g013850, Csa15g016680, Csa19g016940
OG0013343	Bra016126	Csa07g038580, Csa16g034310, Csa09g073950
OG0013344	Bra033354	Csa14g002960
OG0013345	Bra039888	Csa17g069150, Csa14g048520, Csa03g048660
OG0013346	Bra018590	Csa17g012430, Csa14g010430, Csa03g012360
OG0013347	Bra033802	Csa09g044010, Csa06g020560, Csa03215s010, Csa04g029630
OG0013348	Bra040776	Csa05g059330
OG0013349	Bra011798	Csa10g003140, Csa12g003390, Csa11g003510
OG0013350	Bra003632	Csa09g093100, Csa07g057930, Csa16g048470
OG0013351	Bra038181	Csa05g073610, Csa07g029850, Csa16g023260
OG0013352	Bra002251	Csa20g030400, Csa20g030390, Csa13g022600, Csa08g012440
OG0013353	Bra035064	Csa16g048330, Csa07g057780
OG0013354	Bra031315	Csa19g031090, Csa15g032440, Csa01g025100
OG0013355	Bra022516	Csa02g039120, Csa18g021230, Csa11g081910
OG0013356	Bra035280	Csa13g047860, Csa02g024870
OG0013357	Bra039156	Csa19g002720, Csa15g001670, Csa19g002730, Csa01g001630
OG0013358	Bra012675	Csa12g049640, Csa11g032550, Csa10g028370
OG0013359	Bra031976	Csa01g003460, Csa15g003580, Csa19g005900
OG0013360	Bra030581	Csa17g007900, Csa14g005870, Csa03g005970
OG0013361	Bra001082	Csa15g003330, Csa19g005660, Csa01g003240
OG0013362	Bra040467	Csa05g059240, Csa07g023190, Csa16g020000
OG0013363	Bra004133	Csa05g073590, Csa16g023240, Csa07g029820
OG0013364	Bra017300	Csa06g038310, Csa05g018470, Csa04g049140
OG0013365	Bra039422	Csa18g012730, Csa15g006940
OG0013366	Bra013026	Csa20g038180, Csa13g027820, Csa08g017590
OG0013367	Bra018977	Csa14g061880, Csa03g059610, Csa17g092650
OG0013368	Bra020968	Csa12g042390, Csa10g024960, Csa11g028160
OG0013369	Bra036600, Bra009926	Csa13g034860, Csa20g054160
OG0013370	Bra030183	Csa17g042870, Csa03g033100
OG0013371	Bra014907	Csa14g039340, Csa17g060840, Csa03g034760
OG0013372	Bra028143	Csa11g051450, Csa10g041190, Csa12g075100
OG0013373	Bra016064	Csa11g069620, Csa16g016220
OG0013374	Bra039494	Csa12g073210, Csa10g040250, Csa11g045330
OG0013375	Bra031409	Csa07g062830, Csa09g096170, Csa16g053410
OG0013376	Bra025334, Bra033046	Csa09g019730, Csa06g009660
OG0013378	Bra003918, Bra016127	Csa09g073930, Csa16g034290, Csa07g038560
OG0013379	Bra000270	Csa06g048810, Csa05g008920, Csa04g059240
OG0013380	Bra031478, Bra001344	Csa19g012190, Csa01g009510
OG0013381	Bra004638	Csa04g056120, Csa05g009990, Csa06g047610
OG0013382	Bra019986	Csa03g013200, Csa17g013400, Csa14g011290
OG0013383	Bra027976	Csa18g012650, Csa20g063050, Csa11g073530
OG0013384	Bra027670	Csa07g065430, Csa09g098760
OG0013385	Bra003555	Csa07g059670, Csa09g094850, Csa16g050340
OG0013386	Bra021814	Csa07g008720
OG0013387	Bra028916	Csa08g063540, Csa20g001110, Csa13g001020
OG0013388	Bra024253	Csa02g072650
OG0013389	Bra009774, Bra036520	Csa20g042750, Csa08g020160, Csa13g030310
OG0013390	Bra018540	Csa02g005830, Csa08g051880, Csa13g054600
OG0013391	Bra004177	Csa16g025250, Csa05g072400, Csa00639s060
OG0013392	Bra031877	Csa18g038890, Csa02g073520, Csa11g102360
OG0013393	Bra009295	Csa08g057380, Csa13g009080, Csa20g009420
OG0013394	Bra008950	Csa20g017150, Csa13g014420, Csa08g002760
OG0013395	Bra041033	Csa12g057430, Csa11g038720, Csa10g032110
OG0013396	Bra032825, Bra030043	Csa14g034940, Csa17g036090
OG0013397	Bra040545	Csa00532s110, Csa10g042510, Csa19g001270
OG0013398	Bra036177	Csa20g041260, Csa11g074490, Csa18g014440
OG0013399	Bra025019	Csa20g079550, Csa18g003600, Csa11g065550
OG0013400	Bra018528	Csa13g053940, Csa08g050510, Csa02g006170
OG0013401	Bra014826	Csa06g028760, Csa04g040340, Csa09g062730
OG0013402	Bra009770	Csa20g040950, Csa08g019020
OG0013403	Bra035540	Csa02g057200, Csa11g087920, Csa18g026130
OG0013404	Bra011446	Csa10g008760, Csa11g009630
OG0013405	Bra014125	Csa17g078890, Csa03g053070, Csa14g054310
OG0013406	Bra021679	Csa07g012050, Csa05g030560, Csa16g012800
OG0013407	Bra003436	Csa05g092950, Csa16g003920, Csa07g003900
OG0013408	Bra003550, Bra003549	Csa07g059790, Csa16g050440, Csa09g094960
OG0013409	Bra003029, Bra022676	Csa18g025090
OG0013410	Bra025913	Csa17g024120, Csa03g022170, Csa14g023620
OG0013411	Bra023930, Bra028266	Csa02g043440
OG0013412	Bra015790	Csa09g080780, Csa07g047600, Csa16g040200
OG0013413	Bra001948	Csa01g030430, Csa19g036340, Csa15g050070
OG0013414	Bra028002	Csa14g043420, Csa03g037730, Csa17g055810
OG0013415	Bra023261, Bra035483	Csa17g051720, Csa14g042320, Csa03g036720
OG0013416	Bra009461	Csa20g005560, Csa08g060120, Csa13g006360
OG0013417	Bra000603	Csa02g037370, Csa18g020540, Csa11g081360
OG0013418	Bra012291, Bra017942	Csa17g028450, Csa14g026940, Csa03g025560
OG0013419	Bra012062	Csa11g104620, Csa02g076440, Csa18g042200
OG0013420	Bra024304	Csa02g073280, Csa18g038160, Csa11g101650
OG0013421	Bra029891	Csa15g014720, Csa19g015090, Csa01g012060
OG0013422	Bra017400	Csa09g005370, Csa06g003100, Csa04g008580
OG0013423	Bra015500	Csa14g007830, Csa17g009830
OG0013424	Bra009376, Bra006018	Csa08g055340, Csa20g012470, Csa13g010990
OG0013426	Bra001225	Csa15g008570, Csa01g007910
OG0013427	Bra012523	Csa10g023160, Csa12g039360, Csa11g026220
OG0013428	Bra008434	Csa09g094070, Csa07g058960, Csa16g049520
OG0013429	Bra031244, Bra001808	Csa15g031320, Csa01g024020, Csa19g028920
OG0013430	Bra012465	Csa17g034760, Csa14g032630, Csa03g029380
OG0013431	Bra011839	Csa12g002580, Csa11g002770, Csa10g002440
OG0013432	Bra035170	Csa09g094410, Csa07g059290, Csa16g049860
OG0013433	Bra000538	Csa16g050800, Csa05g044630, Csa07g060160
OG0013434	Bra031538, Bra030662	Csa14g008190, Csa17g010210, Csa03g010160
OG0013435	Bra024498	Csa01g031990, Csa15g076000, Csa19g054590
OG0013436	Bra039122	Csa15g001070, Csa01g001070
OG0013437	Bra038545, Bra028093	Csa19g058300, Csa01g041790, Csa15g079340
OG0013438	Bra000063	Csa06g041290, Csa05g014620, Csa04g052230
OG0013439	Bra036637, Bra041016	Csa09g097690, Csa07g064310
OG0013440	Bra031456	Csa09g095620, Csa16g052980, Csa07g062240
OG0013441	Bra009191	Csa08g058080, Csa20g008660, Csa13g008420
OG0013442	Bra014187	Csa14g055620, Csa03g055280, Csa17g083130
OG0013443	Bra009037	Csa13g012150, Csa20g015690, Csa08g054140
OG0013444	Bra000700	Csa08g038910, Csa02g026840, Csa13g047090
OG0013445	Bra008953, Bra023330	Csa13g014360
OG0013446	Bra022531	Csa12185s010, Csa18g021600, Csa02g040610
OG0013447	Bra033313	Csa03g002340, Csa17g001100, Csa14g002360
OG0013448	Bra032120, Bra039230	Csa07g054040
OG0013449	Bra007901	Csa07g037040, Csa05g089240
OG0013450	Bra027177	Csa19g023160, Csa15g021160, Csa01g018980, Csa01g018970
OG0013451	Bra007275, Bra007273	Csa06g031550, Csa09g069240, Csa04g043220
OG0013452	Bra011739	Csa12g004230, Csa10g003970, Csa14622s010, Csa11g004480
OG0013453	Bra009679	Csa20g038450, Csa08g017760, Csa13g027980
OG0013454	Bra024273	Csa11g101280, Csa18g037800, Csa02g072860
OG0013455	Bra025555	Csa11g059040, Csa10g049180, Csa12g078250
OG0013456	Bra033410	Csa03g004700, Csa17g005650, Csa14g004640
OG0013457	Bra024600, Bra012374	Csa17g030600, Csa14g030700, Csa03g027350
OG0013458	Bra021419	Csa15g002390, Csa01g002300, Csa19g004820
OG0013459	Bra014184	Csa14g055570, Csa17g083050, Csa03g055210
OG0013461	Bra006545	Csa08g014020, Csa20g032110, Csa13g023140
OG0013462	Bra022343	Csa15g025270, Csa01g021540, Csa19g026050
OG0013464	Bra030621	Csa14g007050, Csa17g009080, Csa03g007100
OG0013465	Bra018791, Bra014198	Csa17g083250
OG0013466	Bra002963, Bra022739	Csa11g087730
OG0013467	Bra038049	Csa11g034200, Csa12g053550, Csa10g029920
OG0013468	Bra025156	Csa04g009930, Csa09g008740, Csa06g005250
OG0013469	Bra013772	Csa11g020600, Csa10g018880, Csa12g030230
OG0013470	Bra033214	Csa00566s140, Csa03g001030, Csa00633s070
OG0013471	Bra018064	Csa04g033500, Csa09g050420, Csa06g022160
OG0013472	Bra019455, Bra034983	Csa09g032790, Csa04g022660
OG0013473	Bra013131	Csa15g064470
OG0013474	Bra023293	Csa17g054230, Csa14g042650, Csa03g037010
OG0013475	Bra023968	Csa12g014010, Csa11g011280, Csa10g010470
OG0013476	Bra032517	Csa14g005470
OG0013476	Bra015304	Csa17g007480, Csa03g005590
OG0013477	Bra012841	Csa04g037460, Csa06g025870, Csa09g058710
OG0013478	Bra020046	Csa08g012260, Csa20g030290, Csa13g022500
OG0013479	Bra018910	Csa17g090320, Csa14g059700, Csa03g058320
OG0013480	Bra034821	Csa15g015500, Csa19g015830
OG0013481	Bra031973	Csa19g005950, Csa01g003510, Csa15g003630
OG0013482	Bra016755	Csa17g017070
OG0013483	Bra026302	Csa12g022790, Csa10g014910, Csa11g016140
OG0013484	Bra012043	Csa05g044390, Csa07g060370, Csa16g050980
OG0013485	Bra009269	Csa13g009400, Csa20g009760
OG0013486	Bra000239	Csa04g057280, Csa05g009790, Csa05g009800, Csa05g009770, Csa06g047800
OG0013487	Bra019079	Csa11g017210, Csa12g024910, Csa10g015840
OG0013488	Bra034446	Csa17g059360, Csa03g038250, Csa14g043950
OG0013489	Bra038487	Csa11g033230, Csa12g051470
OG0013490	Bra005610	Csa07g010590, Csa16g009310, Csa05g026860
OG0013491	Bra026607	Csa09g095120, Csa07g059990
OG0013492	Bra036118, Bra009990	Csa20g057310, Csa08g029720, Csa13g037840
OG0013493	Bra038532, Bra030247	Csa09g086650, Csa07g052420, Csa16g044060
OG0013494	Bra008790	Csa08g005990, Csa20g020430, Csa13g016740
OG0013495	Bra008794	Csa08g005870, Csa05974s010, Csa20g019310
OG0013496	Bra005737	Csa13g003180, Csa08g061360
OG0013497	Bra016349	Csa17g030540, Csa03g027290, Csa14g030650
OG0013498	Bra013245	Csa15g051500, Csa15g052740, Csa01g030800, Csa19g036680
OG0013499	Bra021199	Csa15g021640, Csa01g019420, Csa19g023620
OG0013500	Bra022709	Csa02g052100, Csa11g087290, Csa18g025620
OG0013501	Bra024597	Csa17g030580, Csa03g027330, Csa14g030680
OG0013502	Bra018570	Csa17g012740
OG0013503	Bra023309, Bra008988	Csa20g016530, Csa13g013890, Csa08g002260
OG0013504	Bra031987	Csa19g005650, Csa15g003290, Csa01g003210
OG0013505	Bra011457	Csa11g009430, Csa12g010100
OG0013506	Bra003187	Csa09g064210, Csa04g040610, Csa06g028970
OG0013507	Bra010863	Csa17g039420, Csa03g031870, Csa14g036240
OG0013508	Bra039858	Csa11g038660, Csa10g032040, Csa12g057340
OG0013509	Bra009574	Csa20g002740, Csa08g061900, Csa13g002550
OG0013510	Bra024250	Csa11g101050, Csa02g072640, Csa18g037560
OG0013511	Bra037069, Bra039713	Csa12g056850, Csa11g037050, Csa10g031570, Csa10g031550
OG0013512	Bra030775	Csa17g012920, Csa03g012800, Csa14g010850
OG0013513	Bra006121	Csa20g017430, Csa13g014700, Csa08g003030
OG0013514	Bra040438	Csa16g001290, Csa07g001380, Csa05g095600
OG0013515	Bra018650	Csa03g011590, Csa17g011600
OG0013516	Bra018078	Csa06g021910, Csa09g048830, Csa04g031280
OG0013517	Bra018851, Bra030488	Csa03g056470
OG0013518	Bra030616, Bra032458	Csa17g009000, Csa14g006960
OG0013519	Bra011698, Bra017770	Csa12g004810, Csa10g004570
OG0013520	Bra018126	Csa09g048010, Csa06g021260, Csa04g030560
OG0013521	Bra014348, Bra024909	Csa04g002000, Csa09g001010
OG0013522	Bra019982	Csa03g013240, Csa17g013440, Csa14g011330
OG0013523	Bra024330	Csa18g038520, Csa11g101960, Csa02g073890
OG0013525	Bra027421	Csa19g018900, Csa15g017680, Csa01g015860
OG0013526	Bra039762	Csa05g075230, Csa07g030410, Csa16g023800
OG0013527	Bra016585, Bra025945	Csa17g023600, Csa14g022170, Csa03g021650
OG0013528	Bra029229	Csa02g071800, Csa18g036900
OG0013529	Bra039503	Csa10g040760, Csa12g074610, Csa11g050940
OG0013530	Bra010785, Bra032370	Csa03g033430, Csa14g037900, Csa17g043220
OG0013531	Bra000977	Csa02g001420, Csa13g057040, Csa08g001450
OG0013532	Bra008752	Csa20g021090, Csa13g017380, Csa08g006590
OG0013533	Bra029618	Csa15g008760, Csa01g008070, Csa19g010760
OG0013534	Bra017213	Csa05g016870, Csa06g039630, Csa04g050520
OG0013535	Bra005679	Csa13g001330, Csa08g063240, Csa20g001440
OG0013536	Bra028647	Csa13g010820, Csa20g012260, Csa08g055530
OG0013538	Bra027017	Csa09g097460, Csa07g064120, Csa16g055490
OG0013539	Bra022910	Csa09g099570, Csa16g057430, Csa00619s080
OG0013540	Bra001469, Bra034732	Csa01g013910, Csa19g017000, Csa15g016740
OG0013541	Bra003028	Csa11g085750, Csa18g025100, Csa02g051280
OG0013542	Bra025541	Csa12g077970, Csa10g049370, Csa11g059350
OG0013543	Bra004723	Csa05g008880, Csa04g059280, Csa06g048860
OG0013544	Bra008223	Csa07g047290, Csa09g080430
OG0013545	Bra038959	Csa11g051080, Csa10g040870, Csa12g074710, Csa10671s010
OG0013546	Bra012643	Csa10g027590, Csa12g046780
OG0013547	Bra029519	Csa13g052690, Csa08g048850, Csa02g011190
OG0013548	Bra037669, Bra000339	Csa05g007530
OG0013550	Bra018621	Csa17g011940, Csa03g011940, Csa14g009970
OG0013551	Bra022107, Bra024961	Csa20g081520, Csa18g002730, Csa11g064680
OG0013552	Bra025357, Bra039044	Csa09g021170, Csa04g018070, Csa06g010120
OG0013553	Bra001570	Csa19g021530, Csa01g017400, Csa15g019260
OG0013554	Bra009374, Bra028641	Csa20g012430, Csa13g010950, Csa08g055380
OG0013555	Bra032330	Csa17g042530, Csa03g032780, Csa14g037230
OG0013556	Bra002405	Csa08g015490, Csa20g035900, Csa13g025780
OG0013558	Bra004068	Csa05g082000, Csa07g033350, Csa16g027810
OG0013559	Bra001178	Csa19g008650, Csa01g007010, Csa15g007580
OG0013560	Bra001998, Bra019022	Csa13g001090, Csa08g063470
OG0013561	Bra001522	Csa15g018020, Csa19g019310, Csa01g016190
OG0013562	Bra031922, Bra024286	Csa11g101450, Csa02g073050, Csa18g037970
OG0013563	Bra028937	Csa18g028990, Csa02g059210, Csa11g089620
OG0013564	Bra035917	Csa02g068650, Csa18g035010, Csa11g097510
OG0013565	Bra013443	Csa11g026160, Csa11g026170, Csa12g039280, Csa10g023110
OG0013566	Bra034763, Bra001447	Csa01g013400, Csa19g016540, Csa15g016180
OG0013567	Bra035965, Bra027474	Csa20g067130, Csa18g010630, Csa11g071710
OG0013568	Bra032548	Csa14g004700, Csa17g005710, Csa03g004750
OG0013569	Bra009430	Csa20g005990, Csa08g059670
OG0013570	Bra025651	Csa10g046840, Csa12g081700, Csa11g055730
OG0013571	Bra017318	Csa06g037990, Csa04g047820, Csa05g018770
OG0013572	Bra007217	Csa04g042490, Csa09g068290, Csa06g030790
OG0013573	Bra000705	Csa08g039210, Csa02g026530, Csa13g047420
OG0013574	Bra013646, Bra019359	Csa10g020310, Csa11g023330, Csa12g033920
OG0013575	Bra019238	Csa10g018790, Csa11g020510, Csa12g030140
OG0013577	Bra027957	Csa05g060750, Csa07g023770, Csa07g023790, Csa17g098270
OG0013578	Bra038459	Csa10g029270, Csa12g051740, Csa11g033530
OG0013579	Bra032007	Csa01g002890, Csa15g002960, Csa19g005330
OG0013580	Bra026329, Bra019039	Csa11g016430
OG0013581	Bra026760	Csa14g018620, Csa17g021060, Csa03g019290
OG0013582	Bra036853	Csa06g024990, Csa04g036620, Csa09g002480
OG0013583	Bra008947	Csa13g014450, Csa20g017180, Csa08g002790
OG0013584	Bra037405	Csa02g002420, Csa08g053240, Csa13g056050
OG0013585	Bra017091	Csa05g014190, Csa04g053060, Csa06g043040
OG0013586	Bra028845, Bra009545	Csa20g003220, Csa08g061400, Csa13g003140
OG0013587	Bra000181	Csa05g012500, Csa06g044650, Csa04g054600
OG0013588	Bra009747	Csa13g028920, Csa20g040640, Csa08g018670
OG0013590	Bra013335, Bra012583	Csa10g026530, Csa11g029780, Csa12g043170
OG0013591	Bra017467	Csa20g082250, Csa11g063930
OG0013592	Bra027279	Csa01g017620, Csa15g019520
OG0013593	Bra037464	Csa11g075930, Csa02g033540, Csa18g014940
OG0013594	Bra021992, Bra025051	Csa11g066310, Csa20g077720, Csa18g005390
OG0013595	Bra040822	Csa19g048820, Csa01g044450, Csa15g085720
OG0013596	Bra026155	Csa17g020760, Csa14g018360, Csa03g019000
OG0013597	Bra009012, Bra006072	Csa20g016010, Csa13g013460, Csa08g053820
OG0013598	Bra005961, Bra028679	Csa08g056520, Csa20g010310
OG0013599	Bra008143	Csa09g078840, Csa07g045660, Csa16g038190
OG0013600	Bra002521	Csa02g065730, Csa11g093770, Csa18g033210
OG0013601	Bra018320	Csa07g012830, Csa16g014550, Csa05g033380
OG0013602	Bra032649	Csa17g002290, Csa14g001350, Csa03g001450
OG0013603	Bra004914	Csa05g003820, Csa04g063380, Csa06g051850
OG0013604	Bra000196	Csa06g045060, Csa05g012070, Csa04g055000
OG0013605	Bra025806	Csa14g025560, Csa17g026150, Csa03g024160
OG0013606	Bra033227	Csa14g001290, Csa17g002360, Csa03g001380
OG0013607	Bra016373	Csa17g029530, Csa03g026470
OG0013608	Bra026983	Csa03g015990, Csa14g015180, Csa17g016460
OG0013609	Bra027454	Csa20g066520, Csa11g072250, Csa18g011190
OG0013610	Bra031213	Csa09g086080, Csa16g043480, Csa07g051820
OG0013611	Bra021480	Csa19g002590, Csa01g001500, Csa15g001530
OG0013612	Bra011725	Csa12g004410, Csa11g004670, Csa10g004150
OG0013613	Bra039521, Bra033757	Csa18g008800, Csa20g071930
OG0013614	Bra040260	Csa03g047450, Csa14g049830, Csa17g071450
OG0013615	Bra019981	Csa17g013450, Csa03g013250, Csa14g011340
OG0013616	Bra028714	Csa13g008940, Csa20g009250, Csa08g057570
OG0013617	Bra011523	Csa10g007790, Csa12g009260, Csa11g007580
OG0013618	Bra004784, Bra000326	Csa05g006520, Csa04g061620
OG0013619	Bra009358	Csa13g010770, Csa20g012190
OG0013620	Bra009850	Csa08g023260, Csa13g031490, Csa20g048960
OG0013621	Bra015229	Csa19g046630, Csa01g035180, Csa15g071530
OG0013622	Bra009368	Csa20g012340, Csa08g055460, Csa13g010870
OG0013623	Bra016765, Bra026964	Csa03g016330, Csa14g015480, Csa17g016800
OG0013624	Bra035846	Csa11g100270, Csa02g071830, Csa18g036930
OG0013625	Bra023694	Csa08g011350, Csa20g027290, Csa13g021680
OG0013626	Bra002225	Csa13g022220, Csa20g028940, Csa08g011950
OG0013627	Bra034803, Bra001425	Csa19g016040
OG0013628	Bra037826	Csa18g039550
OG0013629	Bra013707	Csa11g022380, Csa12g031900, Csa10g019640
OG0013630	Bra038821	Csa15g079580, Csa01g042030
OG0013631	Bra028837	Csa02g049240, Csa11g084780, Csa18g023940
OG0013633	Bra011066	Csa12g020560, Csa10g013730, Csa11g014700
OG0013634	Bra033241	Csa17g002160, Csa14g001470, Csa03g001550
OG0013635	Bra008811	Csa08g005570, Csa13g016310
OG0013636	Bra009788	Csa20g044830, Csa08g021250, Csa13g030440
OG0013638	Bra000803	Csa02g011480, Csa08g048610
OG0013639	Bra013436	Csa11g026260, Csa10g023210, Csa12g039400
OG0013640	Bra016955	Csa05g011630, Csa04g055450, Csa06g046920
OG0013641	Bra006182	Csa13g015720, Csa08g004980, Csa20g018470
OG0013642	Bra039094	Csa06g006940, Csa09g011810, Csa04g013780
OG0013643	Bra017414	Csa12g081310, Csa10g047730, Csa00579s060
OG0013644	Bra027807	Csa07g064770, Csa09g098120
OG0013645	Bra033377	Csa03g004240, Csa17g005230
OG0013646	Bra018949	Csa17g092110, Csa14g060400, Csa03g059140
OG0013647	Bra019221	Csa11g020190, Csa12g029790
OG0013648	Bra030508, Bra033338	Csa14g002720, Csa17g003620
OG0013649	Bra025589	Csa11g057470, Csa10g047320, Csa12g079750
OG0013651	Bra003454	Csa07g004550, Csa05g093560, Csa16g003530
OG0013652	Bra034591	Csa11g009120, Csa10g008320, Csa12g009820
OG0013653	Bra007308	Csa09g069650, Csa06g032920
OG0013654	Bra036147	Csa18g018630, Csa02g035350, Csa11g078540
OG0013655	Bra020469	Csa20g044900, Csa08g022320, Csa13g030500
OG0013656	Bra018148	Csa09g047760, Csa06g021090, Csa04g030320
OG0013657	Bra016123	Csa09g073990, Csa07g038600, Csa16g034340
OG0013658	Bra005685	Csa13g001430, Csa20g001660, Csa08g063120
OG0013659	Bra032918	Csa14g036420, Csa03g032000, Csa17g040630
OG0013660	Bra012993	Csa02g067900, Csa11g094800, Csa18g034330
OG0013662	Bra034274	Csa07g056850, Csa16g047460, Csa09g092040
OG0013663	Bra013902	Csa10g017310, Csa12g026560, Csa11g018920
OG0013664	Bra029675, Bra040026	Csa15g009510
OG0013665	Bra028416	Csa10g044750, Csa12g083920, Csa11g053610
OG0013666	Bra007174	Csa06g030160, Csa09g067540, Csa04g041810
OG0013667	Bra027728	Csa09g099410
OG0013668	Bra008460	Csa07g059260, Csa09g094380, Csa16g049830
OG0013669	Bra004513	Csa05g002440, Csa06g053240
OG0013670	Bra019006	Csa17g093240, Csa03g060160, Csa14g063340, Csa14g063350, Csa14g063330
OG0013671	Bra028852	Csa13g002970, Csa08g061590
OG0013672	Bra008841	Csa08g005150, Csa20g018640, Csa13g015870
OG0013673	Bra017363, Bra025137	Csa09g007160, Csa04g009390
OG0013674	Bra008244	Csa11g033250
OG0013675	Bra022610	Csa11g084560, Csa18g023720, Csa02g049000
OG0013676	Bra009516	Csa08g060800, Csa20g003800, Csa13g003750
OG0013677	Bra006993	Csa04g039390, Csa09g061670
OG0013678	Bra002570	Csa02g065100, Csa11g093220, Csa18g032680, Csa18g032690
OG0013679	Bra013513	Csa12g037210, Csa10g022200, Csa11g025230
OG0013680	Bra000988	Csa03040s010, Csa19g001140, Csa00555s270
OG0013681	Bra004830	Csa05g005860, Csa06g050750, Csa04g062250
OG0013682	Bra030236	Csa16g044210, Csa09g086780, Csa07g052550
OG0013683	Bra021447	Csa05g001280, Csa04g067980
OG0013684	Bra001158	Csa15g006980, Csa01g006510, Csa19g008080
OG0013685	Bra002886, Bra028968	Csa11g088850, Csa18g027140
OG0013686	Bra025592	Csa11g057440, Csa17g025900, Csa10g047350, Csa12g079790
OG0013687	Bra037499, Bra020709	Csa20g041160, Csa18g014330, Csa11g074380
OG0013688	Bra014096	Csa03g051560, Csa17g074300, Csa14g051780
OG0013689	Bra013417	Csa12g041840, Csa10g024510, Csa11g027630, Csa27734s010
OG0013690	Bra015001	Csa05g031740, Csa16g012970, Csa05g031720, Csa07g012220
