Orthogroup	Brassica_rapa	Tarenaya_hassleriana
OG0011020	Bra037117	Th2v13530, Th2v14238, Th2v26644
OG0011021	Bra023605, Bra023607	Th2v22959
OG0011022	Bra023959, Bra040073	Th2v01871
OG0011023	Bra039181, Bra021430	Th2v23033
OG0011024	Bra030065	Th2v26448
OG0011025	Bra030633, Bra032443	Th2v08168
OG0011026	Bra035000	Th2v17955
OG0011027	Bra000557	Th2v11067, Th2v11066, Th2v29807
OG0011028	Bra019825	Th2v00197
OG0011030	Bra009704, Bra026486	Th2v17340
OG0011031	Bra032030	Th2v01862
OG0011032	Bra009240	Th2v14302, Th2v22126
OG0011033	Bra017189	Th2v16967
OG0011034	Bra037908	Th2v18247
OG0011035	Bra022135, Bra024939	Th2v17092
OG0011036	Bra011572, Bra034665	Th2v02516, Th2v02875
OG0011037	Bra012637, Bra013258	Th2v27181
OG0011038	Bra008908	Th2v17560, Th2v19214
OG0011039	Bra025751	Th2v28050
OG0011040	Bra005190, Bra017182	Th2v25104
OG0011041	Bra030751, Bra018587	Th2v00781
OG0011042	Bra018268	Th2v08185, Th2v29184
OG0011043	Bra013827	Th2v26801, Th2v30371
OG0011044	Bra007186	Th2v03375, Th2v22358
OG0011045	Bra034501	Th2v04916, Th2v20598
OG0011046	Bra038077, Bra012774	Th2v26243
OG0011047	Bra034744	Th2v13418, Th2v19839
OG0011049	Bra034781	Th2v17526
OG0011050	Bra000028	Th2v14592
OG0011051	Bra006100	Th2v17628
OG0011052	Bra023997	Th2v08640
OG0011053	Bra026243, Bra021059	Th2v20690
OG0011054	Bra025721, Bra031070	Th2v29573
OG0011056	Bra005616	Th2v01190
OG0011057	Bra020290	Th2v18803
OG0011058	Bra010654	Th2v03194, Th2v12699
OG0011060	Bra011932	Th2v07566, Th2v15720, Th2v01077, Th2v08299
OG0011061	Bra018642	Th2v14195, Th2v26687
OG0011062	Bra030481	Th2v29909
OG0011063	Bra026514	Th2v00184, Th2v28567
OG0011065	Bra005138	Th2v16908
OG0011066	Bra025466	Th2v06069, Th2v14777
OG0011067	Bra011636	Th2v02969, Th2v21586
OG0011068	Bra034072, Bra029772	Th2v08919
OG0011069	Bra034769	Th2v14304, Th2v22128
OG0011070	Bra030078	Th2v10347, Th2v26471
OG0011071	Bra021137	Th2v21965
OG0011072	Bra039465, Bra001135	Th2v11153
OG0011073	Bra002478, Bra006659	Th2v17888, Th2v18840
OG0011074	Bra040621, Bra033664	Th2v10330
OG0011075	Bra018891	Th2v21839
OG0011076	Bra008791	Th2v06960, Th2v18200, Th2v23207
OG0011077	Bra038427	Th2v27808
OG0011078	Bra030558	Th2v08026
OG0011079	Bra009421	Th2v08876
OG0011080	Bra016447, Bra012252	Th2v20866
OG0011081	Bra015969	Th2v05912, Th2v21024
OG0011083	Bra040072, Bra011331	Th2v02052
OG0011084	Bra001833	Th2v25485
OG0011085	Bra022749	Th2v26847
OG0011086	Bra027500, Bra033683	Th2v16110, Th2v19400
OG0011087	Bra027457	Th2v29825
OG0011088	Bra033278, Bra032624	Th2v16371
OG0011089	Bra021664	Th2v10467, Th2v15859
OG0011090	Bra035636, Bra002780	Th2v21720
OG0011091	Bra024238	Th2v13750
OG0011092	Bra000982, Bra030964	Th2v23199
OG0011093	Bra038911	Th2v03733, Th2v17000
OG0011094	Bra003358	Th2v06884, Th2v25922
OG0011095	Bra029038, Bra003003	Th2v09649
OG0011096	Bra004376, Bra004001	Th2v24934
OG0011097	Bra005669	Th2v08977, Th2v19875
OG0011098	Bra031321	Th2v19301
OG0011099	Bra005056	Th2v30223
OG0011100	Bra020355	Th2v21321
OG0011101	Bra032272	Th2v26386, Th2v27723
OG0011102	Bra000738, Bra033153	Th2v10859
OG0011103	Bra030528, Bra033388	Th2v16233
OG0011104	Bra000940, Bra037389	Th2v22042
OG0011105	Bra035136, Bra003597	Th2v05633, Th2v23380
OG0011106	Bra002727, Bra006819	Th2v09587
OG0011109	Bra002407, Bra020186	Th2v18909
OG0011110	Bra015698	Th2v09838
OG0011111	Bra008837	Th2v28168, Th2v31077
OG0011112	Bra007448	Th2v13329, Th2v25959
OG0011113	Bra008112, Bra015966	Th2v09918
OG0011114	Bra004366	Th2v24917, Th2v30861
OG0011115	Bra032297	Th2v26529
OG0011116	Bra030910, Bra012949, Bra037959	Th2v00931
OG0011117	Bra007447	Th2v13328, Th2v25958
OG0011118	Bra019438	Th2v21199
OG0011119	Bra013254, Bra007088	Th2v03554
OG0011120	Bra038331	Th2v03974, Th2v24904
OG0011121	Bra000651	Th2v04764, Th2v10965
OG0011122	Bra040309	Th2v04790, Th2v17178
OG0011123	Bra005337	Th2v01476, Th2v27766
OG0011125	Bra000638	Th2v03826, Th2v28869
OG0011126	Bra010976	Th2v03923, Th2v28271
OG0011127	Bra003741	Th2v28081
OG0011129	Bra002652, Bra006768	Th2v18688
OG0011130	Bra040275, Bra029584	Th2v11355
OG0011131	Bra039309	Th2v07165, Th2v12868, Th2v22563
OG0011132	Bra021026, Bra013283	Th2v27160
OG0011133	Bra014973	Th2v19468, Th2v28773
OG0011134	Bra035062	Th2v10072
OG0011135	Bra020654	Th2v15987
OG0011136	Bra035075	Th2v05669
OG0011137	Bra030810	Th2v13411
OG0011138	Bra005581	Th2v16000
OG0011139	Bra001666, Bra022221	Th2v18288
OG0011140	Bra037713	Th2v13346, Th2v25969
OG0011141	Bra008798	Th2v08669
OG0011142	Bra010322	Th2v01198
OG0011145	Bra028961	Th2v09469
OG0011146	Bra011879, Bra010713	Th2v12563
OG0011147	Bra022329	Th2v26391, Th2v27717
OG0011148	Bra023442	Th2v06959, Th2v18201
OG0011149	Bra015544	Th2v10424, Th2v15824
OG0011150	Bra021311, Bra031399	Th2v04946
OG0011151	Bra013623	Th2v11945
OG0011152	Bra022370	Th2v29965
OG0011153	Bra011745	Th2v03090, Th2v12311
OG0011154	Bra034001	Th2v29643
OG0011155	Bra011682	Th2v02430
OG0011156	Bra028558	Th2v21399
OG0011157	Bra033053	Th2v00370, Th2v23221
OG0011158	Bra038288	Th2v05165, Th2v29219, Th2v30109
OG0011159	Bra024181	Th2v19537
OG0011160	Bra009906, Bra020530	Th2v18431
OG0011161	Bra029216	Th2v09285, Th2v17358
OG0011162	Bra017056	Th2v06683, Th2v15382
OG0011163	Bra027810	Th2v01626
OG0011164	Bra006898, Bra033458	Th2v11543
OG0011165	Bra025983	Th2v23272
OG0011166	Bra005659, Bra028919	Th2v19845
OG0011167	Bra029785, Bra014333, Bra034085	Th2v20015
OG0011168	Bra037240	Th2v02998, Th2v21557, Th2v12222
OG0011169	Bra017488	Th2v27212
OG0011170	Bra017718	Th2v12172
OG0011171	Bra002272	Th2v18051, Th2v19039
OG0011172	Bra035010	Th2v11053, Th2v31039
OG0011174	Bra018012	Th2v14106, Th2v26785
OG0011175	Bra009351, Bra006004	Th2v24149
OG0011176	Bra000595	Th2v19805
OG0011177	Bra000617	Th2v26817
OG0011178	Bra040238, Bra020790	Th2v11270
OG0011179	Bra038248, Bra035829	Th2v08460
OG0011181	Bra002931, Bra035555	Th2v09431, Th2v21637
OG0011182	Bra035354	Th2v06261, Th2v14962
OG0011183	Bra013636	Th2v16738
OG0011184	Bra003339	Th2v13251, Th2v25886
OG0011185	Bra030758, Bra018579	Th2v00803
OG0011186	Bra031235	Th2v21845
OG0011187	Bra038327	Th2v24907
OG0011188	Bra006009, Bra009353	Th2v11838, Th2v24151
OG0011189	Bra026028	Th2v10094
OG0011190	Bra038600	Th2v23969
OG0011191	Bra040284, Bra001211	Th2v11370
OG0011192	Bra024893, Bra014329	Th2v05441
OG0011194	Bra019905	Th2v20700
OG0011195	Bra008781	Th2v06968, Th2v18192
OG0011196	Bra034201	Th2v16204
OG0011197	Bra031638	Th2v06221, Th2v14922
OG0011198	Bra023407, Bra008832	Th2v28159
OG0011199	Bra040375, Bra001249, Bra029644	Th2v24785
OG0011201	Bra020103	Th2v21495
OG0011203	Bra035911	Th2v13916
OG0011204	Bra007073	Th2v03523
OG0011205	Bra031325	Th2v18205, Th2v24615
OG0011206	Bra004989	Th2v06711, Th2v15409
OG0011207	Bra008528, Bra000963	Th2v24521
OG0011209	Bra038500	Th2v01528
OG0011210	Bra018018, Bra029930	Th2v23194
OG0011211	Bra013627	Th2v04465
OG0011212	Bra033273	Th2v07843, Th2v16378
OG0011213	Bra014351	Th2v25743
OG0011214	Bra020420, Bra006807	Th2v05580
OG0011215	Bra021465, Bra039172, Bra023725	Th2v09051, Th2v23054
OG0011216	Bra014794, Bra007091	Th2v29186
OG0011217	Bra018341	Th2v07460, Th2v15810
OG0011218	Bra007229	Th2v15432
OG0011219	Bra013528, Bra020894	Th2v16668
OG0011220	Bra000194, Bra004581	Th2v28387
OG0011222	Bra034114	Th2v08823
OG0011223	Bra024365, Bra032098	Th2v01814
OG0011224	Bra006302	Th2v18610
OG0011225	Bra008954, Bra023329	Th2v21192
OG0011226	Bra008911	Th2v17549, Th2v19202
OG0011227	Bra017546	Th2v07419, Th2v10658
OG0011228	Bra004095, Bra034006	Th2v28195, Th2v29795
OG0011229	Bra037727	Th2v06910
OG0011230	Bra029166	Th2v09324, Th2v26876
OG0011232	Bra008497	Th2v05609
OG0011233	Bra039845	Th2v02871
OG0011234	Bra022017	Th2v07392, Th2v07391, Th2v10685
OG0011235	Bra029205, Bra038655	Th2v08287
OG0011236	Bra038099	Th2v23787, Th2v27374
OG0011237	Bra022310, Bra037592	Th2v22047, Th2v24273
OG0011238	Bra022886	Th2v27135
OG0011239	Bra040564	Th2v00918, Th2v23723
OG0011240	Bra003594, Bra035141	Th2v23384
OG0011241	Bra021490, Bra019839	Th2v03857
OG0011242	Bra022191	Th2v26302, Th2v27669
OG0011243	Bra024058, Bra041159, Bra011204	Th2v02119, Th2v12451
OG0011244	Bra034258	Th2v28201
OG0011245	Bra015418	Th2v17208, Th2v07795, Th2v29693, Th2v29606
OG0011246	Bra024734	Th2v24871, Th2v07804, Th2v29701
OG0011247	Bra016803	Th2v05999, Th2v14708
OG0011248	Bra004778, Bra000321	Th2v06930
OG0011249	Bra029193	Th2v09357
OG0011251	Bra034977	Th2v18950
OG0011252	Bra011139	Th2v12474
OG0011253	Bra014101, Bra018705, Bra018703	Th2v18278
OG0011254	Bra004731	Th2v13294, Th2v25927
OG0011255	Bra030639	Th2v15921
OG0011256	Bra037185	Th2v14141, Th2v26745
OG0011257	Bra012530	Th2v04269
OG0011258	Bra024490, Bra002086	Th2v12202
OG0011259	Bra000939	Th2v07838
OG0011260	Bra035897, Bra010076	Th2v13958
OG0011261	Bra017932	Th2v05713, Th2v20801
OG0011262	Bra007994, Bra016099	Th2v27922
OG0011264	Bra032174	Th2v03089, Th2v12310
OG0011265	Bra024908, Bra014347	Th2v05389
OG0011266	Bra013962	Th2v22912
OG0011267	Bra028900	Th2v19896
OG0011268	Bra019534, Bra022890, Bra005602	Th2v16022, Th2v27130
OG0011269	Bra007990, Bra016105	Th2v27918
OG0011270	Bra002946	Th2v25577
OG0011271	Bra027371, Bra021532, Bra013073	Th2v26122
OG0011272	Bra021071, Bra040111	Th2v10549
OG0011273	Bra038613	Th2v19740, Th2v25142
OG0011274	Bra008732	Th2v07006, Th2v18157
OG0011275	Bra032830, Bra010935	Th2v28848, Th2v28644
OG0011276	Bra010377, Bra026269	Th2v01560
OG0011277	Bra035474	Th2v20073, Th2v20074
OG0011278	Bra021577	Th2v00896, Th2v26040
OG0011279	Bra011001, Bra024737	Th2v24868
OG0011280	Bra028184, Bra028408	Th2v05326
OG0011281	Bra012154	Th2v11731, Th2v14237, Th2v26645
OG0011282	Bra016986	Th2v06741, Th2v15440, Th2v28380
OG0011283	Bra031086, Bra040680	Th2v01664
OG0011284	Bra002345, Bra020137	Th2v17985, Th2v18963
OG0011285	Bra019840, Bra016825	Th2v20630
OG0011286	Bra006928	Th2v08730
OG0011287	Bra027180, Bra021172	Th2v21920
OG0011289	Bra007158	Th2v22329
OG0011290	Bra027244, Bra021109	Th2v22001
OG0011291	Bra010779, Bra005509, Bra032379	Th2v26601
OG0011292	Bra000465	Th2v13053, Th2v22761
OG0011293	Bra018019	Th2v14096, Th2v31290
OG0011294	Bra035122, Bra008414	Th2v05644
OG0011295	Bra001120, Bra040123	Th2v25394
OG0011296	Bra002682, Bra025002, Bra020399	Th2v21775
OG0011298	Bra018988	Th2v21986
OG0011299	Bra039482	Th2v06228, Th2v14929
OG0011300	Bra025996	Th2v30185, Th2v05971, Th2v21095
OG0011301	Bra005714, Bra009601	Th2v08935
OG0011302	Bra040917	Th2v04817
OG0011303	Bra028753	Th2v20219
OG0011305	Bra026485	Th2v17343
OG0011306	Bra014956	Th2v28761
OG0011307	Bra019001	Th2v00868
OG0011308	Bra019491	Th2v01244, Th2v26427
OG0011309	Bra037438	Th2v09228
OG0011310	Bra011566, Bra034658, Bra017681	Th2v02797
OG0011311	Bra029132, Bra028298	Th2v28948
OG0011312	Bra038002	Th2v26146
OG0011313	Bra019240, Bra013778	Th2v03842
OG0011314	Bra016925	Th2v13173, Th2v25816
OG0011316	Bra006360	Th2v09082, Th2v18597
OG0011317	Bra017025, Bra000174, Bra004980	Th2v06717
OG0011318	Bra010725	Th2v03277
OG0011319	Bra012507, Bra032799	Th2v03910
OG0011321	Bra025823	Th2v28134
OG0011322	Bra015324	Th2v08059, Th2v16083
OG0011323	Bra024163	Th2v01621, Th2v12498
OG0011324	Bra016318, Bra024641	Th2v24967
OG0011325	Bra034553, Bra011428	Th2v01922
OG0011326	Bra029363	Th2v24119
OG0011327	Bra024551	Th2v25071, Th2v30181
OG0011328	Bra019310	Th2v16801
OG0011330	Bra016494, Bra025772	Th2v28059
OG0011331	Bra026850	Th2v28690
OG0011333	Bra022126, Bra002598	Th2v17816, Th2v21303
OG0011334	Bra040862, Bra015624	Th2v29826
OG0011335	Bra000950	Th2v16399
OG0011336	Bra039722, Bra036879	Th2v19373
OG0011337	Bra030672	Th2v07462, Th2v15808
OG0011339	Bra005125, Bra017130	Th2v03726
OG0011340	Bra026152, Bra026776	Th2v10266
OG0011341	Bra023260, Bra010155	Th2v10566
OG0011342	Bra029875, Bra034150	Th2v20184
OG0011343	Bra022008	Th2v27256
OG0011344	Bra036911	Th2v24603
OG0011345	Bra036452, Bra036692	Th2v01601, Th2v12514
OG0011346	Bra036713	Th2v26467
OG0011347	Bra025576	Th2v06377, Th2v15077
OG0011348	Bra000067, Bra005102	Th2v17012
OG0011349	Bra027062	Th2v02896, Th2v29758
OG0011350	Bra010946, Bra032826	Th2v03892, Th2v28214
OG0011351	Bra011918	Th2v23639
OG0011352	Bra028528	Th2v20415
OG0011353	Bra002401	Th2v18916
OG0011354	Bra016888	Th2v13216, Th2v25854
OG0011355	Bra005255, Bra023078	Th2v14657
OG0011356	Bra016894	Th2v06837, Th2v15535
OG0011358	Bra015010	Th2v12613
OG0011359	Bra036474, Bra031124	Th2v21592
OG0011360	Bra008916	Th2v19233
OG0011361	Bra032910, Bra030099	Th2v26504
OG0011362	Bra019432	Th2v18901
OG0011363	Bra028658, Bra005991	Th2v24136
OG0011364	Bra006937	Th2v29761, Th2v29762
OG0011365	Bra040097, Bra021078	Th2v29193
OG0011366	Bra020588, Bra036629	Th2v16432
OG0011367	Bra013696, Bra020817	Th2v04545, Th2v16809
OG0011368	Bra034279	Th2v11096
OG0011369	Bra000605	Th2v23524, Th2v20378
OG0011370	Bra031975, Bra001089	Th2v22882
OG0011371	Bra006974	Th2v08619
OG0011372	Bra000810	Th2v16678
OG0011373	Bra036835, Bra012867	Th2v11663
OG0011374	Bra023517, Bra006298	Th2v18607, Th2v24665
OG0011375	Bra012816, Bra033450	Th2v06709, Th2v15407
OG0011377	Bra012539	Th2v07366, Th2v10713
OG0011378	Bra029270, Bra010071	Th2v13950, Th2v26447
OG0011379	Bra039611	Th2v23032
OG0011380	Bra018050, Bra029902	Th2v14067
OG0011381	Bra000767	Th2v16736
OG0011382	Bra016632	Th2v10093
OG0011383	Bra038510, Bra030227	Th2v03162
OG0011384	Bra040448	Th2v13111, Th2v22821, Th2v25756
OG0011385	Bra036145, Bra037419	Th2v08999
OG0011386	Bra021414, Bra040598, Bra001060	Th2v23008
OG0011387	Bra007608	Th2v12881, Th2v22578
OG0011388	Bra039326	Th2v12847, Th2v22538
OG0011389	Bra012911, Bra029988	Th2v11732, Th2v13531
OG0011390	Bra029135, Bra028294	Th2v26901
OG0011393	Bra013924	Th2v21748
OG0011395	Bra006076	Th2v21392
OG0011396	Bra007101, Bra003197	Th2v22272, Th2v29153
OG0011398	Bra016723, Bra026877	Th2v06483, Th2v15180
OG0011399	Bra032751	Th2v01238, Th2v10321
OG0011400	Bra024281, Bra037770	Th2v13719
OG0011401	Bra036809, Bra012853	Th2v13428
OG0011402	Bra005500	Th2v27089
OG0011403	Bra036140	Th2v11364
OG0011404	Bra032338, Bra010809	Th2v10396
OG0011405	Bra007697	Th2v13045, Th2v22753
OG0011406	Bra007634	Th2v12946, Th2v22643
OG0011407	Bra014839, Bra007049	Th2v14579
OG0011408	Bra014618, Bra007337	Th2v13195
OG0011410	Bra001763, Bra022467	Th2v25103
OG0011411	Bra020666, Bra037439	Th2v11401
OG0011412	Bra009168	Th2v20275
OG0011413	Bra005865	Th2v14369, Th2v22195
OG0011415	Bra002234	Th2v29006
OG0011417	Bra022226	Th2v25539
OG0011418	Bra015846	Th2v05842, Th2v20940, Th2v28034
OG0011419	Bra022249	Th2v26333, Th2v27636
OG0011420	Bra018645, Bra030715	Th2v08352
OG0011421	Bra025803	Th2v04090, Th2v28116
OG0011422	Bra007036, Bra003162	Th2v16927
OG0011423	Bra035396	Th2v08528, Th2v19661
OG0011424	Bra017490, Bra024949	Th2v22389
OG0011425	Bra001056, Bra039179	Th2v23024
OG0011427	Bra005974, Bra009326	Th2v11864
OG0011428	Bra016412	Th2v09861
OG0011429	Bra013523	Th2v16661
OG0011430	Bra022889	Th2v16018
OG0011431	Bra022974, Bra021907, Bra005427	Th2v18737
OG0011432	Bra027245	Th2v23808, Th2v27355
OG0011434	Bra038637, Bra035842	Th2v09282, Th2v17361
OG0011435	Bra000562, Bra037313	Th2v24507
OG0011436	Bra022158, Bra038294	Th2v17896, Th2v18847
OG0011437	Bra010959	Th2v28218
OG0011438	Bra037938	Th2v20375, Th2v28651, Th2v30764
OG0011439	Bra009877	Th2v19259
OG0011440	Bra005605	Th2v27127
OG0011441	Bra012889	Th2v11693
OG0011442	Bra009927	Th2v11231
OG0011443	Bra035791	Th2v24445, Th2v21801
OG0011444	Bra008476, Bra003564	Th2v10223, Th2v23418
OG0011445	Bra009010, Bra028572	Th2v21388
OG0011446	Bra032268, Bra014158	Th2v09190
OG0011447	Bra007210	Th2v03396, Th2v06721, Th2v15418
OG0011448	Bra003171, Bra007047	Th2v03704
OG0011449	Bra014648, Bra007296	Th2v06787, Th2v15486
OG0011450	Bra014797, Bra014795	Th2v29185
OG0011451	Bra032701, Bra034878	Th2v25319
OG0011452	Bra035022	Th2v04203
OG0011453	Bra018071	Th2v14042
OG0011454	Bra037291, Bra001996	Th2v02882, Th2v12109
OG0011455	Bra028323, Bra014966	Th2v19457
OG0011456	Bra016315, Bra024649	Th2v24973, Th2v25665
OG0011457	Bra039458, Bra001138	Th2v18473
OG0011458	Bra025896	Th2v23515, Th2v05902, Th2v21012
OG0011459	Bra027513	Th2v10295
OG0011460	Bra024812	Th2v28674
OG0011461	Bra035420, Bra007853	Th2v05014
OG0011462	Bra009528	Th2v20037
OG0011464	Bra008134, Bra015934	Th2v05899, Th2v21009
OG0011465	Bra038992	Th2v00777
OG0011466	Bra005673	Th2v19880
OG0011467	Bra033993, Bra004234	Th2v29649
OG0011468	Bra014786, Bra007098	Th2v29160
OG0011469	Bra022133	Th2v17089
OG0011470	Bra000820, Bra034219	Th2v07994, Th2v16190
OG0011471	Bra002670	Th2v30169
OG0011472	Bra015342, Bra030584	Th2v16070, Th2v27107
OG0011473	Bra024793	Th2v28691
OG0011474	Bra029457	Th2v16721, Th2v16725
OG0011475	Bra014190	Th2v29971
OG0011476	Bra037848, Bra012163	Th2v11736
OG0011477	Bra013090	Th2v02550
OG0011478	Bra040655	Th2v04800, Th2v17184
OG0011479	Bra005210, Bra023112	Th2v14625
OG0011480	Bra028512, Bra025458	Th2v20455
OG0011481	Bra024792, Bra017404	Th2v00113
OG0011483	Bra010770, Bra014880	Th2v27890
OG0011484	Bra020376	Th2v20752
OG0011485	Bra008913, Bra023364	Th2v20000
OG0011486	Bra029625	Th2v11437, Th2v18336
OG0011487	Bra030597	Th2v08090
OG0011488	Bra027450	Th2v11041, Th2v29672
OG0011489	Bra016049	Th2v10011, Th2v23266
OG0011491	Bra016060	Th2v05960, Th2v21081
OG0011492	Bra015776	Th2v05790, Th2v20885
OG0011493	Bra037757, Bra024245	Th2v17875, Th2v18824
OG0011494	Bra039380	Th2v26182
OG0011495	Bra000197	Th2v03414
OG0011496	Bra006941	Th2v03619, Th2v29314
OG0011497	Bra012542, Bra013399	Th2v04247
OG0011498	Bra011896	Th2v03307, Th2v29380
OG0011499	Bra025691	Th2v23552
OG0011500	Bra023116, Bra017190	Th2v16971
OG0011501	Bra035851	Th2v23957, Th2v23956
OG0011502	Bra036555, Bra009864	Th2v17612
OG0011503	Bra038562	Th2v12429
OG0011504	Bra031090	Th2v01197
OG0011505	Bra011319	Th2v01865, Th2v02058
OG0011506	Bra004124, Bra039738	Th2v00593, Th2v05268
OG0011508	Bra025961, Bra016593	Th2v09982
OG0011509	Bra016208, Bra007919	Th2v25694
OG0011510	Bra030598, Bra015368	Th2v16040
OG0011511	Bra021962	Th2v16595
OG0011512	Bra022238	Th2v25545
OG0011513	Bra013865, Bra019187	Th2v23480
OG0011514	Bra012952	Th2v09339, Th2v24062
OG0011515	Bra003956	Th2v04029, Th2v25042
OG0011516	Bra034793, Bra038691	Th2v08703, Th2v17697
OG0011517	Bra033076, Bra025370	Th2v00394
OG0011519	Bra033265	Th2v07833, Th2v24540
OG0011520	Bra013808, Bra019224	Th2v03818, Th2v28574
OG0011521	Bra011368	Th2v11061, Th2v29802
OG0011522	Bra016879, Bra004691	Th2v03499
OG0011523	Bra002056, Bra036903	Th2v19355
OG0011524	Bra020041, Bra002240	Th2v19218
OG0011525	Bra022134, Bra024941	Th2v17090
OG0011526	Bra036955	Th2v08432
OG0011527	Bra026775, Bra026151	Th2v05605
OG0011529	Bra011982	Th2v07621, Th2v15671, Th2v08336
OG0011530	Bra018538, Bra036255	Th2v00709
OG0011532	Bra007394	Th2v13253, Th2v25888
OG0011533	Bra004357, Bra038330	Th2v00156
OG0011534	Bra000534	Th2v24449, Th2v07746, Th2v15555
OG0011535	Bra024910, Bra014349	Th2v10601
OG0011536	Bra022756, Bra035716	Th2v11333, Th2v26841
OG0011537	Bra015031, Bra001942	Th2v19528, Th2v25326
OG0011538	Bra004640, Bra016920	Th2v28001
OG0011540	Bra037144, Bra012111	Th2v13489
OG0011541	Bra034243	Th2v00237, Th2v06427, Th2v15126
OG0011542	Bra028938, Bra002826	Th2v05528
OG0011543	Bra021514	Th2v26106
OG0011544	Bra017949	Th2v04155, Th2v30639
OG0011545	Bra034928	Th2v29618, Th2v11015, Th2v17234
OG0011546	Bra039003, Bra036722	Th2v01677, Th2v12479
OG0011547	Bra014163	Th2v26397, Th2v27707
OG0011548	Bra001316, Bra029760	Th2v13779
OG0011549	Bra012988, Bra029342	Th2v13405, Th2v13854
OG0011550	Bra023157, Bra006205	Th2v11622
OG0011551	Bra033460, Bra012822	Th2v07448
OG0011552	Bra012722, Bra038457	Th2v01540
OG0011553	Bra034416	Th2v04717
OG0011554	Bra037016	Th2v01928
OG0011555	Bra027342, Bra001549	Th2v00912, Th2v23731
OG0011556	Bra039799, Bra007007	Th2v03670
OG0011557	Bra011516	Th2v02752, Th2v12019
OG0011558	Bra024991, Bra022068	Th2v17068
OG0011559	Bra020438	Th2v09591
OG0011560	Bra019050, Bra026350	Th2v09648
OG0011561	Bra008097	Th2v09945
OG0011562	Bra006159, Bra008889	Th2v19193
OG0011563	Bra011997	Th2v07654, Th2v15638
OG0011564	Bra003371, Bra007442	Th2v13316
OG0011565	Bra013435	Th2v16611
OG0011566	Bra025629	Th2v00079
OG0011567	Bra038944	Th2v19693, Th2v25257
OG0011568	Bra016478	Th2v04084, Th2v28097
OG0011569	Bra002387, Bra020170	Th2v18923
OG0011570	Bra023280, Bra035494	Th2v10553
OG0011572	Bra011008	Th2v24875
OG0011573	Bra021527	Th2v00946, Th2v26116
OG0011574	Bra025408, Bra036204	Th2v00439, Th2v05336
OG0011575	Bra026892, Bra040720	Th2v00150
OG0011576	Bra009151	Th2v14362, Th2v22187, Th2v20245
OG0011577	Bra000226	Th2v06790, Th2v15490
OG0011578	Bra007553, Bra014475	Th2v12821, Th2v22510
OG0011579	Bra029162, Bra028268	Th2v19706
OG0011580	Bra025542	Th2v00281
OG0011581	Bra020419, Bra002703	Th2v09609
OG0011582	Bra026482, Bra009708	Th2v17345, Th2v23925
OG0011583	Bra030805, Bra019975	Th2v06146, Th2v14854
OG0011585	Bra007120	Th2v22288, Th2v06644, Th2v15343
OG0011587	Bra031165	Th2v03279
OG0011588	Bra040934	Th2v26928
OG0011591	Bra025599	Th2v12612
OG0011592	Bra033032	Th2v06347, Th2v15045
OG0011593	Bra006849, Bra002787	Th2v09547
OG0011594	Bra001491, Bra034703	Th2v23606, Th2v26192
OG0011596	Bra027006, Bra036636	Th2v20549
OG0011597	Bra007385, Bra014581	Th2v06856
OG0011598	Bra027765	Th2v04838
OG0011599	Bra006499	Th2v11009, Th2v29900
OG0011600	Bra028905, Bra025616	Th2v28693
OG0011601	Bra029894	Th2v13058, Th2v22765
OG0011602	Bra028320, Bra014964	Th2v19505
OG0011603	Bra018277, Bra021700	Th2v15900, Th2v15902
OG0011604	Bra016055	Th2v10018, Th2v23271
OG0011605	Bra005363, Bra023002	Th2v01425, Th2v10520
OG0011606	Bra007359, Bra034761	Th2v09202, Th2v14275, Th2v22098
OG0011607	Bra026238, Bra030205	Th2v17099
OG0011608	Bra014939	Th2v19426
OG0011609	Bra030326	Th2v12602
OG0011611	Bra032471, Bra015413	Th2v16003
OG0011612	Bra039674	Th2v26038
OG0011613	Bra031403, Bra021318	Th2v20642
OG0011614	Bra018212, Bra033820	Th2v18785
OG0011615	Bra019815, Bra016738	Th2v00215, Th2v28536
OG0011617	Bra002334, Bra006580	Th2v21472
OG0011618	Bra033620	Th2v12674, Th2v13934
OG0011619	Bra021402	Th2v13022, Th2v22728
OG0011620	Bra025346	Th2v00621, Th2v06260, Th2v14961
OG0011621	Bra035299	Th2v13209, Th2v25849
